해시태그,텍스트,이미지소스
#맛있겠짛_주연앟,#ㄷㅂㅇㅈ |  | 도산공원 클랩피자 |  | 최애 조합은 스파이시포크+콘치즈에 치즈프라이즈 😋 인데 오랜만이라 까먹고 청양페퍼+콘치즈에 클랩프라이즈 먹었답니다 닥터페퍼 파는 곳은 항상 맛집 ~ | #맛있겠짛_주연앟 | #손영재_콧구멍커지겠지 https://t.co/pmlVBmJlsR,http://pbs.twimg.com/media/FEFMNM5agAAqQvh.jpg
#맛있겠짛_주연앟,오늘도 재밌었다요~👍🏻 | #ㄷㅂㅇㅈ  | #이재현_치킨이다가아니야 | #영훈아_밥좀많이먹어라  | #맛있겠짛_주연앟 아 잘못올려서...다싷ㅎ https://t.co/S8bYsJy4eD,http://pbs.twimg.com/media/FEFEt81acAAP9TE.jpg
#맛있겠짛_주연앟,📍 합정 미삼 |  | 대새롤 (대패삼겹+새우) 이랑  | 치즈계란찜은 꼬옥 | 먹어주기 ~~ ❤️ |  | +날이 너무 추워서 핫초코 시켰는데 | 귀여운 곰돌이가 뿅하고.. 🥺 |  | #맛있겠짛_주연앟 | #이주연_난늘배고파_베베 | #이재현_치킨이_다가아니야 | #더비도먹어 https://t.co/9nGH2HJMt9,http://pbs.twimg.com/media/FEElQTracAA-xL5.jpg
#맛있겠짛_주연앟,쭈여니 인증👍(아님) 맛집 ◠‿◠  | 압구정 만두집❤ |  | #맛있겠짛_주연앟 | #이주연_난늘배고파_베베 https://t.co/TuJT4Cvrqp,http://pbs.twimg.com/media/FEEg-MYaAAA7_Sx.jpg
#맛있겠짛_주연앟,📍 압로 청담돈 |  | n번째 방문 중인 카이센동 맛집 ^ v ^ ❤️ | 다음에는 슬라임 카페가서 모버실 찍기로 약속🤙🏻 |  | #맛있겠짛_주연앟 | #이주연_난늘배고파_베베 | #이재현_치킨이_다가아니야 | #더비도먹어 https://t.co/zJQ37V6j00,http://pbs.twimg.com/media/FEEazlOaIAANnEc.jpg
#맛있겠짛_주연앟,📍부산 광안리 초필살 |  | 내가 지금까지 먹은 껍데기는 거짓이었다는 걸 깨닫게 해주는 맛.. 짱맛도리야 ➰🤍 |  | #효앞꾸먹 | #맛있겠짛_주연앟 https://t.co/Wmg7oEwcla,http://pbs.twimg.com/media/FEEQC6makAA_K2n.jpg
#맛있겠짛_주연앟,📍압구정 노모어피자 | @present_milmol @8bd_2  |  | 웨이팅 긴 걸로 유명하길래 오래 기다릴 각오하고 찾아간 곳    정말 생각했던 것만큼 기다리긴 했지만 양도 많고 맛도 있어서 만족 😎 |  | #ㄷㅂㅇㅈ #맛있겠짛_주연앟 | #이주연_난늘배고파_베베  | #이재현_치킨이_다가아니야 https://t.co/tAtelrHfVV,http://pbs.twimg.com/media/FEELou2aAAAbHKA.jpg
#맛있겠짛_주연앟,#이재현_치킨이다가아니야 | #어이어이_이재현_여기다  | #재현아_차츰공복이드리울테니 | #맛있겠짛_주연앟 | #이주연_난늘배고파_베베 | #더비예절  | 오늘의 먹부림₍^⁎⃙  ̫ ⁎⃙ ^₎ https://t.co/nzEyTgHmYj,http://pbs.twimg.com/media/FED3MqjaQAAfGUH.jpg
#맛있겠짛_주연앟,📍[연남동]광야 | 드디어 연남동에 있는 광야를 갔다왔습니당 | 생각보다 가게 분위기가 조용하고 커플들이 데이트 하기 좋은 분위기라 당황했음.. | 양이 대체적으로 좀 적고 비싸지만 맛이 그 모든걸 괜찮게 생각하게 해줌 |  | #ㄷㅂㅇㅈ | #이주연_난늘배고파_베베 | #맛있겠짛_주연앟 |  #이재현_치킨이다가아니야 https://t.co/MWolt9e1RK,http://pbs.twimg.com/media/FEDL3GTaQAAJzQL.jpg
#맛있겠짛_주연앟,#ㄷㅂㅇㅈ | #맛있겠짛_주연앟 | #이주연_난늘배고파_베베  |  | 우리 집 첫 더비❣️ | @hydrohylo https://t.co/ki6vi5AvZR,http://pbs.twimg.com/media/FEAQPv0acAEyFBM.jpg
#맛있겠짛_주연앟,📍연남 쿠시노주방 |  | 차돌탄탄나베랑 오늘의 야키토리 8종 먹었는데 술이 완전 술술 들어가는 조합.. 사진은 없는데 모듬고로케도 괜찮았음 다른 나베 먹으러 또 갈랜다~~!! |  | #맛있겠짛_주연앟 | #이주연_난늘배고파_베베 https://t.co/36uKQjyqwz,http://pbs.twimg.com/media/FD_uXvVakAI1e2_.jpg
#맛있겠짛_주연앟,해운대 스게 | 존맛 |  | #이재현_치킨이_다가아니야 | #맛있겠짛_주연앟 https://t.co/iFnpXOrqQC,http://pbs.twimg.com/media/FD_Rh-XaAAErE0s.jpg
#맛있겠짛_주연앟,#ㄷㅂㅇㅈ #맛있겠짛_주연앟  #이재현_치킨이_다가아니야 장산이라서 너무  너무 멀지만 맛있으니까 용서 가능 https://t.co/VthiZ04WjG,http://pbs.twimg.com/media/FD_Rh57aIAAKXWo.jpg
#맛있겠짛_주연앟,📍안국 다운타우너 |  | 랜다시 가까이에 있어서 갔는데 패티가 너무 고급져요 ㅠ 감자튀김이 찐임 .. ♡ 일반 버거랑은 차원이 다르고 가격도 쏘쏘한 편 한 번 가봐도 나쁘지 않은 맛 ♡  | #맛있겠짛_주연앟 | #이주연_난늘배고파_베베 https://t.co/owiEAkKIrg,http://pbs.twimg.com/media/FD9K3CaakAEaRIv.jpg
#맛있겠짛_주연앟,잘먹었어 (👍≖‿‿≖)👍 |  | 민트초 굿👍 | #ㄷㅂㅇㅈ  | #맛있겠짛_주연앟 https://t.co/HoZEpM9EXU,http://pbs.twimg.com/media/FD6b9paUUAUS4sx.jpg
#이주연_난늘배고파_베베,오늘 점심은 청년피자 🍕 | 다들 점심 챙겨드셔요 ♡  |  | #ㄷㅂㅇㅈ | #주연앟_맛있겠짛 | #이주연_난늘배고파_베베 https://t.co/hPSde3dDEW,http://pbs.twimg.com/media/FESbztTaMAMwEZX.jpg
#이주연_난늘배고파_베베,2021.11.14 |  | 전시회는 핑계일뿐   돼지파티엿던 하루💓 |  | #ㄷㅂㅇㅈ | #주연앟_맛있겠짛 | #이주연_난늘배고파_베베 |  | 📍압구정로데오 을지다락 도산공원 | 📍라미스콘 청담점 | 📍코다차야 신사점 |  |  정리 끗 - https://t.co/FzqpzZDOaO,http://pbs.twimg.com/media/FEMaAGcakAABXKa.jpg
#이주연_난늘배고파_베베,#ㄷㅂㅇㅈ | #주연앟_맛있겠짛 | #이주연_난늘배고파_베베 |  | 📍압구정로데오 을지다락 도산공원 |  | 드디어 만낫따 바고깅😚💙 https://t.co/qSNwazsC8F,http://pbs.twimg.com/media/FEIjLkaakAA1y45.jpg
#이주연_난늘배고파_베베,📍압구정 벽돌해피푸드 (with @quaavoco) | 🤍 마시써 마시써 굿🤍 |  | #이재현_치킨이_다가아니야  | #이주연_난늘배고파_베베 https://t.co/18C6WLIkBG,http://pbs.twimg.com/media/FEFFwSkaMAMW1PK.jpg
#이주연_난늘배고파_베베,📍호족반 |  | 대기만 아니라면 또 가고 싶은 곳    | 꼬옥 예써로 예약 하시고 가세요 | 열두시 좀 넘어서 예약했는데 두시 이십분 정도에 들어갔답니댱🥲 |  | #ㄷㅂㅇㅈ | #이재현_치킨이_다가아니야 | #이주연_난늘배고파_베베 https://t.co/vLpOE7igy5,http://pbs.twimg.com/media/FEEDgabagAADDrF.jpg
#이주연_난늘배고파_베베,📍[합정서교]띠오데산타바바라 |  | 멕시칸 브라질 음식 좋아하고 타코를 좋아하면 꼭 필수로 가야하는 맛집🤤 | 소스와 난은 추가로 리필 됩니당💗💗 | 라임탄산음료 꼭 시켜드시기 |  | #ㄷㅂㅇㅈ | #이주연_난늘배고파_베베 | #영훈아_빵빵하게_먹어 | #이재현_치킨이다가아니야 https://t.co/tddh84zRwh,http://pbs.twimg.com/media/FEDRUsfaUAIpDp3.jpg
#이주연_난늘배고파_베베,📍[신용산] 텐파마라탕마라샹궈 |  | 마라탕에 꿔바로우 꼭 필수로 주문해야됨 | 청담점보다 여기가 더 맛있고 덜 자극적으로 매움!! 맛있게 맵다😍 | 2층에도 자리 많음💗 |  | #ㄷㅂㅇㅈ | #이주연_난늘배고파_베베 | #영훈아_빵빵하게_먹어 | #이재현_치킨이다가아니야 https://t.co/FMlUdhPkcE,http://pbs.twimg.com/media/FEDPJrwaUAE982J.jpg
#이주연_난늘배고파_베베,📍[용산]마라돈왕주먹고기 |  | 원하는 이름으로 소주병에 이름 커스텀 해주신다😍 | 라면도 서비스로 주시고 고기도 맛있었음 | 럭드깡 하고 저녁에 가면 딱 좋아  |  | #ㄷㅂㅇㅈ | #이주연_난늘배고파_베베 | #영훈아_빵빵하게_먹어 | #이재현_치킨이다가아니야 https://t.co/iFriIeDQ4x,http://pbs.twimg.com/media/FEDORM0aIAITQBu.jpg
#영훈아_밥좀많이먹어라,부산 송정 마레마레 |  | #영훈아_빵빵하게_먹어 | #영훈아_밥좀많이먹어라 https://t.co/YhG1ISf9Nb,http://pbs.twimg.com/media/FEnbTQjVEAM3Had.jpg
#영훈아_밥좀많이먹어라,📍춘천 우성닭갈비  |  | 닭갈비 먹으러 춘천 다녀옴 | 중간에 남이섬 먼저👍 |  | #영훈아_밥좀많이먹어라 #영훈아_빵빵하게_먹어 https://t.co/RWdf6Q2k75,http://pbs.twimg.com/media/FEkW09-aIAAB7nQ.jpg
#영훈아_밥좀많이먹어라,#영훈아_밥좀많이먹어라 | #영훈아_빵빵하게먹어 |  | 서울숲 가면 제스티살룬에서 와사비 새우버거 먹어주고 후식으로 그레이트커피에서 와플이랑 비엔나 조져주면 되 https://t.co/wvN0uXHkVo,http://pbs.twimg.com/media/FEfIWzuakAEr4z7.jpg
#영훈아_밥좀많이먹어라,📍망원 파이브테이블즈 🍝 |  | 서비스로 요거트 주셨어요 ∑ദ്ദി˙◡･) 💕 | 크림파스타 꾸덕해서 맛있고 피자도 짱! | 인테리어도 너무 예뻐서 좋아쑵니다   👊🏻 |   | #영훈아_밥좀많이먹어라 | #영훈아_빵빵하게_먹어 https://t.co/rBfnnpAbEU,http://pbs.twimg.com/media/FEdcNbyakAIy9dP.jpg
#영훈아_밥좀많이먹어라,📍망원 카페 밤비 1호점 🍰 |  | 케이크가 귀엽고 빵꼬미가 맛있어요 ᜊ( ' ⩊ '𖦹)ᜊ |  | #영훈아_밥좀많이먹어라 | #영훈아_빵빵하게_먹어 https://t.co/vyfHF61g6O,http://pbs.twimg.com/media/FEdbVomacAATxvc.jpg
#영훈아_밥좀많이먹어라,나가사키짬뽕 !!! 마싯다 구지잉 |  | #영훈아_밥좀많이먹어라 | #영훈아_빵빵하게먹어 https://t.co/5pslq1eFtG,http://pbs.twimg.com/media/FETllhDaUAAZ2Qe.jpg
#영훈아_밥좀많이먹어라,🍽 서면 오리지원 | 누텔라 팬케이크 너무 맛있었어요! | 쉐이크 메뉴가 유명하지만 커피를 좋아해서 커피만 시킨..😓 | #영훈아_빵빵하게_먹어 | #영훈아_밥좀많이먹어라 https://t.co/02V3SVlkVY,http://pbs.twimg.com/media/FEKRgKDaMAEZvqJ.jpg
#영훈아_밥좀많이먹어라,📍경기광주 머메이드레시피 |  | 미쳐써어어어 🤍 | 너무 예뻐요 케이크도 맛있구우우우.. o̴̶̷̥᷅.o̴̶̷᷄ | 초월가서 주연이맛집 갔다가 놀러가묜완벽!!!!함 .. 아마도♡♡ |  | #영훈아_빵빵하게_먹어 | #영훈아_밥좀많이먹어라 https://t.co/E6UucNtuPX,http://pbs.twimg.com/media/FEIgdIjagAAOLgT.jpg
#영훈아_밥좀많이먹어라,건대 발빠닭 |  | 무뼈닭발도 파는 닭발맛집 !!!! | 치즈계란찜과 딸막도 맛있어요 💗 |  | #영훈아_밥좀많이먹어라 | #영훈아_빵빵하게_먹어 https://t.co/h5pW2Up151,http://pbs.twimg.com/media/FD_0TlPaAAAfigf.jpg
#영훈아_빵빵하게_먹어,#영현아_여기서도_7인분_어때  | #영훈아_빵빵하게_먹어 | 압구정 족황상제 |  | 마라족발 먹는다면 술 필수.. | 술을 별로 안좋아하는 나도 술 쭉쭉 들어가게 만드는 마성의 안주🤩 | ㄱㅇㅎ들 여친 정모 제대로 했다네요^^~ https://t.co/KuBtdekv6X,http://pbs.twimg.com/media/FEn9fxsVIAAfMLv.jpg
#영훈아_빵빵하게_먹어,허니 오늘 하루 요약〰❤️ |  | 📍해운대 스게 | 소고기 타다키 다 먹어서 연어사시미 시켰는데 이것도 진짜 맛있었다!!😋 |  | #영훈아_빵빵하게_먹어 | #어이어이_이재현_여기다 https://t.co/pd95HPt3Zl,http://pbs.twimg.com/media/FEkNIWVaAAIL0Qf.jpg
#영훈아_빵빵하게_먹어,#ㄷㅂㅇㅈ  | #영훈아_빵빵하게_먹어 |  | 📍광주 윤끼  | 식기가 아름답고 초밥이 맛있어요  🤍 | 다행히 오늘은 웨이팅도 안해서 음식도 빨리 나와씀 !! https://t.co/MFe5jqw2wY,http://pbs.twimg.com/media/FEjP-S4akAEL4RC.jpg
#영훈아_빵빵하게_먹어,📍강남 가로수길 당옥 |  | 평일에 가서 그런지 웨이팅 없이 먹을 수 있었구 .. 빙수가 진짜 존맛 🤍 |  | #영훈아_빵빵하게_먹어 | #이재현_치킨이_다가아니야  | #ㄷㅂㅇㅈ https://t.co/YmQMJq606V,http://pbs.twimg.com/media/FEjHIrqagAAj8L_.jpg
#영훈아_빵빵하게_먹어,📍신사 어썸로즈 |  | 크림파스타 추천! 피자도 사이드로 시키기에 적당 ♡︎ 잘 꾸며져 있어서 분위기도 좋지만 .. 그래서 포카샷도 못 찍은 ㅋㅋㅋㅋ 🥲 |  | #영훈아_빵빵하게_먹어 | #이재현_치킨이_다가아니야  | #ㄷㅂㅇㅈ https://t.co/EiF7DNnnLQ,http://pbs.twimg.com/media/FEiU_6lakAAWA-O.jpg
#영훈아_빵빵하게_먹어,#ㄷㅂㅇㅈ  | #영훈아_빵빵하게_먹어 |  | 📍남원 월향재  | 당고 맛집  ..   그리고 음료도 진짜 맛있어요 ♥  | 한옥 카페 좋아하면 꼭 와야 되는 곳   !!   터미널에서도 가깝구 메뉴판 옆에 근처 가볼만한 장소들도 친절하게 적혀있어요 남원 여행할 때 꼬옥 들러야돼 ɞ̴̶̷ . ɞ̴̶̷ https://t.co/4wxEjxRTie,http://pbs.twimg.com/media/FEfI0LaagAEYH9Y.jpg
#영훈아_빵빵하게_먹어,#ㄷㅂㅇㅈ | #영훈아_빵빵하게_먹어 |  | 🧸🐶 황당다락 ｡｡｡｡ https://t.co/Ap8simcNat,http://pbs.twimg.com/media/FEd7JmiaAAA5I6N.jpg
#영훈아_빵빵하게_먹어,📍청담 텐파 |  | 텐파 오랜만 ㅠ 말모말모 | 영상 캡한 거라 화질은 별로지만 🥲 |  | #영훈아_빵빵하게_먹어 | #이재현_치킨이_다가아니야  | #ㄷㅂㅇㅈ https://t.co/kOKW4ZtO07,http://pbs.twimg.com/media/FEdzPwhUYAIOei0.jpg
#영훈아_빵빵하게_먹어,📍도레도레 신사점 |  | 넘 예뿌고 맛있다 .. 🍓🍰  | 큐민수 성공 !!  |  | #영훈아_빵빵하게_먹어 | #이재현_치킨이_다가아니야  | #ㄷㅂㅇㅈ https://t.co/RJo0peaDKI,http://pbs.twimg.com/media/FEdFTVdaIAIZ0Dd.jpg
#영훈아_빵빵하게_먹어,📍신사 피자네버슬립스  |  | 진짜 개존맛 !!!  |  | #영훈아_빵빵하게_먹어 | #이재현_치킨이_다가아니야  | #ㄷㅂㅇㅈ https://t.co/MtQZoxa7Ld,http://pbs.twimg.com/media/FEc2jhDagAE6Zjj.jpg
#영훈아_빵빵하게_먹어,📍우동 카덴(합정) |  | 오픈 전부터 웨이팅이 엄청 길던...😱 그만큼 맛도 있었답니다 가라아게도 바삭바삭하고 맛있었어요💕 |  | #맛집을입력하세요 | #예담아_너만봐 | #영훈아_빵빵하게_먹어 https://t.co/O2E54AJERc,http://pbs.twimg.com/media/FEXUdZ7akAEnNCE.jpg
#영훈아_빵빵하게_먹어,#ㄷㅂㅇㅈ | #영훈아_빵빵하게_먹어 |  | 친구가 영훈이 맘에들어해서 | 양보햇서 | 쫌 빠르긴하지만 다들 맛점햐~~💓 https://t.co/0wwto8RExj,http://pbs.twimg.com/media/FEXLKXsacAIcOrV.jpg
#영훈아_빵빵하게_먹어,아 진짜 맛있어서 눈물 좔좔 난다 | #이재현_치킨이_다가아니야  | #영훈아_빵빵하게_먹어 https://t.co/WFz3VaOpW0,http://pbs.twimg.com/media/FEMvw-9aMAEtyi0.jpg
#영훈아_빵빵하게_먹어,맞다맞다 얼레벌레 예절샷이지만 | #ㄷㅂㅇㅈ | #영훈아_빵빵하게_먹어 | #이재현_치킨이_다가아니야 | 특히 노모어피자!!!!!!!!!! 여기 진짜 피자 미쳤더만요 왜 웨이팅이 있는지 바로 이해 ssap가능.... https://t.co/N4u327krQ4,http://pbs.twimg.com/media/FEKY4pqagAMnvlj.jpg
#영훈아_빵빵하게_먹어,📍이태원 지노스뉴욕피자 (녹사평역) |  | 4인용 세트메뉴 먹었는데 양이 개개마늠 | 여기소스가 진짜 미친넘 !! | 빵이랑 샐러드도 존맛입니당 | 피자 도우도 맛있어서 빈쟁반만 남았다고… |  | #ㄷㅂㅇㅈ | #이재현_치킨이다가아니야 | #영훈아_빵빵하게_먹어 | #손영재_콧구멍커지겠지 | #주학년_푸드플렉스 | #확신해찬맛 https://t.co/diUBc4UF18,http://pbs.twimg.com/media/FEJoOfvacAE4PbQ.jpg
#영훈아_빵빵하게_먹어,#ㄷㅂㅇㅈ | 📍이태원 Ginos NY Pizza 지노스피자 |  | 피자 진짜 조오오오온맛  | 샐러드 소스도 맛있어요!! | 버팔로윙은 좀 많이 시더라구요 :)  |  | #손영재_콧구멍커지겠지  | #이재현_치킨이다가아니야 | #영훈아_빵빵하게_먹어 | #먹다가_해찬이_생각이나신거예요 https://t.co/eEf7LeRH9W,http://pbs.twimg.com/media/FEJkp3waAAEFfJZ.jpg
#영훈아_빵빵하게_먹어,🍞압구정로데오 슈바빙 |  | 가볍게 맥주 마시기 좋은 곳 !! |  | #ㄷㅂㅇㅈ | #영훈아_빵빵하게_먹어 https://t.co/apXpAeF0lO,http://pbs.twimg.com/media/FEJe1kGaQAA4B6N.jpg
#영훈아_빵빵하게_먹어,🍞압구정로데오 맘마미아 |  | 케이크맛집💗💗 | 생크림 하나도 안 느끼하고 마싯음  |  | #ㄷㅂㅇㅈ | #영훈아_빵빵하게_먹어 https://t.co/HxvN5ocdVe,http://pbs.twimg.com/media/FEJbo_RaQAIhryL.jpg
#영훈아_빵빵하게_먹어,🍞압구정로데오 노모어피자 |  | 근래 먹은 피자 중 제일 맛있었던..👍 | 특히 새우옥수수피자(?) 개존맛 !! |  | #ㄷㅂㅇㅈ | #영훈아_빵빵하게_먹어 https://t.co/zjjZnR2Q7D,http://pbs.twimg.com/media/FEJare_akAE0zqw.jpg
#영훈아_빵빵하게_먹어,#영훈아_빵빵하게_먹어 | #손영재_콧구멍_커지겠지  |  | 오솔 언니랑 주연 재현 전시회 끝나고 총총 🤍 | 너무 맛있따     노모어피자 https://t.co/NPmeXhwk5W,http://pbs.twimg.com/media/FEJK9lgaMAIhZ9I.jpg
#영훈아_빵빵하게_먹어,성공적인 미공포깡  |  | #ㄷㅂㅇㅈ | #영훈아_빵빵하게_먹어  | #이재현_치킨이_다가아니야 https://t.co/EwFmzmk7Rt,http://pbs.twimg.com/media/FEJDDy4aIAEX-RY.jpg
#영훈아_빵빵하게_먹어,별자리마라탕 | 100g 2200원 별도요금 없음 꿔바로우 맛있어요 | #영훈아_빵빵하게_먹어 https://t.co/ne79qgRvz4,http://pbs.twimg.com/media/FEI4OxnagAAUsKA.jpg
#영훈아_빵빵하게_먹어,#ㄷㅂㅇㅈ | #영훈아_빵빵하게_먹어 |  | 나 기절함 개맛잇허 https://t.co/3lCv4jJP2n,http://pbs.twimg.com/media/FEIWt_5aIAAul5w.jpg
#영훈아_빵빵하게_먹어,🌮 서촌 벨라또띠아 |  | 버섯 케사디아 (11.0) | 까르티나스 부리또 (9.0) | 오르차타 🥛 (5.0) |  | 오픈 전부터 웨이팅 있구 재료 소진되면 마감! 그치만 진짜 기다릴만한 맛 .. ◡̎ 고구마 튀김이랑 과카몰리가 너무 맛있을 것 같아요 두근두근 |  | #영훈아_빵빵하게_먹어 | #효앞꾸먹 https://t.co/YgcyHP4QjA,http://pbs.twimg.com/media/FEISlF8acAQZSqi.jpg
#영훈아_빵빵하게_먹어,🥨 서촌 모드니에 |  | 빵 러버라면 진짜 무조건 가야 하는 빵집 | 감태 휘낭시에 꼭 먹어보기 별 다섯 개예요.. | 무화과타르트(0.7) 꼭 먹어야 함 필쑤 😍 |  | #영훈아_빵빵하게_먹어 | #효앞꾸먹 https://t.co/ZVohAPvWvv,http://pbs.twimg.com/media/FEIPIfZacAAdS4N.jpg
#영훈아_빵빵하게_먹어,📍오우 연남점  |  | 상연이랑 창민이 생일 주간에 점심으로 먹었는데 미역국 나와서 좋았던 .. 🙀 정식이 여러 개고 구성은 자주 바뀌는 것 같다 ! 육전 좋아해서 맛있었음 〰 집밥 같은 느낌이라 부담 없이 가도 괜찮을 듯 |  | #영훈아_빵빵하게_먹어 | #유영이의_맛집유영 https://t.co/pplVvLZV13,http://pbs.twimg.com/media/FEFSzMBaMAYa9hm.jpg
#영훈아_빵빵하게_먹어,📍서촌 스펙터  |  | 좋아하는 카페〰 티라미수랑 산도가 유명한데 모나카도 맛있다. 아메리카노 대신 필터 커피가 있고 플랫화이트랑 달달한 스펙터 커피가 유명하다. 내부가 좁아서 주말엔 좀 (많이) 시끄러울 수 있음 🥲 그래도 너무 좋아 ♡  |  | #영훈아_빵빵하게_먹어 | #유영이의_맛집유영 https://t.co/fwcbbROpxE,http://pbs.twimg.com/media/FEFO9Y3aMAAvvTw.jpg
#영훈아_빵빵하게_먹어,📍서촌 궤도 🪐 |  | 정말 을지로에 있을 법한 요즘 감성 카페 ➰내부가 넓어서 사람 많은 시간대만 피하면 대화 나누기는 좋은 것 같애용 .. 메뉴 선택을 잘못해서 단 커피를 고르는 바람에 많이 못 마시고 나왔는데 다음엔 브루잉 커피를 꼭 마셔 보고싶움 |  | #영훈아_빵빵하게_먹어 | #유영이의_맛집유영 https://t.co/UBIS4DYhd3,http://pbs.twimg.com/media/FEFOjCpagAEp11m.jpg
#영훈아_빵빵하게_먹어,📍서촌 퀴진 라끌레  |  | 퀘백 프렌치 레스토랑 ~ 런치는 버거가 주메뉴인 것 같다 .ᐟ 개인적으로 소꼬리를 넣어 만든 라구 파스타가 더 맛있었음. 푸틴도 판매 하니까 제이콥 추천 음식인 푸틴 궁금하신 분들은 한 번 가보시는 것도 좋을 듯 해요〰 |  | #영훈아_빵빵하게_먹어 | #유영이의_맛집유영 https://t.co/uZDjKqeTZx,http://pbs.twimg.com/media/FEFOONwaUAEDAJ2.jpg
#영훈아_빵빵하게_먹어,📍송도 스탠다드스퀘어 |  | 진지한에서 센트럴파크를 등지고 10분정도 걸으면 나옵니다~~ 개인 취향이겠지만 커피도 괜찮았고 레드벨벳 쿠키도 너무 맛있었어요 .ᐟ (옆에 트리플초코는 안 먹어 봄) 아인슈페너가 유명하다네용  |  | #영훈아_빵빵하게_먹어 | #유영이의_맛집유영 https://t.co/zDWWHZ5cEo,http://pbs.twimg.com/media/FEFN-OjagAEe6dC.jpg
#영훈아_빵빵하게_먹어,📍송도 진지한  |  | 영훈이 추천 식당 ⋆⁺₊⋆ 밑반찬도 훌륭하고 민물탕도 같이 나와서 만족스러웠당 사실 맛도 맛이었는데 너무너무 친절 하시구 정말 센스가 남다른 식당이었음… 영훈이 덕분에 정말 기분 좋은 식사를 했어요~~ 영훈아 고마워 ♡  |  | #영훈아_빵빵하게_먹어 | #유영이의_맛집유영 https://t.co/zyEi4IYenf,http://pbs.twimg.com/media/FEFNvCKagAEzLeY.jpg
#영훈아_빵빵하게_먹어,📍벽돌해피푸드 압구정점 |  | 여기 재현이도 갔던 식당이었나 ? 묘하게 더보이즈 로고 같은 족황상제 맞은편에 있습니다 ~~ 사진 현상하는 암실에서 밥 먹는 기분 느낄 수 있음. 마라 잘 못 먹는 사람들도 (ex 영훈) 먹을 수 있을 것 같은 맛 ➰  |  | #영훈아_빵빵하게_먹어 | #유영이의_맛집유영 https://t.co/FmtepyKFSd,http://pbs.twimg.com/media/FEFNVLqaIAAv8R3.jpg
#영훈아_빵빵하게_먹어,당산 당산곶 | 해산물 맛집!!!!!해산물이랑 회 넘넘 맛었었다😋❤마지막으로 시킨 골빔면도 존맛🤣매실주도 맛있구ㅎㅎ오래만에 만난 언니랑 수다🗣🗣  | #ㄷㅂㅇㅈ | #학신  | #주학년_먹는데돈아끼지말자 | #주학년_푸드플렉스  | #영훈아_빵빵하게_먹어 https://t.co/WJFoDf8dan,http://pbs.twimg.com/media/FEFMGVJakAEDjTe.jpg
#영훈아_빵빵하게_먹어,📍합정 워크인서울 WIS |  | 큐가 갔었던 워크인서울도 호로롭 다녀왔어요 ᕕ( ᐛ )ᕗ 커피가 정말 맛있었고 내부 전시가 유니크해서 사진 찍는 거 다 예쁘게 나왔습니당!  |  | #ㄷㅂㅇㅈ  | #영훈아_빵빵하게_먹어  | #이재현_치킨이다가아니야 https://t.co/7w34grGebN,http://pbs.twimg.com/media/FEE-WhsagAYnoUb.jpg
#영훈아_빵빵하게_먹어,📍홍대 연남물갈비 |  | 음식 나온 지 얼마 안 지나 고기가 풀어헤쳐져서 상징인 고기탑(?) 사진은 없지만...... 말로만 들었던 연남물갈비 진짜 너무너무너무 맛있어요 💦 살짝 매운 편이지만 볶음밥 추가까지 해서 알차게 먹고 온! |  | #ㄷㅂㅇㅈ  | #영훈아_빵빵하게_먹어  | #이재현_치킨이다가아니야 https://t.co/hKTcVS856J,http://pbs.twimg.com/media/FEE1zEaakAAQ_0d.jpg
#영훈아_빵빵하게_먹어,📍홍대 피오니 |  | 딸기 넘 조 아      | 케이크먹고시퍼서갔는데 빙수가 생각보다 너무마싯었당 |   | #영훈아_빵빵하게_먹어 | #이재현_치킨이다가아니야 https://t.co/0cUVwshzoa,http://pbs.twimg.com/media/FEEya7yacAArEya.jpg
#영훈아_빵빵하게_먹어,📍성수다락 |  | 먹는 내내 180넘는 두 남정네가 이런 예쁜인테리어와 테이블에서 게살리조또와 찹스테이크를 먹었을생각에 황당하고 웃겼다     | 근데 게살리조또 넘마싯음    | 카츠산도도 너무먹어보고싶어서 시켰는데 마싯게 잘먹었당  |  | #영훈아_빵빵하게_먹어 | #이재현_치킨이다가아니야 https://t.co/TgNYyTfiuC,http://pbs.twimg.com/media/FEEuHDmaIAIDMxR.jpg
#영훈아_빵빵하게_먹어,반전있는 남자들 멋있어요 |  | #ㄷㅂㅇㅈ | #이재현_치킨이_다가아니야  | #영훈아_빵빵하게_먹어 |  | @jjhhhyun https://t.co/eWC99wRreA,http://pbs.twimg.com/media/FEEdj_9aIAE6ohH.jpg
#영훈아_빵빵하게_먹어,☕️ 건대 칼레오 커피 로스터스 |  | 산뜻하고 가벼운 원두라서 언제 마셔도 맛있는 칼레오 .. ㅜ.ㅠ 애정하는 카페 중 한 곳입니다 개인적으로 핫 아이스 상관없이 플랫화이트 추천 ♡̷̷̷ .ᐟ |  | #ㄷㅂㅇㅈ  | #영훈아_빵빵하게_먹어 https://t.co/HMQTpkHV7j,http://pbs.twimg.com/media/FED-Kp3aUAUuY8h.jpg
#영훈아_빵빵하게_먹어,뇸뇸 | 여기 개 찐 좐맛집이네 | #이재현_치킨이_다가아니야  | #영훈아_빵빵하게_먹어 | #ㄷㅂㅇㅈ https://t.co/OcAexSCwiz,http://pbs.twimg.com/media/FD9ukNBakAEvmfz.jpg
