식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
정감어린,육류/고기,4.0,서울 용산구 후암로 4,월~금 11:30 ~ 21:30 · 브레이크타임 월~금 14:30 ~ 17:00,02-754-4389,30,9건
모로코코카페,양식,3.8,서울 용산구 신흥로 34 남동연립 101호,화~일 12:00 ~ 22:00,,103,58건
아러바우트 한남,커피전문점,3.6,서울 용산구 대사관로8길 15,월/화요일,02-711-1351,60,20건
모수서울,양식,4.6,서울 용산구 이태원로55가길 45,화~토 12:00 ~ 23:00 · 브레이크타임 화~토 15:00 ~ 18:00,02-793-5995,13,13건
아르모니움,이탈리안,3.3,서울 용산구 대사관로 33,매일 12:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-792-3972,65,16건
더파이니스트,칵테일바,3.8,서울 용산구 회나무로 41 3층,화~목 11:00 ~ 01:00,,90,21건
왕타이,태국음식,3.9,서울 용산구 이태원로 151 영화빌딩 3층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-749-2746,37,77건
브라이리퍼블릭 이태원점,스테이크/립,4.2,서울 용산구 이태원로14길 19 2층,화~일 12:00 ~ 23:00,070-8879-1967,59,88건
선데이아보,카페,4.3,서울 용산구 회나무로13길 52-43 1층,화요일,,66,30건
무진장,카페,4.3,서울 용산구 녹사평대로 168-18,매일 12:00 ~ 22:00,,126,26건
우다움플러스82 용산점,육류/고기,3.9,서울 용산구 한강대로40길 26 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-792-1992,35,7건
리틀넥한남,양식,4.1,서울 용산구 한남대로27길 66 1층,매일 11:00 ~ 21:30 · 브레이크타임 월~목 15:00 ~ 17:00,070-8869-9499,268,36건
콘하스 한남,카페,3.3,서울 용산구 이태원로55나길 22,매일 10:00 ~ 22:00,02-790-0792,193,46건
한우생각,육류/고기,3.0,서울 용산구 후암로57길 37-3,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6929-0801,5,5건
보마켓 경리단점,카페,2.8,서울 용산구 녹사평대로 286,매일 10:00 ~ 20:00,02-792-3380,191,22건
야스노야 본점,일식,3.5,서울 용산구 후암로 8-1,영업시간 월~토 17:00 ~ 23:00,02-777-0708,48,30건
꾸잉,베트남음식,4.5,서울 용산구 이태원로 189 1층,매일 00:00 ~ 24:00,02-796-1244,84,59건
충무칼국수,국수,4.5,서울 용산구 한강대로104길 38,월~금 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-754-1123,31,33건
도렐 육지2호점,카페,2.8,서울 용산구 한강대로 100 아모레퍼시픽빌딩 지하1층,월~금 08:00 ~ 20:30,02-6365-3675,175,41건
열정도고깃집,삼겹살,4.0,서울 용산구 백범로87길 55 1/2층,영업시간 월~금 16:00 ~ 23:00,070-8614-6331,99,28건
정,중화요리,3.4,서울 용산구 청파로47나길 4,매일 11:00 ~ 21:00,02-719-8719,63,40건
한길포장마차,실내포장마차,2.8,서울 용산구 이촌로75길 16-9,영업시간 매일 16:00 ~ 20:00,02-796-6162,78,16건
카사코로나 서울,술집,3.2,서울 용산구 보광로60길 7 4층,영업시간 월/화/수/목/일 18:00 ~ 02:00,070-4105-2234,62,41건
마구로센 한남본점,참치회,3.9,서울 용산구 대사관로31길 24,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-792-1110,34,15건
케이투원투,커피전문점,2.8,서울 용산구 녹사평대로26길 36,매일 10:00 ~ 23:00,02-749-2954,12,12건
용산양꼬치,육류/고기,3.5,서울 용산구 백범로99길 60,매일 11:30 ~ 23:30 · 브레이크타임 매일 14:30 ~ 16:30,02-749-9088,49,13건
쟈니덤플링 본관,중화요리,4.0,서울 용산구 보광로59길 33,매일 11:30 ~ 21:10,,85,34건
어글리소사이어티,양식,4.1,서울 용산구 보광로59길 40 6층 602호,영업시간 매일 15:00 ~ 22:00,010-4937-0892,111,48건
저스틴스테이크,스테이크/립,4.0,서울 용산구 이태원로26길 18,매일 11:30 ~ 22:30 · 브레이크타임 월~금 15:30 ~ 16:30,02-790-8783,520,33건
옛집국수,국수,4.1,서울 용산구 한강대로62길 26,매일 06:00 ~ 20:30,02-794-8364,32,36건
원조자원대구탕,해물/생선,3.2,서울 용산구 한강대로62가길 6,매일 09:30 ~ 22:30,02-793-5900,86,19건
어프로치커피,카페,3.5,서울 용산구 한강대로40길 18-3,매일 10:00 ~ 22:00,,24,43건
츄르츄르,일본식라면,4.6,서울 용산구 청파로43길 11 1층,화~일 11:30 ~ 21:00,02-707-0410,83,40건
그레트힐란,카페,2.4,서울 용산구 회나무로 60-1,월~금 12:00 ~ 23:00,02-797-9541,36,43건
고가길9공탄,육류/고기,3.2,서울 용산구 백범로99길 48-1,영업시간 월~금 17:30 ~ 22:30,02-749-1675,99,25건
소수,육류/고기,3.6,서울 용산구 한남대로20길 31,영업시간 매일 17:00 ~ 23:00,010-3245-7577,61,12건
낙하산커피,커피전문점,3.9,서울 용산구 한강대로46길 25 101호,매일 11:00 ~ 19:00,010-5862-5505,83,49건
교양식사,육류/고기,4.2,서울 용산구 이태원로 238,영업시간 월~금 17:00 ~ 24:00,02-795-4040,70,23건
한남작업실,카페,3.9,서울 용산구 이태원로55나길 7 1층,매일 11:00 ~ 22:00,02-792-5620,128,31건
케르반 레스토랑 이태원점,터키음식,2.7,서울 용산구 이태원로 192 2층,영업시간 월~금 15:00 ~ 02:00,02-792-4767,61,21건
유엔가든,한식,4.0,서울 용산구 독서당로20길 7,영업시간 매일 17:30 ~ 24:00,02-3785-1113,66,11건
블루보틀 한남카페,카페,3.9,서울 용산구 한남대로 91 나인원 한남아파트 지하1층,매일 09:00 ~ 20:00,02-6212-6998,17,33건
스시장,초밥/롤,3.5,서울 용산구 한강대로 258,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-790-7744,76,17건
꼼모아,양식,3.6,서울 용산구 신흥로 56,영업시간 화~금 18:00 ~ 23:00,02-6217-5252,78,31건
로얄맨션,양식,3.6,서울 용산구 유엔빌리지길 11 2층,월~토 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-792-2655,107,16건
이이네,일식집,4.4,서울 용산구 소월로2길 37 1층,월~금 11:30 ~ 20:30 · 브레이크타임 월~금 15:00 ~ 17:30,,83,49건
미미옥 신용산점,한식,3.8,서울 용산구 한강대로15길 27,매일 11:00 ~ 21:30 · 브레이크타임2 월~금 15:30 ~ 17:00,02-6954-0819,109,48건
한냄비,샤브샤브,3.6,서울 용산구 대사관로30길 17,매일 11:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:30,02-2297-0166,64,26건
오랑오랑,카페,3.7,서울 용산구 신흥로 95-21,매일 11:00 ~ 21:00,02-3789-7007,93,41건
도깨비코티지,카페,4.2,서울 용산구 소월로2나길 6-1,매일 10:00 ~ 20:00,02-717-0435,77,38건
스마일이촌떡볶이,떡볶이,2.8,서울 용산구 이촌로65가길 72 동인상가 102호,,02-749-5507,42,24건
기차길옆초밥,초밥/롤,3.4,서울 용산구 한강대로39길 20,,02-797-3771,48,35건
프로스트,호프/요리주점,2.8,서울 용산구 이태원로27가길 26 해밀톤호텔 별관 1층,영업시간 월/화 17:00 ~ 03:30,02-796-6854,34,25건
몽크스부처,아시아음식,3.8,서울 용산구 이태원로 228-1 3/4층,영업시간 월~금 18:00 ~ 22:30,02-790-1108,68,35건
이여곰탕 용산점,한정식,2.9,서울 용산구 한강대로 136,매일 00:00 ~ 24:00,02-792-2508,59,17건
섬집,한식,3.9,서울 용산구 한강대로14가길 3 1층,,02-794-0087,20,16건
오라라,카페,3.9,서울 용산구 이태원로54길 32,월/화/수/목/일 12:00 ~ 23:00,,100,21건
장군보쌈,족발/보쌈,5.0,서울 용산구 새창로45길 29,,02-715-4234,3,9건
후디구디,커피전문점,3.9,서울 용산구 한강대로84길 14 2층,화~일 12:00 ~ 22:00,,184,50건
AUZ,카페,4.3,서울 용산구 백범로 341 리첸시아 103동 110호,매일 09:00 ~ 18:00,02-704-8685,52,34건
어퍼콜라보,카페,3.4,서울 용산구 독서당로14길 29,매일 11:00 ~ 02:00,02-749-7841,105,21건
양푼이동태탕,해물/생선,4.5,서울 용산구 후암로 18 1층,매일 11:00 ~ 23:00,02-324-0539,29,23건
멘야산다이메 이태원점,일본식라면,3.1,서울 용산구 이태원로 208 2층,매일 11:00 ~ 24:00,02-790-4129,87,50건
어메이징타이,태국음식,4.1,서울 용산구 이태원로 238-1 3층,매일 11:30 ~ 22:30,02-796-7377,41,54건
한남소관,중화요리,3.4,서울 용산구 대사관로31길 20 지하1층,영업시간 매일 18:00 ~ 01:00,02-792-5796,73,15건
TRVR,카페,3.7,서울 용산구 회나무로44가길 45,월~금 09:00 ~ 20:30,02-6927-7728,54,28건
호박식당 한남점,한식,3.6,서울 용산구 한남대로21길 18,매일 00:00 ~ 24:00,02-798-7905,48,20건
몬스터플레이스,카페,4.4,서울 용산구 청파로43길 70 지하1층,월~금 08:00 ~ 20:30,02-6402-5404,141,35건
널담은공간,카페,4.3,서울 용산구 신흥로15길 18-12,매일 12:00 ~ 20:00,031-436-8037,31,15건
일신기사식당,기사식당,3.0,서울 용산구 효창원로 218 1층,매일 06:00 ~ 21:00,02-713-8423,33,15건
파치드 서울,카페,4.2,서울 용산구 녹사평대로40다길 3-3 지하1층,매일 11:00 ~ 21:00,,66,27건
주사부,중화요리,2.3,서울 용산구 이태원로 10 2층,월~토 11:00 ~ 20:30,02-792-2419,57,25건
오월의종 단풍나무점,제과/베이커리,4.3,서울 용산구 이태원로49길 24,화~토 11:00 ~ 18:00,02-749-9481,16,19건
더버뮤다,양식,3.5,서울 용산구 녹사평대로 168-6,화~일 11:30 ~ 03:00,02-749-9447,111,35건
삐삣버거 한남본점,햄버거,3.3,서울 용산구 이태원로54길 8 1층,월/화/수/목/일 11:30 ~ 21:30,,55,43건
푸시풋살룬,칵테일바,3.6,서울 용산구 대사관로31길 7-6 지하1층,영업시간 매일 18:00 ~ 03:00,02-792-5945,66,27건
남산와이너리,와인바,4.2,서울 용산구 회나무로10길 5,영업시간 화~일 13:00 ~ 22:00,02-792-5849,45,23건
스타벅스 한강진역R점,커피전문점,4.2,서울 용산구 이태원로 252,월~금 08:00 ~ 20:00,1522-3232,32,40건
이치류 한남직영점,일식,4.4,서울 용산구 한남대로10길 58-6,영업시간 월~토 17:00 ~ 23:00,02-796-3331,37,13건
정민,중식,4.1,서울 용산구 이태원로54길 58-18,화~일 11:30 ~ 22:00 · 브레이크타임 화~금 15:00 ~ 17:30,02-790-6355,53,39건
트로이카,양식,4.2,서울 용산구 이태원로 164-1 5층,매일 12:00 ~ 23:00,02-797-7724,58,35건
한강집생태,해물/생선,3.4,서울 용산구 백범로 400,매일 10:00 ~ 22:00,02-716-7452,23,46건
스타벅스 용산역써밋R점,커피전문점,3.5,서울 용산구 한강대로 69,월~금 07:00 ~ 21:00,1522-3232,51,33건
매니멀스모크하우스,양식,3.9,서울 용산구 녹사평대로40길 47 2층,영업시간 월~목 17:00 ~ 22:30,02-790-6788,73,38건
마구로참치,참치회,4.0,서울 용산구 한강대로 271 2층,,02-704-8006,51,8건
후스시,초밥/롤,4.1,서울 용산구 이촌로 245 로얄상가 2층 201호,화요일,02-790-3020,61,24건
후암연어식당,해물/생선,2.6,서울 용산구 후암로 66-1,월~금 11:30 ~ 23:30 · 브레이크타임 월~금 14:30 ~ 17:00,02-777-8119,60,16건
마틸다,양식,4.2,서울 용산구 회나무로13가길 40 1층,영업시간 월/화 17:00 ~ 24:00,02-790-5714,78,20건
서지스테이크,스테이크/립,3.4,서울 용산구 한강대로84길 11-5,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 13:30 ~ 16:30,02-797-8491,46,20건
파이프,양식,3.7,서울 용산구 이태원로26길 19 지하1층,영업시간 월~금 18:00 ~ 23:00,,155,48건
딩호양육관 용산점,양꼬치,4.7,서울 용산구 원효로41길 15 1층,월~금 11:30 ~ 24:00,02-712-6238,15,11건
아그라 이태원점,인도음식,3.4,서울 용산구 이태원로 153 덕흥빌딩 지하1층,,0507-1405-7262,42,30건
스시쵸우,초밥/롤,4.0,서울 용산구 한남대로27가길 10,매일 12:00 ~ 20:00 · 브레이크타임 매일 13:30 ~ 18:00,02-749-0235,40,29건
오토,분식,3.7,서울 용산구 우사단로10다길 1 1층,화~일 10:00 ~ 22:00,02-794-0110,43,17건
올드나이브스,스테이크/립,4.0,서울 용산구 신흥로11길 4,영업시간 화~금 18:00 ~ 01:00,,86,24건
스시우미,초밥/롤,3.3,서울 용산구 한강대로 69 용산푸르지오써밋상가 지하1층 B101-2호,,02-797-0887,111,28건
영덕식당,회,3.2,서울 용산구 한강대로62나길 14-1,월~금 10:00 ~ 22:00,02-794-2155,26,6건
로우파이테이블,이탈리안,3.8,서울 용산구 후암로 20-1,화~일 12:00 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-318-8051,105,24건
쿱한남,양식,3.2,서울 용산구 한남대로21길 27 9층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:30 ~ 17:00,02-792-1986,196,5건
칠프로칠백식당 용산역점,육류/고기,3.2,서울 용산구 한강대로50길 15,영업시간 월~토 16:00 ~ 23:00,02-749-7005,83,12건
한남타츠 본점,일본식주점,2.6,서울 용산구 한남대로20길 37 1층,영업시간 매일 17:30 ~ 02:00,02-797-0624,38,7건
돈카츠팔월,돈까스/우동,4.2,서울 용산구 한강대로 183 1층,월~토 11:30 ~ 20:30 · 브레이크타임 월~토 14:30 ~ 17:30,02-749-1673,74,34건
소설옥 이태원점,육류/고기,3.3,서울 용산구 녹사평대로40길 31 1층,영업시간 화~금 16:00 ~ 01:00,02-797-0583,16,6건
컴컴,디저트카페,3.1,서울 용산구 한강대로44길 14 커뮤니크빌딩 1층,월~금 08:30 ~ 22:00,02-788-7365,11,13건
이속우화,한식,3.0,서울 용산구 한남대로20길 61 1층,영업시간 매일 17:30 ~ 21:00 · 브레이크타임 매일 19:00 ~ 19:30,0507-1476-7178,75,5건
강원정삼계탕,삼계탕,4.1,서울 용산구 원효로89길 13-10,매일 11:30 ~ 20:30 · 브레이크타임 매일 14:30 ~ 17:30,02-719-9978,48,26건
도도,일식,4.0,서울 용산구 대사관로31길 21 1층,영업시간 월~토 17:00 ~ 24:00,02-794-5146,49,12건
브랑쿠시,카페,3.3,서울 용산구 새창로 104,매일 11:00 ~ 23:00,,70,41건
삼곱식당 용산역점,육류/고기,4.5,서울 용산구 한강대로 128 1층,,02-797-3992,47,13건
드도트,테마카페,3.3,서울 용산구 신흥로2길 78,매일 11:00 ~ 22:00,02-794-2419,74,18건
잭슨피자 이촌점,피자,3.5,서울 용산구 용산동5가 24 파크타워 상가 지하 1층 B12호,매일 11:00 ~ 22:00,02-798-9290,47,25건
폴바셋 한남커피스테이션,커피전문점,3.7,서울 용산구 한남대로 48,매일 08:00 ~ 22:00,02-792-3231,32,12건
차이옌,중화요리,3.8,서울 용산구 이촌로88길 8,매일 00:00 ~ 22:00,02-792-0872,15,22건
아분드,카페,4.0,서울 용산구 한남대로20길 47-18,매일 10:00 ~ 22:00,02-793-3225,66,4건
교토마블 이촌점,제과/베이커리,3.5,서울 용산구 서빙고로 69 106동 지하상가,매일 08:00 ~ 19:00,02-3785-2002,16,19건
술탄터키케밥하우스,터키음식,3.4,서울 용산구 보광로 126,매일 00:00 ~ 24:00,02-749-3890,79,18건
이태원 걸구네,곱창/막창,4.4,서울 용산구 이태원로26길 6,영업시간 매일 17:00 ~ 03:00,02-795-3992,31,27건
1842,양식,4.5,서울 용산구 이태원로 244 L1층,월~목 11:30 ~ 24:00 · 브레이크타임 월~목 15:00 ~ 17:00,02-792-1842,121,26건
내추럴하이,양식,4.4,서울 용산구 녹사평대로 248 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00,0507-1326-3372,83,23건
와우신내떡,떡볶이,4.5,서울 용산구 청파로45길 12-1,월/화/수/목/금/일 11:00 ~ 21:00 · 브레이크타임 월/화/수/목/금/일 14:00 ~ 15:00,02-704-8485,53,35건
라면전문점,분식,4.2,서울 용산구 백범로 332 1층,매일 08:00 ~ 21:00,02-712-4859,32,14건
쉐이크쉑 용산아이파크몰점,패스트푸드,3.5,서울 용산구 한강대로23길 55 1층,화 10:30 ~ 21:30,,241,41건
갈비씨 신용산점,갈비,2.5,서울 용산구 새창로 209 5동 B4호,매일 11:00 ~ 24:00,02-796-8668,82,26건
조개깡패연구소 용산점,조개,2.7,서울 용산구 새창로 217,영업시간 매일 16:00 ~ 23:00,02-6390-7266,50,11건
텅앤그루브조인트,육류/고기,3.8,서울 용산구 보광로60길 7 1층,매일 11:30 ~ 23:00,02-790-7036,134,18건
솜씨,퓨전한식,3.3,서울 용산구 이촌로65가길 78 2층,월~토 11:30 ~ 23:00 · 브레이크타임 매일 16:00 ~ 17:00,02-793-3888,26,29건
카페틸데,카페,4.5,서울 용산구 청파로43가길 23 1층,화~일 12:00 ~ 19:00,0507-1340-0857,84,30건
라코르테,이탈리안,2.0,서울 용산구 소월로 323,매일 11:30 ~ 20:30,02-749-9697,16,12건
창화당 한남점,분식,2.5,서울 용산구 대사관로11길 57 지하1층 1호,매일 11:30 ~ 21:00,070-8808-0908,100,29건
화포식당 한남점,삼겹살,2.3,서울 용산구 대사관로34길 9,매일 00:00 ~ 24:00,02-794-9393,36,12건
시후쿠 1호점,일본식주점,3.4,서울 용산구 백범로99길 46,매일 11:30 ~ 23:00 · 브레이크타임 매일 14:30 ~ 17:30,02-790-8848,36,32건
팬케이크샵,카페,4.0,서울 용산구 녹사평대로40다길 2,화~목 12:00 ~ 22:00,,54,25건
산동만두,분식,3.7,서울 용산구 후암로28길 10,화~일 10:30 ~ 21:00,02-3789-8285,59,9건
로우커피한남,카페,4.0,서울 용산구 이태원로54길 26 지하 1층,화~일 11:00 ~ 22:00,,165,27건
대박포차,실내포장마차,4.2,서울 용산구 한강대로62길 52,영업시간 월~토 15:00 ~ 02:00,02-793-5965,59,16건
마오 이태원점,중화요리,3.1,서울 용산구 회나무로 57,매일 10:00 ~ 22:00,02-793-8845,28,21건
수락,돈까스/우동,2.8,서울 용산구 서빙고로 17 해링턴스퀘어상가 1층 110호,매일 11:00 ~ 21:00,02-790-5933,44,27건
모모야 이촌동본점,돈까스/우동,3.8,서울 용산구 이촌로 248 맨숀아파트 1층,매일 11:00 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-798-9922,22,36건
올댓재즈,라이브카페,3.5,서울 용산구 이태원로27가길 12 3층,영업시간 월/화/수/목/일 18:00 ~ 01:00,02-795-5701,39,51건
메시야,돈까스/우동,3.8,서울 용산구 한강대로 358 1층,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 14:00 ~ 17:00,02-318-5235,39,29건
커피앳웍스 동부이촌동점,커피전문점,3.1,서울 용산구 이촌로 224,매일 07:00 ~ 22:30,02-793-8100,22,14건
휴135,육류/고기,3.6,서울 용산구 이태원로55나길 6 1층,월/화/수/일 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:30,070-4155-0135,61,30건
제주아방,육류/고기,4.2,서울 용산구 한강대로39길 6-8,영업시간 월~토 16:30 ~ 23:00,,54,17건
시화담파인다이닝,한정식,4.1,서울 용산구 이태원로 254 3층,월~토 12:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-798-3311,34,8건
에피세리꼴라주,양식,3.2,서울 용산구 한남대로20길 47-24 1층,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:30,070-4104-7278,56,21건
까치네,분식,3.2,서울 용산구 청파로45길 18,매일 10:30 ~ 21:30,02-715-0806,50,14건
더테이블키친,양식,3.9,서울 용산구 이태원로54길 58-7,화~일 12:00 ~ 22:00,02-6011-1117,147,25건
레드문,중화요리,4.3,서울 용산구 한남대로20길 41-4 지하1층,영업시간 월~토 18:00 ~ 02:00,070-8865-3112,37,37건
리틀파르크,카페,3.5,서울 용산구 효창원로64길 6,월~금 09:00 ~ 21:00,070-4115-5104,48,15건
하시엔다,멕시칸/브라질,4.0,서울 용산구 보광로59길 10,월~금 12:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,070-4405-6322,42,46건
청담동마녀김밥 삼각지직영점,분식,2.2,서울 용산구 한강대로 205 용산자이파크 C동 1층 8호,매일 08:00 ~ 21:00,02-776-1114,16,19건
트레비아,피자,4.5,서울 용산구 이태원로15길 1 1층,매일 11:30 ~ 23:00,02-794-6003,32,51건
더보일러스,햄버거,3.8,서울 용산구 청파로 112 나진상가 15동 지하1층,화~금 11:30 ~ 23:00 · 브레이크타임 화~금 14:30 ~ 17:00,070-4152-7502,62,30건
한국술집안씨막걸리,호프/요리주점,3.9,서울 용산구 회나무로 3,영업시간 월/화/수/목/일 18:00 ~ 24:00,010-9965-5112,35,35건
강촌숯불애닭갈비,닭요리,4.0,서울 용산구 한강대로39길 10,영업시간 매일 13:00 ~ 01:00,02-792-9393,53,15건
단비,한정식,3.0,서울 용산구 한남대로20길 21-12,,02-797-8375,5,8건
벤스쿠키 이태원점,제과/베이커리,4.4,서울 용산구 이태원로 203,월~토 11:30 ~ 21:30,02-556-3275,45,22건
김종용누룽지통닭 한남점,치킨,4.2,서울 용산구 대사관로34길 12,영업시간 매일 16:30 ~ 02:00,02-794-9212,60,15건
나주집,육류/고기,3.7,서울 용산구 대사관로 36,,02-790-9600,27,12건
Ori,양식,3.3,서울 용산구 신흥로12길 4,영업시간 매일 18:30 ~ 01:00,010-9244-4890,56,19건
골목집,실내포장마차,5.0,서울 용산구 이촌로75길 22,매일 12:00 ~ 01:00,02-792-9846,31,12건
다과상사,카페,3.8,서울 용산구 백범로 291 1층,월~금 07:00 ~ 22:00,02-701-4700,167,33건
길버트버거앤프라이즈 이태원점,햄버거,4.1,서울 용산구 녹사평대로40길 55-2 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-792-7676,22,12건
미와쿠,돈까스/우동,3.8,서울 용산구 한강대로 276-2 1층,월~토 11:30 ~ 20:30 · 브레이크타임 월~토 14:30 ~ 17:00,02-749-1057,106,33건
이태원소주집,호프/요리주점,4.8,서울 용산구 녹사평대로40길 46 코레아노스 2층,영업시간 월/화/수/목/일 19:00 ~ 01:00,,60,12건
캘리포니아키친 앤 크래프트펍,양식,4.5,서울 용산구 회나무로26길 3 라인빌딩 2층 201호,월/화/목/금/토/일 11:30 ~ 21:00,02-790-6074,30,23건
네키드윙즈,치킨,4.3,서울 용산구 녹사평대로 174-11 1층,영업시간 월~목 16:30 ~ 23:00,,83,35건
타자기,커피전문점,4.1,서울 용산구 신흥로 97-5 2층,월/화요일,,47,12건
페트라,양식,4.0,서울 용산구 녹사평대로40길 33 2층,매일 11:00 ~ 22:00,02-790-4433,21,58건
루트에브리데이 한남점,양식,3.9,서울 용산구 이태원로55가길 26-4 2층,화~일 11:00 ~ 20:30 · 브레이크타임 화~일 15:30 ~ 17:00,02-797-9505,111,34건
아이라이크마운틴,카페,3.9,서울 용산구 대사관로6가길 9,매일 10:00 ~ 19:00,02-6405-1025,52,18건
흐이,호프/요리주점,4.4,서울 용산구 두텁바위로 71 1층,영업시간 매일 17:00 ~ 02:00,02-319-3201,90,21건
무자비,커피전문점,4.1,서울 용산구 한강대로84길 11-18,매일 12:00 ~ 23:00,02-790-1267,23,19건
꺼거,중식,3.3,서울 용산구 한강대로48길 10 1층,화~금 11:30 ~ 22:00 · 브레이크타임 화~금 15:00 ~ 17:30,,112,37건
유진막국수,국수,2.8,서울 용산구 장문로 18,매일 10:00 ~ 22:00,02-797-2307,32,23건
오르조애프터8,양식,3.9,서울 용산구 독서당로 81-1 2층,영업시간 화~토 18:00 ~ 01:00,02-6105-0801,72,17건
신용산감자탕,감자탕,3.1,서울 용산구 한강대로42길 8 1/2층,월~금 11:00 ~ 22:30 · 브레이크타임 월~금 14:30 ~ 15:00,010-2345-6736,61,11건
세컨드키친 사운즈한남점,패밀리레스토랑,4.0,서울 용산구 대사관로 35,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 18:00,02-794-7435,45,12건
피자오,피자,4.1,서울 용산구 신흥로 15-1,월~금 12:00 ~ 01:00,02-796-9990,311,28건
웨스턴차이나 한남본점,중화요리,3.5,서울 용산구 독서당로 73,매일 11:30 ~ 22:00,02-795-6751,25,26건
가람떡갈비,갈비,3.4,서울 용산구 한강대로15길 14,영업시간 매일 13:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-795-5817,185,23건
메종한남,양식,4.0,서울 용산구 유엔빌리지3길 24,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,,70,10건
부기우기,술집,3.9,서울 용산구 회나무로 21 2층,영업시간 월~토 18:00 ~ 05:00,010-2396-3050,33,17건
윤세영식당,이탈리안,3.0,서울 용산구 한남대로 164 1층,화~토 11:30 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 17:00,02-795-3375,86,26건
용호야채곱창,곱창/막창,2.9,서울 용산구 효창원로 120,영업시간 월~토 15:00 ~ 24:00,02-713-1455,55,23건
마렘마,양식,3.5,서울 용산구 이태원로49길 8,매일 12:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 18:00,02-790-5633,104,59건
동아냉면 숙대2호점,냉면,3.5,서울 용산구 청파로45길 20,매일 10:00 ~ 22:00,02-703-2796,40,10건
엔그릴,양식,4.4,서울 용산구 남산공원길 105 N서울타워 7층,월~금 12:00 ~ 23:00,02-3455-9297,96,11건
베제투스,양식,4.1,서울 용산구 신흥로 59 1층,월~금 12:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,070-8824-5959,69,21건
명륜진사갈비 후암점,갈비,2.6,서울 용산구 후암로 35-1,매일 12:00 ~ 23:00,02-772-9253,20,18건
몽상가,육류/고기,2.5,서울 용산구 한강대로38가길 7-16,영업시간 매일 15:00 ~ 22:00,,156,19건
우사단고기,육류/고기,3.6,서울 용산구 우사단로10길 58-1,,010-6564-6382,38,33건
서울케밥,터키음식,4.1,서울 용산구 새창로 181 선인상가 21동 1층 1011호,화~금 11:00 ~ 19:00,02-702-0606,27,30건
라도집,한식,4.0,서울 용산구 독서당로20길 9 1층,,010-4907-2941,54,14건
자리,중화요리,2.4,서울 용산구 이태원로54길 5-5,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,070-8278-2947,38,34건
월간식당,호프/요리주점,3.2,서울 용산구 이태원로54길 58-12 1층,월~목 11:30 ~ 24:00 · 브레이크타임 월~토 14:30 ~ 18:00,02-6261-8293,64,23건
홍곱창 숙명여대점,곱창/막창,4.2,서울 용산구 청파로43가길 31,영업시간 매일 15:00 ~ 24:00,02-707-0092,78,20건
한성옥해장국,해장국,2.8,서울 용산구 백범로 283,매일 03:00 ~ 15:00,,30,16건
골드문커피,카페,4.3,서울 용산구 한강대로14길 12 1/2층,월~금 08:00 ~ 19:00,010-3112-6118,35,7건
다스티 더 히든,이탈리안,3.8,서울 용산구 한강대로57길 24 1/2층,월~토 11:30 ~ 22:30 · 브레이크타임 월~토 14:00 ~ 17:00,070-4797-3667,66,17건
금강산,한식,4.5,서울 용산구 청파로 303,,02-713-6650,23,8건
와필레,제과/베이커리,3.5,서울 용산구 녹사평대로 222,화~일 12:00 ~ 21:00,,182,30건
더함,한정식,3.3,서울 용산구 청파로47길 52 명신플라자 2층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-707-3692,41,11건
