식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
훼미리손칼국수보쌈,족발/보쌈,3.4,서울 성동구 왕십리로 134,매일 10:00 ~ 22:00,02-463-5036,60,28건
외가집,육류/고기,3.3,서울 성동구 연무장길 17,,02-463-0748,56,10건
숙성시대 왕십리점,육류/고기,3.3,서울 성동구 홍익동 614-1 센트라스상가 L동 1층 129호,매일 11:30 ~ 22:30,02-598-9556,94,9건
용문집,한식,4.4,서울 성동구 마장로35길 76 현대상가 2층,매일 11:00 ~ 23:00,,42,9건
다운타우너 성수피치스,햄버거,4.4,서울 성동구 연무장3길 9 1층,매일 11:00 ~ 21:00,0507-1448-3696,32,10건
하동진,국밥,3.5,서울 성동구 행당로17길 17 1층,매일 09:00 ~ 01:00,02-6405-7001,38,20건
냐항,베트남음식,3.6,서울 성동구 연무장길 9-6 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-497-5279,96,24건
카페라잌유,카페,4.0,서울 성동구 왕십리로8길 21-1,월~금 11:00 ~ 21:30,02-462-1758,113,22건
곱,곱창/막창,4.1,서울 성동구 마조로7길 7,,02-2296-9238,22,16건
백억포차,실내포장마차,2.5,서울 성동구 아차산로13길 2 1층,영업시간 월~토 17:00 ~ 02:00,,97,4건
스타벅스 성수역,커피전문점,3.5,서울 성동구 성수이로 94,월~금 07:00 ~ 22:00,1522-3232,20,14건
소년식당,퓨전일식,3.1,서울 성동구 서울숲6길 17,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:30 ~ 17:00,02-464-7179,96,32건
리틀포레스트,양식,3.7,서울 성동구 성수일로12길 23 2층,월~토 11:00 ~ 20:00,,83,27건
트와블루,양식,3.0,서울 성동구 서울숲길 50,월~금 09:00 ~ 23:00,070-8865-5254,104,20건
마장황소곱창,곱창/막창,4.0,서울 성동구 고산자로 290,영업시간 매일 16:00 ~ 03:00,02-2292-9786,42,21건
몽실이네토종한우 직영1호점,육류/고기,3.9,서울 성동구 마장로35길 70 1층,매일 10:30 ~ 24:00,02-2299-3365,16,8건
천상가옥,카페,3.2,서울 성동구 성수이로14길 14 3층,매일 11:00 ~ 23:00,,285,13건
무식당,삼겹살,2.5,서울 성동구 왕십리로10길 5-9,영업시간 매일 17:00 ~ 24:00,02-464-8292,70,12건
타임애프터타임,카페,3.3,서울 성동구 연무장길 28-16,매일 11:00 ~ 22:00,070-8891-9629,104,30건
성수맥주,호프/요리주점,2.9,서울 성동구 성수이로 69 삼화빌딩 1층,영업시간 월~수 16:00 ~ 01:00,,39,7건
띵똥와플 본점,간식,4.4,서울 성동구 마조로1길 32,매일 12:00 ~ 24:00,,85,34건
순곱이네 한양대점,곱창/막창,4.5,서울 성동구 마조로1길 40-1,영업시간 매일 15:00 ~ 01:00,0507-1322-1817,89,11건
스타벅스 서울숲역,커피전문점,3.8,서울 성동구 왕십리로 50 메가박스 스퀘어 1층,월~금 07:00 ~ 22:00,1522-3232,18,21건
하루노유키,디저트카페,4.0,서울 성동구 서울숲2길 17,매일 10:00 ~ 22:00,02-548-8662,56,15건
낙원테산도 성수점,퓨전일식,3.6,서울 성동구 서울숲4길 21 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,,162,27건
TBD,와인바,3.0,서울 성동구 연무장길 6,영업시간 매일 18:00 ~ 00:00,02-465-3334,83,22건
굿갓레스토랑 성수역점,양식,3.6,서울 성동구 연무장길 41-22 2층 201호,,02-6349-0016,138,15건
에롤파,커피전문점,4.0,서울 성동구 둘레7길 15,매일 12:00 ~ 21:00,070-8821-4965,69,16건
인기명 왕십리점,해물/생선,2.6,서울 성동구 왕십리로 410 센트라스 I동 상가 1층 161호,영업시간 월~금 16:30 ~ 23:00,02-2296-6589,43,7건
홍화돈,육류/고기,4.4,서울 성동구 왕십리로4길 23-1 1층,매일 11:30 ~ 23:30 · 브레이크타임 월~금 14:00 ~ 17:00,02-464-7988,188,17건
자연축산 고기익는마을,육류/고기,1.6,서울 성동구 고산자로24길 13,매일 08:30 ~ 21:30,02-2294-5977,68,7건
백야드빌더 성수점,카페,4.6,서울 성동구 광나루로 152,매일 11:00 ~ 24:00,02-462-7686,12,8건
사람사는 고깃집 김일도 성수점,육류/고기,4.6,서울 성동구 성수이로 90,매일 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-499-1123,41,11건
키베이커리,제과/베이커리,4.3,서울 성동구 성수일로 11-2,월~토 09:30 ~ 19:30,02-823-9360,52,23건
끄뜨머리집,육류/고기,4.4,서울 성동구 마조로3길 8 1층,매일 11:00 ~ 22:00,02-2292-8574,56,21건
밀도 옥수점,제과/베이커리,4.8,서울 성동구 독서당로 223 래미안옥수리버젠 상가동 1층,매일 11:00 ~ 19:00,02-2296-4516,10,6건
굴과찜사랑 본사직영점,굴/전복,2.9,서울 성동구 행당로17길 23,영업시간 매일 16:00 ~ 01:00,02-2296-9922,61,7건
루디먼트,카페,4.8,서울 성동구 아차산로7길 15-8 2층,화/수/목/토/일 12:00 ~ 22:00,,79,16건
일품백송칼국수&설렁탕,국수,3.6,서울 성동구 고산자로12길 1-1,매일 11:00 ~ 21:00,02-466-2090,43,16건
라무진 성수점,육류/고기,4.2,서울 성동구 아차산로7길 28 성수쇼핑센타 1층 8.20호,영업시간 매일 17:00 ~ 01:00,02-463-1001,63,17건
소인수서울,곱창/막창,4.2,서울 성동구 왕십리로 136 1층,영업시간 매일 16:00 ~ 24:00,02-464-2177,92,19건
크롭커피,커피전문점,1.3,서울 성동구 성수이로 65 협성빌딩 1층,월~금 10:30 ~ 22:00,070-4101-1327,18,14건
나인헤르츠,카페,2.8,서울 성동구 왕십리로 285,월~토 09:00 ~ 02:00,,28,18건
스탠다드빌라,이탈리안,3.7,서울 성동구 한림말3길 27-1 1층,화요일,,100,23건
오우드,카페,3.6,서울 성동구 연무장길 101-1 B동 1층,매일 11:00 ~ 22:00,070-8844-0196,109,18건
용용선생 한양대점,호프/요리주점,4.4,서울 성동구 마조로3가길 15 1층,영업시간 매일 17:00 ~ 05:00,02-2295-5269,10,46건
양대포,곱창/막창,4.3,서울 성동구 마조로 17 2층,영업시간 매일 14:00 ~ 02:00,02-2294-9222,226,6건
만두전빵,분식,3.9,서울 성동구 행당로15길 2-1,매일 11:30 ~ 21:00,02-2292-6882,48,17건
쑤쑤타이,태국음식,4.6,서울 성동구 상원1길 12 1층,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:30 ~ 17:00,02-467-8887,134,28건
민정식당 서울숲점,설렁탕,3.7,서울 성동구 상원길 51,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-466-3837,40,12건
아키야마,일본식주점,3.6,서울 성동구 아차산로7나길 18,월~금 11:30 ~ 02:00 · 브레이크타임 월~금 13:30 ~ 17:30,02-499-1757,93,9건
신원양꼬치,양꼬치,3.5,서울 성동구 마조로 21 2층,화~일 11:30 ~ 01:00,02-2298-9180,200,12건
아트몬스터 성수동점,호프/요리주점,3.9,서울 성동구 성수일로8길 16,영업시간 월~금 17:00 ~ 24:00,02-465-6110,487,16건
Stdo,제과/베이커리,3.3,서울 성동구 서울숲4길 12-8 1층,,02-499-9100,72,13건
청춘극장 행당직영점,육류/고기,3.9,서울 성동구 행당로 112-5,영업시간 월~금 15:00 ~ 24:00,02-2294-6995,44,16건
비엔나커피하우스 서울숲역점,카페,4.2,서울 성동구 왕십리로 66 1층,매일 08:00 ~ 23:00,070-4628-5049,28,6건
모리티아,카페,3.4,서울 성동구 아차산로5길 10,매일 08:30 ~ 22:00,02-460-8733,280,5건
SAISA,커피전문점,3.0,서울 성동구 왕십리로14길 34-8,매일 10:00 ~ 23:00,02-6339-4243,81,12건
텅플래닛,카페,3.4,서울 성동구 성수이로 82 2층,영업시간 매일 13:00 ~ 21:00,02-498-1113,184,21건
빈플래토,카페,3.9,서울 성동구 한림말5길 19,매일 10:00 ~ 24:00,,28,18건
바위파스타바,이탈리안,4.4,서울 성동구 뚝섬로15길 27 1층,영업시간 화~토 17:00 ~ 24:00,,48,18건
이월로스터스 성수점,카페,4.2,서울 성동구 서울숲2길 46,매일 11:30 ~ 22:00,070-7755-2568,60,15건
RSG,카페,3.8,서울 성동구 연무장15길 11 에스팩토리 C동 110호,매일 11:00 ~ 02:00,,1,16건
연평도산꽃게해물탕,게/대게,3.1,서울 성동구 마장로 323 1층,매일 10:30 ~ 23:00,02-2294-6565,68,8건
빌로우 성수점,카페,3.2,서울 성동구 서울숲4길 16-10 지하 1층,매일 12:00 ~ 22:00,,60,20건
송정커피,카페,4.0,서울 성동구 송정길 82-3,매일 10:00 ~ 22:00,,39,15건
텍스쳐 성수,카페,4.3,서울 성동구 서울숲2길 16-12 1층,화~일 12:00 ~ 21:00,070-4197-2740,65,16건
유유커피,카페,3.6,서울 성동구 마조로11길 7 1층,매일 11:00 ~ 23:30,,94,16건
군자대한곱창 한양대점,곱창/막창,3.4,서울 성동구 마조로7길 9 1층,영업시간 매일 16:00 ~ 02:00,02-2282-7890,45,11건
달구벌반점,중화요리,4.0,서울 성동구 아차산로13길 37 2층,월~금 11:00 ~ 22:00,,39,5건
오뜨로부엔디아,이탈리안,3.6,서울 성동구 뚝섬로1길 31 서울숲M타워 1층 101호,월~금 11:30 ~ 22:00,02-6950-0999,63,7건
송계옥 2호점,닭요리,4.2,서울 성동구 아차산로11길 11,영업시간 월~금 16:00 ~ 22:00,0507-1362-9294,25,6건
서산식당,한식,4.8,서울 성동구 아차산로13길 6 2층,,02-463-3638,5,11건
라멘오야지,일본식라면,3.9,서울 성동구 서울숲4길 28 2층,월/화요일,02-6401-6841,72,50건
꼬랑치킨,치킨,3.0,서울 성동구 행당로17길 11,영업시간 매일 16:00 ~ 03:00,02-2298-8498,52,12건
뺑드미제빵소 한양대점,제과/베이커리,4.2,서울 성동구 마조로9길 6-3,화~토 11:00 ~ 21:00,,46,32건
대박낙소 성수점,육류/고기,4.2,서울 성동구 성수일로10길 26 106~108호,매일 10:00 ~ 22:00,02-3499-4496,85,5건
스타벅스 금호역점,커피전문점,4.8,서울 성동구 동호로 99,월~금 07:00 ~ 21:00,1522-3232,21,9건
하프커피 성수점,카페,4.0,서울 성동구 서울숲4길 12 지하1층,매일 11:00 ~ 22:00,,174,27건
스타벅스 뚝섬역,커피전문점,2.8,서울 성동구 아차산로 42,월~금 07:00 ~ 22:00,1522-3232,22,17건
도누리왕십리곱창,곱창/막창,3.1,서울 성동구 마장로 244,매일 12:00 ~ 00:00,02-2281-9088,96,10건
이우다이닝,육류/고기,3.1,서울 성동구 성수일로 57 2층 201호,월~금 11:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,02-468-4755,90,14건
보난자베이커리,제과/베이커리,2.9,서울 성동구 왕십리로5길 9-2,,070-4799-5025,17,32건
종필엄마,육류/고기,3.8,서울 성동구 살곶이길 40,월~금 07:00 ~ 21:00,02-2294-4990,17,8건
아비뚜에,이탈리안,4.0,서울 성동구 성덕정3길 10-1 1층,월/화요일,010-6338-1214,55,28건
카페타치,카페,4.2,서울 성동구 서울숲4길 15,월~금 10:00 ~ 22:00,02-465-0415,93,25건
칙피스 성수점,양식,3.9,서울 성동구 연무장5길 9-16 블루스톤타워 1층 101호,매일 11:30 ~ 21:00,,155,54건
스타벅스 한양대점,커피전문점,4.3,서울 성동구 왕십리로 225 경희빌딩 1/2층,월~금 07:00 ~ 20:00,1522-3232,11,15건
왕십리통골뱅이 본점,한식,3.1,서울 성동구 왕십리로24길 7-1 1층,영업시간 월~토 16:00 ~ 02:00,02-2236-9292,49,11건
연어왕국 왕십리점,해물/생선,2.9,서울 성동구 왕십리로21길 11,매일 11:00 ~ 02:00,02-2297-5001,86,16건
낙원스낵,호프/요리주점,2.9,서울 성동구 마조로5길 14 1층,영업시간 매일 17:00 ~ 04:00,02-2297-1540,42,12건
성수삐딱,한식,3.8,서울 성동구 왕십리로4길 28-2,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-464-0616,50,40건
TMH,카페,4.1,서울 성동구 연무장7가길 8,매일 10:00 ~ 18:00,,90,19건
이오로,퓨전요리,3.6,서울 성동구 연무장5길 18 1층,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00,,90,27건
살로토봄봄,이탈리안,2.6,서울 성동구 아차산로 78 에코넷센터 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-460-8875,9,14건
삼원옥수해천탕,매운탕/해물탕,4.1,서울 성동구 독서당로 160 한남하이츠 아파트 상가 103호,화~일 11:30 ~ 21:50 · 브레이크타임 화~일 15:00 ~ 17:00,010-5093-5326,25,13건
치카이라멘 옥수본점,일본식라면,4.5,서울 성동구 한림말3길 15-16 1층 101호,월~금 11:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,010-8530-1219,10,24건
스타벅스 엔터식스,커피전문점,3.7,서울 성동구 왕십리광장로 17 왕십리역사 엔터식스몰 지하1층,매일 10:30 ~ 22:00,1522-3232,23,9건
연남토마 성수점,퓨전일식,3.5,서울 성동구 서울숲4길 16-20 1/ 2층,매일 11:30 ~ 22:00,070-4065-6548,91,27건
커피오스 본점,카페,5.0,서울 성동구 성수일로3길 1,월~금 07:30 ~ 21:00,02-462-7140,51,4건
고기다,육류/고기,2.7,서울 성동구 성수일로12길 20 102호,매일 11:00 ~ 22:00,02-544-9209,66,3건
일락 한양대점,일본식라면,3.5,서울 성동구 마조로3가길 30,월~토 11:00 ~ 21:00,070-7584-6227,12,20건
케슬리 성수본점,샌드위치,4.8,서울 성동구 상원6길 3 1층,월~금 08:00 ~ 22:00,070-8811-1677,150,5건
봄의정원,술집,3.8,서울 성동구 성수동1가 656-593,매일 11:30 ~ 23:30,02-461-0201,119,17건
장고네라라옥 한양대점,호프/요리주점,3.7,서울 성동구 마조로7길 6 지하1층,영업시간 매일 17:00 ~ 02:00,,54,7건
그녀의빵공장,제과/베이커리,2.6,서울 성동구 독서당로 337 지하1층,월~토 10:00 ~ 19:00,02-2282-7005,32,5건
색다른면,분식,4.7,서울 성동구 뚝섬로9길 16 지층 101호,월~금 11:00 ~ 20:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-464-6009,56,32건
오복떡집,떡/한과,4.5,서울 성동구 성덕정길 32 1층,매일 09:00 ~ 21:00,02-461-7789,36,10건
부영숯불갈비,갈비,4.2,서울 성동구 왕십리로5길 14-1,영업시간 월~금 16:00 ~ 23:00,02-469-3939,68,6건
스시웨이 왕십리점,초밥/롤,4.1,서울 성동구 왕십리로 410 센트라스 128동 1층 124호,화~일 11:30 ~ 22:00 · 브레이크타임 화~금 15:30 ~ 17:00,02-2295-9797,17,10건
뚝도농원,한식,2.3,서울 성동구 아차산로 82,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-449-3330,43,18건
마리오네,양식,4.5,서울 성동구 성수이로12길 15 1층,,02-466-6777,98,50건
큐뮬러스,샌드위치,4.2,서울 성동구 성덕정9가길 6 1층,매일 11:00 ~ 17:30,02-465-7587,75,20건
원조칼국수보쌈,국수,3.3,서울 성동구 금호산2길 20-1,월~토 11:00 ~ 20:00,02-2233-7001,29,14건
꼬꼬아찌숯불치킨 왕십리한양대점,치킨,1.9,서울 성동구 마조로1가길 7 사임당빌딩 1층,영업시간 매일 15:00 ~ 02:00,02-2293-8567,32,9건
누메로뜨레쓰,이탈리안,4.0,서울 성동구 성수일로 21 1층,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-465-7943,49,25건
누이테이블,이탈리안,3.9,서울 성동구 광나루로4나길 16 1층,월/화/목/금/토/일 12:00 ~ 22:00 · 브레이크타임 월/화/목/금/토/일 16:00 ~ 17:30,02-498-4656,61,30건
라무진 성수카페거리점,육류/고기,4.8,서울 성동구 성수이로14길 1 1층,영업시간 매일 17:00 ~ 01:00,02-469-1999,25,4건
버거쑈,햄버거,4.0,서울 성동구 마조로 35 서전빌딩 1층,매일 11:00 ~ 23:00,02-2297-7592,31,25건
키친우라와,일식,4.2,서울 성동구 난계로 61 지층,월/화요일,0507-1389-2352,19,13건
계탄집 성수점,닭요리,2.8,서울 성동구 아차산로7길 36 1층 4호,영업시간 월~금 17:00 ~ 24:00,02-463-4887,46,5건
마포갈비생등심,갈비,2.1,서울 성동구 행당로8길 9,매일 11:00 ~ 22:00,02-2282-6663,114,14건
왕십리닭내장탕,닭요리,3.9,서울 성동구 무학로2길 11,매일 10:00 ~ 22:00,02-2295-9535,19,9건
커피식탁,커피전문점,4.1,서울 성동구 상원1길 15,월~금 08:00 ~ 20:00,02-499-9029,50,18건
무한장어 왕십리점,장어,5.0,서울 성동구 왕십리로 327 2층,매일 11:00 ~ 24:00,02-2296-6404,59,2건
맥도날드 한양대점,패스트푸드,2.6,서울 성동구 왕십리로 227,매일 00:00 ~ 24:00,070-7017-0469,4,24건
성수아구찜탕,아구,3.7,서울 성동구 왕십리로4길 10,매일 11:00 ~ 23:00,02-465-4346,18,10건
우정돈식당,육류/고기,2.5,서울 성동구 성수이로 75,매일 11:30 ~ 23:00,02-497-7777,70,11건
쭈꾸미도사 성수점,해물/생선,4.9,서울 성동구 아차산로 110,월~금 11:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 16:30,0507-1339-4991,38,9건
우콘카레,퓨전일식,4.2,서울 성동구 성수이로10길 8,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,070-4124-8769,28,21건
청죽골,육류/고기,5.0,서울 성동구 서울숲4길 28-3,월~금 10:00 ~ 22:00,02-464-1203,29,20건
버거킹 왕십리센트라스점,패스트푸드,2.8,서울 성동구 왕십리로 410,매일 10:00 ~ 23:00,070-7438-8625,12,20건
마구로쇼쿠도,일식,4.2,서울 성동구 상원2길 1 지하1층,화요일,02-468-5141,38,17건
한양대황소곱창,곱창/막창,2.1,서울 성동구 마조로5길 3,매일 12:00 ~ 02:00,02-2294-2066,26,13건
아울림,이탈리안,4.1,서울 성동구 서울숲4길 26 2층,영업시간 화 17:00 ~ 22:00,02-454-6774,58,7건
마장갈비 한양대점,갈비,2.4,서울 성동구 마조로3가길 11,,02-2299-6226,34,12건
미스터박의돈워리,육류/고기,3.7,서울 성동구 청계천로 494 청계벽산상가 1층,영업시간 월~토 17:00 ~ 02:00,,27,13건
앙요,일본식주점,4.0,서울 성동구 왕십리로4가길 9 1층,월~금 11:30 ~ 23:30 · 브레이크타임 월~토 15:00 ~ 17:30,070-4038-2460,59,22건
문츠바베큐,스테이크/립,3.6,서울 성동구 연무장5길 6,화~일 11:00 ~ 23:00,,64,16건
스시존,초밥/롤,4.2,서울 성동구 마조로7길 4,월~토 11:30 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 16:30,070-4045-5253,32,21건
깜장드럼통,육류/고기,4.8,서울 성동구 무학봉길 95,영업시간 화~일 15:00 ~ 24:00,02-2299-3660,96,8건
호스팅하우스,카페,3.6,서울 성동구 성수이로7길 1 2층,영업시간 화~금 17:00 ~ 24:00,02-2039-6606,73,9건
오후,퓨전한식,2.8,서울 성동구 서울숲2길 44-7 1층,화요일,02-2205-8885,92,25건
위풍당당족발,족발/보쌈,2.8,서울 성동구 성수일로8길 53,영업시간 매일 17:00 ~ 01:00,02-465-3323,42,9건
멘야코노하 성수,일본식라면,4.6,서울 성동구 왕십리로4길 10-1 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:30,070-7723-3159,64,56건
폽스,이탈리안,4.7,서울 성동구 마조로7길 9-1 지하1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-6401-2232,65,16건
마포숯불갈비,갈비,4.8,서울 성동구 무수막길 89 2층,매일 10:00 ~ 22:30,02-2234-3043,31,13건
제주국수,국수,3.7,서울 성동구 성수이로 118 성수아카데미타워 105호,매일 11:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,02-466-8687,24,23건
해물명가,해물/생선,2.4,서울 성동구 금호로11길 4,화~토 11:30 ~ 22:30,02-2231-6446,18,12건
화로구이 마장점,갈비,1.7,서울 성동구 마장로 315,매일 00:00 ~ 24:00,02-2299-8592,8,14건
마당쇠돼지갈비 왕십리점,갈비,4.5,서울 성동구 고산자로12길 2,매일 11:00 ~ 23:00,02-2281-2003,35,10건
이태리차차,이탈리안,3.4,서울 성동구 연무장길 14-5 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-465-8893,158,21건
조명창고,실내포장마차,3.6,서울 성동구 마조로 22-3 2층,영업시간 월~토 17:00 ~ 02:00,02-2299-5606,52,8건
앵무새루이스,디저트카페,3.8,서울 성동구 성덕정길 78 3층,월/화요일,0507-1305-2125,46,6건
콩물에빠진두부 옥수본점,두부전문점,3.3,서울 성동구 한림말1길 8,매일 11:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 16:00,070-5043-1464,20,24건
미도림,와인바,3.6,서울 성동구 왕십리로 108 3층,화요일,02-469-8486,56,9건
제이드앤워터,와인바,4.6,서울 성동구 한림말3길 29 2층,화~일 10:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,,106,24건
스시로지,초밥/롤,2.8,서울 성동구 마조로 15-14 1층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30,02-2299-7272,29,6건
카르페디엠,이탈리안,3.8,서울 성동구 청계천로 426 오정빌딩,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:30,02-2299-2014,35,11건
포맨스,베트남음식,2.8,서울 성동구 서울숲4길 22-1 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00,02-497-0555,144,17건
돈구어,육류/고기,4.0,서울 성동구 왕십리로20길 18,영업시간 월~토 15:00 ~ 24:00,02-2295-7456,232,4건
플레이그라운드,카페,4.0,서울 성동구 무학봉28길 18 1층,월~금 08:00 ~ 23:00,02-2291-2288,7,9건
춘하추우동,돈까스/우동,4.2,서울 성동구 연무장3길 8-27 1층,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:30 ~ 17:00,,47,28건
정통집 왕십리한양대점,육류/고기,3.4,서울 성동구 마조로1가길 11 1층,영업시간 매일 15:00 ~ 01:00,02-2291-9460,47,9건
돈까스전원,돈까스/우동,4.8,서울 성동구 왕십리로24길 13 1층,월~금 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,0507-1346-7104,24,33건
배떡 성수점,떡볶이,4.3,서울 성동구 성덕정길 127,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6349-5988,1,11건
아치,카페,3.3,서울 성동구 서울숲2길 20-12,,,11,11건
나누리잡화점,술집,3.4,서울 성동구 연무장길 47 1층,영업시간 월~토 17:00 ~ 01:00,,94,10건
시나본,제과/베이커리,3.9,서울 성동구 서울숲2길 32-14,월~금 10:30 ~ 20:00,070-7582-0073,11,7건
투썸플레이스 왕십리역점,커피전문점,2.0,서울 성동구 왕십리광장로 17 5층 SP-01호,월/화/수/목/일 09:00 ~ 23:00,02-2200-1088,12,10건
스타벅스 황학사거리점,커피전문점,4.1,서울 성동구 왕십리로 410 센트라스,월~금 07:30 ~ 21:00,1522-3232,14,17건
송강제면소,일본식라면,3.4,서울 성동구 광나루로 320-1,,02-2205-0936,28,12건
프라이데이무브먼트,테마카페,3.5,서울 성동구 왕십리로14길 7 1층,매일 11:00 ~ 20:00,02-6012-4862,48,19건
쿄다이키친,일식,3.7,서울 성동구 왕십리로 410 센트라스 L동 139호,매일 11:30 ~ 22:30,02-6348-2159,88,12건
뚝섬해물탕,매운탕/해물탕,3.6,서울 성동구 성덕정19길 3,매일 10:00 ~ 22:30,02-497-4889,60,7건
통통식당,갈비,3.6,서울 성동구 마장로 297 1층,매일 10:00 ~ 22:00,02-2291-0770,166,5건
해만식당,일식,3.4,서울 성동구 연무장9길 10,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6053-0309,80,18건
덕,호프/요리주점,3.1,서울 성동구 연무장길 60 2층,영업시간 매일 17:00 ~ 02:00,02-497-5566,31,7건
인덱스카라멜,디저트카페,3.3,서울 성동구 성수이로14길 14 1층,매일 11:00 ~ 21:00,02-790-8399,91,11건
무한통삼 한양대점,삼겹살,2.5,서울 성동구 마조로9길 8,매일 11:00 ~ 24:00,070-8987-0701,72,15건
오부이용,양식,4.4,서울 성동구 독서당로51길 29-1 1층,월~토 12:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 18:00,0507-1343-1048,41,9건
심가네한우고집 마장본점,육류/고기,4.0,서울 성동구 마조로19길 7,매일 11:00 ~ 22:00,02-2281-1214,7,6건
골목냉면,냉면,2.1,서울 성동구 독서당로 295-7,매일 10:00 ~ 21:30,02-2235-2540,30,12건
성수골목,와인바,4.4,서울 성동구 서울숲2길 46-10 2층,영업시간 화~일 17:00 ~ 01:00,,84,7건
삽다리곱창,곱창/막창,4.0,서울 성동구 상원길 17,영업시간 월~토 16:30 ~ 00:00,02-468-9985,42,5건
피치베이커리,제과/베이커리,4.4,서울 성동구 서울숲2길 28-12,화~일 11:00 ~ 20:00,02-544-2837,40,14건
버거점프,햄버거,4.3,서울 성동구 서울숲2길 32-14 갤러리아포레 상가 A동 1층 103호,화~일 11:30 ~ 20:30 · 브레이크타임1 화~금 15:00 ~ 17:00,02-464-5336,100,23건
돈슐랭,육류/고기,3.8,서울 성동구 행당로17길 1-45,영업시간 매일 17:00 ~ 23:00,02-2294-6660,49,19건
원조사철냉면,냉면,4.0,서울 성동구 마조로 17,매일 11:30 ~ 20:00,02-2293-0959,30,26건
도담치킨 한양대점,치킨,4.0,서울 성동구 마조로1가길 14,영업시간 매일 16:00 ~ 02:00,02-2295-9253,60,12건
맵당 한양대점,갈비,3.0,서울 성동구 마조로5길 4 2층,매일 11:30 ~ 24:00,02-2292-7292,81,12건
쿠우쿠우 왕십리점(휴업중),해산물뷔페,4.0,서울 성동구 고산자로6길 40 레몬프라자 7층,,,61,14건
성수부두,해물/생선,4.2,서울 성동구 연무장길 41-26 지하 1층,,,40,5건
통돼지두루치기&김치찌개전문점,불고기/두루치기,2.4,서울 성동구 용답중앙15길 5-1,매일 11:00 ~ 24:00,02-2248-6708,45,14건
고기를품다 왕십리직영점,육류/고기,4.5,서울 성동구 왕십리로 291-2,영업시간 월~금 16:00 ~ 22:00,02-2291-9295,121,21건
버거보이 성수낙낙점,햄버거,4.0,서울 성동구 아차산로17길 48 SK V1센터 1층 R113호,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:30 ~ 16:30,02-499-1999,58,21건
스타벅스 성수낙낙,커피전문점,4.5,서울 성동구 광나루로8길 31 성수SKV1 2동 1층 101호,월~금 07:00 ~ 21:00,1522-3232,14,10건
써니브레드,제과/베이커리,4.3,서울 성동구 서울숲2길 22-2,화~일 11:00 ~ 21:00,0507-1429-5282,29,12건
달아래면,일식집,3.0,서울 성동구 연무장길 56,영업시간 매일 17:30 ~ 24:00,02-464-9485,72,20건
동방양꼬치,양꼬치,4.1,서울 성동구 마조로 33 1층,영업시간 매일 15:00 ~ 03:00,02-2295-1267,31,7건
목금,양식,4.3,서울 성동구 왕십리로2길 34 1층,매일 11:30 ~ 21:00,02-465-3641,78,18건
사진창고,갤러리카페,3.2,서울 성동구 성수이로7길 26,월~금 09:30 ~ 22:00,02-461-3070,11,9건
삼맛호오떡 왕십리본점,분식,4.0,서울 성동구 무학봉16길 26 1층,화~일 12:00 ~ 21:30,02-2299-3396,62,20건
부산돼지국밥밀면,국밥,3.3,서울 성동구 왕십리로10길 10-1 1층,,,23,24건
