식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
뚝배기바지락칼국수 면목본점,국수,2.3,서울 중랑구 면목로 294,매일 10:30 ~ 22:00,02-2208-2949,32,4건
소꼴농장,육류/고기,4.2,서울 중랑구 봉우재로 132 1층,영업시간 화~금 15:00 ~ 23:00,02-2209-8398,18,14건
추대감네 시골얼큰뼈다귀 먹골본점,감자탕,4.2,서울 중랑구 공릉로 81,매일 11:00 ~ 23:00,02-6401-9942,11,6건
어수라생선구이,해물/생선,4.3,서울 중랑구 면목로91길 19,매일 11:00 ~ 22:00,02-437-9295,22,9건
본가돈대감,불고기/두루치기,4.4,서울 중랑구 송림길 1,매일 10:30 ~ 21:30,02-3395-9882,29,8건
숙성회담 중랑점,회,5.0,서울 중랑구 동일로126길 106 1층,영업시간 월/화/수/목/금/일 17:00 ~ 01:00,02-435-8282,21,3건
본가장수촌 중랑점,닭요리,3.0,서울 중랑구 용마공원로3길 14-9,매일 10:00 ~ 22:00,02-434-2354,43,3건
벌교계절맛집,해물/생선,4.5,서울 중랑구 용마산로 713,화~일 11:00 ~ 22:00,02-434-0576,13,4건
쭈꾸미왕,해물/생선,4.8,서울 중랑구 중랑역로 247,화~일 12:00 ~ 24:00,02-977-4060,52,4건
탐나종합어시장 망우사거리점,회,2.2,서울 중랑구 망우로 426 1층 1호,매일 11:00 ~ 03:00,02-493-4999,24,9건
투썸플레이스 사가정역점,커피전문점,3.8,서울 중랑구 면목로 301,월~금 08:00 ~ 23:00,02-433-4024,6,4건
쥬스토,이탈리안,5.0,서울 중랑구 면목로45길 3-6 3층,월/화/목/금/토/일 11:30 ~ 22:00 · 브레이크타임 월/화/목/금/토/일 15:30 ~ 17:00,010-8617-7313,10,4건
모퉁이카페,카페,3.9,서울 중랑구 봉우재로 172,,,15,7건
더바른차담소,카페,3.5,서울 중랑구 동일로 467 1층,월~금 10:30 ~ 22:00,,14,6건
탐나종합어시장 중랑역점,회,3.5,서울 중랑구 망우로 192 1층,매일 12:00 ~ 03:00,02-434-0988,5,8건
원박사소곱창,곱창/막창,5.0,서울 중랑구 봉우재로33길 31,영업시간 매일 16:00 ~ 03:00,,40,2건
중독,호프/요리주점,2.8,서울 중랑구 망우로50길 21,영업시간 월~금 18:00 ~ 06:00,02-432-2857,11,5건
장안칼국수,국수,4.0,서울 중랑구 상봉중앙로 56,월~토 11:00 ~ 21:00,02-438-8790,13,3건
묵동곱창전문,곱창/막창,0.0,서울 중랑구 공릉로12길 16,,02-948-6287,20,0건
사계초밥,초밥/롤,4.2,서울 중랑구 사가정로 363-2,,02-493-2936,7,10건
써브웨이 중랑역점,샌드위치,4.6,서울 중랑구 망우로 203,매일 08:00 ~ 23:00,02-437-7300,7,11건
금화왕돈까스 용마산역점,돈까스/우동,3.8,서울 중랑구 용마산로 248 1층 101/ 102호,매일 11:00 ~ 22:00,02-433-7333,14,5건
KFC 사가정점,패스트푸드,2.2,서울 중랑구 사가정로 389 1층,매일 10:00 ~ 00:30,02-439-5241,5,10건
잭아저씨족발보쌈 상봉점,족발/보쌈,5.0,서울 중랑구 동일로114길 44,매일 11:00 ~ 01:00,02-2209-2200,19,1건
어느날오늘,디저트카페,5.0,서울 중랑구 봉화산로30길 98 삼성팰리스 1층 102호,화~일 11:00 ~ 21:00,,18,7건
스토어드커피,카페,4.1,서울 중랑구 동일로157길 22 1층,월~금 09:00 ~ 22:00,070-8823-7669,37,7건
하늘정원더파티,뷔페,0.0,서울 중랑구 숙선옹주로 6-9 묵동자이프라자 1단지 지하1층,,02-978-6677,20,0건
초이양꼬치쌀국수 상봉역점,양꼬치,3.8,서울 중랑구 봉우재로33길 48 2층,영업시간 월~토 15:00 ~ 24:00,02-433-0111,14,5건
두미가,두부전문점,5.0,서울 중랑구 신내로10길 29 1층,,02-434-1189,22,1건
이선우감자탕,감자탕,4.7,서울 중랑구 면목로 489 2층,매일 10:00 ~ 23:00,02-447-2666,18,26건
상봉갈비,갈비,3.3,서울 중랑구 면목로 466,매일 12:00 ~ 23:00,02-496-5607,12,9건
재나양과점,디저트카페,3.6,서울 중랑구 면목로 429 1층,,010-9467-5655,50,5건
신마루매운갈비찜,갈비,5.0,서울 중랑구 사가정로42길 19,화~일 12:00 ~ 23:00,02-495-7897,64,1건
투썸플레이스 서일대점,커피전문점,2.8,서울 중랑구 용마산로 384,매일 08:00 ~ 23:00,02-2208-1030,3,5건
다사랑회센터,회,5.0,서울 중랑구 중랑천로12길 36 1층,,070-4036-3303,9,1건
짜장마루 신내점,중화요리,3.9,서울 중랑구 신내로7가길 11,화~일 11:00 ~ 21:30,02-495-6561,7,12건
능이버섯백숙,닭요리,4.2,서울 중랑구 공릉로 32 공감대아파트 1층 B01호,둘째/넷째 화요일,02-971-2162,8,5건
남한강물고기 본점,매운탕/해물탕,5.0,서울 중랑구 동일로114길 43,매일 10:30 ~ 22:30,02-496-1255,4,1건
성창식당,한식,3.0,서울 중랑구 면목로 421,,02-435-3061,8,2건
만주리양꼬치,양꼬치,5.0,서울 중랑구 봉화산로54길 29,월~금 12:00 ~ 24:00,02-491-3373,10,8건
총각집곱창,곱창/막창,4.7,서울 중랑구 중랑역로 100,영업시간 매일 16:00 ~ 02:30,02-496-7757,15,9건
커피빈 상봉역점,커피전문점,4.3,서울 중랑구 망우로 291 1층,월~금 07:00 ~ 23:00,02-493-8902,6,3건
본가왕해물찜 중랑점,해물/생선,4.5,서울 중랑구 용마산로129길 60,,02-437-2030,2,4건
할매복집,복어,3.5,서울 중랑구 공릉로 82,,02-979-7606,10,6건
두루두루베이비카페,키즈카페,5.0,서울 중랑구 동일로154길 17 1층,월~토 11:00 ~ 19:00,070-4225-2626,5,2건
헬로방방 상봉점,키즈카페,5.0,서울 중랑구 상봉로 131 상봉듀오트리스 지하 2층,매일 10:00 ~ 21:00,02-433-0514,15,5건
서천칼국수,국수,4.8,서울 중랑구 겸재로64길 77,매일 11:00 ~ 21:00,02-436-6689,12,5건
오사카부르스 상봉점,일본식주점,2.7,서울 중랑구 봉우재로33길 66 2층,,,6,6건
스시누리 중랑역점,초밥/롤,3.3,서울 중랑구 중랑천로14길 58,월/화/수/금/토/일 11:30 ~ 22:00 · 브레이크타임 월/화/수/금 15:00 ~ 17:00,02-455-5833,6,7건
부자돼소,고기뷔페,4.3,서울 중랑구 봉우재로 126,,02-438-8868,31,4건
황박사왕족발,족발/보쌈,4.0,서울 중랑구 면목로 363,영업시간 매일 15:00 ~ 24:00,02-491-0048,15,3건
경미양꼬치,양꼬치,4.8,서울 중랑구 면목로 277,매일 13:00 ~ 02:00,02-491-7113,39,4건
바다를 삼킨 활어,회,4.0,서울 중랑구 봉우재로 114,,02-494-0220,10,8건
장수살롱,술집,4.8,서울 중랑구 면목로55길 18 1층,영업시간 매일 19:00 ~ 01:00,,34,4건
경성뒷고기,육류/고기,5.0,서울 중랑구 겸재로 160-1,영업시간 매일 17:00 ~ 24:00,02-435-6993,34,2건
써브웨이 묵동점,샌드위치,3.7,서울 중랑구 동일로 952 101-1호,매일 08:00 ~ 23:00,02-978-3434,4,15건
동대문엽기떡볶이 상봉점,떡볶이,4.0,서울 중랑구 면목로 484,매일 11:00 ~ 23:00,02-435-8592,21,7건
만다린진,중화요리,3.3,서울 중랑구 봉화산로54길 6,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-434-7982,5,6건
투썸플레이스 묵동자이점,커피전문점,1.5,서울 중랑구 동일로 932 1층 108/109호,매일 08:30 ~ 24:00,02-949-1222,4,2건
동네술집,일본식주점,4.0,서울 중랑구 면목로 326,,070-7718-8430,32,1건
정성한우도축직판장,육류/고기,5.0,서울 중랑구 상봉로20길 5,매일 10:00 ~ 21:30,02-438-5949,7,3건
짚신매운갈비찜 사가정점,갈비,4.0,서울 중랑구 면목로45길 19,영업시간 매일 16:00 ~ 03:00,02-432-6608,25,3건
유가네닭갈비 태릉묵동점,닭요리,3.4,서울 중랑구 중랑역로 244 2층,매일 11:00 ~ 22:00,02-976-9426,24,9건
카페 제이식스 상봉 2호점,카페,1.3,서울 중랑구 망우로 283,,02-432-7387,4,4건
황금포차,실내포장마차,5.0,서울 중랑구 용마산로115길 72,영업시간 월~토 16:30 ~ 02:00,,14,3건
데일리파크,디저트카페,4.8,서울 중랑구 신내로15길 196,월~금 09:00 ~ 23:00,02-3422-0146,10,4건
개인취향,디저트카페,4.3,서울 중랑구 면목로55길 52 1층,월~금 10:00 ~ 21:00,010-5813-5908,27,3건
춘천마당닭갈비,닭요리,3.0,서울 중랑구 중랑천로12길 82,매일 12:00 ~ 11:30,02-496-9017,8,2건
산채보리밥,한식,5.0,서울 중랑구 동일로157길 8,매일 10:30 ~ 22:30,,16,7건
망우찜쌈밥 별관,쌈밥,3.5,서울 중랑구 용마공원로2길 12,월~토 11:00 ~ 22:00,02-437-0175,20,10건
도미노피자 면목점,피자,1.5,서울 중랑구 용마산로86길 9-27 신성미소지움상가 104호,매일 11:30 ~ 21:30,02-435-3098,5,4건
삼곱식당 중화점,육류/고기,3.7,서울 중랑구 봉화산로 8,매일 12:00 ~ 02:00,02-2209-1849,40,6건
삼청동샤브 상봉역점,샤브샤브,4.5,서울 중랑구 망우로 304 상봉베스트원아파트 1층 103호,매일 11:00 ~ 22:00,070-4112-6801,25,4건
역전할머니맥주 묵동점,호프/요리주점,5.0,서울 중랑구 동일로 932 105호,,02-977-5844,9,4건
돈까스클럽 신내점,돈까스/우동,1.6,서울 중랑구 봉화산로 250,매일 11:30 ~ 22:00,02-435-5285,10,15건
만두박사,분식,4.8,서울 중랑구 공릉로 66-1,매일 10:30 ~ 24:00,02-744-3030,11,10건
스시왕,초밥/롤,2.5,서울 중랑구 면목로 394,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,,6,10건
키미노돼지국밥,한식,4.4,서울 중랑구 중랑천로10길 92 1층,월/화/수/목/토/일 11:30 ~ 21:30 · 브레이크타임 월/화/수/목/토/일 15:00 ~ 17:00,02-491-2895,6,13건
맥도날드 상봉이마트점,패스트푸드,2.3,서울 중랑구 상봉로 118,매일 10:00 ~ 22:30,070-7017-0495,5,4건
꿀꿀부라더스족발,족발/보쌈,4.8,서울 중랑구 망우로50길 32 1층,영업시간 월~토 15:00 ~ 02:00,02-434-5853,45,5건
일차돌 먹골점,육류/고기,3.7,서울 중랑구 동일로 946 1층 101호,영업시간 월~금 16:00 ~ 24:00,02-972-9192,21,3건
역전할머니맥주 서울상봉점,호프/요리주점,3.8,서울 중랑구 봉우재로33길 42,,,7,4건
도미노피자 중랑점,피자,1.2,서울 중랑구 망우로 377 1층,매일 11:00 ~ 22:00,02-436-3082,6,10건
피자애 용마점,피자,5.0,서울 중랑구 면목로 258 1층,매일 11:00 ~ 23:00,02-496-1100,13,1건
KFC 먹골역점,패스트푸드,3.9,서울 중랑구 공릉로 8 1층,매일 10:00 ~ 24:00,02-976-1795,5,10건
롯데리아 면목중앙점,패스트푸드,3.0,서울 중랑구 면목로 415,매일 00:00 ~ 24:00,02-439-8245,4,2건
고기싸롱,육류/고기,4.3,서울 중랑구 면목로 377,,,0,8건
88소곱창,곱창/막창,4.0,서울 중랑구 봉우재로33길 65,,02-493-8803,22,5건
짜장나루수희정,중화요리,4.5,서울 중랑구 겸재로 161,,02-494-4774,10,15건
아구아구아구찜 본점,아구,3.5,서울 중랑구 면목로 352,,02-435-9980,3,6건
영남보신탕,사철탕/영양탕,0.0,서울 중랑구 봉우재로 139,매일 11:00 ~ 22:00,02-438-9667,1,0건
장고기,육류/고기,4.8,서울 중랑구 신내로 225 디아뜨갤러리 101/102호,영업시간 매일 15:00 ~ 01:00,,8,4건
윤가네오리요리전문점 면목본점,오리,3.4,서울 중랑구 겸재로 205 1층,,02-492-0819,18,5건
명륜진사갈비 서울망우점,갈비,4.1,서울 중랑구 용마산로 488,매일 12:00 ~ 23:00,02-435-4035,23,20건
더파이어닭도리탕 본점,닭요리,2.5,서울 중랑구 용마산로115길 109 1층,영업시간 매일 17:00 ~ 01:00,02-432-0484,35,6건
스시항구,초밥/롤,5.0,서울 중랑구 면목로 306,매일 11:30 ~ 21:10 · 브레이크타임 매일 14:30 ~ 17:00,02-434-0987,10,7건
에그드랍 면목역점,샌드위치,1.2,서울 중랑구 겸재로 205 1층,매일 10:00 ~ 20:00,070-7723-4864,19,13건
나능이능이버섯백숙,삼계탕,3.0,서울 중랑구 상봉로 61,,02-435-1064,3,2건
배포찌개,찌개/전골,5.0,서울 중랑구 면목로44길 64,매일 10:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-493-7172,11,3건
동촌,한식,4.4,서울 중랑구 동일로 777,매일 10:50 ~ 22:30,,16,5건
싹쓰리솥뚜껑김치삼겹살,삼겹살,3.3,서울 중랑구 봉우재로 97,월~토 11:00 ~ 24:00,02-435-3339,3,3건
조개 나루터,조개,0.0,서울 중랑구 중랑천로12길 59,영업시간 매일 17:00 ~ 06:00,02-2209-9992,9,0건
권참치,참치회,3.2,서울 중랑구 사가정로 377,,02-435-1186,5,6건
참맛깔,곱창/막창,1.9,서울 중랑구 면목로74길 7,매일 11:00 ~ 01:00,02-439-0554,10,8건
시골솥뚜껑생삼겹살,삼겹살,5.0,서울 중랑구 봉우재로 158,,02-492-0094,8,1건
길동우동,돈까스/우동,2.5,서울 중랑구 면목로 352,,02-433-6408,3,8건
오스테리아주연,양식,2.8,서울 중랑구 봉우재로37길 9,영업시간 월~토 17:00 ~ 01:00,02-433-9098,22,11건
망우정식,한정식,2.0,서울 중랑구 용마산로115길 8 1층,매일 11:00 ~ 22:00,02-438-3918,23,3건
버거킹 면목역점,패스트푸드,3.5,서울 중랑구 겸재로 180 1층,매일 09:00 ~ 24:00,070-7462-8558,7,4건
서산식당,한식,4.3,서울 중랑구 면목로74길 45,,02-435-2583,7,7건
풍천장어,장어,0.0,서울 중랑구 상봉로 59,매일 11:00 ~ 24:00,02-432-4439,15,0건
동네술집 상봉점,호프/요리주점,3.0,서울 중랑구 망우로50길 36,영업시간 월~금 17:00 ~ 04:00,,33,2건
스시키요,초밥/롤,4.2,서울 중랑구 사가정로 362,,02-435-1112,7,6건
생활맥주 면목점,호프/요리주점,5.0,서울 중랑구 면목로 385,,02-433-2738,5,1건
미아리우동집,돈까스/우동,2.2,서울 중랑구 면목로 481,매일 00:00 ~ 24:00,02-494-4947,6,6건
똥강아지카페,애견카페,4.1,서울 중랑구 용마산로 248 6층 601호,월~금 12:00 ~ 20:00,02-435-0722,9,9건
신성묵과자점카페,제과/베이커리,4.8,서울 중랑구 겸재로 113,매일 07:00 ~ 04:00,02-433-1650,13,13건
탐나종합어시장 면목역점,회,4.3,서울 중랑구 면목로 367 1층,매일 12:00 ~ 03:00,02-435-0077,11,3건
곰만두김밥한식,분식,4.0,서울 중랑구 망우로 219,매일 00:00 ~ 24:00,02-434-9789,6,4건
참맛감자탕 본사직영상봉점,감자탕,3.0,서울 중랑구 면목로 465,매일 00:00 ~ 24:00,02-495-5588,4,5건
장수만세 보쌈&전 전문점,족발/보쌈,5.0,서울 중랑구 봉우재로 120 1층,영업시간 매일 16:00 ~ 01:00,02-491-9463,50,3건
이강분무교동낙지나라 본점,해물/생선,2.3,서울 중랑구 면목로 320,매일 10:00 ~ 01:00,02-438-5020,13,7건
동적깡통구이 태릉입구직영점,육류/고기,5.0,서울 중랑구 중랑역로 263-1 1층,매일 11:00 ~ 23:00,02-972-0701,21,3건
스시차이,초밥/롤,4.8,서울 중랑구 신내로 225,월~토 11:30 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 17:30,02-3421-8582,5,5건
강남소곱창 상봉점,곱창/막창,3.6,서울 중랑구 봉우재로33길 60 상봉팰리스 102호,영업시간 매일 16:00 ~ 05:00,02-432-2209,22,5건
명동사골칼국수&칡냉면 본점,국수,5.0,서울 중랑구 중랑역로 153 1층,,02-432-2003,5,4건
시타마치라멘 상봉동R&D센타점,일본식라면,4.5,서울 중랑구 신내로7다길 60-9 신광빌딩 1층,매일 11:00 ~ 22:00,02-433-6621,4,4건
거기가여기야돈까스,돈까스/우동,3.9,서울 중랑구 송림길 5 A동 1층 104호,화요일,02-433-7402,14,13건
고깃집경훈이네,육류/고기,5.0,서울 중랑구 봉우재로 68,매일 12:00 ~ 24:00,02-434-9242,30,1건
참치명가,해물/생선,5.0,서울 중랑구 용마산로115길 109 202동 2201호,매일 11:30 ~ 24:00,02-493-2626,17,3건
소문난아구찜,아구,4.2,서울 중랑구 면목로44길 32 1층,,02-439-0959,4,5건
소가미소,육류/고기,5.0,서울 중랑구 동일로 825,매일 12:00 ~ 23:00,02-2207-9290,6,1건
원조사가정손두부,두부전문점,4.3,서울 중랑구 면목로44길 62,월/화/목/금/토/일 10:00 ~ 22:00,02-496-7787,12,7건
발리스토어,호프/요리주점,3.0,서울 중랑구 중랑천로14길 58,월~금 10:00 ~ 02:00,010-4646-0780,30,5건
포야포야 면목시장점,베트남음식,5.0,서울 중랑구 사가정로52길 35 1층,,02-6104-5044,27,1건
파리바게뜨 상봉역점,제과/베이커리,2.3,서울 중랑구 면목로 480,매일 07:00 ~ 23:00,0507-1339-8201,2,3건
종로 닭한마리,닭요리,4.3,서울 중랑구 면목로88길 5-9 1층,,02-435-7606,20,3건
삼돈이 중랑점,육류/고기,1.0,서울 중랑구 중랑역로 14-1 세미피아노 1층,매일 11:00 ~ 24:00,02-435-2929,65,1건
은석참치,참치회,4.8,서울 중랑구 면목로 398 스마트빌딩 1층 103호,,02-494-3777,21,5건
동부면옥,냉면,3.7,서울 중랑구 동일로109길 81,매일 10:00 ~ 22:00,02-437-4587,9,12건
재우해양수산,회,4.0,서울 중랑구 용마산로115길 98,매일 11:00 ~ 02:00,02-493-3389,9,4건
규사이,육류/고기,3.8,서울 중랑구 송림길 5,매일 11:00 ~ 22:00,02-434-0022,36,4건
등갈비제작소 상봉본점,갈비,0.0,서울 중랑구 봉우재로43길 13,영업시간 월~토 17:00 ~ 24:00,02-437-8588,21,0건
왕십리곱창,곱창/막창,5.0,서울 중랑구 사가정로51길 21,,02-491-1220,19,2건
안흥갈비 망우점,갈비,3.8,서울 중랑구 망우로 425-1,매일 10:00 ~ 23:30,02-433-7501,7,4건
숙희네 소머리국밥수육,국밥,4.7,서울 중랑구 면목로33길 14,,02-494-3383,8,3건
해물명가 아구동태해물찜탕 먹골역점,아구,2.0,서울 중랑구 동일로 880 1층,,02-949-1131,13,9건
곱창치는남자 사가정역점,곱창/막창,2.3,서울 중랑구 면목로45길 3-8 1층,영업시간 매일 17:00 ~ 05:00,02-6339-9620,16,4건
삼순이생선구이,해물/생선,4.0,서울 중랑구 동일로129길 35,매일 11:00 ~ 23:00,02-949-9192,29,2건
하남돼지집 면목점,삼겹살,3.5,서울 중랑구 면목로 355,영업시간 월~금 17:00 ~ 24:00,02-433-9554,10,2건
롯데리아 사가정역점,패스트푸드,2.3,서울 중랑구 면목로 333,매일 00:00 ~ 24:00,02-438-0811,4,8건
로만티카,호프/요리주점,1.0,서울 중랑구 상봉로25길 39 1층,영업시간 화~목 19:00 ~ 01:00,,17,1건
전초전 사가정점,호프/요리주점,3.0,서울 중랑구 사가정로51길 39,,02-2207-8892,5,4건
대박집 면목본점,육류/고기,1.0,서울 중랑구 면목로 419,매일 00:00 ~ 24:00,02-433-4331,4,1건
대가토종순대국,순대,2.8,서울 중랑구 사가정로52길 1-4,매일 00:00 ~ 24:00,,7,6건
황금코다리 태릉입구점,해물/생선,0.0,서울 중랑구 중랑역로 272 1층,매일 11:00 ~ 23:00,02-434-5005,11,0건
장원정,해장국,4.3,서울 중랑구 중랑역로 138-2,,02-972-2383,11,3건
도리도리야포차 상봉본점,실내포장마차,5.0,서울 중랑구 봉우재로33길 45,,02-435-5145,13,4건
만나분식,분식,3.0,서울 중랑구 동일로143길 12,월~토 11:30 ~ 20:00,02-977-4810,7,2건
101호이탈리안레술토랑,이탈리안,5.0,서울 중랑구 중랑역로 118 1층,영업시간 월~토 17:00 ~ 02:00,,14,1건
공릉닭한마리 면목점,닭요리,3.0,서울 중랑구 면목동 144-24,매일 11:30 ~ 23:00,02-433-8789,10,8건
진국설렁탕,설렁탕,2.4,서울 중랑구 용마산로115길 102,화~토 00:00 ~ 24:00,02-433-5627,10,5건
채선당 묵동점,샤브샤브,3.8,서울 중랑구 동일로 942,매일 11:00 ~ 22:00,02-948-7220,8,4건
시즌,카페,4.6,서울 중랑구 사가정로49길 62 1층,매일 11:00 ~ 22:00,,5,8건
모밀엔카츠,돈까스/우동,5.0,서울 중랑구 신내로 51 성원아파트 상가 107호,매일 10:30 ~ 21:30,02-433-9501,9,13건
늘솜,호프/요리주점,4.8,서울 중랑구 봉화산로54길 36 C동 1층,월~토 11:30 ~ 24:00 · 브레이크타임 월~토 15:00 ~ 17:00,,18,6건
BHC치킨 망우점,치킨,3.7,서울 중랑구 용마산로 454,매일 12:00 ~ 24:00,02-494-9282,4,3건
구하나,와인바,4.5,서울 중랑구 면목로45길 15-7 1층,영업시간 월~토 18:00 ~ 02:00,02-433-9188,25,2건
연어에반하다,해물/생선,4.2,서울 중랑구 봉화산로 42,영업시간 매일 18:00 ~ 02:00,02-434-1996,68,5건
쿠스시,초밥/롤,2.8,서울 중랑구 망우로55길 25 1층,,02-433-1924,9,11건
빛나는바다 사가정점,회,1.0,서울 중랑구 면목로 349,,02-433-8838,7,4건
원조곱창,곱창/막창,3.0,서울 중랑구 동일로109길 40,,02-492-1355,8,2건
왕짜장 신내점,중화요리,4.1,서울 중랑구 신내로14길 26,매일 10:00 ~ 21:00,02-433-0202,7,7건
만희네참숯불닭갈비,닭요리,3.1,서울 중랑구 사가정로 371,영업시간 매일 14:00 ~ 01:00,02-491-4918,14,8건
어선생,해물/생선,4.3,서울 중랑구 용마산로115길 73,,02-438-3395,14,4건
순돈까스 사가정점,돈까스/우동,4.2,서울 중랑구 면목로 353 1층,월~토 11:00 ~ 21:00,02-434-9533,9,9건
스시남,초밥/롤,3.2,서울 중랑구 중랑역로 261,매일 11:30 ~ 23:00,02-975-1093,12,5건
후후스시,초밥/롤,5.0,서울 중랑구 겸재로 198,화~일 12:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-438-9800,15,8건
콩두 상봉점,두부전문점,3.2,서울 중랑구 면목로92길 42 1층,월~토 11:00 ~ 23:00,02-432-0123,10,5건
맘스터치 중화역점,패스트푸드,3.8,서울 중랑구 동일로 812,매일 10:30 ~ 22:20,02-433-3309,6,10건
가토참치,참치회,3.2,서울 중랑구 동일로 762 1층,,02-432-6777,18,5건
육대포,육류/고기,4.6,서울 중랑구 중랑천로12길 79 1층,영업시간 매일 17:00 ~ 24:00,,5,5건
청춘쪽갈비 본점,갈비,3.6,서울 중랑구 동일로139길 25 1층,매일 11:00 ~ 22:00,02-496-4576,45,5건
명륜진사갈비 서울상봉역점,갈비,1.5,서울 중랑구 면목로 494,매일 12:00 ~ 22:00,02-2208-0300,13,12건
생활맥주 중랑망우점,호프/요리주점,4.0,서울 중랑구 용마산로115길 39 1층,영업시간 매일 18:00 ~ 03:00,02-434-8122,37,1건
백채김치찌개 망우역사거리점,찌개/전골,4.3,서울 중랑구 망우로60길 37,월/화/수/목/금/일 11:00 ~ 22:00 · 브레이크타임 월/화/수/목/금/일 15:00 ~ 17:00,0507-1414-0418,5,3건
등촌샤브칼국수 신내점,샤브샤브,4.5,서울 중랑구 신내로14길 21 동성상가 111/112호,매일 11:30 ~ 22:00,02-3422-5607,9,6건
이디야커피 면목본동점,커피전문점,2.3,서울 중랑구 면목로 370 1~2층,매일 08:00 ~ 22:00,02-435-2981,3,3건
굽다503.15,육류/고기,5.0,서울 중랑구 망우로32길 20 대림빌딩 1층,영업시간 매일 14:00 ~ 02:00,02-435-3141,15,1건
갈렙분식,분식,1.0,서울 중랑구 용마산로115길 92,화~토 10:00 ~ 20:00,,1,1건
세상만사뼈다귀,감자탕,3.0,서울 중랑구 겸재로 196 1층,매일 00:00 ~ 24:00,02-435-4955,9,6건
광릉불고기 중랑점,불고기/두루치기,3.8,서울 중랑구 망우로 425,화요일,02-435-6631,5,8건
황박사왕족발,족발/보쌈,4.9,서울 중랑구 중랑역로 69,,02-433-0031,2,8건
맘스터치 상봉역점,패스트푸드,1.8,서울 중랑구 망우로 305,매일 10:30 ~ 22:00,02-432-8892,10,15건
소래원,중화요리,3.3,서울 중랑구 면목로 250,,02-433-1297,7,7건
달꿈남매,디저트카페,2.7,서울 중랑구 겸재로 164 1층,월~금 10:00 ~ 22:30,02-6925-1114,22,3건
차이나타운,중화요리,3.7,서울 중랑구 망우로 306-1,매일 10:00 ~ 21:00,,9,7건
이가네곱창,곱창/막창,4.8,서울 중랑구 동일로157길 5,영업시간 매일 16:30 ~ 01:00,02-979-0702,17,19건
연호초밥,초밥/롤,3.9,서울 중랑구 신내로14길 21,매일 11:30 ~ 22:00,,9,7건
성지곱창,곱창/막창,5.0,서울 중랑구 겸재로 166,영업시간 월~토 17:00 ~ 24:00,02-434-5856,13,4건
배떡 면목점,떡볶이,3.0,서울 중랑구 용마산로93길 12,,02-432-4885,2,1건
맘스터치 면목점,패스트푸드,3.3,서울 중랑구 면목로 306 1층,매일 11:00 ~ 22:00,02-432-9692,5,8건
병규돈가스 중랑점,돈까스/우동,4.5,서울 중랑구 동일로157길 19,월~토 11:00 ~ 21:30,02-975-0027,4,19건
투썸플레이스 용마산역점,커피전문점,1.7,서울 중랑구 면목로 249 1/2층,매일 08:00 ~ 22:00,02-491-0701,2,6건
찌마기,조개,0.0,서울 중랑구 면목로 385,,02-432-5700,3,0건
맘스터치 서일대점,패스트푸드,2.5,서울 중랑구 용마산로 408,매일 10:00 ~ 22:00,02-491-9600,2,8건
금용각,중화요리,3.3,서울 중랑구 동일로 927 1층,화요일,02-436-4848,5,14건
교촌치킨 묵동점,치킨,2.0,서울 중랑구 동일로 920 1층,매일 12:00 ~ 24:00,02-948-1992,9,16건
왕십리곱창불막창구이,곱창/막창,3.3,서울 중랑구 봉우재로33길 74 1층,영업시간 매일 14:00 ~ 02:00,02-493-9229,8,14건
파파라멘,일식집,4.0,서울 중랑구 사가정로50길 5,매일 11:30 ~ 22:00,02-2208-7600,20,13건
푸른초원전복삼계탕,삼계탕,5.0,서울 중랑구 동일로163길 22,매일 10:00 ~ 23:30,02-978-7720,7,1건
다함닭갈비 사가정본점,닭요리,3.0,서울 중랑구 사가정로51길 9,월~토 12:00 ~ 23:30,02-432-6683,9,4건
홍길동회수산,회,2.0,서울 중랑구 봉우재로33길 47,,02-493-7778,13,3건
진미각,중식,4.5,서울 중랑구 겸재로 225,화요일,02-494-9800,9,2건
원조부안집 면목동점,육류/고기,4.0,서울 중랑구 면목로 366,영업시간 월~토 16:00 ~ 00:30,,111,2건
트라타앤샐러드로우 사가정점,멕시칸/브라질,5.0,서울 중랑구 사가정로 405 1층,월~금 10:30 ~ 23:00 · 브레이크타임 매일 15:30 ~ 17:00,02-6951-3779,8,4건
유정순대,순대,4.3,서울 중랑구 면목로37길 42,,02-433-7305,3,6건
어도,일식집,5.0,서울 중랑구 망우로 326,,02-496-2211,3,1건
이가네바지락칼국수 중화점,국수,4.7,서울 중랑구 중랑역로 73-1 1층,,02-2207-1649,1,3건
롯데리아 상봉역점,패스트푸드,2.5,서울 중랑구 망우로 282-1,매일 00:00 ~ 24:00,02-494-2222,2,6건
한방닭터,삼계탕,4.6,서울 중랑구 봉우재로 24,매일 11:00 ~ 22:00,02-2208-3939,7,9건
정담초밥,초밥/롤,3.8,서울 중랑구 신내로 225,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3422-2001,15,8건
