식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
설빙 쌍문점,디저트카페,1.7,서울 도봉구 도봉로 460 2층,매일 11:00 ~ 23:00,02-991-0077,9,3건
도봉산숯불갈비,갈비,4.0,서울 도봉구 도당로13가길 35 1층,매일 12:00 ~ 22:00,02-955-1611,41,1건
도미노피자 쌍문점,피자,3.8,서울 도봉구 해등로 139,매일 11:30 ~ 21:30,02-991-5815,3,4건
등촌샤브칼국수 창동점,샤브샤브,4.6,서울 도봉구 덕릉로54길 23 2층,화요일,02-990-9975,16,5건
조마루 쌍문점,감자탕,3.4,서울 도봉구 도봉로 569 1층,매일 00:00 ~ 24:00,02-990-3161,5,5건
하남돼지집 방학역점,삼겹살,5.0,서울 도봉구 도봉로150다길 64 여산빌딩,영업시간 매일 16:00 ~ 24:00,02-954-3332,12,3건
싹쓰리 김치솥뚜껑삼겹살,삼겹살,3.7,서울 도봉구 도봉로169나길 45,,02-6397-8892,4,3건
이종구낙지세상,해물/생선,4.4,서울 도봉구 방학로 241,매일 11:00 ~ 22:00,02-3492-0525,3,5건
신창족발,족발/보쌈,5.0,서울 도봉구 덕릉로60길 49-1,,02-992-7604,33,3건
요리왕,중화요리,3.4,서울 도봉구 덕릉로59마길 18,매일 11:00 ~ 20:30,02-906-6305,12,5건
덩어리 창동점,육류/고기,3.6,서울 도봉구 노해로63길 79,월~토 12:30 ~ 02:00,02-993-0522,13,5건
제이크더레스토랑,양식,2.6,서울 도봉구 도봉로 517,월~토 11:00 ~ 22:00,02-6747-9153,19,12건
파란하늘,분식,5.0,서울 도봉구 도봉로121길 35,매일 10:00 ~ 22:00,02-997-3234,27,1건
예가만두,찌개/전골,5.0,서울 도봉구 방학로 251,,02-955-8252,14,8건
우리할매떡볶이 방학점,떡볶이,4.0,서울 도봉구 도봉로152길 32 102호,화~일 11:00 ~ 20:30,02-954-8883,11,7건
만남의광장,카페,2.0,서울 도봉구 도봉동 288-20,,02-956-4545,1,3건
일심해장국,해장국,3.0,서울 도봉구 방학로 204,매일 00:00 ~ 24:00,02-956-7027,3,8건
정초밥,초밥/롤,5.0,서울 도봉구 마들로 724 도봉한양수자인 1층,월~토 11:00 ~ 23:00 · 브레이크타임 월~토 15:30 ~ 17:00,070-7543-5262,5,6건
미성양꼬치양갈비,양꼬치,4.7,서울 도봉구 도봉로181길 22,,02-956-5665,5,6건
귀한족발 수유직영점,족발/보쌈,5.0,서울 도봉구 도봉로110길 5,매일 12:00 ~ 01:30,0507-964-1816,19,2건
당일왕족발,족발/보쌈,4.3,서울 도봉구 도봉로150길 43,,02-954-3151,8,4건
명륜진사갈비 서울도봉산점,갈비,3.0,서울 도봉구 도봉산길 10 2층,매일 12:00 ~ 23:00,02-952-0022,14,4건
명륜진사갈비 서울방학점,갈비,3.4,서울 도봉구 도봉로 667 1층,매일 12:00 ~ 23:00,070-7543-8123,21,12건
명인소곱창 본점,곱창/막창,3.7,서울 도봉구 도봉로136가길 73,영업시간 매일 17:30 ~ 24:00,02-900-8223,26,3건
짱나라24시해장국,해장국,4.0,서울 도봉구 도당로 55,매일 00:00 ~ 24:00,02-956-0664,7,3건
일차돌 창동점,육류/고기,1.0,서울 도봉구 마들로 556,매일 11:00 ~ 23:00,02-982-9282,41,1건
갯마을풍천장어,장어,3.5,서울 도봉구 도봉산4나길 12-10,화~일 11:00 ~ 21:00,02-955-3396,6,2건
모던타임즈,카페,4.6,서울 도봉구 노해로38길 7 1층 1호,월~토 10:30 ~ 23:00,,16,7건
제주애육당 창동점,육류/고기,3.8,서울 도봉구 도봉로136가길 73 북한산한신휴플러스상가 104동 1층 108호,영업시간 매일 13:00 ~ 01:00,02-992-1292,10,4건
피자리아150길,피자,4.5,서울 도봉구 도봉로150다길 64 여산빌딩 1층 103호,화요일,070-7519-4907,16,15건
최진사댁무한숯불갈비 쌍문점,갈비,1.0,서울 도봉구 도봉로 451 1층,매일 11:30 ~ 23:00,02-900-3700,9,1건
아씨보쌈칼국수,족발/보쌈,5.0,서울 도봉구 도당로 59,화~일 11:00 ~ 22:00,02-3494-2225,5,1건
공릉동닭한마리칼국수 쌍문점,닭요리,4.3,서울 도봉구 도당로2길 8 1층,,02-998-0323,3,3건
골목집불갈비,갈비,4.7,서울 도봉구 노해로63길 51,영업시간 매일 17:00 ~ 22:00,02-995-2025,12,7건
춘천골닭갈비,닭요리,5.0,서울 도봉구 노해로69길 21-15,매일 11:00 ~ 24:00,02-900-9530,7,2건
뮤즈서울,카페,3.6,서울 도봉구 창동 819 태영아파트 상가 111호,월~토 12:00 ~ 19:00,,16,11건
행운돈까스,돈까스/우동,2.2,서울 도봉구 방학로 166,매일 11:00 ~ 22:00,02-3493-1690,16,19건
미각,중화요리,3.3,서울 도봉구 노해로 202,매일 12:00 ~ 22:00,02-902-2727,3,4건
카미노커피로스터스,카페,3.8,서울 도봉구 도당로 46,월~금 09:00 ~ 23:00,,9,13건
채선당 쌍문점,샤브샤브,5.0,서울 도봉구 도봉로 533,매일 11:00 ~ 22:00,02-900-4774,11,1건
마이머랭,디저트카페,5.0,서울 도봉구 노해로60길 84,,,19,3건
봉평메밀막국수,냉면,4.0,서울 도봉구 도봉산4길 15,,02-956-2080,3,4건
탐나종합어시장 방학역점,회,2.5,서울 도봉구 도봉로 704,매일 11:00 ~ 03:00,02-956-8289,8,4건
창동곱창포차,곱창/막창,5.0,서울 도봉구 노해로63길 84-9 창동에스알스타빌 1층 112호,,02-907-6288,20,1건
도봉족발,족발/보쌈,4.0,서울 도봉구 도봉로 869 1층,,02-956-5022,19,4건
커피스미스 도봉역점,커피전문점,5.0,서울 도봉구 도봉로152가길 176 1/2층,월~금 08:00 ~ 23:00,02-948-6900,4,3건
한마음정육식당 쌍문점,육류/고기,4.4,서울 도봉구 도봉로 519 1/2층,매일 12:00 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-991-1777,10,9건
갈비일번지 방학점,갈비,4.4,서울 도봉구 도봉로 663-12,매일 00:00 ~ 24:00,02-6338-9292,21,8건
금강산감자탕24시,감자탕,3.5,서울 도봉구 도봉로 669,매일 00:00 ~ 24:00,02-3491-5401,7,4건
홍두깨손칼국수,국수,3.5,서울 도봉구 도봉산4가길 14,,02-3494-0282,13,4건
시골불냉면 방학본점,냉면,3.0,서울 도봉구 도당로 90-1,,02-3492-7735,14,2건
피자헛 쌍문2호점,피자,5.0,서울 도봉구 도봉로 534,매일 11:00 ~ 23:00,02-902-5171,4,4건
수수,중화요리,4.1,서울 도봉구 마들로 693 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:30 ~ 17:00,02-6398-0608,19,13건
대관령감자옹심이,국수,3.3,서울 도봉구 해등로16길 55,,02-2232-2115,8,6건
삼겹식당,삼겹살,4.0,서울 도봉구 방학로 174 1층,,02-3493-9292,9,1건
죽변물회막회,회,2.5,서울 도봉구 마들로 650 도봉월드상가 2층 212-2호,매일 10:30 ~ 22:00,02-6431-5252,6,2건
춘천닭갈비닭한마리,닭요리,5.0,서울 도봉구 도봉로118길 7,,02-900-9545,8,2건
맹호네북청생고기,육류/고기,3.8,서울 도봉구 방학로 283,매일 11:00 ~ 23:00,02-3491-7360,9,6건
백제갈비촌 본점,갈비,2.4,서울 도봉구 노해로69길 15 세정빌딩 101~104호,매일 00:00 ~ 24:00,02-908-1909,10,5건
한우양곱창구이 분점,곱창/막창,0.0,서울 도봉구 도봉로114길 22-8,영업시간 매일 15:00 ~ 02:00,02-900-5582,14,0건
아부찌부대찌개 창동점,찌개/전골,4.5,서울 도봉구 노해로63다길 24 동아그린아파트 상가 1층,,02-903-3251,26,4건
짚신매운갈비찜 쌍문점,갈비,4.0,서울 도봉구 도봉로114길 22-8 현대타운아파트 149~151호,영업시간 매일 14:00 ~ 01:00,02-900-9932,19,3건
명가면옥 창동본점,냉면,3.3,서울 도봉구 노해로63길 84-6,,02-902-9020,1,6건
도미노피자 도봉점,피자,0.0,서울 도봉구 도봉로 775,매일 11:00 ~ 22:00,02-3491-5252,3,0건
에꼴드마카롱,제과/베이커리,5.0,서울 도봉구 도봉로147길 60 1층,화~토 10:00 ~ 20:30,,5,6건
원조깡통소갈비살,육류/고기,2.8,서울 도봉구 도봉로177길 9 1층,,02-933-6656,3,4건
교촌치킨 쌍문역점,치킨,3.3,서울 도봉구 도봉로 505,매일 12:00 ~ 24:00,02-905-9292,1,8건
북청식당,한식,5.0,서울 도봉구 노해로69길 15-15,,02-900-0794,3,3건
삼오낙지와칼국수,한식,5.0,서울 도봉구 도봉로110길 95 1층,화~일 11:30 ~ 23:00 · 브레이크타임 화~일 15:30 ~ 17:00,02-992-6309,15,7건
솥뚜껑생생오리,오리,4.7,서울 도봉구 도봉로110나길 34,매일 11:30 ~ 23:00,02-999-5292,40,3건
양국,일본식라면,3.0,서울 도봉구 삼양로 538-6 1층 102호,매일 10:30 ~ 20:30,,13,5건
교촌치킨 쌍문1호점,치킨,3.7,서울 도봉구 도당로 32 성진뉴파크뷰 1층,매일 12:00 ~ 24:00,02-955-7999,3,7건
하누소갈비살 방학점,갈비,2.6,서울 도봉구 방학로 196 1층 1/2호,매일 11:00 ~ 22:00,02-956-9008,8,10건
해촌샤브샤브 덕성여대점,샤브샤브,4.7,서울 도봉구 삼양로 550 1층,화~금 10:30 ~ 21:30 · 브레이크타임 화~일 15:30 ~ 17:00,02-995-5595,8,3건
이탈리안G,카페,3.3,서울 도봉구 도봉로 675,,02-955-7214,1,6건
동대문엽기떡볶이 신방학점,떡볶이,3.9,서울 도봉구 도당로 46 1층,매일 11:00 ~ 00:30,02-956-8591,9,7건
브롱스 창동점,호프/요리주점,5.0,서울 도봉구 마들로11가길 15 107호,영업시간 매일 17:00 ~ 02:00,070-4152-4725,27,3건
화로몽 창동역점,육류/고기,4.1,서울 도봉구 노해로 379,영업시간 월~토 16:00 ~ 01:00,02-900-8436,4,7건
전설의짬뽕,중식,4.5,서울 도봉구 도봉로 590,화~일 11:00 ~ 21:00,02-903-6523,5,2건
교촌치킨 창동점,치킨,0.0,서울 도봉구 해등로 120,매일 12:00 ~ 24:00,02-905-8292,1,0건
천안문,중화요리,4.3,서울 도봉구 덕릉로 398 주공17단지 상가,,02-904-3331,4,6건
오바상돈까스,돈까스/우동,2.3,서울 도봉구 노해로65길 11 2층,,02-900-0300,34,8건
만랩커피 창동역점,커피전문점,4.2,서울 도봉구 노해로63길 82 1/2층,월~토 09:00 ~ 23:30,02-998-1002,9,6건
투썸플레이스 창동이마트점,커피전문점,1.0,서울 도봉구 노해로65길 14-3 2층,매일 09:00 ~ 22:30,02-904-2332,1,1건
미랭디저트,카페,0.0,서울 도봉구 도봉로110길 40 1층,매일 12:00 ~ 21:00,,5,0건
차돌집,육류/고기,2.8,서울 도봉구 해등로 139,,02-990-1666,9,5건
강북민물장어,장어,2.0,서울 도봉구 노해로69길 25,,02-902-0013,2,3건
곳간,일식,4.8,서울 도봉구 도봉로154길 35 1층,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 14:30 ~ 17:30,070-4320-4002,15,11건
멘부리 본점,일본식라면,4.6,서울 도봉구 우이천로24길 40 한원힐트리움아파트 상가 1층,화~일 11:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,0507-1372-4708,11,5건
생활맥주 창동역점,호프/요리주점,0.0,서울 도봉구 마들로11길 65 유진빌딩 2층,월~목 05:00 ~ 01:00,02-996-3330,27,0건
써브웨이 쌍문역점,샌드위치,4.4,서울 도봉구 도봉로 468 1층 102호/ 102-1호,매일 07:00 ~ 22:00,02-999-5906,15,19건
춘천명가숯불닭갈비,닭요리,4.8,서울 도봉구 도봉산4길 16 1/ 2층,,02-956-9592,9,4건
쿠리야 쌍문점,일본식주점,3.0,서울 도봉구 도봉로117길 11 1층,영업시간 월~토 17:30 ~ 02:00,02-907-5970,15,2건
꽃돼지삼겹살 창동점,삼겹살,0.0,서울 도봉구 노해로63길 84-9 SR스타빌 상가 1층 119호,월~토 12:00 ~ 24:00,02-999-9592,26,0건
우설화 서울창동점,육류/고기,5.0,서울 도봉구 도봉로 526 3층,,02-3297-3784,9,1건
고루모도시락 본점,도시락,2.5,서울 도봉구 도봉로109길 40 1층,매일 10:00 ~ 21:00,02-999-8300,146,6건
산책,일식,3.2,서울 도봉구 삼양로144길 18,매일 10:30 ~ 22:00,02-997-6595,23,11건
메가커피 창동역점,커피전문점,1.3,서울 도봉구 마들로11가길 13 1층,,,4,4건
갯마을조개,조개,4.2,서울 도봉구 마들로 657,영업시간 매일 16:00 ~ 01:00,02-3493-9209,10,5건
BHC치킨 창동점,치킨,4.6,서울 도봉구 도봉로121가길 4,매일 12:00 ~ 24:00,02-992-9282,0,7건
미스터육개장,국밥,4.1,서울 도봉구 도당로 148 1층,월/화/목/금/토/일 10:00 ~ 22:00,02-3492-7926,8,7건
탐앤탐스 창동본점,커피전문점,4.2,서울 도봉구 노해로 285,매일 07:00 ~ 22:00,02-543-3242,7,5건
엄마손가마솥순두부,두부전문점,2.0,서울 도봉구 도봉산4가길 10,매일 08:00 ~ 20:30,02-955-9597,29,3건
맘스터치 쌍문역점,패스트푸드,2.3,서울 도봉구 도봉로 496,매일 10:30 ~ 23:00,02-900-0071,15,9건
포36거리 덕성여대점,베트남음식,4.3,서울 도봉구 삼양로 534-6 1층,,02-993-8234,9,8건
양촌리,육류/고기,2.3,서울 도봉구 방학로 102 1층,,02-954-7852,3,4건
황소곱창,곱창/막창,4.0,서울 도봉구 도봉로145길 8,영업시간 매일 18:00 ~ 23:30,02-3493-4708,15,1건
장수보쌈족발,족발/보쌈,2.3,서울 도봉구 노해로63다길 6,매일 12:00 ~ 01:00,02-908-3543,9,6건
탐앤탐스 도봉산입구점,커피전문점,0.0,서울 도봉구 도봉산4길 4-13 1/2층,매일 08:00 ~ 22:00,02-955-4565,3,0건
한솥도시락 도봉구청점,도시락,3.8,서울 도봉구 마들로 676-1 1층,월~금 08:00 ~ 19:00,02-955-6336,2,4건
도봉산닭갈비,닭요리,5.0,서울 도봉구 도봉산4가길 18 삼성빌딩 1층,,02-956-7572,18,1건
제주식당 도봉점,육류/고기,4.0,서울 도봉구 마들로 772,매일 11:30 ~ 23:00,02-954-9392,3,2건
곱분이곱창,음식점,0.0,서울 도봉구 도봉로152길 23,,,0,0건
대구형제막창 방학역점,곱창/막창,0.0,서울 도봉구 도봉로152길 23,영업시간 매일 16:00 ~ 02:00,,40,0건
의정부부대찌게,찌개/전골,4.0,서울 도봉구 해등로 156,매일 10:30 ~ 23:00,02-999-4466,7,3건
스푼앤포크키친,이탈리안,4.8,서울 도봉구 우이천로 483 1층,화~일 11:00 ~ 21:00,010-4321-1818,13,14건
미스터피자 창동점,피자,3.0,서울 도봉구 도봉로 604 1층,매일 11:00 ~ 21:30,02-900-2032,8,4건
우이목장 안암점,육류/고기,4.0,서울 도봉구 우이천로 298,,02-904-3070,1,1건
광릉불고기 도봉점,불고기/두루치기,2.0,서울 도봉구 도봉로152길 29-4 1층,매일 10:00 ~ 22:00,02-954-0406,2,3건
유안참치,참치회,4.0,서울 도봉구 도봉로110길 5 2층,영업시간 월~토 16:00 ~ 24:00,02-995-4646,4,2건
롯데리아 쌍문역점,패스트푸드,2.7,서울 도봉구 도봉로 484,,02-995-6263,4,10건
다온초밥,초밥/롤,3.6,서울 도봉구 덕릉로 232 1층,화요일,02-990-4321,3,8건
자매식당,한식,3.1,서울 도봉구 도봉로112길 31,월~토 09:00 ~ 21:00,02-900-0615,23,13건
구룡포 자연산물회막회,회,5.0,서울 도봉구 도봉로117길 9,,02-999-3017,3,1건
목포항회센타,실내포장마차,4.3,서울 도봉구 도봉로181길 13,,02-954-6890,10,7건
남경,중화요리,4.2,서울 도봉구 해등로 83,,02-904-7792,8,10건
콩블랑제리,제과/베이커리,5.0,서울 도봉구 삼양로142길 33 지하 1층,화~토 12:00 ~ 19:00,02-900-2307,10,4건
모래스푼,키즈카페,4.7,서울 도봉구 시루봉로 2 쌍문그린스테이트빌딩 1층,화요일,02-996-5252,7,3건
공차 쌍문역점,카페,4.5,서울 도봉구 도봉로 468 홍일빌딩 106호,매일 10:00 ~ 22:30,02-904-5200,32,2건
바우네나주곰탕 방학역점,곰탕,3.0,서울 도봉구 도봉로150다길 28 방학지음재힐스 1층 105호,화~토 00:00 ~ 24:00,02-6231-3098,28,4건
오병이어,떡/한과,4.8,서울 도봉구 노해로63길 84-9,,02-990-5025,0,5건
창동 조개일번지,조개,0.0,서울 도봉구 도봉로106길 22,,02-902-2545,7,0건
마당바위,한식,5.0,서울 도봉구 도봉산길 65-19,,02-954-8030,2,1건
방학돈쭈니네,육류/고기,0.0,서울 도봉구 도당로27길 54 1층,매일 11:00 ~ 24:00,02-955-7060,2,0건
컴포트카페,카페,3.1,서울 도봉구 삼양로144길 19 1층,월~금 08:30 ~ 22:30,010-3258-6265,16,8건
자가제빵 선명희피자 창동점,피자,5.0,서울 도봉구 해등로 139 미소애아파트 1층 103호,매일 11:00 ~ 22:30,02-995-9100,26,8건
짜장마을,중화요리,4.0,서울 도봉구 마들로 657,,02-3494-3322,3,4건
뚜레쥬르 창동대우점,제과/베이커리,0.0,서울 도봉구 덕릉로63가길 60,,02-991-0900,2,0건
창대냉면,냉면,4.6,서울 도봉구 도당로11길 10,,02-3493-6610,3,8건
방학골갈비,갈비,4.5,서울 도봉구 방학로6길 12 1층,매일 06:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-956-3909,8,2건
맘스터치 창동역점,패스트푸드,3.4,서울 도봉구 노해로63길 67,매일 10:30 ~ 23:00,02-900-7925,4,8건
엘수에뇨,멕시칸/브라질,4.3,서울 도봉구 삼양로142길 3 1층,월/화/수/목/금/일 12:00 ~ 18:00,02-312-0145,11,12건
88켄터키치킨 창3동점,치킨,4.8,서울 도봉구 우이천로4라길 31 1층,영업시간 매일 14:00 ~ 23:00,02-992-8808,6,4건
원성반점,중식,3.8,서울 도봉구 노해로 233-1,,02-992-4955,10,10건
다래함박스텍 방학점,양식,2.7,서울 도봉구 방학로 155,화요일,02-956-6266,9,6건
청년다방 창동역점,떡볶이,3.3,서울 도봉구 노해로63길 84-3 동선빌딩 1층 6/7호,매일 11:00 ~ 22:00,02-998-0119,21,4건
대가집감자탕 도봉점,감자탕,4.0,서울 도봉구 도당로27길 67 1층,매일 10:00 ~ 23:00,02-943-8592,2,1건
이삭토스트 서울방학점,토스트,0.0,서울 도봉구 방학로 172 1층,,02-956-0321,2,0건
잔디불,호프/요리주점,5.0,서울 도봉구 도봉로156길 8,,02-955-9292,3,7건
쌍문동커피,카페,0.0,서울 도봉구 삼양로142길 7 1층,,,4,0건
족발의장인족장 쌍문점,족발/보쌈,4.2,서울 도봉구 해등로 206,매일 12:00 ~ 24:00,02-903-0186,4,5건
해신참치,참치회,2.8,서울 도봉구 노해로69길 21,영업시간 매일 16:00 ~ 24:00,02-907-6666,10,4건
신전떡볶이 도봉점,떡볶이,3.0,서울 도봉구 도봉산3길 73,,02-6369-0506,6,3건
해소반 방학점,해물/생선,0.0,서울 도봉구 방학로 115,,02-933-7007,3,0건
카페장라이더스,카페,4.7,서울 도봉구 노해로65길 7-12,화~일 12:00 ~ 22:00,010-4097-4148,29,3건
토영자갈치곰장어 창동점,장어,4.8,서울 도봉구 노해로69길 15 세정빌딩 107호,영업시간 매일 15:00 ~ 03:00,02-999-2588,5,5건
차이나타운,중화요리,4.0,서울 도봉구 도봉로181길 41,월/화/목/금/토/일 10:30 ~ 20:30,02-956-1881,3,4건
박계월한우차돌집,육류/고기,5.0,서울 도봉구 방학로 131,,02-3494-6441,8,2건
교촌치킨 창3동점,치킨,3.5,서울 도봉구 덕릉로 264,매일 12:00 ~ 24:00,02-999-5222,0,6건
이가네 즉석바지락칼국수,국수,3.7,서울 도봉구 덕릉로59나길 15,화요일,02-993-3258,8,3건
수참치,참치회,3.8,서울 도봉구 노해로69길 21-7,영업시간 매일 16:00 ~ 01:00,02-999-9956,2,4건
자담치킨 서울창동점,치킨,2.3,서울 도봉구 해등로 146 1층,,02-993-8899,6,6건
장어굽는마을,장어,1.0,서울 도봉구 방학로17길 6,,02-3492-0092,1,1건
신라삼계탕도가니탕,삼계탕,4.5,서울 도봉구 도봉로 897 1층,,02-954-8441,1,2건
버거브라더1981 쌍문점,햄버거,4.5,서울 도봉구 도봉로133길 53,,02-907-8855,7,2건
소양강닭갈비,닭요리,4.0,서울 도봉구 덕릉로60길 22,둘째/넷째 화요일,02-902-3221,3,4건
푸라닭치킨 방학점,치킨,3.5,서울 도봉구 도봉로150길 31 1층 114호,영업시간 매일 16:00 ~ 24:00,02-956-9206,8,8건
이디야커피 도봉산점,커피전문점,3.0,서울 도봉구 도봉산길 18 1층,,02-3494-3974,0,2건
옛골토성 도봉산점,육류/고기,2.0,서울 도봉구 도봉산4나길 43,매일 10:00 ~ 22:00,02-955-5667,13,5건
힘찬장어,한식,0.0,서울 도봉구 노해로69길 15-9 1층,,02-999-9975,5,0건
굽네치킨 방학1동점,치킨,3.6,서울 도봉구 방학로2길 77 1층,월~토 11:00 ~ 01:00,02-955-9282,1,5건
더곱창37번가,곱창/막창,3.0,서울 도봉구 도봉로152길 37 1층,영업시간 매일 16:30 ~ 01:00,02-3494-3345,89,2건
디어리스트,카페,4.2,서울 도봉구 도봉로112길 14,화~금 11:30 ~ 22:30,,35,5건
통갈비살집,갈비,4.0,서울 도봉구 방학로6길 18 1층,,02-955-1179,8,3건
아바이토종순대국 창동역점,순대,1.9,서울 도봉구 노해로67길 2,매일 00:00 ~ 24:00,02-908-0050,4,7건
어사출또,회,3.2,서울 도봉구 도봉로113가길 2,,02-992-4333,0,5건
버거브라더,햄버거,4.8,서울 도봉구 마들로 657 ESA아파트 1층 101-4호,매일 10:30 ~ 21:30,,38,8건
도봉한우곱창,곱창/막창,4.0,서울 도봉구 시루봉로 308 1층,영업시간 매일 16:00 ~ 24:00,02-956-9655,25,1건
향촌,매운탕/해물탕,5.0,서울 도봉구 도봉로191길 73-20,,02-954-2944,6,3건
정담음밥상,돈까스/우동,2.7,서울 도봉구 방학로2길 19 2층,,02-956-1113,10,17건
방학동안,음식점,0.0,서울 도봉구 도봉로143길 50,,02-3493-7070,4,0건
최진사댁무한숯불갈비 도봉점,갈비,5.0,서울 도봉구 도봉로181길 29,매일 11:30 ~ 23:00,,7,1건
쌈촌 창동점,쌈밥,2.2,서울 도봉구 노해로65길 11,매일 10:00 ~ 22:30,02-900-4929,25,5건
메가커피 쌍문세라믹점,커피전문점,2.0,서울 도봉구 도당로 14,,,2,9건
이디야커피 도봉역점,커피전문점,3.6,서울 도봉구 도봉로 823,월~금 08:00 ~ 23:00,02-955-1307,1,5건
쌍문족빨,족발/보쌈,5.0,서울 도봉구 도봉로 585,영업시간 월/화/목/금/토/일 16:00 ~ 01:00,02-907-9552,21,1건
고려가든,한식,5.0,서울 도봉구 방학로 266-26,,02-954-5549,5,2건
롯데리아 창동역점,패스트푸드,2.7,서울 도봉구 노해로63길 78 신원빌딩 1층,매일 00:00 ~ 24:00,02-900-2033,1,6건
오늘통닭 우이직영점,치킨,1.0,서울 도봉구 삼양로 538 1층,매일 12:00 ~ 02:00,02-999-2155,44,1건
술사와 방학2호점,회,4.0,서울 도봉구 도봉로145길 50,,02-3493-1165,6,1건
오마니한식부페 쌍문점,한식뷔페,5.0,서울 도봉구 도봉로125길 75,,02-6401-3534,1,2건
수이아,디저트카페,3.0,서울 도봉구 도봉로110라길 70-14,,,11,1건
왕골감자탕 창동본점,감자탕,2.0,서울 도봉구 노해로69길 25,매일 00:00 ~ 24:00,02-900-7667,9,5건
굽모닝숯불바베큐,치킨,5.0,서울 도봉구 도당로27길 5,,02-3492-7272,4,1건
마장동 우시장정육식당,육류/고기,5.0,서울 도봉구 시루봉로15길 5,,02-6217-7337,3,1건
수유냉면,냉면,5.0,서울 도봉구 시루봉로 130,,02-992-9471,2,2건
뚜레쥬르 창동동아점,제과/베이커리,5.0,서울 도봉구 노해로69길 97 동아청솔상가 1층 109호,,02-991-0049,1,1건
파리바게뜨 방학점,제과/베이커리,5.0,서울 도봉구 방학로 174,매일 00:00 ~ 24:00,02-955-0088,0,1건
장군숯불갈비,갈비,5.0,서울 도봉구 도당로6길 20,,02-3493-5116,6,1건
그랩커피,커피전문점,4.3,서울 도봉구 도봉로109길 62 1층,매일 09:30 ~ 21:00,070-8224-7603,7,3건
동네창고,육류/고기,4.0,서울 도봉구 도봉로110나길 25 1층,,02-982-6692,13,3건
꼼수,육류/고기,5.0,서울 도봉구 노해로63다길 6 1층 108호,영업시간 월~금 16:00 ~ 02:00,02-903-0330,32,2건
남도생선구이,해물/생선,4.1,서울 도봉구 도봉산4길 6,,02-956-3321,3,7건
프랭크버거 방학역점,햄버거,4.0,서울 도봉구 도봉로150길 31 119/120호,,02-3492-9363,5,1건
파리바게뜨 도봉점,제과/베이커리,1.8,서울 도봉구 도봉로 891,,02-954-2179,1,4건
락궁 본점,중화요리,2.4,서울 도봉구 노해로41길 9,,02-907-7100,0,7건
맥켄치킨 창동역점,치킨,5.0,서울 도봉구 노해로63다길 6,,02-997-8070,5,4건
명동분식,분식,3.1,서울 도봉구 도당로13가길 6,,02-3493-6553,12,7건
손짱카레,퓨전요리,4.9,서울 도봉구 도당로29길 16 1층,월~토 11:00 ~ 21:00,02-6224-3910,10,8건
설악추어탕,추어,3.5,서울 도봉구 삼양로162길 21,월~토 10:00 ~ 21:00,02-904-5169,2,4건
어떤하루,카페,4.7,서울 도봉구 덕릉로57길 30,,02-6933-9552,4,3건
메가커피 방학역점,커피전문점,2.5,서울 도봉구 도봉로150길 40,,02-3492-0181,0,2건
60계 쌍문점,치킨,2.0,서울 도봉구 도봉로114길 22-7 1층,영업시간 월~금 16:00 ~ 02:00,02-903-5802,14,4건
수유리우동집 창동점,돈까스/우동,5.0,서울 도봉구 노해로65길 14,월~토 09:00 ~ 02:00,02-907-5577,1,3건
메가커피 쌍문점,커피전문점,4.8,서울 도봉구 도봉로 457 1층,,,1,4건
여몽소갈비 도봉점,갈비,1.0,서울 도봉구 도봉로 717 1/2층,매일 10:00 ~ 22:00,02-955-2827,25,2건
신가네코다리,한정식,2.5,서울 도봉구 도봉로 463 1층,,02-900-0039,3,2건
도참치 쌍문본점,참치회,4.3,서울 도봉구 도봉로110다길 38 1층,,02-998-1809,5,6건
소주한점,육류/고기,5.0,서울 도봉구 우이천로24길 52 1층,영업시간 매일 16:30 ~ 23:30,,16,1건
비엣포베트남쌀국수,동남아음식,5.0,서울 도봉구 마들로 676,매일 10:30 ~ 21:00,,4,5건
포유,동남아음식,4.7,서울 도봉구 해등로16길 7 1층,월~토 11:30 ~ 21:00,02-998-1517,18,6건
패멩베이커리,제과/베이커리,4.8,서울 도봉구 도봉로116길 4 1층,매일 10:00 ~ 22:00,02-6356-0535,19,6건
은행나무집참봉평메밀,냉면,5.0,서울 도봉구 방학로17길 41,,02-955-0724,1,5건
푸라닭치킨 창4동점,치킨,3.7,서울 도봉구 노해로69길 15-15,매일 12:00 ~ 24:00,02-991-9206,5,3건
BHC치킨 창2동점,치킨,5.0,서울 도봉구 덕릉로 216,,02-900-3344,0,3건
하루방유황오리,오리,5.0,서울 도봉구 노해로63나길 8 1층 102호,,02-991-5292,4,3건
최고성,중화요리,4.6,서울 도봉구 시루봉로6길 93,,02-993-3152,0,7건
키블리 창동점,키즈카페,4.0,서울 도봉구 도봉로136가길 73,매일 10:30 ~ 20:30,02-905-2484,4,2건
양주큰집전통순대국,순대,4.5,서울 도봉구 방학로6길 32,,02-3493-1110,0,2건
파파존스 쌍문점,피자,2.7,서울 도봉구 도봉로 527 1층,매일 11:00 ~ 22:30,02-994-8080,7,6건
