식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
또보겠지떡볶이집 스마일보이점,떡볶이,3.4,서울 마포구 와우산로29길 14-8 2층,월~토 11:30 ~ 22:00,0507-1322-8907,125,31건
민트하임,디저트카페,3.9,서울 마포구 잔다리로6길 28,매일 11:30 ~ 21:00,02-324-1359,114,28건
페어,카페,3.7,서울 마포구 잔다리로7안길 23 1층,영업시간 매일 12:00 ~ 22:00,,254,47건
또보겠지떡볶이집 깐따삐아점,떡볶이,3.6,서울 마포구 와우산로21길 28-12,화~일 11:30 ~ 20:00,,154,50건
만복기사식당,기사식당,2.9,서울 마포구 희우정로 121,매일 00:00 ~ 24:00,02-3141-8314,72,52건
브루라티오 홍대점,커피전문점,4.1,서울 마포구 잔다리로 28 1/2층,매일 09:00 ~ 20:30,,177,37건
오마,이탈리안,4.3,서울 마포구 동교로 262-6 2층,영업시간 매일 12:00 ~ 22:00,070-7786-1221,230,77건
발리인망원,동남아음식,3.6,서울 마포구 포은로 67 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-336-0527,189,60건
W카페,카페,2.4,서울 마포구 동교로25길 16,월~금 09:00 ~ 23:00,070-7818-7953,28,7건
카페클로이인패리스,디저트카페,4.6,서울 마포구 성미산로 190-3 1층,화~일 11:00 ~ 22:00,,178,25건
엘비스텍,와인바,3.8,서울 마포구 연남로1길 26,영업시간 화~일 11:50 ~ 22:00,02-338-1713,124,21건
테일러커피 연남2호점,커피전문점,4.3,서울 마포구 성미산로 187 1/ 2층,매일 11:00 ~ 22:00,02-3143-0355,157,46건
멘야산다이메 홍대점,일본식라면,3.6,서울 마포구 홍익로5안길 24,영업시간 매일 11:50 ~ 00:30,02-332-4129,133,70건
연남제비,육류/고기,4.0,서울 마포구 성미산로 186,영업시간 매일 16:00 ~ 24:00,02-6080-9808,237,23건
김영섭초밥,초밥/롤,3.3,서울 마포구 월드컵북로 352-18,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-3152-0900,97,76건
삿뽀로 홍대점,일식집,1.9,서울 마포구 월드컵북로 14,매일 11:30 ~ 22:00,02-3144-4671,28,22건
당도,아이스크림,4.5,서울 마포구 포은로 106 1층,영업시간 화~토 12:00 ~ 20:00,,370,181건
괴르츠,양식,3.3,서울 마포구 토정로 136-13 우성빌딩 7F,매일 11:00 ~ 01:00 · 브레이크타임 매일 16:00 ~ 17:00,02-336-1745,129,32건
락희옥 마포본점,한식,2.8,서울 마포구 백범로 170 공덕더샾 101동 1호,매일 11:00 ~ 23:00,02-719-9797,96,44건
미즈컨테이너 서교점,이탈리안,4.3,서울 마포구 와우산로18길 32,영업시간 매일 12:00 ~ 22:00,,121,42건
디벙크,카페,4.4,서울 마포구 성지1길 30 더보이드빌딩 지하1층,월~금 09:00 ~ 22:00,02-6930-5598,91,35건
이츠모라멘,일본식라면,4.2,서울 마포구 와우산로23길 18-7 2층 202호,화~일 11:30 ~ 21:30,0507-1309-1997,123,51건
서울안심축산정육식당 마포직영점,육류/고기,3.7,서울 마포구 토정로35길 11 인우빌딩 1층,매일 11:30 ~ 23:00,02-3272-1515,42,21건
푸하하크림빵,제과/베이커리,3.3,서울 마포구 양화로19길 22-25,매일 10:00 ~ 22:00,,201,112건
무대륙,카페,3.6,서울 마포구 토정로5길 12,매일 11:00 ~ 01:00,02-332-8333,71,54건
카페 지금여기,카페,3.7,서울 마포구 양화로16길 30-5 3층,매일 11:00 ~ 20:00,070-8803-2112,21,12건
산더미불고기,불고기/두루치기,3.0,서울 마포구 어울마당로 47,매일 00:00 ~ 24:00,02-323-8226,167,17건
랑데자뷰 서교점,카페,4.0,서울 마포구 월드컵북로5길 53,월~토 10:00 ~ 23:00,,466,46건
크라이치즈버거 상암점,햄버거,4.6,서울 마포구 매봉산로 75 지하1층 B109/ B110호,매일 11:00 ~ 21:30,02-304-6244,96,44건
포가레,베트남음식,4.6,서울 마포구 동교로 227-7 2층,화~일 11:30 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 17:00,02-6053-4511,216,48건
제주은희네해장국 홍대점,해장국,3.5,서울 마포구 월드컵북로 43 1층,매일 08:00 ~ 22:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-333-8588,31,24건
하하&김종국의 401정육식당 홍대본점,육류/고기,2.4,서울 마포구 잔다리로 23 1층,영업시간 월/화/수/목/일 16:00 ~ 02:00,02-325-0805,23,21건
영동감자탕,감자탕,4.6,서울 마포구 월드컵북로5길 17 1층,월~토 11:00 ~ 22:00,02-3141-8885,64,65건
순대일번지,순대,2.9,서울 마포구 월드컵로 117,영업시간 월~토 11:45 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-334-9210,97,49건
원조양평신내서울해장국 마포직영점,해장국,3.8,서울 마포구 토정로31길 24 이편한세상상가 2층,매일 00:00 ~ 24:00,02-717-9002,28,27건
카페장쌤,카페,3.7,서울 마포구 와우산로29마길 5,영업시간 화~일 12:00 ~ 21:00,070-4084-3414,106,67건
황곱 홍대점,곱창/막창,4.8,서울 마포구 어울마당로 149 1층,영업시간 월/화/수/목/일 17:00 ~ 24:00,02-337-8292,115,784건
김진환제과점,제과/베이커리,4.3,서울 마포구 와우산로32길 41,월~금 09:30 ~ 17:30,02-325-0378,39,62건
상수동 카스티야,제과/베이커리,3.9,서울 마포구 와우산로 39-21,월/화요일,,51,36건
소점,호프/요리주점,4.9,서울 마포구 성미산로17길 99,영업시간 월~토 15:00 ~ 22:30,010-6316-7739,131,104건
이춘복참치 공덕점,참치회,2.4,서울 마포구 마포대로 92 효성해링턴 스퀘어 B동 2층 1호,월~토 11:00 ~ 01:00,02-2197-0212,35,32건
영광보쌈,족발/보쌈,3.6,서울 마포구 만리재로1길 14,,02-716-0873,90,42건
미완성식탁,디저트카페,3.5,서울 마포구 망원로6길 37,영업시간 화~토 12:30 ~ 20:00,,75,57건
21세기 우리바다수산,회,2.5,서울 마포구 동교로 173,영업시간 매일 15:00 ~ 06:00,02-3141-6386,98,28건
조선초가한끼,한식,3.7,서울 마포구 독막로 288 세양아파트상가 1층,매일 11:30 ~ 23:00,02-712-0080,70,20건
연남방앗간,카페,3.2,서울 마포구 동교로29길 34 1층,영업시간 월~금 12:00 ~ 21:00,,240,32건
터틀힙,제과/베이커리,3.7,서울 마포구 양화로18안길 22 B&J빌딩 2층,영업시간 매일 12:00 ~ 20:00,02-332-5851,164,19건
명인갈비,갈비,3.5,서울 마포구 연남로 85,매일 11:30 ~ 21:50,02-3142-8292,40,17건
금옥당,디저트카페,3.9,서울 마포구 어울마당로 39 1층,화~일 11:00 ~ 21:00,02-325-4040,66,13건
수라간,한식,4.4,서울 마포구 동교로38안길 3 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,070-8838-4335,176,23건
시오,일식,3.1,서울 마포구 독막로2길 30 1층,매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-6402-9413,185,46건
성미골고기마을,육류/고기,3.5,서울 마포구 월드컵로 121,매일 11:30 ~ 24:00,02-3144-0495,11,14건
월강 부산돼지국밥,국밥,3.8,서울 마포구 동교로 241-1,월~토 09:00 ~ 21:00,02-326-5800,63,64건
멕시코식당,멕시칸/브라질,4.1,서울 마포구 독막로2길 23 1층,매일 11:30 ~ 22:00,02-336-3666,146,57건
바스버거 연남점,햄버거,3.5,서울 마포구 양화로21길 21 2층,월~금 11:30 ~ 23:00 · 브레이크타임1 월~목 15:00 ~ 16:30,02-6338-6653,158,34건
롤링파스타 홍대점,이탈리안,2.2,서울 마포구 홍익로 6 2층,매일 11:30 ~ 22:00,02-336-2385,80,18건
마포왕족발,족발/보쌈,4.1,서울 마포구 만리재로 19,월~토 00:00 ~ 24:00,02-717-2126,73,31건
르쁘띠푸 홍대본점,디저트카페,3.6,서울 마포구 와우산로 62 삼애빌딩 2층,월~목 11:30 ~ 23:00,02-322-2669,230,42건
빠레뜨한남 연남점,양식,3.9,서울 마포구 동교로 257 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00,02-6014-4076,165,14건
오리지널시카고피자 홍대본점,피자,4.2,서울 마포구 독막로7길 51 3/4층,매일 11:00 ~ 23:00,02-322-4636,132,75건
간코,돈까스/우동,3.8,서울 마포구 양화로3길 15,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,,885,23건
손오공마라탕,중식,3.1,서울 마포구 양화로18길 15,매일 11:00 ~ 23:00,02-780-8686,144,87건
원마산아구찜 본관,아구,4.3,서울 마포구 토정로 282,월~금 11:30 ~ 22:00,02-719-0687,36,25건
미분당 홍대점,베트남음식,4.5,서울 마포구 서강로9길 59,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-336-3848,62,60건
이빠네마그릴 홍대점,멕시칸/브라질,4.3,서울 마포구 홍익로 7 지하1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:00,02-323-4440,323,14건
멘야준,일본식라면,4.4,서울 마포구 동교로 128,매일 11:00 ~ 20:00,,87,70건
그레이랩,카페,3.5,서울 마포구 토정로3길 16,월~금 10:00 ~ 22:00,02-333-5694,127,41건
색동저고리 마포점,한정식,3.3,서울 마포구 도화길 27 2층,매일 11:00 ~ 22:00,02-711-1211,44,18건
태양커피 홍대점,커피전문점,4.0,서울 마포구 어울마당로 100-12 1층,영업시간 매일 12:00 ~ 21:00,02-332-8183,64,37건
락희돈,일본식주점,3.7,서울 마포구 월드컵북로2길 86 1층,영업시간 월~토 16:00 ~ 01:00,02-332-1233,94,33건
요코쵸,일본식주점,3.8,서울 마포구 성미산로 161-15,월/화요일,02-324-8875,143,28건
공감 홍대2호점,일본식주점,4.0,서울 마포구 와우산로17길 10 2층,영업시간 월~금 16:00 ~ 02:00,02-336-1675,34,4건
블랑제리코팡,제과/베이커리,4.3,서울 마포구 희우정로 115 1층,,,129,112건
펠른,카페,4.3,서울 마포구 성미산로22길 18 A동 1층,영업시간 매일 13:00 ~ 21:00 · 브레이크타임 매일 16:00 ~ 17:00,02-332-9287,93,38건
프롬하노이,베트남음식,3.7,서울 마포구 포은로8길 20 1층,월~토 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-337-0301,156,68건
향미,중화요리,3.3,서울 마포구 성미산로 193,월/화/수/금/토/일 11:30 ~ 22:00 · 브레이크타임 월/화/수/금 15:00 ~ 17:00,02-333-2943,82,35건
장수갈매기 본점,육류/고기,3.7,서울 마포구 도화길 46,매일 10:00 ~ 02:00,02-716-7766,104,26건
김덕후의곱창조 홍대본점,곱창/막창,2.8,서울 마포구 와우산로 51-9 1층/2층,영업시간 매일 15:00 ~ 03:00,,63,41건
함루,일식,3.2,서울 마포구 백범로 170 더샾아파트 102동 상가 1층 110호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-702-5252,140,33건
카페로제,카페,4.2,서울 마포구 와우산로29길 40-18 3층,영업시간 매일 12:00 ~ 20:00,010-8422-0915,27,6건
탑클라우드23,양식,3.4,서울 마포구 백범로 192 에스오일빌딩 23층,영업시간 매일 12:30 ~ 21:00 · 브레이크타임 매일 14:30 ~ 18:00,02-3275-2323,72,21건
카레시,퓨전일식,3.6,서울 마포구 독막로3길 28-17,영업시간 화~일 12:00 ~ 21:00,0507-131-0636,188,74건
카페시루모락,카페,4.3,서울 마포구 양화로10길 20 1.5층 상가,화요일,0507-1323-0201,62,16건
주막,한식,3.9,서울 마포구 월드컵북로6길 56 1층,매일 11:00 ~ 21:00,02-338-5664,21,20건
멘야하나비 합정점,일본식라면,4.1,서울 마포구 잔다리로7안길 14 1층,화~일 11:30 ~ 20:30 · 브레이크타임1 화~금 14:00 ~ 17:30,070-8888-8001,102,36건
멘지,일본식라면,4.6,서울 마포구 월드컵로11길 8,,,144,75건
블루쿠치나,이탈리안,4.3,서울 마포구 월드컵로19길 18,월~토 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6015-5741,104,47건
다엔조,이탈리안,4.1,서울 마포구 연희로1길 59-2 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-336-0281,283,42건
오스테리아오라,이탈리안,4.3,서울 마포구 잔다리로 105 1층,영업시간 월~토 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,010-9163-0415,20,40건
홍대조폭떡볶이,떡볶이,2.7,서울 마포구 어울마당로 60,매일 11:30 ~ 06:00,,91,58건
불이아 본점,중화요리,3.8,서울 마포구 동교로 182-6,매일 11:00 ~ 24:00,02-335-6689,54,21건
강화통통생고기 본점,육류/고기,3.5,서울 마포구 동교로 90 1층,영업시간 월~금 16:00 ~ 22:00,02-322-1838,137,22건
포멜로빈 공덕점,커피전문점,4.1,서울 마포구 백범로 170 1층,화~일 07:00 ~ 21:00,,98,51건
계고기집,닭요리,4.0,서울 마포구 백범로24길 1,영업시간 월~토 17:00 ~ 23:00,02-717-7624,116,43건
크래버대게나라 마포점,게/대게,4.0,서울 마포구 월드컵로 58 1/2층,매일 11:30 ~ 23:00,02-322-8484,100,97건
82년생김민경X카페르세,카페,4.6,서울 마포구 매봉산로 80 파크엠 1층 15호,월~금 07:00 ~ 23:00,0507-1333-1982,115,25건
제주돈사돈 서울본점,육류/고기,2.5,서울 마포구 월드컵로 33,영업시간 매일 17:00 ~ 24:00,02-324-7575,55,48건
비로소커피,커피전문점,4.2,서울 마포구 광성로6길 42 1층,매일 10:00 ~ 22:00,02-712-9030,124,57건
연남동잠깐 1호점,호프/요리주점,3.1,서울 마포구 동교로32길 3 3층,월/화/수/목/일 11:30 ~ 23:00,02-3142-7942,212,23건
라오삐약,아시아음식,4.2,서울 마포구 희우정로10길 5 1층,화~일 11:00 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-322-7735,175,90건
비스트로사랑방,이탈리안,4.0,서울 마포구 와우산로15길 40,영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,070-4799-0368,181,23건
현래장,중화요리,3.0,서울 마포구 마포대로 20 다보빌딩 지하 1층,매일 11:30 ~ 21:30,02-715-0730,54,42건
스미비부타동,일식,3.5,서울 마포구 와우산로13길 19 2층,매일 11:30 ~ 20:00 · 브레이크타임 매일 15:00 ~ 16:30,02-336-5110,349,94건
여우골 홍대서교점,초밥/롤,4.5,서울 마포구 월드컵북로1길 20,월~토 11:30 ~ 22:30,02-338-8717,83,70건
진저피그,육류/고기,3.5,서울 마포구 양화로 128,매일 11:30 ~ 23:00,02-326-3392,139,29건
블랑,디저트카페,3.9,서울 마포구 양화로 192 대영빌딩 1층,월~토 08:30 ~ 23:00,02-332-2780,17,68건
사루카메,일본식라면,4.0,서울 마포구 연남로 15,화요일,,96,52건
더페이머스램,카페,3.4,서울 마포구 월드컵북로 19 1층,매일 08:00 ~ 21:30,02-334-2352,97,53건
마시타야,일본식라면,3.7,서울 마포구 와우산로29라길 26,화요일,070-8119-5715,87,39건
합정고깃집,육류/고기,4.7,서울 마포구 양화로1길 21,영업시간 매일 16:00 ~ 24:00,,415,20건
연남주막1987,한식,4.2,서울 마포구 동교로 212-5 1층,영업시간 매일 12:00 ~ 22:00,070-4143-1987,104,66건
오스테리아샘킴,양식,3.2,서울 마포구 양화로3길 55,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 18:00,02-324-3338,213,56건
바삭마차,돈까스/우동,4.2,서울 마포구 월드컵로13길 64,매일 11:00 ~ 20:00,02-336-4486,76,36건
암튼,카페,4.4,서울 마포구 월드컵로15길 37,영업시간 매일 12:00 ~ 22:00,02-334-1537,111,67건
복성각 마포본점,중화요리,3.8,서울 마포구 마포대로 63-8 삼창프라자 지하 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-703-3700,47,33건
남해바다,회,2.8,서울 마포구 토정로37길 46,매일 11:00 ~ 23:30,02-707-3101,34,22건
스탬프커피,카페,2.4,서울 마포구 성미산로 161-7 1/2층,화~일 11:30 ~ 21:30,,433,47건
로운샤브샤브 홍대점,샤브샤브,3.1,서울 마포구 양화로 153 토로스쇼핑타워 지하 1층,매일 11:00 ~ 22:00,02-338-3900,126,40건
반미프엉,샌드위치,3.4,서울 마포구 성미산로29길 20,매일 11:00 ~ 23:00,02-3144-1898,118,52건
키오스크,카페,4.2,서울 마포구 월드컵로19길 74 어쩌다가게 2층 204호,영업시간 매일 12:00 ~ 21:00,,91,52건
냉장고,육류/고기,4.8,서울 마포구 와우산로 23 규민빌딩 102호,영업시간 매일 15:00 ~ 22:30,02-6012-0918,100,39건
히츠지야4.5,일식,4.8,서울 마포구 동교로 257-1 1층,,02-332-5207,67,164건
제주정원,육류/고기,4.2,서울 마포구 동교로17길 8,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-336-3392,72,37건
뭄알로이,태국음식,4.3,서울 마포구 독막로15길 3-6 2층,화~토 11:30 ~ 21:00 · 브레이크타임1 화~금 15:00 ~ 17:00,070-8236-9138,189,104건
교대이층집 마포점,육류/고기,4.1,서울 마포구 도화4길 9 2층,영업시간 매일 15:00 ~ 23:30,02-712-0814,92,47건
서산꽃게,게/대게,2.8,서울 마포구 도화길 12-3,영업시간 매일 12:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:30,02-719-9693,47,23건
애프터눈커피,커피전문점,4.5,서울 마포구 신촌로4길 22-14 1층/ 2층,월~금 09:00 ~ 23:00,02-335-3119,21,12건
정광수의돈까스가게,돈까스/우동,4.0,서울 마포구 희우정로5길 29,화~금 11:30 ~ 20:30 · 브레이크타임 화~일 15:00 ~ 17:00,02-336-8919,45,62건
연주방,호프/요리주점,3.7,서울 마포구 동교로46길 7,,070-7724-4026,121,18건
강강술래 홍대점,육류/고기,3.5,서울 마포구 잔다리로6길 25,매일 11:30 ~ 23:00,02-3143-6635,25,11건
능라도 마포점,냉면,3.0,서울 마포구 마포대로 25,매일 11:00 ~ 21:30 · 브레이크타임 매일 16:30 ~ 17:30,02-717-0304,58,26건
수퍼,양식,4.0,서울 마포구 삼개로 20 근신빌딩 별관 103호,화~일 10:00 ~ 21:00,02-711-2518,159,44건
온미동,일식집,4.5,서울 마포구 월드컵북로4길 95,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-323-0626,165,50건
짬뽕지존 홍대점,중화요리,3.3,서울 마포구 어울마당로 44-1 보리수빌딩 1층,매일 00:00 ~ 24:00,02-332-6158,150,8건
신도세기 마포점,육류/고기,3.9,서울 마포구 토정로 271 1층 101호,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:00,02-702-7811,114,36건
독립카츠 성격양식 2호점,돈까스/우동,2.7,서울 마포구 연남로 19 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-333-1574,176,75건
스시소라 마포점,초밥/롤,3.3,서울 마포구 마포대로 68 마포아크로타워 지하1층 07호,영업시간 월~금 12:00 ~ 22:00,02-701-2200,110,39건
동차밥,일식,4.4,서울 마포구 연희로1길 57 2층,월/화/금/토/일 11:30 ~ 20:00 · 브레이크타임 월/화/금/토/일 15:00 ~ 17:30,02-333-1066,139,72건
훠궈나라 홍대점,중화요리,3.6,서울 마포구 어울마당로 133,매일 11:00 ~ 02:00,02-322-1592,142,44건
도쿄빙수 본점,카페,3.5,서울 마포구 포은로8길 9,영업시간 화~일 12:00 ~ 22:00,02-6409-5692,89,53건
홍대개미 홍대점,퓨전일식,2.5,서울 마포구 독막로 67-9 엘렌아뜨리움 2/3층,매일 11:30 ~ 22:00,02-586-9289,74,42건
카미야,돈까스/우동,4.4,서울 마포구 와우산로21길 28-6,매일 11:00 ~ 22:30,02-322-5733,84,70건
홍스쭈꾸미 홍대본점,해물/생선,3.9,서울 마포구 어울마당로 146,매일 11:30 ~ 24:00,02-325-7943,257,81건
서룡,중화요리,3.4,서울 마포구 월드컵북로 361 DMC이안상암2단지 2층 201~204호,월~금 11:20 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6365-4040,41,43건
디에이프릴,카페,3.2,서울 마포구 성미산로29안길 19 1층,화~일 11:00 ~ 22:00,,160,42건
리틀파파포 합정본점,베트남음식,2.8,서울 마포구 독막로3길 7,매일 11:00 ~ 21:00,1899-9353,147,93건
합정 타오마라탕,중식,4.8,서울 마포구 양화로6길 19 2층,매일 11:30 ~ 21:00,010-4148-1209,106,156건
뚜띠쿠치나 공덕점,이탈리안,3.6,서울 마포구 마포대로12길 58,매일 11:00 ~ 22:00,02-717-3356,38,45건
로쏘1924,피자,3.5,서울 마포구 홍익로 29 1층,매일 11:00 ~ 23:00,02-336-1924,645,56건
합정동 원조황소곱창구이전문,곱창/막창,2.6,서울 마포구 월드컵로 91,매일 11:30 ~ 23:30,02-337-6560,49,22건
광합성카페,카페,4.0,서울 마포구 월드컵로19길 8 1층,월~토 11:00 ~ 22:00,02-333-6933,126,40건
질리,이탈리안,4.5,서울 마포구 동교로38길 23 지층,화요일,02-6949-5651,75,42건
쿠이신보,일식,3.4,서울 마포구 양화로6길 38 영광빌딩 2층,영업시간 월~목 17:30 ~ 01:00,02-332-9215,72,28건
아웃닭 홍대점,치킨,3.6,서울 마포구 와우산로17길 19,영업시간 매일 16:00 ~ 02:00,02-333-6334,90,32건
제비다방,다방,4.3,서울 마포구 와우산로 24,매일 11:00 ~ 02:00,02-325-1969,41,61건
오목집 마포점,족발/보쌈,3.9,서울 마포구 도화길 50-6 1층,영업시간 매일 16:00 ~ 23:00,02-717-9656,89,15건
평안도상원냉면,냉면,3.8,서울 마포구 양화로 156 LG팰리스빌딩 지하1층 134호,월/화/수/일요일,02-332-8935,80,32건
델리인디아,인도음식,4.5,서울 마포구 독막로9길 8 2층,매일 11:00 ~ 24:00,02-2631-2109,164,44건
너랑나랑호프 망원점,호프/요리주점,3.9,서울 마포구 월드컵로 61 1층,영업시간 매일 16:00 ~ 02:00,010-4422-5157,89,41건
샌드커피 논탄토,카페,4.3,서울 마포구 동교로 212-16 1층,매일 11:00 ~ 23:00,02-336-8020,111,44건
카에루,일본식주점,4.2,서울 마포구 양화로1길 31,영업시간 월~토 18:00 ~ 03:00,02-325-5103,77,19건
홍마떡 홍대본점,떡볶이,3.2,서울 마포구 홍익로5안길 24 2층,화~일 11:30 ~ 23:00,02-324-1107,269,45건
서울이스케이프룸 홍대2호점,테마카페,3.0,서울 마포구 와우산로17길 11 코스모스빌딩 3층,,02-333-6502,77,4건
그로토,카페,4.0,서울 마포구 새창로4길 9 지하1층,매일 11:00 ~ 21:00,02-702-4196,201,51건
홍대파스타리코,양식,4.3,서울 마포구 홍익로5안길 32 준빌라,매일 11:30 ~ 22:00,02-3144-0808,523,30건
와인로그,와인바,4.3,서울 마포구 와우산로21길 36-8 2/3층,영업시간 월~금 13:00 ~ 24:00,,97,13건
무월식탁 홍대점,한식,2.4,서울 마포구 어울마당로 44 1층,매일 11:30 ~ 23:00,02-322-8648,86,25건
러빈허 플라워&갤러리 카페,테마카페,4.1,서울 마포구 신촌로6길 22,매일 10:30 ~ 23:00,02-322-0122,32,8건
씨스루 홍대연남점,디저트카페,4.2,서울 마포구 동교로 266-6 1층,영업시간 매일 12:00 ~ 22:00,,197,36건
고쿠텐 홍대점,일식,3.5,서울 마포구 월드컵북로4길 26 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,070-7760-5610,157,25건
수저가,중화요리,4.5,서울 마포구 광성로4길 10 1층,월~토 10:30 ~ 22:00 · 브레이크타임 월~토 15:30 ~ 16:30,02-702-6966,58,54건
올드상해,중화요리,4.0,서울 마포구 새창로 26,영업시간 월~토 17:30 ~ 04:30,02-6338-3888,82,14건
베어스덴베이커리,제과/베이커리,4.2,서울 마포구 양화로23길 10-9,영업시간 화~일 12:00 ~ 20:00,070-7648-0204,107,13건
교대이층집 상암점,육류/고기,4.1,서울 마포구 월드컵북로48길 19 상암빌딩 2층,매일 11:00 ~ 23:00,02-3152-8878,81,24건
바비레드 홍대점,양식,4.1,서울 마포구 독막로15길 25,기간 2021년 7월 26일 ~ 2021년 12월 31일,02-3142-1516,524,71건
구공탄곱창 합정2호점,곱창/막창,4.1,서울 마포구 성지길 18,영업시간 매일 17:00 ~ 02:00,02-379-9092,76,26건
허밍벨라,카페,3.2,서울 마포구 독막로7길 57,월/화/수/목/일 11:00 ~ 24:00,02-324-7050,241,34건
카페 사운드웨이브,카페,5.0,서울 마포구 독막로3길 24 3층,매일 11:00 ~ 20:00,070-8825-3758,12,1건
백년토종삼계탕 본점,삼계탕,3.5,서울 마포구 양화로 118,매일 09:30 ~ 22:30,02-325-3399,31,25건
히어로보드게임카페 홍대1호점,보드카페,4.7,서울 마포구 와우산로21길 31-10 2층,영업시간 월~금 13:00 ~ 24:00,02-6368-6001,47,62건
정정,중화요리,3.9,서울 마포구 백범로24길 27,월~금 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6080-4058,67,20건
후라토식당 상수직영점,돈까스/우동,4.1,서울 마포구 독막로15길 3-14,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,0507-1394-7090,103,20건
모리츠플라츠,카페,4.1,서울 마포구 와우산로 174 1층,영업시간 매일 12:00 ~ 23:00,010-2601-0423,133,36건
듁스커피 쇼룸,카페,4.2,서울 마포구 어울마당로2길 10 1층,월~금 09:00 ~ 18:00,02-323-2007,56,46건
버바나,양식,4.2,서울 마포구 월드컵북로6길 88 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-332-2498,148,33건
랜디스도넛 연남점,도넛,3.4,서울 마포구 동교로 247,매일 11:00 ~ 22:00,02-322-0621,653,147건
땡스네이쳐,테마카페,4.5,서울 마포구 홍익로 10 푸르지오상가 지하 121호,매일 11:00 ~ 22:00,02-332-7470,85,27건
와우끝집,회,3.6,서울 마포구 와우산로 162,영업시간 월~토 16:00 ~ 22:00,070-8959-5428,51,22건
온달만두분식,분식,3.1,서울 마포구 백범로 109,월~토 09:00 ~ 22:00,02-3272-1892,26,14건
아이엠어버거 홍대본점,햄버거,3.6,서울 마포구 와우산로30길 13 1층,매일 11:30 ~ 20:30,02-338-8507,122,70건
8810리스트레토바,커피전문점,4.1,서울 마포구 월드컵북로6길 88-10,월/화 10:30 ~ 20:00,070-4903-7370,84,29건
바스버거 상암DMC점,햄버거,3.4,서울 마포구 월드컵북로56길 19 드림타워 2층,월~금 11:00 ~ 22:00 · 브레이크타임1 월/화/목/금/토/일 14:00 ~ 15:30,02-6226-4224,85,27건
라그릴리아 공덕점,이탈리안,3.9,서울 마포구 마포대로 92 효성해링턴스퀘어 A동 2층,매일 11:00 ~ 22:00,02-2197-1990,52,15건
양화정숯불갈비,갈비,3.8,서울 마포구 월드컵로1길 17,매일 11:30 ~ 22:00,02-323-5777,23,19건
커피냅로스터스 연남동,카페,4.2,서울 마포구 성미산로27길 70,매일 09:00 ~ 22:00,02-332-4131,171,33건
하이웨스트,카페,2.8,서울 마포구 성미산로 167-9,영업시간 매일 12:00 ~ 23:00,,241,27건
토파,양식,4.4,서울 마포구 토정로3길 5 1층,화요일,02-332-3693,72,30건
우이락,한식,2.9,서울 마포구 포은로8길 22,,02-336-5564,170,25건
키움초밥,초밥/롤,2.9,서울 마포구 잔다리로 77 대창빌딩 1층 101호,매일 11:30 ~ 01:00,02-333-1511,123,28건
왔쏘 홍대점,고기뷔페,4.8,서울 마포구 독막로7길 20,영업시간 매일 12:00 ~ 02:00,02-336-7772,30,15건
