식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
광참치,참치회,0.0,서울 양천구 신정중앙로 95 2층,매일 11:00 ~ 01:00,02-6224-3337,7,0건
락앤웍 목동점,중화요리,2.8,서울 양천구 목동동로 233-3 삼성화재서비스빌딩 1층,매일 11:30 ~ 22:00,02-2646-9848,10,18건
서군참치,참치회,5.0,서울 양천구 신목로2길 68 1층 103호,화요일,02-2644-6594,67,4건
오남매닭갈비,닭요리,4.3,서울 양천구 오목로 42,월~토 11:00 ~ 23:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-2601-9158,16,4건
어가촌,해물/생선,3.9,서울 양천구 목동중앙북로 86,매일 10:00 ~ 23:00,02-2644-4999,13,9건
스타벅스 목동오목로점,커피전문점,4.4,서울 양천구 오목로 279,매일 07:30 ~ 21:00,1522-3232,8,5건
홍가네달마을,육류/고기,5.0,서울 양천구 목동중앙본로 80,,02-2642-0953,60,3건
라고파스타,이탈리안,3.7,서울 양천구 목동동로 293 현대41타워 1층,매일 11:50 ~ 21:30,02-2168-2331,52,28건
투썸플레이스 남부지방법원점,커피전문점,4.0,서울 양천구 신월로 385 동진빌딩 1/2층,월~금 07:00 ~ 23:00,02-2607-2377,12,8건
상도연탄갈비,갈비,5.0,서울 양천구 신목로 100-2,매일 12:00 ~ 24:00,02-2062-8676,26,4건
스시가든 (휴업중),초밥/롤,1.4,서울 양천구 목동서로 159-1 CBS 방송국 지하1층,,,53,11건
매드포갈릭 목동점,패밀리레스토랑,3.4,서울 양천구 목동동로 233-3 삼성화재서비스빌딩 지하1층,매일 11:30 ~ 21:00,02-2061-1191,42,13건
토마틸로 현대41타워점,멕시칸/브라질,3.6,서울 양천구 목동동로 293,매일 11:00 ~ 24:00,02-2652-9220,19,17건
염창회마차,회,3.1,서울 양천구 공항대로 626,매일 11:00 ~ 23:00,02-2646-7825,17,8건
주막해물촌,해물/생선,4.5,서울 양천구 목동중앙서로1길 16 케이빌딩 1층,월~금 11:00 ~ 24:00,02-2643-2295,39,2건
애슐리퀸즈 목동행복한백화점점,패밀리레스토랑,2.9,서울 양천구 목동동로 309 5층,매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:30,02-2643-2999,77,12건
투썸플레이스 목동하이페리온점,커피전문점,3.7,서울 양천구 오목로 300 목동하이페리온2차 205동 102호,월~금 07:00 ~ 23:00,02-2652-2388,1,6건
퀸즈브라운 목동역점,카페,4.7,서울 양천구 오목로46길 6 1층,,02-2604-8222,11,3건
이자와 목동점,돈까스/우동,3.2,서울 양천구 목동서로 155 파라곤아파트 지하,매일 11:30 ~ 22:00,02-6080-6757,25,13건
테디랩,카페,3.4,서울 양천구 신월로36길 11 1층,매일 11:00 ~ 21:00,070-8722-4441,25,11건
스타벅스 목동점,커피전문점,4.0,서울 양천구 목동서로 67,매일 07:00 ~ 21:30,1522-3232,8,6건
박홍남스시,초밥/롤,4.4,서울 양천구 목동동로12길 38 그린빌라트 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-2642-6360,13,8건
돼지네횟집,회,3.7,서울 양천구 중앙로43길 21 1층,매일 11:00 ~ 24:00,02-2603-7228,12,6건
한옥안동국시,국수,4.4,서울 양천구 목동서로 213,월~금 10:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,,34,7건
빛고을양천식당,기사식당,4.0,서울 양천구 곰달래로 46,매일 00:00 ~ 24:00,02-2699-6953,6,5건
카페올리,디저트카페,5.0,서울 양천구 오목로4길 15 1층,화~일 10:00 ~ 21:00,,23,3건
조이420,동남아음식,4.2,서울 양천구 목동중앙북로 81,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:30,02-2646-0420,21,18건
황태보감,해물/생선,3.0,서울 양천구 신월로 354 세원빌딩 1층,,02-2061-2062,28,2건
계수나무향한식뷔페,한식뷔페,3.3,서울 양천구 목동중앙북로 27 부강빌딩 지하1층,월~토 11:00 ~ 20:00,02-2643-8833,8,3건
미스차이나,중화요리,3.7,서울 양천구 월정로 65,매일 11:00 ~ 22:00,02-2695-5669,15,9건
기가스시,일식,3.8,서울 양천구 등촌로 178 1층,화~일 12:00 ~ 24:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-2646-4346,24,19건
스타벅스 목동10단지점,커피전문점,4.7,서울 양천구 목동서로 401,매일 07:00 ~ 22:00,,3,6건
이화정원 목동점,육류/고기,4.0,서울 양천구 목동서로 225 20층,,070-4799-4722,28,4건
가원,중화요리,2.1,서울 양천구 신정로7길 60-5 동일프라자 1층,,02-2614-2641,5,7건
양천기사식당,기사식당,5.0,서울 양천구 신월로 200,,02-2603-2227,5,1건
목동포차 본점,닭요리,3.9,서울 양천구 목동동로 260 양지타운 지하1층,영업시간 매일 17:00 ~ 02:00,02-2649-1255,38,13건
돌쇠감자탕순대국 본점,감자탕,3.6,서울 양천구 공항대로 642,영업시간 매일 10:00 ~ 11:30,02-2646-3457,11,10건
최우영스시 목동점,초밥/롤,3.1,서울 양천구 목동서로 170 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:30,02-2644-3430,23,13건
버거킹 신정네거리역점,패스트푸드,4.5,서울 양천구 중앙로 275 한경빌딩 1층,매일 00:00 ~ 24:00,070-7438-6521,3,6건
버거킹 목동역점,패스트푸드,1.8,서울 양천구 오목로 238,매일 09:00 ~ 23:00,02-2602-0332,5,13건
굽네치킨 염창역점,치킨,3.7,서울 양천구 공항대로 644,매일 12:00 ~ 23:00,02-2648-9294,34,13건
제주은희네해장국 양천목동점,해장국,5.0,서울 양천구 오목로 321-1 서경빌딩 1층,매일 09:00 ~ 22:00,02-6401-9200,12,4건
비엔나커피하우스 목동7단지점,커피전문점,3.8,서울 양천구 목동서로 211 1층,매일 07:00 ~ 24:00,02-2655-1683,13,6건
젠틀카롱,카페,4.6,서울 양천구 목동로 163 107호,,,18,11건
초한초마,중화요리,3.0,서울 양천구 목동로15길 8,매일 10:00 ~ 21:00,02-2603-7447,7,10건
해천양꼬치구이점,양꼬치,4.2,서울 양천구 중앙로34길 29,월~금 12:00 ~ 03:00,02-2648-6779,14,5건
황소곱창 목동점,곱창/막창,2.6,서울 양천구 목동동로 266,월~금 13:00 ~ 24:00,02-2643-6790,17,5건
버거킹 염창역점,패스트푸드,3.7,서울 양천구 공항대로 630 어바니엘염창 1층,매일 09:00 ~ 24:00,070-7462-6819,12,11건
신월당,제과/베이커리,4.8,서울 양천구 남부순환로58길 31 지하1층,화~일 09:30 ~ 20:00,010-8964-0370,34,18건
범생이포차 신월본점,실내포장마차,5.0,서울 양천구 화곡로13길 7,,02-2607-0389,9,2건
신월커피,카페,4.7,서울 양천구 남부순환로58길 27-1,화~일 10:00 ~ 20:00,,17,9건
목동육간,육류/고기,3.3,서울 양천구 목동동로 222-3,월~금 11:30 ~ 23:30,02-2644-2633,205,4건
장터참숯무한리필 신정점,육류/고기,4.0,서울 양천구 오목로 180,화~일 11:30 ~ 23:30,02-2691-9285,8,4건
대호한우곱창,곱창/막창,4.8,서울 양천구 신월로15길 9,,02-2606-6018,12,5건
타조메롱,디저트카페,4.6,서울 양천구 목동중앙북로24길 12 1층,매일 10:30 ~ 21:00,02-6341-2020,43,9건
명륜진사갈비 서울신월점,갈비,2.7,서울 양천구 월정로 193 1층,매일 11:30 ~ 23:00,02-2695-5964,34,20건
홍두깨손칼국수,국수,4.5,서울 양천구 곰달래로13길 2 1층,,,16,13건
새벽집,두부전문점,5.0,서울 양천구 목동동로 387 광장빌딩 2차 102호,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-2649-1235,8,3건
아리수,한정식,4.1,서울 양천구 목동서로 213,매일 11:30 ~ 21:30,02-2646-2800,4,18건
사또춘천숯불닭갈비,닭요리,4.9,서울 양천구 신정중앙로 74,영업시간 매일 16:00 ~ 01:00,,3,7건
청춘다락,떡볶이,4.0,서울 양천구 중앙로 254 2층,매일 11:00 ~ 21:30,070-4352-2934,42,6건
락원,한식,3.7,서울 양천구 목동동로 293 현대41타워 308호,월~토 11:00 ~ 21:00,02-2645-2238,255,11건
연안식당 염창역점,해물/생선,3.0,서울 양천구 공항대로 596 1층,매일 11:00 ~ 22:00,02-2645-6092,59,10건
명랑한우,육류/고기,4.5,서울 양천구 목동중앙서로6길 20-16 101호,화~일 11:30 ~ 23:00 · 브레이크타임 화~일 15:30 ~ 17:30,02-2654-9285,6,2건
비비민트,디저트카페,3.3,서울 양천구 지양로 32,화~일 11:00 ~ 22:00,010-5018-2998,12,4건
백채김치찌개 목동점,찌개/전골,4.0,서울 양천구 목동로15길 5 1층,매일 11:00 ~ 23:00 · 브레이크타임 매일 14:30 ~ 17:00,,10,7건
북경대반점,중화요리,5.0,서울 양천구 오목로48길 2,화~일 11:00 ~ 23:00,02-2608-5567,8,9건
화덕 생선구이 굽자,해물/생선,4.9,서울 양천구 남부순환로70길 22 1층,,02-2692-9966,9,7건
섹시한떡볶이 꼬마김밥 등촌점,떡볶이,4.3,서울 양천구 목동중앙북로 28 1층,매일 09:30 ~ 21:30,02-2654-1845,8,13건
반포식스 목동점,동남아음식,3.6,서울 양천구 목동동로 293 현대41타워 3층,매일 11:00 ~ 22:00,02-2654-7911,24,10건
카페스페이스530,카페,3.3,서울 양천구 목동중앙본로 122 1/ 2층,월~금 10:00 ~ 24:00,,18,13건
라라코스트 행복한백화점 목동점,패밀리레스토랑,2.0,서울 양천구 목동동로 309 5층,매일 11:00 ~ 22:00,02-2654-3230,46,6건
어사출또 목동점,해물/생선,4.7,서울 양천구 신정중앙로 65 1층,영업시간 매일 15:00 ~ 02:30,02-2605-5208,29,3건
커피그레이드,카페,4.9,서울 양천구 중앙로51길 71,매일 09:00 ~ 24:00,,19,9건
봉평메밀막국수,국수,3.4,서울 양천구 가로공원로 149 1층,매일 11:00 ~ 22:00,02-2695-0690,15,8건
목동포차,실내포장마차,4.0,서울 양천구 신정중앙로 95 1층,,02-761-9758,3,6건
미카도스시 오목교점,초밥/롤,3.8,서울 양천구 신목로 79 1층,매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-6465-2121,8,9건
등촌샤브칼국수 목동점,샤브샤브,3.0,서울 양천구 목동서로 35,매일 11:00 ~ 21:50,02-2646-8666,15,8건
지리산어탕국수,국수,3.9,서울 양천구 목동서로 234,월~토 10:30 ~ 21:00,02-2652-1277,4,9건
마고레스토랑,양식,3.7,서울 양천구 목동서로 349,월~금 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-2653-7115,6,7건
최고갈비 신정네거리점,갈비,2.3,서울 양천구 중앙로 266 2층,매일 11:30 ~ 23:30,02-6010-9279,22,3건
훠궈야 목동점,중식,3.0,서울 양천구 목동동로 293,매일 11:00 ~ 22:00,02-6954-1245,75,7건
장어나다,장어,3.5,서울 양천구 신목로 102,매일 12:00 ~ 01:00,02-2649-9116,11,2건
능이랑추어랑,추어,4.8,서울 양천구 목동중앙북로7길 11-13,매일 11:00 ~ 21:30,02-2642-9662,9,5건
진두꺼비식당,한식,3.8,서울 양천구 목동중앙북로7가길 26,매일 14:00 ~ 17:00,02-2646-6416,63,19건
달다랗다,디저트카페,4.9,서울 양천구 은행정로6길 22 남부빌딩 1층 102호,월/화요일,010-2062-3201,11,8건
아방궁,중화요리,3.3,서울 양천구 중앙로 274,매일 00:00 ~ 24:00,02-2693-6937,15,4건
유진참치,참치회,5.0,서울 양천구 오목로 213-1,영업시간 매일 16:30 ~ 02:00,02-2693-8822,25,4건
양촌리화로구이,육류/고기,2.7,서울 양천구 목동로 234 경원빌딩 1층,,02-2062-8592,11,3건
크래프트한스 오목교점,호프/요리주점,4.7,서울 양천구 오목로 329-2 1층,영업시간 월/화 16:00 ~ 02:00,,44,7건
다불러소갈비,갈비,3.6,서울 양천구 신정중앙로 95,영업시간 매일 16:00 ~ 01:00,02-2605-1900,34,19건
목동어촌어시장,회,4.3,서울 양천구 목동로 171,,,0,6건
명륜진사갈비 신정네거리점,갈비,2.9,서울 양천구 중앙로 222 1층,매일 12:00 ~ 23:00,02-2653-3392,24,13건
고래아방,한식,3.6,서울 양천구 목동동로 293 현대41타워 3층,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:00,,92,11건
구텐스테이크하우스,스테이크/립,4.0,서울 양천구 목동동로 293 현대41타워 1층 117호,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-2168-3336,9,6건
이해림아구찜꽃게찜,아구,3.3,서울 양천구 신목로 42,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2651-6614,9,12건
도담치킨 오목교직영점,치킨,2.3,서울 양천구 오목로 337-20 1/2층,영업시간 매일 17:00 ~ 02:00,02-2648-9293,18,7건
대박곱창 신정점,곱창/막창,5.0,서울 양천구 신월로 340,영업시간 매일 15:00 ~ 00:30,02-2651-0852,6,3건
레코드피자,피자,4.3,서울 양천구 신목로2길 66 씨티프라자 103호,영업시간 매일 17:00 ~ 02:00,010-9308-4646,9,3건
현경 목동점,중화요리,2.6,서울 양천구 오목로 312 지하 1층,매일 00:00 ~ 24:00,02-2061-1877,80,16건
피자헛 목동중앙점,피자,3.4,서울 양천구 목동동로 411 부영그린타운3차 109/110호,매일 11:00 ~ 23:00,02-2655-0838,37,5건
남원추어탕,추어,3.6,서울 양천구 목동동로10길 17,,02-2643-3254,10,12건
야심잔기지떡 목동점,떡/한과,4.0,서울 양천구 목동중앙서로 17-1,월~금 11:00 ~ 18:00,02-2039-9551,32,1건
우리토종삼계탕 신월본점,삼계탕,5.0,서울 양천구 월정로 60,매일 11:00 ~ 22:00,02-2691-3367,4,2건
둥근바다,회,5.0,서울 양천구 신목로 70 1층,,02-2646-0808,4,5건
어촌마을,해물/생선,5.0,서울 양천구 오목로 58,매일 11:00 ~ 22:00,02-2690-8658,13,2건
서귀포화로구이,육류/고기,1.6,서울 양천구 신월로 347,매일 00:00 ~ 24:00,02-2699-8592,20,12건
다온메밀막국수,국수,4.5,서울 양천구 오목로50길 8,월~토 11:00 ~ 21:30,02-2695-9595,16,21건
꿀꿀이곱창,곱창/막창,4.3,서울 양천구 오목로 190-1,영업시간 화~일 15:00 ~ 02:00,02-2692-8293,21,9건
곰달래감자탕,감자탕,3.4,서울 양천구 남부순환로 368,,02-2608-3350,1,13건
준이네당산양꼬치 염창점,양꼬치,2.5,서울 양천구 공항대로 616,,02-2644-6092,19,12건
스타벅스 목동7단지점,커피전문점,4.8,서울 양천구 목동서로 213 세션비전프라자 1층 107호,매일 07:00 ~ 21:30,1522-3232,4,5건
명륜진사갈비 오목교역점,갈비,1.8,서울 양천구 목동동로 258 2층,매일 12:00 ~ 23:00,02-2652-6477,16,17건
빌리엔젤 목동41타워점,디저트카페,3.4,서울 양천구 목동동로 293 목동41타워 3층 301호,매일 11:00 ~ 22:00,02-2654-6575,12,5건
역전할머니맥주 목동로데오점,호프/요리주점,3.8,서울 양천구 신정중앙로 93,영업시간 매일 16:00 ~ 05:00,02-2699-1982,4,4건
모두랑즉석떡볶이,떡볶이,4.9,서울 양천구 신월로 220 동방아파트 상가 1층,매일 10:30 ~ 21:00,070-8721-2580,7,8건
타르타르 목동41타워점,디저트카페,2.3,서울 양천구 목동동로 293,매일 10:00 ~ 22:00,1800-3797,7,4건
옛날빈대떡,한식,3.4,서울 양천구 공항대로 634,,02-2646-4292,12,14건
동해진미 목동본점,회,5.0,서울 양천구 목동중앙북로 89-6,매일 11:30 ~ 23:00,02-2648-0602,19,3건
슬기둥삼계탕전문점,삼계탕,5.0,서울 양천구 목동중앙북로1길 45,매일 10:00 ~ 22:30,02-2648-9200,9,5건
투썸플레이스 양천신목로점,커피전문점,5.0,서울 양천구 신목로 50 1층,매일 08:00 ~ 22:00,02-2651-2555,3,3건
9라파부대찌개 강서점,찌개/전골,5.0,서울 양천구 월정로 270 1층,화~일 11:30 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 16:00,02-2699-7999,42,4건
삼숙이갈비 목동역점,갈비,4.7,서울 양천구 목동로21길 6 1층,,02-2607-8090,9,3건
써브웨이 오목교점,샌드위치,2.5,서울 양천구 오목로 315,매일 08:00 ~ 23:00,02-2644-5368,11,13건
짜장천국 목동본점,중화요리,2.8,서울 양천구 등촌로 206 1층,,02-2061-8636,13,10건
써브웨이 목동역점,샌드위치,1.8,서울 양천구 오목로 238 론드사옥,매일 08:00 ~ 23:00,02-2603-5368,13,17건
다오래골뱅이,호프/요리주점,2.0,서울 양천구 목동동로10길 16-5,영업시간 매일 15:00 ~ 03:00,02-2643-1198,7,3건
목동우대갈비,갈비,4.3,서울 양천구 공항대로 624 지층,매일 10:30 ~ 22:30,02-6104-9292,79,4건
해월손만두,한식,4.1,서울 양천구 신월로 383 법조타운 1층 106/107호,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-2696-2459,53,13건
장용재 두부갤러리,한식,4.8,서울 양천구 목동동로10길 22 지하1층,매일 11:00 ~ 22:00,02-2653-1212,20,6건
명동손칼국수 등촌직영점,국수,1.8,서울 양천구 목동중앙북로6길 4,매일 09:00 ~ 21:00,02-2644-3999,9,12건
남원추어탕,추어,4.5,서울 양천구 목동중앙남로16가길 32,월~토 10:30 ~ 21:00,02-2648-9262,8,6건
롯데리아 목동점,패스트푸드,3.0,서울 양천구 신목로 72,매일 08:00 ~ 22:30,02-2061-5455,2,2건
알콜트리,칵테일바,4.5,서울 양천구 목동동로 266-1,영업시간 매일 19:00 ~ 04:00,02-2642-3012,44,13건
플러스82버거,햄버거,4.1,서울 양천구 목동중앙북로16길 9 1층,화~일 11:30 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:00,070-7768-8282,32,16건
에머이 목동점,베트남음식,3.5,서울 양천구 목동서로 159-1 CBS방송국 1층,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30,02-2645-7174,35,15건
하남돼지집 오목교역점,삼겹살,3.3,서울 양천구 오목로 337-10 소망빌딩 2층,영업시간 매일 16:30 ~ 24:00,02-2061-3690,15,6건
교촌치킨 화곡1호점,치킨,4.2,서울 양천구 화곡로 103,매일 12:00 ~ 00:30,02-2606-9961,0,13건
오목교참나무닭장작구이,닭요리,4.3,서울 양천구 신목로 60,,02-2644-7768,7,7건
BHC치킨 목동역점,치킨,2.2,서울 양천구 오목로 215-1 예지2003타운 101호,매일 12:00 ~ 02:00,02-2694-7272,7,5건
UFO버거 목동점,햄버거,3.0,서울 양천구 오목로 345 103호,매일 11:00 ~ 22:00,02-2644-9288,11,6건
투썸플레이스 양천구청점,커피전문점,2.4,서울 양천구 목동서로 349 센트럴프라자 지하 1층,매일 08:00 ~ 22:30,02-2650-8900,5,7건
해바라기정육식당,육류/고기,4.3,서울 양천구 오목로 200-1,,02-2608-6060,6,6건
투썸플레이스 염창역점,커피전문점,1.7,서울 양천구 공항대로 630 1층,매일 08:00 ~ 23:00,02-2648-8281,4,17건
커피집 이공,커피전문점,4.9,서울 양천구 오목로 204 2층,월~토 10:30 ~ 22:00,,10,10건
박가네들깨칼국수 목동직영점,국수,3.8,서울 양천구 신목로12길 7,화~일 11:00 ~ 21:00,02-2649-2333,10,9건
달달애,디저트카페,2.8,서울 양천구 목동로11길 2,월~토 07:30 ~ 21:30,,12,10건
제주연탄고기,육류/고기,2.8,서울 양천구 은행정로18길 20-1,영업시간 월~토 17:00 ~ 24:00,02-2607-3175,32,4건
이디야커피 오목교대학학원점,커피전문점,4.8,서울 양천구 오목로 319,월~금 00:00 ~ 24:00,02-2651-0511,3,5건
본가가마솥설렁탕 목동점,설렁탕,3.0,서울 양천구 신목로 88,월~금 08:00 ~ 22:00,02-2654-3410,7,6건
설금당잔기지떡,떡/한과,0.0,서울 양천구 오목로10길 10,월~금 10:00 ~ 18:00,02-2606-3669,10,0건
알쌈신쭈꾸미 신정점,해물/생선,3.0,서울 양천구 중앙로 261,,02-2607-4388,15,2건
스타벅스 목동파라곤점,커피전문점,4.6,서울 양천구 목동서로 155 1층,매일 07:00 ~ 21:00,1522-3232,4,8건
통큰갈비 목동점,갈비,3.8,서울 양천구 목동중앙본로 116-1,,02-2646-2642,4,6건
한우황소곱창,곱창/막창,3.2,서울 양천구 목동중앙북로 85,영업시간 매일 15:00 ~ 24:00,02-2647-9146,16,10건
카페히든,디저트카페,5.0,서울 양천구 목동동로 222-6 1층,매일 11:30 ~ 22:00,070-8774-1774,39,4건
승아복집,복어,4.7,서울 양천구 등촌로 118 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,,2,6건
홍콩반점,중화요리,3.6,서울 양천구 곰달래로 9-1,,02-2605-1471,6,5건
이차돌 목동로데오점,육류/고기,3.7,서울 양천구 신정중앙로 101 1층,매일 11:30 ~ 23:00,02-2692-9255,22,3건
동대문엽기떡볶이 신정점,떡볶이,4.2,서울 양천구 신월로 294 2층,매일 11:00 ~ 24:00,02-2644-8591,8,5건
그린매니저 목동점,양식,4.3,서울 양천구 목동서로 155 목동파라곤 지하 1층 38호,매일 10:00 ~ 21:00,02-2651-7979,56,7건
쿠마식당,일식,4.1,서울 양천구 목동중앙북로 102 1층,매일 11:30 ~ 20:30,02-2642-1236,40,12건
빵카페 목동점,제과/베이커리,3.3,서울 양천구 목동동로 150 1층,,02-2648-2090,12,7건
러브 바리스타,커피전문점,4.7,서울 양천구 목동중앙북로 65 지상 1층,월~금 11:00 ~ 16:00,,8,6건
백년초버섯칼국수,국수,2.7,서울 양천구 목동중앙로 45,매일 10:30 ~ 22:00,02-2652-2239,8,11건
라헬의부엌 목동점,디저트카페,4.2,서울 양천구 오목로 345 슬로우스퀘어 1층 118/119호,월~목 11:00 ~ 22:30,02-4121-1020,31,6건
할리스 목동점,커피전문점,3.0,서울 양천구 목동서로 159-1 CBS기독교 방송국 1/2층,월~금 07:00 ~ 22:00,02-2062-1063,15,4건
스시로맨스,초밥/롤,2.8,서울 양천구 목동중앙서로1길 16 목동K빌딩 1층,월~금 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2653-7772,6,12건
아웃닭 목동점,치킨,2.6,서울 양천구 목동동로 256 2층,,,30,5건
좋은아침,제과/베이커리,2.5,서울 양천구 목동동로8길 17,월~토 08:00 ~ 23:00,02-2651-0386,8,8건
이키이키,돈까스/우동,4.1,서울 양천구 목동동로14길 10 1층,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,070-4759-0736,24,11건
펍피맥 목동역점,호프/요리주점,4.0,서울 양천구 은행정로18길 22,영업시간 매일 17:00 ~ 02:00,02-6951-2377,75,1건
송추가마골인어반 목동점,갈비,2.5,서울 양천구 목동동로 293 현대41타워 3층,매일 11:00 ~ 22:00,02-6959-5461,37,22건
바다횟집,회,4.3,서울 양천구 목동중앙남로 46 목사랑시장 101호,매일 10:00 ~ 24:00,02-2653-5413,1,3건
파리바게뜨 신정점,제과/베이커리,3.6,서울 양천구 신목로 34 현승빌딩 1층 104호,매일 07:00 ~ 23:00,02-2645-8200,1,5건
곱분이곱창 신정점,곱창/막창,3.2,서울 양천구 중앙로 260-2 1층,영업시간 매일 16:00 ~ 02:00,02-2655-1857,6,5건
풍성,육류/고기,4.3,서울 양천구 목동중앙북로7가길 43,매일 12:00 ~ 23:00,02-2642-0543,10,8건
토다이U 목동점,해산물뷔페,2.6,서울 양천구 목동동로 401 부영그린타운2차 지하 1층,매일 11:50 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:30,02-2645-7888,55,29건
도미노피자 양천점,피자,2.8,서울 양천구 신월로 371,매일 11:30 ~ 21:30,02-2604-1306,1,4건
마장동김씨 신정네거리역점,육류/고기,5.0,서울 양천구 중앙로34길 17 1층,영업시간 월~금 19:00 ~ 22:00,,39,5건
상암순대국 기사식당24시 신정점,기사식당,3.0,서울 양천구 신월로 312,매일 00:00 ~ 24:00,070-8924-3404,7,6건
카페멍 목동점,애견카페,2.2,서울 양천구 오목로 337-10 소망빌딩 5층,월~금 12:30 ~ 21:30,02-2644-1351,9,14건
닭한마리 신월점,닭요리,2.5,서울 양천구 곰달래로5길 83,매일 10:30 ~ 22:30,02-2607-0955,15,10건
미소식당,육류/고기,1.0,서울 양천구 오목로 76,화~일 11:30 ~ 22:30,,64,5건
탱글낙지마당,해물/생선,4.9,서울 양천구 등촌로 186,매일 11:00 ~ 22:00,02-2647-2203,8,7건
코나빈스,커피전문점,5.0,서울 양천구 지양로 72,매일 10:00 ~ 02:00,,2,3건
배꼽집,육류/고기,3.0,서울 양천구 목동동로 293 현대41타워 2층 210호,매일 11:00 ~ 22:00,02-2652-2888,31,6건
한신포차 오목교역점,실내포장마차,1.5,서울 양천구 오목로 337-10,영업시간 매일 16:00 ~ 04:00,02-2651-2225,8,13건
할리스 신정네거리역점,커피전문점,2.3,서울 양천구 중앙로 252 신정화산빌딩 2층,매일 08:00 ~ 01:00,02-2645-9957,1,12건
능이오리닭백숙,오리,3.6,서울 양천구 중앙로34길 23,,02-2684-6468,6,5건
교촌치킨 신정1호점,치킨,3.3,서울 양천구 중앙로32길 51,매일 12:00 ~ 24:00,02-2649-9282,0,7건
써브웨이 등촌역점,샌드위치,3.4,서울 양천구 공항대로 552 101호,매일 08:00 ~ 23:00,02-6053-2543,7,12건
특돼지 목동1호점,육류/고기,2.5,서울 양천구 오목로50길 1 1층,영업시간 매일 16:00 ~ 01:00,02-2643-9222,66,2건
만담상점,호프/요리주점,3.3,서울 양천구 목동서로 133-4 스카이포레 1층,영업시간 매일 17:30 ~ 00:30,02-2651-2459,8,6건
써브웨이 양천구청점,샌드위치,2.8,서울 양천구 목동서로 349 센트럴프라자 1층,매일 08:00 ~ 20:50,02-2652-2521,1,15건
카페동네 목동점,커피전문점,4.2,서울 양천구 목동남로4길 13 1층,,070-7765-7717,3,6건
도미노피자 목동점,피자,1.2,서울 양천구 목동중앙로 85 금호종합상가,매일 11:00 ~ 22:00,02-2642-0354,4,5건
스타벅스 목동트라팰리스점,커피전문점,4.0,서울 양천구 오목로 299,매일 07:00 ~ 21:30,1522-3232,6,3건
일식배수사,일식집,5.0,서울 양천구 신목로 108-10 1층,월~토 10:00 ~ 22:30,02-2652-3417,1,1건
삼촌네춘천닭갈비,닭요리,4.4,서울 양천구 공항대로 620,영업시간 매일 16:00 ~ 24:00,02-2648-0900,12,9건
지지고 목동학원가점,간식,4.0,서울 양천구 목동서로 65 1층 101호,,02-2645-9990,2,5건
청풍명월,한식,0.0,서울 양천구 신월로 122,,02-2690-8055,1,0건
린궁즈,중화요리,3.9,서울 양천구 목동동로8길 3,,02-2645-5999,7,9건
온정손만두,분식,3.2,서울 양천구 신목로7길 9,,02-2654-0606,2,5건
오복순대국,순대,2.3,서울 양천구 신정중앙로 63,매일 09:30 ~ 22:00,02-2699-2655,9,3건
싱싱회센타,회,0.0,서울 양천구 신월로 128,,02-2696-7142,10,0건
피자알볼로 목동본점,피자,3.2,서울 양천구 은행정로4길 16,매일 11:00 ~ 22:00,02-2642-3024,16,13건
빨대네집포장마차,실내포장마차,4.8,서울 양천구 은행정로1길 2,영업시간 매일 17:00 ~ 01:30,02-2645-8336,9,9건
오희,제과/베이커리,3.5,서울 양천구 오목로23길 7 1층,매일 09:00 ~ 21:00,070-4300-0143,8,15건
스타벅스 목동행복한점,커피전문점,4.0,서울 양천구 목동동로 309,월~금 07:30 ~ 21:30,1522-3232,8,6건
포항물회,회,5.0,서울 양천구 신월로35길 2 1층,,02-2699-0337,0,8건
알리,카페,3.0,서울 양천구 중앙로32길 45,,02-2655-0877,5,4건
