식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
우드앤브릭 재동점,이탈리안,3.2,서울 종로구 북촌로5길 14 1층,매일 08:00 ~ 22:00,02-747-1134,93,37건
베어카페,카페,3.2,서울 종로구 자하문로24길 24,월/화요일,070-7775-8001,114,24건
슬로우파크,카페,4.0,서울 종로구 삼청로 141,매일 10:00 ~ 22:00,02-739-8797,74,14건
멘야산다이메 대학로점,일본식라면,3.7,서울 종로구 창경궁로26길 38-2 1층,매일 11:30 ~ 21:00,02-743-4129,139,80건
폴앤폴리나 광화문점,제과/베이커리,4.6,서울 종로구 사직로8길 42 광화문시대 1층,영업시간 월~토 12:00 ~ 19:00,02-739-5520,54,51건
편안한집,한정식,3.6,서울 종로구 북촌로 133,,02-735-0092,26,20건
독립밀방,이탈리안,3.0,서울 종로구 통일로12길 10-18 1층,영업시간 매일 12:00 ~ 22:00,02-722-3418,147,40건
칠린,카페,3.5,서울 종로구 대학로11길 41-8 1층,영업시간 매일 12:00 ~ 24:00,,154,31건
로코랩,카페,4.4,서울 종로구 율곡로4길 51,월~금 08:30 ~ 21:30,02-3210-3258,83,28건
봉우리 종각식객촌점,한식,3.1,서울 종로구 종로 33 GS그랑서울타워1 A동 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-2158-7901,80,8건
VIP참치 종로점,참치회,3.8,서울 종로구 삼일대로15길 25 2층,매일 11:00 ~ 22:00,02-720-3888,70,16건
스시쿠니,초밥/롤,4.1,서울 종로구 경교장길 35 팰리스에비뉴 3133호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-718-4012,61,38건
페르시안궁전,인도음식,4.1,서울 종로구 성균관로6길 9,매일 11:30 ~ 21:30,02-763-6050,195,57건
천하보쌈,족발/보쌈,4.1,서울 종로구 창덕궁1길 8,월~금 11:00 ~ 22:00,02-744-1614,73,50건
애즈라이크,카페,4.1,서울 종로구 효자로7길 23 1층,월~금 09:00 ~ 20:00,02-722-9994,153,32건
대오서점,카페,2.8,서울 종로구 자하문로7길 55,영업시간 매일 12:00 ~ 21:00,02-735-1349,69,27건
맛나분식,분식,3.3,서울 종로구 돈화문로6가길 40 1층,매일 06:00 ~ 20:00,02-3675-2110,43,19건
황소고집,육류/고기,3.3,서울 종로구 청계천로 75-1,월~토 10:30 ~ 21:00,02-722-5747,58,42건
뽐모도로,이탈리안,3.4,서울 종로구 새문안로9길 19-1 일선빌딩 1층,월~토 11:20 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-722-4675,105,71건
펠트커피 광화문점,카페,3.5,서울 종로구 종로3길 17 b2층,월~금 07:00 ~ 20:00,02-2251-8010,204,50건
바비레드 종로점,양식,4.6,서울 종로구 종로 51 종로타워 지하2층 211호,매일 11:00 ~ 21:30,02-736-1517,467,222건
시민식당,육류/고기,3.3,서울 종로구 돈화문로5길 30,매일 11:00 ~ 23:00,02-744-8292,92,11건
카페이마,카페,3.3,서울 종로구 세종대로 152 일민미술관 1층,매일 10:00 ~ 19:00,02-2020-2088,112,49건
청수정,한식,3.4,서울 종로구 삼청로 91,매일 11:00 ~ 21:00,02-738-8288,89,38건
서촌뜰애우곱창타운,곱창/막창,4.1,서울 종로구 자하문로1나길 1,매일 11:30 ~ 04:00,02-732-1179,119,29건
프리모바치오바치 대학로점,이탈리안,3.9,서울 종로구 대학로10길 5 2층,매일 11:00 ~ 23:00,,95,20건
부부식당,분식,3.8,서울 종로구 동숭길 43,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:00,02-765-6056,215,49건
이춘복참치 종로YMCA점,참치회,2.5,서울 종로구 종로 69 서울YMCA 1층,월~토 11:00 ~ 01:00,02-734-4558,40,25건
스시소라 광화문점,일식,3.6,서울 종로구 종로 19 B동 지하1층,월~금 11:30 ~ 21:50 · 브레이크타임 월~금 14:20 ~ 18:00,02-733-8400,172,54건
아날로그키친 삼청동점,이탈리안,3.9,서울 종로구 삼청로 90-1,매일 11:00 ~ 22:00,02-733-1109,100,41건
먹쉬돈나 삼청동점,떡볶이,2.6,서울 종로구 율곡로3길 74-7,매일 11:00 ~ 20:40,02-723-8089,58,47건
두레유,한식,2.7,서울 종로구 북촌로 65,매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:30,02-743-2468,37,16건
종로설렁탕,설렁탕,2.5,서울 종로구 종로 110,매일 00:00 ~ 24:00,02-2271-3820,58,29건
파스타마켓,이탈리안,3.5,서울 종로구 대학로11길 9-5 1층,매일 11:30 ~ 21:00,0507-1436-7716,145,46건
더숲 초소책방,북카페,3.6,서울 종로구 인왕산로 172,매일 08:00 ~ 22:00,02-735-0206,75,40건
솔트24,제과/베이커리,4.5,서울 종로구 율곡로3길 75 1층,매일 11:00 ~ 22:00,02-722-9277,88,52건
와글와글족발,족발/보쌈,4.4,서울 종로구 창신길 18,영업시간 월~토 15:00 ~ 23:00,02-765-0319,56,29건
종로할머니칼국수 종로본점,국수,3.4,서울 종로구 돈화문로11다길 14-2,매일 11:00 ~ 20:00,,85,34건
대성식당,한식,3.3,서울 종로구 종로26길 14-3,월~금 11:30 ~ 21:50,02-2279-2632,315,19건
커피한잔,커피전문점,4.5,서울 종로구 사직로9길 16-1,영업시간 매일 12:00 ~ 22:00,02-722-7022,63,31건
서촌김씨뜨라또리아,이탈리안,4.4,서울 종로구 자하문로9길 6 2층,영업시간 화 12:00 ~ 21:30,02-737-7786,55,38건
택이네조개전골 광화문점,조개,4.3,서울 종로구 새문안로9길 29,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30,02-722-6666,90,31건
카페온화 익선점,카페,2.2,서울 종로구 수표로28길 21-10,영업시간 매일 12:00 ~ 22:00,,238,34건
풍년쌀농산,분식,3.1,서울 종로구 북촌로5가길 32,화요일,02-732-7081,202,82건
두오모 북스앤쿡스,이탈리안,3.5,서울 종로구 자하문로16길 5,영업시간 화~토 12:00 ~ 21:30 · 브레이크타임 화~토 15:00 ~ 18:00,02-730-0902,50,31건
금문장,중화요리,4.0,서울 종로구 지봉로8길 45,월~금 11:00 ~ 15:00,02-763-4647,36,19건
백스트리트피자,피자,3.8,서울 종로구 수표로26길 16-2,매일 11:00 ~ 23:00,,225,40건
르브와 종로점,이탈리안,3.8,서울 종로구 우정국로2길 42 4층,화~금 11:30 ~ 22:00 · 브레이크타임 화~일 16:00 ~ 17:00,02-739-8208,95,14건
솔트24,제과/베이커리,4.7,서울 종로구 동숭길 36,매일 11:00 ~ 22:00,02-747-9273,97,32건
이태리총각,이탈리안,3.1,서울 종로구 자하문로9길 11,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,,51,49건
쉐이크쉑 종각점,패스트푸드,3.4,서울 종로구 종로 33 그랑서울 1층,매일 10:30 ~ 22:00,02-2158-7575,246,93건
간판없는김치찌개집,찌개/전골,4.1,서울 종로구 인사동10길 23-14,월~금 08:00 ~ 20:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-739-1443,76,31건
명동닭한마리 시조점,닭요리,4.5,서울 종로구 종로40가길 10,매일 10:00 ~ 24:00,02-2275-3125,78,47건
쟁반집8292 종로점,육류/고기,4.7,서울 종로구 종로8길 17 1층,매일 11:00 ~ 23:00,,377,7건
옛날민속집 1호점,두부전문점,3.7,서울 종로구 진흥로 469,매일 10:00 ~ 22:00,02-379-6100,24,32건
스시키마에,초밥/롤,1.1,서울 종로구 삼봉로 81,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 18:00,02-722-3395,18,864건
명동닭한마리 본점,닭요리,4.5,서울 종로구 종로40가길 14,매일 09:30 ~ 01:00,02-2266-8249,86,20건
은성횟집,회,3.2,서울 종로구 창경궁로 88 광장시장 45-1호,매일 10:00 ~ 22:00,02-2267-6813,126,29건
디마떼오 대학로점,피자,3.1,서울 종로구 동숭길 29,화~일 11:30 ~ 22:00,02-747-4444,68,40건
태극당 인사점,제과/베이커리,2.8,서울 종로구 인사동길 32 2층,매일 10:00 ~ 20:00,070-7799-3152,50,10건
런던베이글뮤지엄,제과/베이커리,2.2,서울 종로구 북촌로4길 20 1층,매일 08:00 ~ 17:00,02-742-9652,121,30건
삼해집,굴/전복,3.3,서울 종로구 수표로20길 16-15,매일 10:30 ~ 02:00,02-2273-0266,70,50건
호아드,갤러리카페,3.1,서울 종로구 율곡로1길 54-3,,02-725-1204,103,32건
도토리편백집 대학로점,육류/고기,3.1,서울 종로구 창경궁로34길 26 2층,매일 11:30 ~ 24:00,02-747-3392,208,30건
에베레스트 커리월드레스토랑,인도음식,4.3,서울 종로구 종로 305 2층,매일 11:00 ~ 22:00,02-743-8848(팩스),45,25건
종로불돼지,육류/고기,3.3,서울 종로구 청계천로 67 종로1번가빌딩,매일 11:30 ~ 01:00,02-734-1190,210,17건
서양집,이탈리안,4.2,서울 종로구 대학로9길 23-2 2층,월~금 11:30 ~ 21:20 · 브레이크타임 월~금 15:00 ~ 17:00,02-764-7725,238,46건
이자카야나무 종각점,일본식주점,3.8,서울 종로구 종로10길 16 2/3층,영업시간 매일 15:00 ~ 03:00,02-722-6787,38,13건
광화문집,찌개/전골,2.8,서울 종로구 새문안로5길 10-1,매일 09:00 ~ 22:00,02-739-7737,49,82건
훠궈나라 대학로본점,샤브샤브,4.1,서울 종로구 창경궁로 242 2층,매일 11:30 ~ 22:30,02-765-1592,140,22건
조금,일식집,2.9,서울 종로구 인사동길 60,매일 11:00 ~ 21:30,02-725-8400,72,49건
하프커피 안국점,카페,3.7,서울 종로구 계동길 82 1층,매일 10:00 ~ 21:00,,108,23건
고치비,이탈리안,4.0,서울 종로구 필운대로 38 1층,월/화요일,070-8869-5776,177,24건
숙달돼지 종각점,육류/고기,1.9,서울 종로구 종로8길 15 1층,매일 11:00 ~ 22:00,02-737-5201,534,11건
용금옥,추어,3.0,서울 종로구 자하문로13길 1-4,월~토 11:00 ~ 22:00,02-777-4749,26,14건
빌리엔젤 대학로점,디저트카페,3.2,서울 종로구 대학로10길 24 스타리움빌딩 1층,매일 11:00 ~ 23:00,070-5051-8136,59,10건
테르트르카페,카페,2.7,서울 종로구 낙산5길 46 3~5층,매일 11:30 ~ 22:00,02-742-5689,197,58건
남대문막내회집 광교점,회,4.2,서울 종로구 우정국로 4-1,매일 11:00 ~ 23:00,02-737-5115,24,13건
단상,퓨전한식,3.5,서울 종로구 북촌로2길 11,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 16:00 ~ 18:00,02-741-8333,133,39건
라면점빵,분식,4.0,서울 종로구 자하문로1길 39,월~토 09:00 ~ 19:00,02-738-7865,91,27건
그린마일커피 북촌점,카페,3.2,서울 종로구 북촌로 64,월~금 08:00 ~ 20:00,010-8897-5509,175,34건
우와 대학로점,일식,4.2,서울 종로구 동숭길 78 2층,영업시간 월~금 17:00 ~ 24:00,010-7106-9224,178,42건
사직커피,카페,4.3,서울 종로구 사직로 49-4 1/ 2층,매일 11:30 ~ 22:00,070-8845-3527,51,35건
능라도 광화문점,냉면,2.7,서울 종로구 새문안로3길 15 동원빌딩 3층,매일 11:00 ~ 21:30,02-730-3989,41,17건
한도,삼겹살,3.4,서울 종로구 수표로18길 24,월~토 10:00 ~ 22:00,02-2279-8742,57,8건
광주집,육류/고기,2.3,서울 종로구 돈화문로11나길 3,영업시간 매일 15:00 ~ 24:00,02-764-3574,105,27건
포탈라레스토랑 종로점,인도음식,3.7,서울 종로구 청계천로 99,매일 11:00 ~ 23:00,02-318-0094,70,22건
두가헌,이탈리안,3.5,서울 종로구 삼청로 14,영업시간 월~토 12:00 ~ 22:00 · 브레이크타임 월~토 17:00 ~ 18:00,02-3210-2100,7,13건
뚝배기집,찌개/전골,4.0,서울 종로구 종로16길 12,매일 07:00 ~ 21:30,02-2265-5744,139,77건
닭만리 익선동점,한식,3.4,서울 종로구 돈화문로11길 38,영업시간 매일 16:00 ~ 23:00,02-745-4079,133,32건
취천루,중화요리,3.4,서울 종로구 자하문로7길 9,화~일 11:30 ~ 21:00,02-6221-8249,132,47건
동래복국 동대문점,복어,3.1,서울 종로구 종로 291,매일 09:00 ~ 23:00,02-741-4705,79,11건
대장장이화덕피자,피자,3.5,서울 종로구 북촌로 42-4,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-765-4298,71,57건
마로화적,갈비,3.7,서울 종로구 성균관로16길 5,화요일,02-763-0315,45,18건
커피방앗간,커피전문점,2.7,서울 종로구 북촌로5가길 8-11,매일 08:30 ~ 23:00,02-732-7656,67,36건
서울프랑스,양식,3.6,서울 종로구 대학로12길 53 3층,월~금 11:30 ~ 21:20 · 브레이크타임 월~금 15:00 ~ 16:30,02-747-7725,296,45건
금용문,중화요리,3.6,서울 종로구 새문안로5가길 7 세종클럽 2층,매일 11:00 ~ 23:00,02-732-0888,108,28건
코야코,떡볶이,2.6,서울 종로구 동숭길 68,매일 11:00 ~ 23:00,02-763-8587,268,11건
간판없는가게,이탈리안,3.0,서울 종로구 돈화문로11다길 36,매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-3673-1018,265,56건
반기다,한식,3.8,서울 종로구 돈화문로11다길 51 1층,매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-6408-6511,271,29건
와이엔,카페,3.8,서울 종로구 윤보선길 71 1층,매일 11:00 ~ 21:00,02-735-6701,110,33건
낙원떡집 본점,떡/한과,2.6,서울 종로구 삼일대로 438,매일 07:30 ~ 22:00,02-741-6691,22,9건
평가옥 광화문점,냉면,3.3,서울 종로구 새문안로5길 19 로얄빌딩 지하1층,매일 11:30 ~ 21:00,02-732-1566,43,32건
독일주택,칵테일바,3.9,서울 종로구 대명1길 16-4 1층,영업시간 매일 14:00 ~ 02:00,02-742-1933,115,48건
우드앤브릭 광화문점,제과/베이커리,3.1,서울 종로구 새문안로5길 5-1,월~금 07:00 ~ 22:00,02-735-1151,28,27건
혜화동버거,햄버거,3.7,서울 종로구 동숭3길 6-4 1층,매일 11:30 ~ 21:00,02-744-0125,139,42건
설가온,한정식,2.3,서울 종로구 세종대로 175 세종문화회관 지하1층,매일 11:30 ~ 23:00,02-733-3276,112,12건
야마야 신문로점,일식집,3.2,서울 종로구 새문안로3길 12,월~금 11:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,02-720-8002,23,32건
흥부가,족발/보쌈,4.7,서울 종로구 수표로20길 22,매일 11:00 ~ 03:00,02-2269-8110,178,23건
미갈매기살전문,육류/고기,2.7,서울 종로구 돈화문로11가길 7,,02-3672-0081,122,48건
밀양손만두,분식,4.6,서울 종로구 계동길 41 1층,,,36,28건
긴자바이린 종로점,돈까스/우동,3.4,서울 종로구 율곡로1길 37,매일 11:30 ~ 20:30 · 브레이크타임 매일 14:30 ~ 17:30,02-734-9765,43,58건
스톤힐,양식,3.4,서울 종로구 자하문로45길 8-11,영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-395-2505,61,14건
오가와,일식집,3.5,서울 종로구 새문안로5길 19 지하1층,월~금 11:00 ~ 22:30,02-735-1001,65,56건
신성,일식집,3.9,서울 종로구 무교로 42,월~금 11:00 ~ 22:00,02-733-6671,7,26건
더피자필,피자,3.9,서울 종로구 종로10길 21 1층,,02-795-3283,82,20건
신촌황소곱창 종로점,곱창/막창,2.7,서울 종로구 삼일대로17길 17,영업시간 매일 14:00 ~ 03:00,02-735-6698,102,28건
반쿤콴 종각점,태국음식,4.3,서울 종로구 종로10길 20 3층,월~금 11:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-725-1688,84,26건
시카노이에,일식,4.3,서울 종로구 경희궁1길 32,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,79,36건
만나분식,분식,2.8,서울 종로구 필운대로1길 4,월~토 10:00 ~ 20:00,02-732-5101,53,21건
카페 오제도,카페,3.7,서울 종로구 대학로1길 31 1층,월~금 11:30 ~ 23:30,,205,36건
장수촌 풍천장어직판장,장어,3.7,서울 종로구 삼일대로17길 8 1층,매일 10:00 ~ 24:00,02-722-3149,67,3건
하이버,제과/베이커리,3.6,서울 종로구 옥인6길 2,화~일 11:00 ~ 18:00,02-6015-7988,31,38건
택이네조개전골 종로점,조개,4.1,서울 종로구 삼봉로 95 대성스카이렉스 205호,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30,02-732-7767,98,27건
공기식당,일식,4.1,서울 종로구 필운대로6길 20-1,화~토 11:50 ~ 20:00 · 브레이크타임1 화~토 15:00 ~ 17:50,,98,59건
고디바 광화문점,초콜릿,3.3,서울 종로구 세종대로 159 세광빌딩 1층,매일 11:00 ~ 22:00,02-736-7717,43,11건
아트몬스터 익선동점,호프/요리주점,4.0,서울 종로구 돈화문로11다길 30,영업시간 월~금 15:00 ~ 24:00,02-745-0721,438,29건
소친친,퓨전요리,3.9,서울 종로구 대명길 39-9 2층,,02-742-8594,91,57건
크앙분식 혜화본점,분식,3.2,서울 종로구 율곡로 206,매일 11:00 ~ 21:00,010-9228-1166,101,23건
들풀건강한밥상 청운동점,한식,3.2,서울 종로구 자하문로 118,화~일 11:00 ~ 21:30,02-720-4323,67,11건
성경만두요리전문점 종로점,한식,4.8,서울 종로구 수표로 88,월~토 10:00 ~ 21:30,02-2273-9233,110,38건
부띠끄경성,양식,4.0,서울 종로구 삼청로 75-5,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:30 ~ 17:00,,89,27건
기와탭룸,호프/요리주점,4.1,서울 종로구 율곡로1길 74-7 1층,영업시간 매일 13:00 ~ 23:00,02-733-1825,103,39건
혜화곱창,곱창/막창,4.1,서울 종로구 대명1길 20,영업시간 매일 15:00 ~ 01:00,02-763-6588,86,24건
블루보틀 광화문카페,카페,3.9,서울 종로구 청계천로 11 청계한국빌딩 1층,월~금 08:00 ~ 20:00,02-6212-6998,184,36건
커피한약방 혜화점,커피전문점,4.4,서울 종로구 동숭2길 9,매일 11:00 ~ 21:00,070-4200-4242,87,20건
버거드조선,햄버거,4.1,서울 종로구 사직로10길 7,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-723-1016,76,39건
화양연화,태국음식,3.3,서울 종로구 계동길 73-1,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,070-4196-2046,156,58건
회장님댁 종로점,호프/요리주점,3.7,서울 종로구 삼일대로19길 20 1~4층,영업시간 매일 15:00 ~ 05:00,02-725-7772,126,12건
비원떡집,떡/한과,3.8,서울 종로구 북촌로 33-1 1층,월~토 10:00 ~ 18:00,02-765-4928,7,12건
더베이커스테이블 삼청동점,양식,2.7,서울 종로구 삼청로 131 1층,월~금 08:00 ~ 20:00,02-725-0777,66,21건
국시랑만두,국수,4.3,서울 종로구 자하문로 276,화~일 11:30 ~ 21:30 · 브레이크타임 화~일 16:00 ~ 17:00,02-395-4929,22,24건
빠리가옥,양식,,서울 종로구 수표로28길 33-4,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6083-1626,252,(30)
쪼리375 대학로점,닭요리,3.3,서울 종로구 대학로11길 16,매일 11:00 ~ 24:00,02-747-9932,187,15건
포시즌스호텔 유유안,중식,4.0,서울 종로구 새문안로 97 11층,매일 11:30 ~ 21:30 · 브레이크타임 매일 14:30 ~ 17:30,02-6388-5000,109,25건
서화커피,카페,4.5,서울 종로구 대학로9가길 8,매일 11:00 ~ 22:00,070-7543-9201,145,17건
여진곱,곱창/막창,4.3,서울 종로구 삼일대로 430,매일 11:00 ~ 23:00,02-762-5157,88,12건
애슐리퀸즈 종각역점,패밀리레스토랑,2.9,서울 종로구 종로 51 종로타워 지하1층,월~금 11:00 ~ 21:00,02-720-1031,230,41건
광장시장찹쌀꽈배기,간식,4.3,서울 종로구 종로32길 2,매일 11:00 ~ 21:00,010-9498-3115,111,31건
원조우정낙지 본점,해물/생선,3.2,서울 종로구 삼일대로17길 46 신양빌딩 2층,매일 10:00 ~ 22:30,02-720-7991,27,19건
서대포집,육류/고기,3.5,서울 종로구 돈화문로11가길 9 1층,영업시간 매일 14:30 ~ 22:00,02-763-7752,80,15건
익선디미방,양식,3.5,서울 종로구 수표로28길 17-27 1층,영업시간 매일 12:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-747-3418,238,31건
호랑이카레,일식,3.8,서울 종로구 계동길 112 지하 1층,매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,0507-1429-2089,148,38건
떼레노,양식,4.1,서울 종로구 북촌로 69 작은빌딩 1층,월/화요일,02-332-5525,45,16건
블루룸,카페,4.3,서울 종로구 대명1길 16-7 1층,영업시간 화~일 13:00 ~ 22:00,,94,46건
온지음,한정식,4.3,서울 종로구 효자로 49 4층,영업시간 화~금 12:00 ~ 22:00 · 브레이크타임 화~금 15:00 ~ 18:00,02-6952-0024,21,14건
미도갈비 종로직영점,갈비,2.8,서울 종로구 삼일대로15길 25 1층,월~금 11:00 ~ 22:00,02-725-9233,87,18건
미친닭 종각본점,치킨,3.7,서울 종로구 우정국로2길 16 1층,영업시간 매일 14:00 ~ 00:00,02-722-9992,61,23건
베이징코야,중화요리,3.5,서울 종로구 율곡로2길 25 연합뉴스 빌딩 지하 1층,매일 11:30 ~ 22:00,02-313-5292,27,12건
몽핀,제과/베이커리,4.1,서울 종로구 자하문로 307 지하3층,매일 10:00 ~ 21:00,02-395-9615,50,30건
스타벅스 더종로R점,커피전문점,4.2,서울 종로구 종로 51,월~금 07:30 ~ 19:00,1522-3232,168,56건
함흥곰보냉면,냉면,2.0,서울 종로구 창경궁로 109 세운스퀘어 라이프관 401호,매일 10:30 ~ 20:00,02-2267-6922,32,28건
소선재,한정식,2.3,서울 종로구 삼청로 113-1,매일 11:00 ~ 21:30,02-730-7002,78,12건
BLT스테이크,스테이크/립,4.3,서울 종로구 청계천로 279 JW 메리어트 동대문 스퀘어 서울 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:30,02-2276-3330,109,28건
쿠차라 종로점,멕시칸/브라질,4.3,서울 종로구 종로 33 그랑서울 지하1층 101호,월~금 11:00 ~ 22:00,02-2158-7589,101,47건
은행골 대학로점,초밥/롤,3.1,서울 종로구 창경궁로26길 38,월~토 11:30 ~ 22:00,02-486-4988,69,32건
현초밥,초밥/롤,2.4,서울 종로구 대학로11길 39,매일 11:30 ~ 22:30,,61,60건
동대문허파집,한식,2.6,서울 종로구 종로17길 26,,,46,17건
마지,한식,3.9,서울 종로구 자하문로5길 19,월~토 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-536-5228,27,23건
전주집,해물/생선,3.7,서울 종로구 종로40가길 3,매일 06:00 ~ 21:00,02-2267-6897,67,23건
스타벅스 광화문R점,커피전문점,3.2,서울 종로구 세종대로 167 현대해상본사사옥 별관내,월~금 06:30 ~ 21:00,1522-3232,42,43건
스모어마켓 몬스터캠퍼스,테마카페,4.3,서울 종로구 율곡로3길 74-3,화~금 10:00 ~ 20:00,0507-1399-0801,63,7건
참,칵테일바,4.6,서울 종로구 자하문로7길 34,화요일,02-6402-4750,16,33건
종로찌개마을,찌개/전골,3.2,서울 종로구 삼일대로30길 10-4,월~토 10:00 ~ 22:00,02-747-4518,68,10건
코다차야 종각점,호프/요리주점,3.0,서울 종로구 종로 68,영업시간 매일 17:30 ~ 02:30,02-793-5000,60,32건
강남면옥 인사동점,냉면,3.0,서울 종로구 인사동길 18 1층,매일 10:30 ~ 22:00,02-722-8586,31,22건
키즈나,초밥/롤,4.2,서울 종로구 율곡로1길 78 1층,,02-722-0411,80,18건
조선김밥,분식,2.9,서울 종로구 율곡로3길 68,월~토 11:00 ~ 20:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-723-7496,76,47건
애호락,한식,4.0,서울 종로구 계동길 41 2층,매일 11:00 ~ 22:00,02-742-8010,66,25건
쇠고집,육류/고기,4.4,서울 종로구 인사동3길 5-2,,010-4040-4940,34,16건
스시산원 경,초밥/롤,3.5,서울 종로구 새문안로3길 36 용비어천가 지하 1층 120호,영업시간 월~토 12:00 ~ 22:00,02-733-7770,137,33건
어사출또 종로3가2호점,회,3.5,서울 종로구 종로 117-1,영업시간 월~금 16:00 ~ 24:00,02-763-5114,29,13건
해천어부,해물/생선,4.6,서울 종로구 수표로28길 11,월~금 11:30 ~ 23:00,02-762-8008,141,10건
최가네황소곱창,곱창/막창,3.9,서울 종로구 돈화문로4길 27,영업시간 월~토 13:00 ~ 22:00,02-2274-6683,117,35건
동원VIP참치 종로구청점,참치회,0.0,서울 종로구 삼봉로 71 신라스테이 광화문점 지하 1층 103호,,02-6281-3991,54,0건
포담,중화요리,3.4,서울 종로구 자하문로9길 11,월~토 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-733-0831,128,64건
대한맥주집 대학로본점,호프/요리주점,3.7,서울 종로구 대학로11길 38-11 1층,영업시간 매일 16:00 ~ 02:00,02-3674-0815,71,14건
강남면옥 정동점,냉면,3.1,서울 종로구 새문안로 38,매일 11:00 ~ 22:00,02-722-7033,27,23건
라스위스,양식,3.6,서울 종로구 자하문로6길 11-9 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,070-8800-4162,221,29건
대평갈비,갈비,3.2,서울 종로구 평창문화로 83,,02-395-5288,34,10건
대찬횟집,회,3.7,서울 종로구 우정국로2길 10 지하 1층,영업시간 매일 15:00 ~ 01:00,02-738-8588,42,18건
중국,중화요리,4.4,서울 종로구 자하문로33길 2,,,26,31건
대규스시,초밥/롤,3.1,서울 종로구 동숭3길 1,화~일 11:30 ~ 21:30 · 브레이크타임 화~일 14:30 ~ 17:00,,65,36건
명륜손칼국수,국수,4.4,서울 종로구 혜화로 45-5,월~금 11:30 ~ 18:00,02-742-8662,20,23건
마녀주방 대학로점,양식,2.3,서울 종로구 대명길 18 2/ 3층,영업시간 매일 12:00 ~ 22:30,070-8836-1116,66,20건
대포찜닭 대학로점,닭요리,3.3,서울 종로구 대학로9길 18,매일 11:00 ~ 22:00,02-742-6669,174,34건
익선반주,한식,3.9,서울 종로구 돈화문로11다길 31 1층,매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-529-3979,197,32건
덤앤더머 방탈출카페 대학로점,테마카페,3.6,서울 종로구 동숭길 143 로얄캐스트빌딩 지하 1층,매일 10:00 ~ 01:00,02-741-0955,67,16건
타셴,북카페,3.5,서울 종로구 동숭길 113 정보빌딩 1층,매일 11:30 ~ 22:00,02-3673-4115,55,25건
양키스버거,햄버거,3.2,서울 종로구 삼일대로30길 30 1층,매일 11:00 ~ 21:00,070-8801-0815,149,31건
미쉬매쉬,퓨전한식,3.6,서울 종로구 창덕궁길 47 1/2층,화~토 11:00 ~ 22:00,02-6465-2211,20,10건
세루리안 인사점,카페,4.4,서울 종로구 인사동12길 17,매일 10:00 ~ 21:00,02-735-5865,132,34건
호호식당 익선,퓨전일식,3.7,서울 종로구 수표로28길 30-6,,,340,55건
종로진낙지 종로점,해물/생선,2.9,서울 종로구 수표로 122,월~토 11:00 ~ 22:30,02-742-0621,94,21건
콩지POT지,이탈리안,2.2,서울 종로구 북촌로 21-15,매일 11:30 ~ 22:00,02-745-2203,61,26건
기러기둥지,와인바,4.5,서울 종로구 돈화문로11길 28-4,영업시간 매일 15:00 ~ 00:00,02-3673-0070,122,21건
몽쉐프,양식,3.6,서울 종로구 경희궁1길 32,매일 11:30 ~ 22:00,02-720-2340,40,16건
