식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
바른황소곱창,곱창/막창,4.5,서울 동작구 동작대로7길 4 1층,영업시간 월~토 16:00 ~ 01:00,,18,18건
알렉스플레이스 상도점,햄버거,4.9,서울 동작구 상도로37길 31 1층,매일 11:00 ~ 22:00,02-831-9760,13,11건
37.5 동작이수점,카페,3.7,서울 동작구 동작대로27가길 23 이오빌딩 2층,매일 09:50 ~ 21:00 · 브레이크타임 매일 16:00 ~ 17:00,02-595-3705,44,24건
기계우동,돈까스/우동,3.0,서울 동작구 여의대방로24길 140,영업시간 매일 16:00 ~ 04:00,02-821-9397,19,14건
달비촌대구막창,곱창/막창,4.4,서울 동작구 동작대로1길 52,영업시간 매일 15:00 ~ 01:00,02-521-3733,56,12건
서민준밀밭멧돌검정콩국수 이수역점,국수,4.1,서울 동작구 동작대로27길 20-4 1층,매일 10:00 ~ 22:00,02-522-0045,60,7건
명륜진사갈비 서울상도점,갈비,2.9,서울 동작구 상도로 128,매일 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-812-3330,40,20건
권참치 사당점,참치회,3.0,서울 동작구 사당로30길 142 2층,영업시간 월~토 16:00 ~ 01:00,02-597-7080,35,6건
다채 대방점,쌈밥,3.9,서울 동작구 알마타길 6 하늘마루타운 1층,매일 11:30 ~ 22:30,02-815-3392,14,9건
비단콤마,카페,3.7,서울 동작구 상도로30길 40 상가 A동 107호,월~금 09:30 ~ 22:00,02-811-0072,27,10건
막걸리학교,호프/요리주점,3.8,서울 동작구 동작대로25길 41,영업시간 월~토 16:00 ~ 01:00,02-6012-6550,24,16건
우뇽뚝배기스파게티,이탈리안,3.9,서울 동작구 서달로10길 10 2층,월~토 11:30 ~ 20:00,02-816-6338,32,32건
긴자료코 사당점,일식,4.1,서울 동작구 동작대로1길 30 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-6369-8890,52,36건
상도면옥,갈비,3.0,서울 동작구 성대로1길 3,월~금 10:00 ~ 22:00,02-823-5557,22,15건
은행골 중대점,초밥/롤,2.3,서울 동작구 흑석로 107,,02-858-4988,39,23건
오시오떡볶이,떡볶이,2.2,서울 동작구 양녕로 278-2,월~토 11:00 ~ 19:00,02-825-7798,28,28건
마포갈비,갈비,2.4,서울 동작구 보라매로 112,월~토 11:00 ~ 24:00,02-821-3330,32,21건
마라공방 노량진점,중식,3.0,서울 동작구 노량진로16길 8 1층,매일 11:00 ~ 23:00,02-812-8872,91,22건
헤븐리가든,카페,4.7,서울 동작구 상도로34길 11 1층,월~토 10:00 ~ 22:00,070-7677-9647,22,6건
라무진 이수점,육류/고기,3.1,서울 동작구 동작대로27길 16-5,영업시간 매일 17:00 ~ 24:00,02-533-2473,36,7건
본연옛날불고기,불고기/두루치기,4.3,서울 동작구 남부순환로269길 5,매일 11:00 ~ 23:00,02-523-2079,23,7건
허수아비돈까스 노량진점,돈까스/우동,3.7,서울 동작구 만양로14가길 4 1층,월/화/목/금/토/일 11:00 ~ 20:30 · 브레이크타임 월/화/목/금/토/일 15:00 ~ 16:00,02-812-1187,9,19건
단아한정식,한정식,1.7,서울 동작구 동작대로27가길 44 2층,매일 11:30 ~ 22:00,02-532-3945,3,3건
영덕막회,회,3.8,서울 동작구 동작대로7길 70 1층,매일 11:00 ~ 23:00,02-597-1277,43,4건
단빠,일식집,4.5,서울 동작구 보라매로5길 15 전문건설회관 지하1층 아케이드 B-2호,,02-833-7748,8,2건
크래프트한스 이수점,호프/요리주점,3.2,서울 동작구 동작대로27길 42,영업시간 매일 17:00 ~ 02:00,02-532-9459,73,5건
꿈꾸는포장마차,실내포장마차,4.3,서울 동작구 동작대로7길 35,영업시간 월~토 17:00 ~ 02:00,02-523-1020,34,4건
카페좋아진다,카페,4.6,서울 동작구 사당로26길 87 1층,월/화/목/금/토/일 10:00 ~ 21:00,02-812-0222,42,9건
이수곱창,곱창/막창,1.7,서울 동작구 동작대로27가길 6-4,영업시간 매일 15:30 ~ 24:00,02-593-1101,69,24건
스타벅스 상도역점,커피전문점,4.2,서울 동작구 상도로37길 1,매일 07:30 ~ 21:00,1522-3232,20,16건
육촌 이수본점,육류/고기,3.3,서울 동작구 동작대로25길 13,,02-535-2436,21,13건
바다회세꼬시,회,3.6,서울 동작구 동작대로1길 10-16,,02-588-1650,33,8건
도어이스케이프 이수역점,테마카페,0.0,서울 동작구 동작대로27가길 14 3층,,02-534-9745,72,0건
케이크팝,디저트카페,3.5,서울 동작구 사당로 28 2층,매일 12:00 ~ 22:00,02-825-8799,39,14건
전라상회,회,4.0,서울 동작구 노들로 674 1층 활어-161호,매일 10:00 ~ 22:00,02-823-5700,64,12건
두젠틀,애견카페,4.2,서울 동작구 상도로 217-4 한울빌딩 지하1층,매일 11:00 ~ 22:30,02-6014-2120,32,6건
영덕물회막회,회,3.8,서울 동작구 여의대방로24길 52,,02-888-5296,1,5건
쩡곱도리탕,한식,3.0,서울 동작구 사당로30길 140,매일 11:30 ~ 22:30 · 브레이크타임 매일 14:30 ~ 17:30,02-523-5989,75,21건
이필배의 진짜루명태촌 숭실대점,해물/생선,4.5,서울 동작구 상도로62길 45,,02-815-2322,3,4건
남성집,순대,3.3,서울 동작구 동작대로 127 지하1층,매일 10:00 ~ 23:30,02-599-1175,20,23건
쿠킨스테이크 이수점,스테이크/립,3.1,서울 동작구 동작대로27다길 44 2층 ,매일 11:30 ~ 21:30,02-593-0108,29,11건
뚝배기스파게티,이탈리안,4.4,서울 동작구 노량진로16길 35 2층,화~일 11:00 ~ 20:00,02-6080-9210,20,7건
스타벅스 중앙대점,커피전문점,4.2,서울 동작구 흑석로 75-1,월~토 07:30 ~ 20:30,1522-3232,11,11건
버거킹 노량진점,패스트푸드,2.5,서울 동작구 노량진로 169 1층,매일 09:00 ~ 24:00,02-816-2176,11,16건
투썸플레이스 상도해링턴플레이스점,커피전문점,3.1,서울 동작구 상도로 207 상가 1층,매일 09:00 ~ 23:00,02-813-8282,6,12건
코랄밸리,제과/베이커리,5.0,서울 동작구 국사봉1길 62,매일 10:00 ~ 21:00,010-9447-2282,34,14건
수연숯불갈비,갈비,3.5,서울 동작구 동작대로27다길 5 1층,매일 10:00 ~ 02:30,02-537-6212,29,8건
맥반석조개구이,조개,3.5,서울 동작구 성대로1길 1,,,23,11건
버거킹 신대방삼거리역점,패스트푸드,2.2,서울 동작구 상도로 83,월~금 10:00 ~ 23:00,070-7462-6791,11,14건
참치마니아,참치회,4.8,서울 동작구 동작대로7길 12 2층,영업시간 매일 16:00 ~ 23:00,02-582-3737,26,4건
시골집,쌈밥,2.4,서울 동작구 양녕로26길 56,매일 11:00 ~ 22:30,02-821-8889,13,9건
육수당 노량진점,국밥,2.0,서울 동작구 노량진로 162 1층,매일 10:00 ~ 22:00,02-815-2114,38,21건
팔각도 이수역점,닭요리,3.8,서울 동작구 동작대로27다길 12 1층,영업시간 매일 16:00 ~ 01:00,02-595-0407,57,9건
들향기쭈꾸미칼국수,국수,3.4,서울 동작구 신대방길 107,매일 10:30 ~ 21:30 · 브레이크타임 매일 16:00 ~ 17:00,02-848-5400,67,9건
대신수산,회,4.7,서울 동작구 동작대로7길 43,,02-587-0822,6,9건
고렝 숭실대본점,베트남음식,3.9,서울 동작구 상도로61길 72,,070-8621-0906,45,15건
알렉스플레이스 대방점,햄버거,4.7,서울 동작구 여의대방로24라길 32,,070-7604-5953,20,20건
만주양꼬치,양꼬치,4.0,서울 동작구 장승배기로 145 1층,매일 13:00 ~ 24:00,02-816-7670,15,6건
남도에서,게/대게,1.0,서울 동작구 신대방1가길 38 동작상떼빌상가 106동 125호,매일 10:00 ~ 22:00,02-6111-9614,86,2건
서가앤쿡 서울이수점,양식,2.6,서울 동작구 동작대로27길 5 2층,매일 11:30 ~ 22:30,02-535-9978,48,16건
가춘,제과/베이커리,4.1,서울 동작구 상도로 357 강남아파트 상가 1층,월~금 10:00 ~ 21:00,02-821-3652,35,15건
곱창의전설 노량진점,곱창/막창,3.8,서울 동작구 만양로14길 5,영업시간 화~일 14:00 ~ 00:30,070-7623-6469,31,6건
복어마을,복어,5.0,서울 동작구 상도로 103 1층,화~일 10:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,070-4036-2351,74,4건
이태리로간고등어,해물/생선,2.3,서울 동작구 보라매로5가길 16,매일 11:00 ~ 21:30,02-847-7767,80,16건
문래돼지불백 신대방점,육류/고기,4.8,서울 동작구 대림로 28,매일 10:30 ~ 22:00,02-835-8292,14,4건
맛기행사계절,해물/생선,3.2,서울 동작구 사당로30길 163,매일 11:00 ~ 23:00,02-2055-0663,25,5건
우정소금구이제주흑돼지,육류/고기,2.6,서울 동작구 만양로14가길 27,,02-824-9325,18,14건
백채김치찌개 사당점,찌개/전골,3.1,서울 동작구 동작대로7길 10,매일 11:00 ~ 24:00,02-3474-3475,45,8건
한제소곱창전골 신대방삼거리역점,곱창/막창,4.0,서울 동작구 여의대방로24길 134 1층,화요일,02-2256-9161,60,15건
성민양꼬치,양꼬치,4.3,서울 동작구 서달로14나길 9,영업시간 매일 14:00 ~ 02:00,02-816-8522,34,8건
예가숯불갈비,갈비,4.2,서울 동작구 상도로26길 19,,02-822-0401,11,9건
이쉐프,스테이크/립,3.4,서울 동작구 만양로 95 2층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:30,02-3280-7171,43,19건
유가네한우곰탕 본점,곰탕,2.7,서울 동작구 국사봉1길 18,매일 00:00 ~ 24:00,02-821-5050,20,11건
초록애 대방점,육류/고기,4.0,서울 동작구 여의대방로54길 5,매일 10:00 ~ 22:00,02-823-9600,64,1건
이고집쭈꾸미 이수점,해물/생선,4.3,서울 동작구 동작대로27다길 2 1층,매일 11:00 ~ 23:30,02-592-9222,24,6건
망향비빔국수 동작점,국수,3.9,서울 동작구 상도로 319,매일 11:00 ~ 21:00,02-814-8200,33,17건
클라소피,카페,3.3,서울 동작구 여의대방로22길 94 1층,월/화/수/금/토/일 10:00 ~ 21:00,,43,12건
성상등갈비,갈비,3.4,서울 동작구 신대방길 108 1층,매일 12:00 ~ 23:00,02-848-1151,21,7건
포차천국 이수역점,실내포장마차,2.8,서울 동작구 동작대로27나길 21,영업시간 매일 17:00 ~ 05:00,02-591-1009,25,4건
무한장어 신대방점,장어,2.2,서울 동작구 상도로 50 제일빌딩 1층,매일 11:00 ~ 24:00,070-8229-8954,17,6건
서래순대국,순대,3.2,서울 동작구 남부순환로271길 13 1층,매일 00:00 ~ 24:00,02-522-5354,20,16건
키친502,퓨전요리,4.4,서울 동작구 국사봉길 30,화~일 11:00 ~ 22:30 · 브레이크타임 화~금 14:00 ~ 17:00,02-3280-6502,18,11건
서일순대국전문2,순대,2.1,서울 동작구 여의대방로 126,,02-3280-3468,11,12건
무삥과팟타이 이수점,태국음식,4.2,서울 동작구 동작대로27다길 20 2층,화~일 11:00 ~ 22:00,,35,19건
스카이피자,피자,4.6,서울 동작구 노량진로6길 86,매일 11:30 ~ 22:30,02-822-3082,14,18건
뚱보롱,디저트카페,4.9,서울 동작구 사당로17길 9 1층,월/화/수요일,010-4684-3210,18,12건
원조안흥찐빵,간식,4.5,서울 동작구 성대로5길 28,,02-817-1830,25,2건
짚신매운갈비찜 노량진점,갈비,4.3,서울 동작구 만양로 94,매일 10:00 ~ 03:00,02-817-3394,18,13건
톰스키친,이탈리안,4.1,서울 동작구 만양로3길 20,월~토 12:00 ~ 24:00 · 브레이크타임 월~토 15:00 ~ 18:00,010-2481-5969,19,10건
상도연어,회,4.9,서울 동작구 상도로34길 32 동화하우스 1층,화~금 13:00 ~ 24:00,070-4774-9857,21,11건
청석골감자탕순대국,감자탕,3.4,서울 동작구 만양로14길 30,매일 10:00 ~ 22:50,02-6409-9282,10,17건
아바디,냉면,3.0,서울 동작구 상도로60길 2 1층,매일 11:30 ~ 21:30,02-812-3040,30,12건
오늘와인한잔 이수점,와인바,2.5,서울 동작구 동작대로27다길 29 서광시티뷰 1층,영업시간 월~목 15:00 ~ 03:00,02-534-4433,30,2건
상도고려왕족발보쌈,족발/보쌈,1.6,서울 동작구 여의대방로24길 140,매일 00:00 ~ 24:00,02-824-1218,7,7건
장충왕족발보쌈,족발/보쌈,3.1,서울 동작구 노량진로16길 31,,02-816-9824,24,16건
바이슨버거,햄버거,3.9,서울 동작구 상도로 47 1층,화~일 11:00 ~ 21:00,02-812-5115,41,13건
남도한상 장승배기점,한식,1.6,서울 동작구 상도로24길 39,,02-814-8318,17,12건
진상천 중앙대점,중화요리,3.9,서울 동작구 흑석로 101-7,매일 11:00 ~ 22:00,02-825-6755,22,19건
스몰월드 이수점,보드카페,4.6,서울 동작구 동작대로27가길 48 5층,매일 12:00 ~ 23:30,02-532-7909,7,5건
해물포차꼴통 3호점,해물/생선,2.7,서울 동작구 장승배기로16길 162,영업시간 매일 17:30 ~ 03:00,02-6338-2488,66,9건
빨강떡볶이 신대방본점,떡볶이,4.8,서울 동작구 여의대방로22길 48 1층,월~금 11:00 ~ 20:00,02-812-3449,15,9건
홀썸,제과/베이커리,3.7,서울 동작구 노량진로 10 스페이스살림 1층 4호,월/화/일요일,010-2807-1156,30,20건
숙공,육류/고기,2.1,서울 동작구 현충로 131 블루스톤 스포츠 1층,화~일 11:00 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-3280-7507,67,9건
진국설렁탕,설렁탕,4.2,서울 동작구 장승배기로21길 2,,02-816-2520,8,9건
투썸플레이스 이수역점,커피전문점,2.1,서울 동작구 동작대로27길 28 2/3층,월/화/수/목/일 09:00 ~ 23:00,02-534-1230,9,16건
노량진3D고시뷔페 메가스터디타워점,한식뷔페,3.7,서울 동작구 노량진로 140 메가스터디타워 지하 107~109호,매일 06:30 ~ 20:00 · 브레이크타임1 매일 09:30 ~ 11:30 · 브레이크타임2 매일 14:30 ~ 17:00,02-821-2300,3,7건
두끼떡볶이 노량진역점,떡볶이,4.6,서울 동작구 만양로 98 2층,매일 11:00 ~ 22:00,02-817-2771,21,19건
흑석동주주총회,회,4.8,서울 동작구 서달로14가길 9 1층,영업시간 매일 17:00 ~ 24:00,02-812-6685,18,6건
미분당 신대방삼거리점,베트남음식,4.1,서울 동작구 보라매로19길 25 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6080-5454,44,26건
전티마이 베트남쌀국수 노량진점,베트남음식,3.3,서울 동작구 노량진로 152 지하1층,매일 09:00 ~ 23:00,,29,22건
대한해물 노량진점,해물/생선,2.4,서울 동작구 만양로 100,매일 00:00 ~ 24:00,,18,21건
재팔이네닭발 본점,한식,5.0,서울 동작구 서달로14길 34 1층,,02-813-7541,35,13건
양자호떡 노량진점,간식,3.4,서울 동작구 만양로 88 1층,화~일 12:00 ~ 22:00,,20,12건
싸다김밥 남성역점,한식,4.7,서울 동작구 사당로17가길 16,매일 00:00 ~ 24:00,02-595-6682,10,71건
목포홍어낙지해물탕,해물/생선,3.2,서울 동작구 사당로30길 161 1층,매일 11:00 ~ 22:00,02-523-2269,69,9건
손칼국수,국수,4.6,서울 동작구 사당로 32,,02-816-3473,16,14건
빨봉분식 노량진점,분식,2.3,서울 동작구 만양로 100 2층,매일 11:00 ~ 24:00,02-817-8082,30,11건
스타벅스 숭실대점,커피전문점,2.9,서울 동작구 사당로 4,월~금 07:30 ~ 20:30,1522-3232,6,9건
낭만대포차,호프/요리주점,3.5,서울 동작구 노량진로14가길 14,영업시간 매일 17:00 ~ 02:00,,25,2건
디저트39 신대방삼거리역점,디저트카페,4.0,서울 동작구 상도로 69 상원빌딩 103호,매일 11:00 ~ 23:00,02-812-3992,16,6건
브레드제이,제과/베이커리,4.5,서울 동작구 상도로 192 1층,월~토 08:00 ~ 21:00,02-811-7735,12,11건
취복루,중화요리,4.3,서울 동작구 노량진로 96,매일 10:00 ~ 23:00,,20,6건
배떡 사당방배점,떡볶이,4.1,서울 동작구 사당로16길 64,월/화/목/금/토/일 11:00 ~ 23:00,02-583-3589,6,15건
설빙 노량진점,디저트카페,3.1,서울 동작구 노량진로 144 2층,매일 10:30 ~ 22:30,02-825-1844,19,16건
밍구네다방,카페,4.1,서울 동작구 노량진로 132 2층,월~토 07:00 ~ 24:00,02-812-3935,4,18건
소문난곱창 닭갈비전문점,곱창/막창,4.5,서울 동작구 상도로22길 38,영업시간 매일 15:00 ~ 01:30,02-813-8138,10,8건
계림닭한마리,닭요리,3.4,서울 동작구 사당로30길 103,매일 10:00 ~ 22:00,02-3486-7766,23,9건
융선 사당2호점,중화요리,2.1,서울 동작구 동작대로5길 16 1층,매일 11:30 ~ 01:00,02-584-5877,5,7건
투썸플레이스 노량진점,커피전문점,1.6,서울 동작구 노량진로 174 1층,월/화/수/목/일 08:00 ~ 22:00,02-821-2388,6,22건
사당아바이순대국해장국,순대,3.6,서울 동작구 사당로 260,매일 00:00 ~ 24:00,02-582-7195,4,8건
진1926 보라매점,육류/고기,4.7,서울 관악구 보라매로5가길 7 캐릭터그린빌 2층 213호,영업시간 월~토 17:00 ~ 22:30,02-833-1926,23,13건
요코쵸,일본식주점,4.3,서울 동작구 사당로30길 100,영업시간 매일 17:00 ~ 02:00,02-523-8222,39,8건
콘크리트,일본식주점,4.3,서울 동작구 동작대로27나길 14,영업시간 월/화/수/목/일 19:00 ~ 02:00,,28,3건
폼드팡베이커리 이수점,제과/베이커리,2.9,서울 동작구 동작대로 119 1층,매일 08:30 ~ 23:00,02-535-4980,45,23건
이수한우명가,육류/고기,2.9,서울 동작구 사당로 300 이수자이상가 1층,월~토 11:00 ~ 23:00,02-522-0204,7,8건
채홍,중화요리,3.2,서울 동작구 강남초등길 24,,02-826-8885,11,22건
순대나라,순대,4.7,서울 동작구 서달로12가길 5,매일 09:30 ~ 24:00,02-815-0937,21,9건
와가마마,양식,2.4,서울 동작구 만양로14길 12,매일 10:00 ~ 04:00,02-823-2225,26,13건
사철싱싱회,회,3.1,서울 동작구 상도로 266,,070-5033-9753,20,15건
경성모밀,국수,4.4,서울 동작구 동작대로29가길 6 1층,월/화/목/금/토 12:00 ~ 20:30 · 브레이크타임 월/화/목/금/토 14:30 ~ 18:00,02-532-6670,34,19건
투썸플레이스 신대방삼거리점,커피전문점,5.0,서울 동작구 국사봉1길 32 1층,매일 08:00 ~ 24:00,02-6959-8888,7,3건
써브웨이 노량진점,샌드위치,2.8,서울 동작구 노량진로 166,매일 00:00 ~ 24:00,02-812-1014,13,41건
이고집쭈꾸미 신대방점,해물/생선,3.5,서울 동작구 보라매로 105 1층,매일 11:00 ~ 24:00,02-823-3217,21,11건
태원,중화요리,4.4,서울 동작구 등용로 81,화~일 11:00 ~ 23:00,02-815-5155,6,7건
왕돈까스전문점 대방2호점,돈까스/우동,3.1,서울 동작구 여의대방로 134-1,매일 10:30 ~ 21:30,02-814-6676,24,18건
몽소,디저트카페,3.9,서울 동작구 상도로 65 금성빌딩 1층,매일 08:30 ~ 22:00,,17,17건
명륜진사갈비 서울사당점,갈비,1.8,서울 동작구 사당로23길 6 1층,매일 12:00 ~ 23:00,02-595-2999,18,12건
모조,카페,2.9,서울 동작구 동작대로1길 8 1/2층,월~토 12:00 ~ 22:00,,10,15건
아마르,양식,4.8,서울 동작구 상도로 181,영업시간 월~토 15:00 ~ 01:00,,17,8건
사이공리,베트남음식,4.3,서울 동작구 현충로 52 1층 7-2,월~토 11:00 ~ 21:00,02-815-1763,20,12건
삐삐네분식,분식,2.9,서울 동작구 여의대방로24나길 2,매일 09:00 ~ 21:30,02-826-8285,20,14건
블랑제리쉐즈양,제과/베이커리,4.1,서울 동작구 성대로1길 18-5 1층,화~일 09:00 ~ 22:00,070-7633-1018,11,16건
가야 상도본점,족발/보쌈,3.3,서울 동작구 양녕로 286-1,매일 11:30 ~ 23:30,02-823-6637,11,17건
봉평메밀촌 상도점,국수,4.5,서울 동작구 상도로19길 7,,02-824-9604,15,13건
칠기마라탕 중앙대점,중화요리,4.4,서울 동작구 흑석로13가길 43 2/3층,매일 11:00 ~ 22:00,02-817-7798,31,26건
공차 노량진학원가점,카페,3.2,서울 동작구 노량진로16길 16 청암빌딩 1층,매일 09:00 ~ 23:00,02-822-4309,7,13건
고려왕족발,족발/보쌈,4.2,서울 동작구 만양로14길 9,영업시간 매일 17:30 ~ 02:00,02-825-8090,17,10건
청해진,회,4.3,서울 동작구 노들로 674 노량진수산시장 신관 2층 20호,매일 10:00 ~ 24:00,02-2254-7964,22,7건
서민준밀밭,국수,3.2,서울 동작구 상도로12길 7,매일 11:00 ~ 21:30,02-6215-2012,24,15건
몬드마카롱,제과/베이커리,5.0,서울 동작구 사당로13길 38-1 1층,월/화/수/금/토 11:00 ~ 19:00,010-2854-2133,33,3건
더디저트랩,디저트카페,4.5,서울 동작구 장승배기로10길 100 상도더샵 2차 지하2층 B106호,화요일,070-7723-2300,13,15건
설빙 이수역점,디저트카페,2.7,서울 동작구 동작대로27가길 12 2층,매일 11:00 ~ 23:00,070-4255-7575,13,9건
이태리양조장,호프/요리주점,3.9,서울 동작구 동작대로27가길 26 2층,영업시간 매일 17:00 ~ 03:00,02-535-2208,46,9건
스타벅스 이수자이점,커피전문점,3.4,서울 동작구 사당로 300,월~금 07:00 ~ 21:00,1522-3232,12,14건
낙지야,해물/생선,3.4,서울 동작구 동작대로33길 4,매일 10:00 ~ 22:00,02-533-3969,5,5건
다래원,중화요리,1.6,서울 동작구 국사봉길 90,,0504-1400-4381,29,8건
구구향훠궈 이수점,샤브샤브,3.5,서울 동작구 동작대로27다길 26 1층,매일 11:00 ~ 24:00,02-535-7866,42,10건
샤로스톤 숭실대점,스테이크/립,4.6,서울 동작구 상도로61길 8-2,매일 11:30 ~ 22:00,,26,7건
할머니추어탕 상도점,추어,3.3,서울 동작구 상도로 133 두덕빌딩 1층,,02-3280-1022,9,15건
써브웨이 보라매점,샌드위치,1.7,서울 관악구 보라매로3길 29 해태보라매타워,매일 08:00 ~ 22:00,02-832-2522,6,35건
고놈들,육류/고기,4.0,서울 동작구 동작대로27나길 20 1층,영업시간 월~토 17:00 ~ 02:00,02-3476-8333,25,4건
보스톤커피,커피전문점,5.0,서울 동작구 여의대방로 142 지하1층,매일 10:30 ~ 22:00,070-7767-7388,14,5건
맥도날드 중앙대점,패스트푸드,3.4,서울 동작구 흑석로 84 R&D센터 지하1층,매일 08:00 ~ 01:00,070-7017-1417,3,11건
상도정 상도동점,샤브샤브,2.4,서울 동작구 양녕로 273,매일 11:00 ~ 22:00,02-817-0808,9,15건
맘스터치 상도역점,패스트푸드,4.0,서울 동작구 상도로 283-2,매일 10:00 ~ 22:00,02-814-8255,16,34건
마라탕전문점,중식,3.8,서울 동작구 보라매로5가길 16,매일 11:00 ~ 21:30,02-847-7771,21,17건
투썸플레이스 숭실대점,커피전문점,3.0,서울 동작구 사당로 36-1 1/2층,매일 10:00 ~ 22:00,010-8425-0246,5,7건
도미노피자 사당점,피자,2.1,서울 동작구 사당로 155 1층,매일 11:30 ~ 21:30,02-3482-3084,9,7건
킨로우라멘,일본식라면,2.5,서울 동작구 국사봉2길 6,월~금 11:30 ~ 21:00,070-7755-6425,37,25건
신정닭발 성대시장점,닭요리,3.0,서울 동작구 국사봉1길 4 지하 1층,영업시간 매일 16:00 ~ 02:00,02-3280-4646,25,11건
네꼬,실내포장마차,0.0,서울 동작구 사당로30길 133,영업시간 매일 17:30 ~ 02:00,02-523-7306,44,0건
꿈꾸는돼지 신대방삼거리역점,육류/고기,4.9,서울 동작구 여의대방로22길 138,,010-4108-4697,16,29건
은화수식당 숭실대점,돈까스/우동,3.8,서울 동작구 사당로 24-1 1층,매일 11:00 ~ 20:00 · 브레이크타임 매일 15:00 ~ 17:00,02-822-8425,21,6건
피맥하우스 노량진점,호프/요리주점,4.3,서울 동작구 노량진로 176 1층,영업시간 매일 17:00 ~ 02:00,02-826-7788,43,4건
서평면옥,냉면,4.3,서울 동작구 보라매로5길 15 전문건설회관 지하1층,월~토 11:00 ~ 21:30 · 브레이크타임 월~토 15:30 ~ 17:00,02-3284-3677,22,17건
돌쇠와석쇠 남성점,육류/고기,4.7,서울 동작구 솔밭로 110,,02-588-1005,66,6건
맛찬들왕소금구이 이수점,육류/고기,4.4,서울 동작구 동작대로27길 16-4,화~일 11:30 ~ 23:00,02-533-6692,62,5건
명동참치,참치회,1.1,서울 동작구 동작대로1길 18 2층,매일 11:30 ~ 22:30,02-2055-0011,29,18건
롯데리아 노량진점,패스트푸드,2.0,서울 동작구 장승배기로 171 IVY빌딩 1층,매일 00:00 ~ 24:00,02-821-0308,19,14건
BHC치킨 사당점,치킨,1.8,서울 동작구 동작대로7길 16,매일 12:00 ~ 24:00,02-582-2004,15,42건
낭만치맥 상도점,치킨,3.5,서울 동작구 상도로 296 1층,영업시간 매일 15:00 ~ 02:00,02-813-1160,3,2건
매머드커피 상도역점,커피전문점,4.0,서울 동작구 양녕로 272 1층,월~금 08:00 ~ 22:00,02-6053-4019,2,6건
보드게임하자,보드카페,4.5,서울 동작구 만양로14길 25 지하 1층,,02-812-1062,11,4건
소라노호시,일본식주점,5.0,서울 동작구 동작대로27길 16-5 1층,영업시간 월~금 17:30 ~ 22:00,02-537-4777,17,12건
오유미당 노량진점,돈까스/우동,3.5,서울 동작구 만양로18길 14,매일 10:30 ~ 22:30,,19,6건
레알짱,한식,3.4,서울 동작구 노량진로14가길 15 1~2층,월~토 06:30 ~ 20:00 · 브레이크타임1 월~토 09:30 ~ 11:00 · 브레이크타임2 월~토 14:30 ~ 17:00,02-821-0169,3,12건
커리야 중앙대점,인도음식,3.6,서울 동작구 흑석로 97-4 지하1층/1층,매일 11:00 ~ 22:00,02-812-9991,9,16건
미스타파스타,이탈리안,4.1,서울 동작구 여의대방로22길 4,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6014-4850,37,9건
교촌치킨 신대방삼거리점,치킨,1.9,서울 동작구 여의대방로24길 129,매일 11:00 ~ 02:00,02-823-1991,4,16건
청맥살롱,북카페,4.3,서울 동작구 서달로 161-1 2층,월~금 11:00 ~ 21:00,02-822-1605,18,6건
대패상회 상도동점,삼겹살,3.6,서울 동작구 성대로1길 4 1층,영업시간 매일 15:30 ~ 02:30,,14,8건
백채김치찌개 노량진점,찌개/전골,4.6,서울 동작구 만양로14길 24 1층,화요일,0507-1406-2182,13,7건
벚꽃스시 상도점,초밥/롤,1.8,서울 동작구 상도로30길 40 두산위브트레지움 B동 상가 1층 114호,매일 11:00 ~ 21:30,02-815-5355,8,12건
스타벅스 남성역점,커피전문점,4.2,서울 동작구 사당로 219,월~금 07:00 ~ 21:00,1522-3232,5,10건
월하당,카페,4.1,서울 동작구 사당로8길 32 1층,화요일,,26,7건
백제갈비,육류/고기,4.4,서울 동작구 사당로 231 1층,매일 11:00 ~ 23:00,02-537-0660,6,31건
사당돈,육류/고기,4.4,서울 동작구 사당로30길 159 1층,영업시간 월~토 14:00 ~ 23:30,02-582-1159,44,10건
광어삼촌 상도점,회,3.4,서울 동작구 상도로37길 62 1층,영업시간 월~토 15:00 ~ 24:00,02-821-8988,13,5건
KFC 노량진역점,패스트푸드,2.2,서울 동작구 노량진로 151 맞이방 광장 1층,매일 10:00 ~ 23:30,02-811-1681,20,16건
민속떡집,떡/한과,3.7,서울 동작구 동작대로29나길 10 1층,,02-3482-9886,9,3건
889,육류/고기,4.1,서울 동작구 상도로61길 4,영업시간 월~토 17:00 ~ 02:00,010-6438-5203,54,8건
밀숲 노량진점,국수,3.6,서울 동작구 만양로14길 6-1 1층,월/화/수/목/금/일 11:00 ~ 21:00,02-826-5305,25,12건
필수,호프/요리주점,4.1,서울 동작구 현충로 102 1층,영업시간 화~일 18:00 ~ 02:00,,32,17건
