식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
화통집 연신내점,육류/고기,5.0,서울 은평구 연서로27길 19,매일 11:00 ~ 02:00,02-358-8818,4,3건
봉삼스시 연신내1호점,초밥/롤,3.3,서울 은평구 통일로 863-20 1층,화요일,02-356-6246,73,12건
스시스테이,초밥/롤,4.0,서울 은평구 응암로 229,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-304-3314,19,19건
일미양꼬치 연신내점,양꼬치,4.0,서울 은평구 연서로29길 14-16,영업시간 매일 14:00 ~ 02:00,02-388-1596,35,15건
홍익돈까스 은평점,돈까스/우동,2.4,서울 은평구 북한산로 232,매일 11:30 ~ 20:30 · 브레이크타임 매일 14:30 ~ 16:30,02-356-1789,50,21건
팥동동,죽,4.7,서울 은평구 연서로48길 31 1층,화~일 11:00 ~ 21:00,02-359-2223,20,17건
버거킹 불광점,패스트푸드,3.0,서울 은평구 통일로 750,매일 09:00 ~ 24:00,070-7462-8633,4,10건
송추가마골 서울은평2호점,갈비,2.0,서울 은평구 북한산로 228-2,매일 11:00 ~ 22:00,02-356-9779,22,28건
필구커피,커피전문점,4.3,서울 은평구 불광천길 442-29,화요일,,67,7건
서오릉피자 연신내점,피자,3.0,서울 은평구 연서로 275-1,매일 11:00 ~ 22:00,02-353-0777,12,8건
도토리카페,카페,4.0,서울 은평구 대서문길 15-5 1/ 2층,매일 10:00 ~ 22:00,02-385-4949,12,9건
오늘손칼국수앤찜 연신내점,국수,2.8,서울 은평구 연서로 187 1층,매일 11:30 ~ 22:30,02-388-1522,16,8건
당가원 역촌점,중화요리,4.1,서울 은평구 연서로 52 1층,화요일,02-382-5388,7,18건
불광우동,한식,4.7,서울 은평구 진흥로 150 1층,영업시간 화~일 17:00 ~ 03:00,02-389-2519,18,18건
바로전집,한식,4.8,서울 은평구 서오릉로9길 13,영업시간 월~토 16:00 ~ 02:00,02-374-6247,24,14건
불광황소곱창 불광점,곱창/막창,4.5,서울 은평구 통일로66길 4-9,영업시간 월~토 15:00 ~ 24:00,02-355-3177,16,8건
대박집 불광점,육류/고기,4.8,서울 은평구 통일로65길 26,매일 00:00 ~ 24:00,02-324-0607,12,16건
명품청기와감자탕 불광점,감자탕,3.9,서울 은평구 진흥로 148,월~토 00:00 ~ 24:00,02-389-6335,15,8건
가이오국수 응암점,국수,4.6,서울 은평구 응암로22길 13,,02-352-3489,4,5건
마포구이마당 DMC본점,육류/고기,3.9,서울 은평구 증산서길 14-7,영업시간 매일 16:00 ~ 23:30,02-376-8880,198,7건
로즈드마이,카페,3.8,서울 은평구 불광천길 312 1층,영업시간 월/화/목/금/토/일 12:00 ~ 23:00,02-6401-4679,34,12건
둔내막국수,국수,3.8,서울 은평구 북한산로 255,,02-381-8870,16,15건
쿵푸양꼬치,양꼬치,4.1,서울 은평구 통일로 833-4 2층,둘째/넷째 화요일,02-6052-9999,42,9건
버거킹 박석고개SK점,패스트푸드,3.9,서울 은평구 통일로 945,매일 09:00 ~ 23:00,070-7462-6723,10,15건
연어가게,해물/생선,2.2,서울 은평구 연서로27길 8-8,,02-384-3459,45,12건
경복궁 녹번점,한정식,2.6,서울 은평구 서오릉로 4 2층,매일 11:30 ~ 22:00,02-352-0044,12,15건
본페뜨,뷔페,3.5,서울 은평구 통일로71길 16 KT은평지사 1층/ 지하1층,,02-384-5757,2,2건
맥도날드 구산점,패스트푸드,1.2,서울 은평구 연서로 131,매일 00:00 ~ 24:00,070-7017-0638,8,22건
택이네조개전골 응암점,조개,4.4,서울 은평구 응암로 262 1층,매일 11:30 ~ 22:00,02-336-0854,8,7건
강씨네닭발,실내포장마차,4.2,서울 은평구 연서로 178-1 1층,영업시간 월~토 17:00 ~ 01:00,02-388-0045,42,5건
미각,샤브샤브,4.8,서울 은평구 연서로33길 7,매일 11:30 ~ 22:00,010-9954-8375,23,10건
30CM왕돈까스,돈까스/우동,4.1,서울 은평구 연서로26길 27 1층,매일 11:00 ~ 21:00,02-356-3045,16,13건
소와연어,육류/고기,4.3,서울 은평구 연서로27길 20-4,,,56,4건
백년토종삼계탕,삼계탕,4.2,서울 은평구 응암로 209,,02-373-3086,6,5건
투썸플레이스 은평뉴타운점,커피전문점,2.5,서울 은평구 진관3로 20 SW메디컬빌딩 1/2층,매일 08:00 ~ 23:00,02-356-5977,5,4건
KFC 연신내역점,패스트푸드,2.3,서울 은평구 연서로 226-1,매일 10:00 ~ 24:00,02-352-0328,16,10건
오레노라멘 은평,일본식라면,4.4,서울 은평구 불광천길 366,매일 11:30 ~ 21:00 · 브레이크타임 매일 14:40 ~ 17:00,,59,29건
두메골쌈밥,한정식,3.7,서울 은평구 진흥로 162,,02-382-1515,5,14건
셀프장어세상,장어,4.5,서울 은평구 연서로 155 1층,,02-385-1007,12,8건
육플,육류/고기,2.9,서울 은평구 연서로29길 8-8 인락빌딩 2층,화요일,02-386-3337,28,14건
화로상회 갈현점,육류/고기,3.3,서울 은평구 연서로29길 34 1층,영업시간 화~일 12:00 ~ 23:00,02-356-6292,37,9건
사슴집,한식,2.6,서울 은평구 연서로54길 20-1,,02-381-6688,9,5건
옥이네김밥,분식,4.6,서울 은평구 연서로 247,,02-386-2470,16,16건
하남돼지집 연신내1호점,삼겹살,3.3,서울 은평구 연서로 200,영업시간 월~목 16:00 ~ 24:00,02-385-1300,26,10건
양대리수산시장,회,5.0,서울 은평구 응암로11길 4,,02-303-1980,9,1건
벙구갈비 불광점,갈비,3.4,서울 은평구 녹번로 71 1층,매일 11:00 ~ 23:00,02-353-9295,4,14건
더킴,카페,2.5,서울 은평구 불광천길 390-2,매일 11:00 ~ 24:00,010-3888-6771,11,12건
장가구,중화요리,4.3,서울 은평구 연서로4길 19,,02-355-3678,12,8건
연신내회수산,회,3.5,서울 은평구 통일로83길 6-5,,02-358-0088,12,6건
북한산손칼국수,국수,4.4,서울 은평구 대서문길 36,매일 08:30 ~ 20:00,02-388-4413,42,23건
비비드칩마카롱,디저트카페,4.4,서울 은평구 통일로75길 6-20,,010-9433-5502,14,12건
서울면옥 본점,냉면,4.1,서울 은평구 불광로 90 대호프라자아파트 상가 1층 115호,매일 11:00 ~ 21:00,070-6359-7746,5,9건
로맨티카,카페,3.3,서울 은평구 연서로 532 1층,매일 11:00 ~ 22:00,02-6929-3853,30,11건
투썸플레이스 은평한옥마을점,커피전문점,3.0,서울 은평구 진관길 7 1층,매일 10:00 ~ 21:30,,39,9건
포옹싸,베트남음식,4.9,서울 은평구 통일로 1022 신한헤스티아2차 1층 115호,화~일 11:00 ~ 21:00,02-6494-0115,20,29건
녹번꼼장어,장어,3.4,서울 은평구 은평로 197,영업시간 매일 16:00 ~ 02:00,02-386-5114,19,5건
삼천리골 돼지집,사철탕/영양탕,3.5,서울 은평구 연서로54길 32,,02-381-3800,10,2건
한명숙피자 은평점,피자,3.5,서울 은평구 역말로 61,매일 11:00 ~ 22:30,02-353-2345,31,8건
연수식당,한식,4.1,서울 은평구 연서로27길 17-1,매일 11:00 ~ 22:00,02-352-7181,29,9건
시장냉면,냉면,3.2,서울 은평구 응암로22길 5-17,화요일,02-387-1434,25,12건
은행나무 갈현동1그루점,샤브샤브,4.5,서울 은평구 연서로 183-4,매일 11:00 ~ 22:00,02-353-8628,12,4건
할리스 연신내점,커피전문점,2.5,서울 은평구 연서로 212 1~3층,매일 00:00 ~ 24:00,02-388-3977,9,11건
구파발파스타,이탈리안,3.8,서울 은평구 진관4로 17 은평뉴타운상림마을 820동 1층 102호,월~토 10:30 ~ 21:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-356-9884,17,22건
멘야다이고미,일본식라면,3.2,서울 은평구 통일로 889 국용빌딩 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-354-9998,66,18건
스낵바세이지,일본식주점,2.4,서울 은평구 연서로25길 20-4 1층,,,58,8건
갯벌의진주 은평점,조개,3.9,서울 은평구 연서로29길 20-21 1층,,02-354-8892,2,8건
달콤꿈꾸다,제과/베이커리,4.4,서울 은평구 연서로18길 4 1층,,010-3940-8703,69,8건
저스트텐동앤경양카츠 은평로점,일식,4.0,서울 은평구 은평로 220 녹번역e편한세상캐슬아파트 B상가 125/ 126호,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:20 ~ 17:00,02-733-1688,12,22건
술있는부엌,술집,3.7,서울 은평구 연서로28길 16,영업시간 매일 17:00 ~ 02:00,02-387-3399,39,10건
박용석스시 응암점,초밥/롤,1.9,서울 은평구 응암로 207 1층,매일 00:00 ~ 24:00,02-305-3393,13,21건
커피빈 응암동점,커피전문점,4.0,서울 은평구 은평로 121 메디컬빌딩,월~토 08:00 ~ 23:00,02-389-6283,18,10건
상하이문,중화요리,3.8,서울 은평구 응암로 247,매일 11:00 ~ 23:00,,23,24건
우빈떡볶이,음식점,5.0,서울 은평구 가좌로7길 10,,,2,3건
37.5 녹번점,양식,4.0,서울 은평구 통일로 636 미드스퀘어 8층,매일 09:30 ~ 20:30 · 브레이크타임 매일 16:00 ~ 17:00,02-6952-3705,31,5건
디저트39 응암역점,디저트카페,4.3,서울 은평구 은평로 59 2층,월~토 09:00 ~ 23:00,02-352-3938,15,4건
스타벅스 구파발사거리점,커피전문점,2.4,서울 은평구 진관3로 21 은평엘크루 101동 105-108호,매일 08:00 ~ 21:00,1522-3232,2,5건
국보 순대곱창전골,순대,4.7,서울 은평구 은평로11길 11-1 1~2층/ 지하1층,,02-351-3896,11,9건
산들샤브샤브,샤브샤브,4.9,서울 은평구 수색로 217 DMC 자이1단지 이마트 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-372-1147,30,12건
배떡 응암점,떡볶이,3.5,서울 은평구 응암로16가길 2 1층,,070-7719-5000,4,4건
이차돌 은평구청점,육류/고기,4.4,서울 은평구 은평로 188 1층,월~금 11:00 ~ 24:00,02-354-1100,32,12건
YM에스프레소룸,카페,4.5,서울 은평구 진관3로 67 래미안9단지 상가동 1층 101호,매일 09:00 ~ 22:00,070-7767-0829,3,18건
대패상회,삼겹살,5.0,서울 은평구 역말로 31 1층,,02-356-5391,12,3건
타이선,태국음식,5.0,서울 은평구 증산로23길 15 2층,월~토 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,0507-1376-1195,11,8건
국참치,참치회,5.0,서울 은평구 은평로11길 12-10 명남빌딩 1층,영업시간 월~토 17:00 ~ 01:00,02-387-7776,5,1건
가이오국수 연신내점,국수,4.6,서울 은평구 통일로83길 6-4,월~토 11:00 ~ 21:30,02-6014-4925,15,8건
마포구이마당 역촌직영점,삼겹살,3.9,서울 은평구 갈현로 107 1층,영업시간 매일 16:00 ~ 23:30,02-355-1321,234,25건
북한산정육연탄갈비,갈비,4.7,서울 은평구 북한산로 260,화요일,02-381-8803,20,3건
카도야라멘 갈현점,일본식라면,3.0,서울 은평구 연서로29길 32 1층,매일 11:00 ~ 22:30,02-6497-3284,21,21건
엉터리집,육류/고기,2.1,서울 은평구 불광로 27,영업시간 매일 15:00 ~ 23:30,,28,16건
마산종가아구찜,아구,4.4,서울 은평구 연서로 191,화~일 11:30 ~ 22:00,02-388-5979,3,7건
지브릭커피 연신내본점,카페,4.8,서울 은평구 연서로48길 12 5130동 상사 101호,매일 10:00 ~ 23:00,02-517-1474,5,5건
세븐차이나,중화요리,2.6,서울 은평구 북한산로 242 1/2층,매일 11:00 ~ 21:30,02-381-7811,21,14건
기산면옥,냉면,3.2,서울 은평구 은평로 102-1,매일 11:00 ~ 22:00,02-356-7868,20,14건
탐나종합어시장 응암역점,회,3.8,서울 은평구 은평로 108 108호,월/화/수/목/토/일 11:30 ~ 03:00,02-356-8262,17,4건
섬진강명품민물장어,장어,4.3,서울 은평구 통일로85길 2,,02-6408-4246,1,3건
써브웨이 응암점,샌드위치,2.1,서울 은평구 은평로 108 101호,매일 08:00 ~ 21:50,02-357-1479,9,28건
커피생각,커피전문점,3.9,서울 은평구 불광천길 420 1층,,,12,19건
한나식빵,디저트카페,2.8,서울 은평구 가좌로7길 9,매일 07:00 ~ 20:00,02-6214-7246,2,12건
손명일의참치박사,참치회,2.2,서울 은평구 은평로 90,영업시간 매일 16:00 ~ 01:00,02-386-3737,13,5건
허니돈 불광본점,분식,3.6,서울 은평구 불광로 20 팜스퀘어 지하 1층 A-20호,매일 11:00 ~ 21:00,,28,17건
까볼로,이탈리안,3.8,서울 은평구 연서로27길 16-14,매일 10:30 ~ 23:00,02-382-2015,28,16건
무안갯벌낙지,해물/생선,4.1,서울 은평구 진흥로 11,화요일,02-359-4017,8,13건
악어,호프/요리주점,4.7,서울 은평구 갈현로 7 2층,화요일,02-389-1710,20,26건
불광연탄생선구이,해물/생선,4.0,서울 은평구 진흥로 146,매일 00:00 ~ 24:00,02-356-7680,5,8건
테이블도트,양식,3.8,서울 은평구 가좌로 244,월~토 11:00 ~ 21:00,0507-1498-5055,23,18건
케이크를부탁해 연신내역점,카페,3.2,서울 은평구 연서로29길 8,매일 11:00 ~ 23:00,02-354-5612,10,6건
이조가마솥설렁탕,설렁탕,2.5,서울 은평구 연서로 58,매일 00:00 ~ 24:00,02-382-0272,7,4건
쭈꾸,해물/생선,3.9,서울 은평구 가좌로 256,매일 11:30 ~ 01:00,02-3152-7010,18,7건
미분당 연신내점,베트남음식,4.7,서울 은평구 연서로 211-2 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,070-8861-6666,59,22건
구룡포자연산막회,회,4.5,서울 은평구 통일로66길 13,,02-388-1278,10,10건
개성찹쌀순대해장국,순대,3.8,서울 은평구 응암로 207,매일 00:00 ~ 24:00,02-374-7050,13,18건
초램양고기,양꼬치,4.3,서울 은평구 통일로85길 8,영업시간 매일 17:00 ~ 03:30,02-385-9989,21,12건
스시향,초밥/롤,4.3,서울 은평구 은평로 55 1층,월~토 11:30 ~ 23:30,070-8231-1697,4,12건
이차돌 은평뉴타운점,육류/고기,2.4,서울 은평구 통일로 1034 은평스카이뷰자이 상가동 1층 110~112호,월~금 11:30 ~ 24:00,02-351-3750,68,10건
호림스시,초밥/롤,4.6,서울 은평구 연서로29길 10-1,,02-379-7000,2,11건
경주식당 연신내점,한식,4.5,서울 은평구 연서로27길 13-8,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:30,02-356-9615,41,4건
초유향,중화요리,3.0,서울 은평구 은평로13길 11-12,매일 10:40 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-383-5724,6,9건
기분케이크,제과/베이커리,4.9,서울 은평구 진흥로7길 16 1층,화~토 11:00 ~ 21:00,070-4454-1227,14,11건
일공공,북카페,4.2,서울 은평구 통일로 833-6 대덕타워 지하1층,매일 08:00 ~ 24:00,0507-1335-1231,5,6건
우시장정육식당 은평직영점,육류/고기,4.0,서울 은평구 서오릉로 110,영업시간 화~일 12:00 ~ 24:00,02-383-7789,10,10건
채선당 구산점,샤브샤브,3.2,서울 은평구 연서로 106,매일 11:00 ~ 22:00,02-389-0550,12,5건
성너머집,삼계탕,3.9,서울 은평구 불광로18길 13-1 1층,화요일,02-764-8571,5,20건
제주은희네해장국 구파발점,해장국,3.3,서울 은평구 통일로 1030,매일 09:00 ~ 23:00,02-356-9881,13,12건
스타벅스 은평이마트점,커피전문점,3.0,서울 은평구 은평로 111 1층,월~토 10:00 ~ 22:30,1522-3232,9,11건
보원집,사철탕/영양탕,4.4,서울 은평구 역말로 83-5,,02-356-5252,1,5건
베트남포탄마이쌀국수,베트남음식,4.3,서울 은평구 은평로 213,매일 11:00 ~ 22:00,02-388-6339,15,15건
일품간장게장,게/대게,1.5,서울 은평구 진흥로 125,매일 11:00 ~ 22:00,02-388-2299,9,6건
산도토리임자탕 응암점,한식,4.9,서울 은평구 서오릉로 9-13,,02-358-0202,11,8건
쌍둥이네황소돌곱창,곱창/막창,4.6,서울 은평구 응암로9길 16,영업시간 매일 16:00 ~ 24:00,02-306-1009,14,7건
시골순대국,순대,4.0,서울 은평구 통일로 929-5,,02-387-4484,10,8건
연신내 포항물회,회,4.2,서울 은평구 통일로83길 15-1 1층,영업시간 화~일 12:00 ~ 24:00,02-389-0988,0,28건
삼천리골토속정,한식,3.0,서울 은평구 연서로54길 30,,02-381-0406,3,5건
불티나손만두 본점,분식,3.9,서울 은평구 은평로 64,,02-304-4240,18,21건
콩심 응암점,국밥,1.0,서울 은평구 은평로 159 1층,매일 00:00 ~ 24:00,02-6397-3456,3,3건
써브웨이 구산역점,샌드위치,4.5,서울 은평구 서오릉로 150,매일 08:00 ~ 23:00,02-355-4650,2,13건
선조네우렁쌈밥,쌈밥,5.0,서울 은평구 진관2로 12 메이플카운티2차 1층 101/102호,,02-356-7959,10,9건
라화방,중식,2.3,서울 은평구 연서로29길 30 1층,매일 11:00 ~ 23:00,,51,13건
노브랜드버거 연신내점,패스트푸드,2.8,서울 은평구 통일로 827-1,매일 10:00 ~ 22:00,02-351-4548,27,11건
삼냉이골,육류/고기,4.3,서울 은평구 통일로65길 10-8,영업시간 매일 12:00 ~ 01:00,,21,6건
중국소흘,중화요리,4.5,서울 은평구 통일로80길 10,,070-7314-2333,14,8건
북한산닭명가,닭요리,5.0,서울 은평구 대서문길 31,매일 09:00 ~ 21:00,02-387-1178,34,2건
엔제리너스 불광역점,커피전문점,2.8,서울 은평구 통일로 741 신흥빌딩 1층,매일 00:00 ~ 24:00,02-389-9571,19,16건
태산커피컴퍼니,커피전문점,5.0,서울 은평구 갈현로 76,매일 10:00 ~ 22:00,070-7604-0726,13,3건
옛날토담집,한식,4.2,서울 은평구 응암로12길 8,영업시간 화~일 15:00 ~ 24:00,02-309-8530,7,5건
교동짬뽕,중화요리,3.3,서울 은평구 가좌로9길 15,월/화/수/금/토/일 10:30 ~ 20:30,02-302-3903,15,12건
동주루,중화요리,4.7,서울 은평구 연서로4길 10-1,월~토 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,,11,14건
서오능황소곱창,곱창/막창,3.8,서울 은평구 서오릉로 248 1층,영업시간 매일 15:00 ~ 23:00,02-351-3240,11,4건
큐리키즈카페,키즈카페,5.0,서울 은평구 진관2로 19 휴먼프라자 4층,매일 10:30 ~ 20:00,02-388-6561,14,2건
푸딩 연신내점,분식,4.5,서울 은평구 연서로25길 20-6,매일 11:30 ~ 20:30,02-6013-1045,66,10건
엄마손떡볶이,떡볶이,4.5,서울 은평구 연서로 129,,02-357-2835,21,10건
민속막국수족발,국수,3.6,서울 은평구 갈현로 316,매일 11:30 ~ 24:00,02-385-8860,11,5건
후지산,일식,3.0,서울 은평구 통일로 635 301호,매일 11:30 ~ 22:00,02-388-6659,14,6건
다슬기요리전문점,해장국,3.1,서울 은평구 연서로29길 8-11,매일 00:00 ~ 24:00,,33,10건
명륜진사갈비 역촌점,갈비,2.6,서울 은평구 연서로3길 40,매일 11:30 ~ 23:00,02-357-1157,18,12건
니하오마라탕 응암점,중화요리,3.7,서울 은평구 은평로 108 2층,둘째/넷째 화요일,02-355-9980,18,12건
진곰설렁탕,설렁탕,3.7,서울 은평구 증산로 345,,02-307-9195,3,7건
잔,일본식주점,5.0,서울 은평구 갈현로 72,영업시간 매일 19:00 ~ 04:00,,10,3건
24시전주명가콩나물국밥 진관점,국밥,2.8,서울 은평구 진관2로 12,매일 00:00 ~ 24:00,02-385-4400,10,13건
아웃백 은평점,패밀리레스토랑,0.0,서울 은평구 통일로65길 26,,02-3157-2129,0,0건
메밀촌,국수,3.7,서울 은평구 은평로9길 5,매일 11:00 ~ 22:00,02-352-9878,12,7건
역전할머니맥주 연신내점,호프/요리주점,1.6,서울 은평구 연서로29길 14-7,,02-356-8040,22,7건
통나무집,분식,3.6,서울 은평구 서오릉로 231,,02-384-8268,4,19건
오두리두부 불광본점,두부전문점,5.0,서울 은평구 불광로18길 10-2,화~일 10:30 ~ 21:00,02-353-8653,6,4건
메밀마을,한식,4.3,서울 은평구 연서로26길 23-1,매일 11:00 ~ 22:00,02-386-8903,20,15건
장어대풍회집,회,3.0,서울 은평구 수색로 262,매일 11:00 ~ 22:00,02-309-8717,40,2건
형제갈비,갈비,5.0,서울 은평구 통일로66길 4-12,,02-356-6117,6,4건
365돈우리 참숯무한리필,육류/고기,3.8,서울 은평구 서오릉로 58 1층,,02-351-3922,7,13건
크라상점,제과/베이커리,4.0,서울 은평구 진관3로 11 101동 1층 110호,,,0,3건
주요미식회,술집,0.0,서울 은평구 응암로13길 24,영업시간 화~일 18:00 ~ 05:00,010-8623-6034,36,0건
스시웨이 은평점,초밥/롤,3.4,서울 은평구 통일로 1010,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-352-5897,47,8건
밥's 틱,한식,4.2,서울 은평구 갈현로33길 13 101호,매일 11:00 ~ 22:00,02-356-6934,1,6건
데일리 연신내,카페,4.3,서울 은평구 연서로27길 16-9 1~4층,매일 11:00 ~ 23:00,02-6402-5752,2,3건
공화춘,중화요리,3.2,서울 은평구 연서로 304,매일 11:00 ~ 21:00,02-354-9955,9,10건
만리향샤브샤브,샤브샤브,4.8,서울 은평구 진관2로 29-21 드림스퀘어 2층,화요일,02-356-4277,25,18건
탐스커버리 DMC탐스커버리점,커피전문점,1.5,서울 은평구 수색로 195 1/2층,매일 00:00 ~ 24:00,02-6925-0108,6,4건
장충당 불광직영점,족발/보쌈,4.2,서울 은평구 통일로66길 8 1층,매일 11:00 ~ 01:00,02-386-7117,7,13건
대로집 연신내점,육류/고기,3.4,서울 은평구 갈현로36길 18-1,영업시간 매일 15:00 ~ 04:00,02-355-9289,173,5건
배떡 연신내점,떡볶이,2.3,서울 은평구 통일로73길 20,,02-389-1110,10,3건
우리할매떡볶이 녹번점,떡볶이,2.6,서울 은평구 응암동 51-21 녹번역e편한세상캐슬아파트 B동 124호,매일 11:00 ~ 21:00,02-6348-5989,12,10건
만이갈비 불광점,갈비,3.8,서울 은평구 통일로69길 12,매일 11:00 ~ 23:00,02-355-5986,21,5건
온앤오프,호프/요리주점,2.4,서울 은평구 증산로23길 10 1층 101/102호,영업시간 월~금 17:30 ~ 02:00,010-8298-9893,11,5건
홍어나라,한식,5.0,서울 은평구 응암로12길 28,영업시간 월~토 14:00 ~ 22:00,02-375-3010,25,1건
옛날아우내순대,순대,4.2,서울 은평구 응암로21길 22,,,10,6건
호우양꼬치 응암점,양꼬치,3.5,서울 은평구 응암로11길 7,영업시간 매일 15:00 ~ 04:00,070-8225-6650,16,2건
설빙 응암역점,디저트카페,1.9,서울 은평구 은평로 64 2층,매일 11:00 ~ 23:00,02-304-2029,13,8건
미스터아구 DMC점,아구,3.8,서울 은평구 수색로 190,,02-304-8680,15,9건
이창연의능이마을,오리,4.8,서울 은평구 진흥로 190-1,매일 10:00 ~ 22:00,02-355-2192,11,4건
한우천국 역촌역점,육류/고기,2.2,서울 은평구 진흥로 99,매일 11:30 ~ 23:00,02-389-1592,8,5건
웰빙한식부페,한식뷔페,3.1,서울 은평구 진흥로 82,,02-359-3455,1,12건
안아줘베이킹,제과/베이커리,4.5,서울 은평구 연서로20길 6-10,,010-8368-7537,26,6건
홍대칼국수와족발 연신내점,한식,3.8,서울 은평구 통일로 855-15 1층,영업시간 월~토 13:30 ~ 00:00,02-388-4119,48,4건
브리아몽베이커리,제과/베이커리,5.0,서울 은평구 갈현로 15,,02-386-3833,2,1건
배스킨라빈스 연신내역점,아이스크림,3.4,서울 은평구 통일로 855-7,매일 10:00 ~ 23:00,02-357-5393,16,10건
만선,일식집,4.6,서울 은평구 진흥로 201,,02-355-8891,3,7건
KFC 불광역점,패스트푸드,2.7,서울 은평구 통일로 750,매일 10:00 ~ 23:00,02-351-3297,3,9건
산아래카페,카페,1.0,서울 은평구 연서로34길 11,,,0,1건
봉화가마솥설렁탕,설렁탕,4.6,서울 은평구 연서로29길 22-17 1층,,02-354-9632,7,5건
꼬꼬닭한마리,닭요리,4.0,서울 은평구 연서로26길 9-3,,02-387-1120,77,3건
제주아방,육류/고기,2.5,서울 은평구 연서로 166 1층,영업시간 매일 16:00 ~ 24:00,,16,8건
불맛감자탕,감자탕,3.3,서울 은평구 응암로 172-1,매일 10:00 ~ 02:00,02-307-5005,10,6건
속초생선찜 연신내점,해물/생선,1.0,서울 은평구 연서로29길 30-18,,02-352-3330,3,3건
성북동왕의돈까스,돈까스/우동,2.4,서울 은평구 진흥로 122,매일 10:00 ~ 22:00,02-355-0640,18,7건
탕화쿵푸마라탕,중식,3.8,서울 은평구 연서로29길 17,매일 11:00 ~ 23:00,,3,10건
스시남,초밥/롤,3.3,서울 은평구 통일로83길 5-12 1층,,02-6402-0988,10,8건
대파집 연신내점,한식,3.4,서울 은평구 연서로27길 15,,02-351-3092,51,5건
더함깍뚝도새기,육류/고기,4.8,서울 은평구 진관2로 19 휴먼프라자 2층,첫째/둘째 화요일,02-389-2356,33,8건
종로계림닭도리탕원조 연신내점,닭요리,3.3,서울 은평구 연서로29길 14-6 2층,영업시간 월~금 15:00 ~ 03:00,02-356-9488,34,6건
봉평옹심이메밀칼국수 역촌점,국수,4.4,서울 은평구 은평로3길 9,매일 10:00 ~ 21:00,02-383-2430,22,7건
맥도날드 은평이마트점,패스트푸드,2.9,서울 은평구 은평로 111 8층,매일 10:00 ~ 23:00,070-7017-0604,3,11건
아주불곱창 응암점,곱창/막창,3.1,서울 은평구 은평로 101,영업시간 월~토 16:00 ~ 02:00,02-384-5440,21,7건
황칠나라 강강수올래,갈비,2.5,서울 은평구 서오릉로 145 2층,매일 11:00 ~ 22:30,02-384-8592,10,6건
던킨도너츠 연신내역점,도넛,4.3,서울 은평구 연서로 222 1층,매일 07:00 ~ 23:00,02-356-1124,7,3건
홍쌤떡볶이 본점,떡볶이,3.7,서울 은평구 진흥로1길 20 1층,,,1,6건
KFC 응암점,패스트푸드,3.3,서울 은평구 은평로 127,매일 10:00 ~ 24:00,02-351-3773,10,9건
더원양꼬치 연신내본점,양꼬치,5.0,서울 은평구 연서로 205 1층,,02-356-9282,9,2건
노트커피,카페,5.0,서울 은평구 서오릉로17길 18-3,월/화/수/토/일 10:00 ~ 22:00,010-8495-1258,42,4건
정동진수산,회,5.0,서울 은평구 연서로 98-1,,02-383-5411,3,1건
설빙 연신내점,디저트카페,3.7,서울 은평구 연서로29길 3 2층,매일 10:00 ~ 23:00,02-2088-0710,9,3건
등촌샤브칼국수 역촌점,샤브샤브,2.5,서울 은평구 진흥로 43,매일 11:00 ~ 23:00,02-712-2522,13,8건
파리바게뜨 연신내점,제과/베이커리,3.2,서울 은평구 통일로 855-8 진원와이타운상가 1층 104~107호,,02-356-9979,4,9건
신라갈비,갈비,3.3,서울 은평구 북한산로 281-12,,02-352-9600,11,15건
도미노피자 은평점,피자,1.0,서울 은평구 연서로 35,매일 11:00 ~ 22:00,02-359-3082,7,3건
대박곱창,곱창/막창,4.8,서울 은평구 응암로22길 35,영업시간 매일 16:00 ~ 01:00,02-359-6327,4,8건
생선전문점명가,해물/생선,4.6,서울 은평구 진흥로 48,매일 11:00 ~ 22:30,02-356-3677,6,7건
동대문진할매닭한마리,닭요리,2.1,서울 은평구 서오릉로 233,,02-388-9666,10,7건
롯데리아 응암오거리점,패스트푸드,3.9,서울 은평구 응암로 177 1층,매일 10:00 ~ 23:30,02-308-9341,3,7건
한우리,육류/고기,5.0,서울 은평구 불광로 40-7,,02-383-9292,8,1건
쉐멩돌,양식,4.8,서울 은평구 진관4로 48-17 은평뉴타운상림마을 709동 102호 상가,화~일 10:00 ~ 22:00,02-356-7898,16,5건
녹음커피바,커피전문점,4.8,서울 은평구 녹번로6길 5-24 다원빌딩 1층,월~금 11:00 ~ 20:00,,12,5건
