식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
전주콩나물국밥,국밥,4.1,서울 노원구 노해로75길 14-26,매일 00:00 ~ 24:00,02-951-4104,9,9건
플로레스테이블,디저트카페,4.2,서울 노원구 상계로5길 12 3층,매일 10:00 ~ 22:00,02-931-9312,97,9건
빛나는바다 수락산점,회,2.4,서울 노원구 동일로230가길 84,매일 11:30 ~ 02:00,02-938-5501,14,11건
비엔나커피하우스 노원역점,커피전문점,4.1,서울 노원구 동일로 1417 1층,매일 07:00 ~ 23:00,02-932-1683,34,10건
씬머이,베트남음식,4.0,서울 노원구 동일로173길 15,화~일 11:00 ~ 20:30,,63,10건
온달왕돈까스 상계점,돈까스/우동,3.4,서울 노원구 한글비석로20길 10,월/화/목/금/토/일 12:00 ~ 22:00,02-938-7039,17,8건
화단과자점,제과/베이커리,4.5,서울 노원구 동일로178길 59-25 1층 103호,화~일 11:00 ~ 21:00,,44,13건
투썸플레이스 노원공릉점,커피전문점,1.5,서울 노원구 동일로192길 52,월/화/수/목/일 09:00 ~ 24:00,02-971-5656,7,15건
데일리식탁,일식,3.8,서울 노원구 상계로 97-5,월~토 11:30 ~ 20:30,02-932-2202,55,14건
기린,일본식라면,3.9,서울 노원구 공릉로 209,매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:00,,0,13건
또와순두부수제비,실내포장마차,3.0,서울 노원구 노해로85길 10-8,영업시간 매일 17:30 ~ 04:30,02-951-8240,32,6건
커피콩,커피전문점,3.6,서울 노원구 동일로193길 18,월~금 10:00 ~ 21:00,02-977-6164,15,11건
인차이나,중화요리,3.3,서울 노원구 공릉로 167,매일 11:00 ~ 09:00,02-971-4009,13,19건
장위동유성집 노원점,육류/고기,3.0,서울 노원구 한글비석로1길 68,,02-974-5051,8,4건
원조공릉곱창,곱창/막창,3.3,서울 노원구 동일로 1062,영업시간 매일 14:00 ~ 24:00,02-972-7151,23,3건
백두한우곱창전문 노원점,곱창/막창,2.6,서울 노원구 상계로 92,영업시간 매일 16:00 ~ 02:00,02-3392-0337,31,9건
솔직하다,음식점,4.3,서울 노원구 공릉로42길 6-1,,,7,9건
주가네서서갈비 본점,갈비,5.0,서울 노원구 노해로85길 22,매일 10:00 ~ 04:00,02-932-3579,18,2건
어장촌생선구이,해물/생선,4.0,서울 노원구 노해로75길 14-17,매일 00:00 ~ 24:00,02-938-3456,8,8건
태양부양꼬치 수락산점,양꼬치,3.9,서울 노원구 동일로239가길 22 2층,영업시간 매일 14:00 ~ 02:00,02-939-5588,81,7건
잔월,일본식주점,4.5,서울 노원구 동일로192길 38 지하1층,영업시간 매일 18:00 ~ 04:00,,20,6건
금강산 상계점,육류/고기,0.0,서울 노원구 동일로 1630 1층,월~토 00:00 ~ 24:00,02-936-8204,44,0건
할머니옛날보리쌈밥,쌈밥,4.7,서울 노원구 공릉로 133,,02-974-2380,9,11건
화덕피자주는부대찌개 노원점,찌개/전골,3.1,서울 노원구 상계로 59 2층,매일 11:00 ~ 22:40,02-939-5315,26,7건
BHC치킨 태릉입구점,치킨,1.9,서울 노원구 공릉로 109 1층,영업시간 화~토 14:00 ~ 23:00,02-949-9222,9,13건
공덕관,중화요리,2.3,서울 노원구 동일로192길 38,매일 11:00 ~ 21:00,02-974-9090,22,12건
이오냉면,냉면,2.1,서울 노원구 상계로1길 38-11,매일 11:30 ~ 22:00,02-938-3385,43,7건
마이브라더스커피,커피전문점,2.5,서울 노원구 공릉로46길 28,월~토 09:00 ~ 22:00,070-4227-7576,20,2건
프랭크버거,햄버거,3.9,서울 노원구 노원로1길 67 대덕프라자 1층 118호,매일 10:00 ~ 22:00,02-949-5080,7,7건
키노야 공릉점,일본식주점,4.4,서울 노원구 공릉로 152 1층,영업시간 월~토 17:00 ~ 02:00,010-7642-1010,7,7건
역전할머니맥주 서울노원역점,호프/요리주점,1.8,서울 노원구 노해로81길 16 1층,영업시간 매일 15:00 ~ 03:00,02-936-9992,18,14건
신고집찜칼국수 상계점,한식,5.0,서울 노원구 한글비석로 424,,02-938-8617,2,4건
짚신매운갈비찜 노원점,갈비,2.1,서울 노원구 노해로85길 18,월~토 12:00 ~ 04:00,02-3392-3233,29,7건
신화주꾸미,해물/생선,3.7,서울 노원구 동일로 1355 상계주공2단지 상가 1층,월~금 12:00 ~ 24:00,02-939-8886,25,3건
이너모스트,카페,4.8,서울 노원구 동일로183길 12-14 1층,매일 12:00 ~ 22:00,,67,4건
싱싱오징어바다 과기대점,해물/생선,2.6,서울 노원구 동일로192길 30,,02-976-8081,2,5건
안시성,중화요리,1.9,서울 노원구 화랑로 475,매일 11:00 ~ 21:00,02-949-3311,14,15건
시오코 노원점,호프/요리주점,3.1,서울 노원구 상계로5길 26 지하1층,영업시간 매일 17:00 ~ 05:00,02-936-5001,19,7건
애슐리퀸즈 2001중계점,패밀리레스토랑,1.8,서울 노원구 동일로204가길 46 8층,매일 11:00 ~ 21:00,02-971-1013,50,17건
디저트식탁,디저트카페,4.4,서울 노원구 상계로1길 14-29 2층,화~일 13:00 ~ 23:00,02-930-3313,62,7건
천우가,육류/고기,4.3,서울 노원구 덕릉로 688 6층,매일 11:00 ~ 22:00,02-952-9800,18,4건
스타벅스 은행사거리점,커피전문점,3.2,서울 노원구 중계로 217 중흥빌딩 103/203호,월~금 07:00 ~ 22:00,1522-3232,3,6건
미스터아구,아구,2.6,서울 노원구 덕릉로 744,,02-939-4020,17,10건
하노이별 공릉점,동남아음식,2.9,서울 노원구 동일로174길 44,매일 11:00 ~ 21:00,02-975-7470,26,11건
투썸플레이스 상계사거리점,커피전문점,2.3,서울 노원구 동일로 1374 2층,매일 08:00 ~ 23:00,02-937-0014,5,10건
대머리곱창 노원점,곱창/막창,2.7,서울 노원구 상계로1길 62-4,둘째/넷째 화요일,02-928-5127,29,16건
파라솔분식,떡볶이,3.6,서울 노원구 상계로1길 14-17 1층,매일 11:00 ~ 21:00,02-951-6128,22,5건
등촌샤브칼국수 공릉점,샤브샤브,4.7,서울 노원구 공릉로 179 1층,매일 11:00 ~ 22:00,02-949-1170,37,18건
권할머니능이흑염소,사철탕/영양탕,4.7,서울 노원구 공릉로41길 8,,02-972-4319,51,3건
야채곱창춘천집닭갈비,닭요리,3.2,서울 노원구 동일로245길 1,매일 11:30 ~ 01:00,02-933-5530,19,15건
마롱카롱,제과/베이커리,3.5,서울 노원구 공릉로 207 세림빌딩 2층,화~토 11:00 ~ 20:00,010-6360-2466,46,13건
버거투버거,햄버거,4.7,서울 노원구 공릉로62가길 50,월~금 11:00 ~ 19:00 · 브레이크타임 월~금 15:00 ~ 16:00,02-948-6777,14,37건
커피빈 노원역점,커피전문점,5.0,서울 노원구 노해로 490 길빌딩 2층,매일 07:00 ~ 23:00,02-952-9577,10,3건
거북이삼겹살,삼겹살,5.0,서울 노원구 덕릉로 721 정진아트리움 107/108호,,02-938-5353,57,3건
등촌샤브칼국수 노원점,샤브샤브,4.7,서울 노원구 동일로218길 17 2층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-932-8601,55,6건
일심해장국 월계점,해장국,2.7,서울 노원구 석계로15길 25 한일아파트상가 108호,매일 00:00 ~ 24:00,02-909-1640,185,6건
공릉동 원조멸치국수 본점,국수,3.2,서울 노원구 동일로195길 16,,02-6080-6035,6,6건
아리엔스시,초밥/롤,4.3,서울 노원구 중계로 225 청구종합상가동 1층 143호,월~금 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-936-7900,19,11건
북경,중화요리,3.8,서울 노원구 동일로217가길 13 광일빌딩 2층 202호,월~금 11:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-931-0083,10,5건
공릉동멸치국수,국수,3.4,서울 노원구 동일로173가길 43,매일 00:00 ~ 24:00,070-8160-6158,16,8건
산채향,한정식,2.6,서울 노원구 노해로77길 22 2층,매일 11:00 ~ 21:30,,2,5건
스시쟁이,초밥/롤,2.8,서울 노원구 석계로 18,매일 11:30 ~ 24:00 · 브레이크타임 월~금 15:00 ~ 16:00,02-913-1135,10,14건
커피나무 노원역점,카페,3.6,서울 노원구 상계로1길 14-11,월~금 07:00 ~ 23:00,02-931-7193,6,7건
대원집,육류/고기,3.0,서울 노원구 노해로85길 10-17,매일 11:00 ~ 23:00,02-937-9148,17,5건
구석집 노원1호점,해물/생선,3.8,서울 노원구 상계로1길 62-10 1층,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 15:30 ~ 17:30,02-938-0323,20,5건
아티스트웨이,카페,4.4,서울 노원구 동일로192다길 55,화~일 11:00 ~ 22:00,,28,9건
향림,중화요리,2.3,서울 노원구 한글비석로 127 마린스포츠센타 2층,,02-976-8800,7,12건
백소정 공릉직영본점,돈까스/우동,3.4,서울 노원구 동일로 1024 1층,매일 11:00 ~ 20:00 · 브레이크타임 매일 15:00 ~ 17:00,02-979-8505,38,19건
맥도날드 중계점,패스트푸드,2.5,서울 노원구 중계로 218,매일 00:00 ~ 24:00,070-7017-0188,2,6건
다이브인브레드,제과/베이커리,4.8,서울 노원구 한글비석로29길 31,화/수요일,,27,13건
쉐이크쉑 노원점,패스트푸드,3.8,서울 노원구 동일로 1414 1층,월/화/수/목/일 10:30 ~ 22:00,02-930-0302,66,10건
진정성담은양평가,해장국,3.0,서울 노원구 석계로1길 14 2층,매일 00:00 ~ 24:00,02-943-3374,31,2건
베트남노상식당 광운대점,동남아음식,3.8,서울 노원구 월계동 925,매일 11:00 ~ 23:00,070-8151-5900,15,13건
굴다리 전주콩나물국밥,국밥,4.0,서울 노원구 동일로198길 32,화~토 00:00 ~ 24:00,02-978-7202,8,9건
추운돼지삼겹살 공릉점,삼겹살,3.7,서울 노원구 동일로186길 77-21,영업시간 매일 16:00 ~ 01:00,02-948-9111,11,6건
참치박사 2호점,참치회,4.6,서울 노원구 노해로81길 12-33,영업시간 매일 14:00 ~ 02:00,02-933-9611,7,10건
사이코우스시,초밥/롤,1.1,서울 노원구 덕릉로73길 18,매일 11:00 ~ 22:00,02-936-4298,15,8건
7일간의양심,스테이크/립,4.0,서울 노원구 동일로192길 5,영업시간 매일 17:00 ~ 01:00,02-949-8786,20,12건
타코비엔나,일본식주점,4.9,서울 노원구 상계로1길 38-11,,02-931-1253,24,7건
수락산풍천장어,장어,3.5,서울 노원구 동일로242길 48 다온빌딩 1층,,02-938-8488,123,6건
고씨네 서울여대점,일식,2.7,서울 노원구 화랑로51나길 8 203호,매일 11:30 ~ 20:30,02-978-9788,22,7건
마루국시,한정식,3.1,서울 노원구 월계로55길 64 1층,매일 11:00 ~ 21:30,02-978-8787,5,8건
하토상의술방,일본식주점,2.3,서울 노원구 상계로3길 10 한일빌딩 2층,영업시간 매일 16:30 ~ 02:30,,48,3건
마들카페,카페,4.7,서울 노원구 한글비석로 530 유치원상가 1층,월~토 08:00 ~ 22:00,02-951-7330,9,7건
KFC 중계은행사거리점,패스트푸드,2.3,서울 노원구 한글비석로 227,매일 10:00 ~ 24:00,02-6436-0390,2,8건
스타벅스 광운대점,커피전문점,3.6,서울 노원구 석계로 104,월~토 08:00 ~ 21:00,1522-3232,3,9건
명동칼국수,국수,2.5,서울 노원구 상계로 93 경일빌딩 1층,매일 10:00 ~ 21:30,02-952-9867,23,6건
삼시세끼 고기밥상 수락점,한식,5.0,서울 노원구 동일로242길 17 2층,매일 11:30 ~ 22:30,02-936-9292,14,2건
스와레,일식,4.3,서울 노원구 화랑로51길 20 1층,,02-928-4011,14,6건
절구시래기 직영1호점,한식,3.5,서울 노원구 동일로242길 123,,02-938-9968,3,15건
카페브람스,카페,2.1,서울 노원구 중계로8길 48,매일 10:00 ~ 23:00,02-935-0000,11,8건
문지원의 열정스시,초밥/롤,3.8,서울 노원구 한글비석로 459 한보빌딩 1층,화~일 12:00 ~ 24:00,02-932-8376,24,19건
스시락 2호공릉점,초밥/롤,4.6,서울 노원구 공릉로 146 1층,매일 11:30 ~ 22:30,02-6080-0228,6,11건
신닭발닭날개,닭요리,4.9,서울 노원구 상계로3길 38-4 101호,영업시간 화~토 17:00 ~ 23:30,02-6463-9111,34,9건
호재돈까스,돈까스/우동,4.6,서울 노원구 석계로3길 15-1,화~일 11:00 ~ 21:00,070-4647-1510,35,16건
싹쓰리솥뚜껑김치삼겹살,삼겹살,3.0,서울 노원구 동일로 1020,매일 12:00 ~ 23:30,,24,10건
카페거실,커피전문점,3.4,서울 노원구 화랑로47길 9,월~토 11:00 ~ 23:00,02-979-1333,18,7건
투썸플레이스 수락산역점,커피전문점,3.0,서울 노원구 동일로243길 13 1층,매일 08:00 ~ 23:00,02-936-2241,7,1건
배배커피,카페,4.8,서울 노원구 동일로242가길 31 2층,월/화/목/금/토/일 12:00 ~ 23:00,010-8484-9184,9,5건
설빙 노원역점,디저트카페,2.8,서울 노원구 상계로 65 현성빌딩 2층,매일 11:30 ~ 23:30,02-952-8970,35,14건
오피커피,카페,3.3,서울 노원구 노원로26나길 12,화~일 11:00 ~ 21:00,,36,11건
우리할매떡볶이 공릉시장점,떡볶이,4.2,서울 노원구 동일로180길 59 1층 02호,화요일,02-979-1511,24,6건
라화방마라탕,중식,3.8,서울 노원구 공릉로 208,매일 11:00 ~ 22:00,02-977-9392,22,5건
서가앤쿡 서울노원점,양식,2.6,서울 노원구 상계로 64 지하1층,매일 11:30 ~ 22:00,02-3392-4208,67,14건
태능고향풍천장어,장어,3.3,서울 노원구 공릉로 101,,02-975-0602,5,4건
청계천8가삼성곱창,곱창/막창,3.9,서울 노원구 공릉로38길 9,영업시간 월~토 15:00 ~ 24:00,02-948-7281,13,9건
앤하우스 노원점,다방,3.7,서울 노원구 상계로 70 3층,매일 10:00 ~ 01:00,02-3392-3400,11,3건
만두장성,분식,3.9,서울 노원구 동일로180길 32 도깨비시장 나-20호,매일 11:30 ~ 21:00,02-972-1005,36,10건
경화루해물짬뽕,중화요리,4.0,서울 노원구 상계로23다길 13-8 노원아이파크상가 1층 108호,매일 11:00 ~ 20:30,02-936-0057,53,4건
라공방 노원점,중화요리,3.6,서울 노원구 상계로 69 101~103호,매일 11:00 ~ 23:00,,49,25건
요남자 중계점,양식,4.4,서울 노원구 중계로16길 30 1층,매일 11:00 ~ 22:00,02-931-5787,11,5건
우정낙지,해물/생선,3.4,서울 노원구 동일로217가길 23,월~토 11:00 ~ 22:00,02-3392-3344,12,7건
아고라커피,카페,3.5,서울 노원구 동일로193길 14 1층,월~토 10:00 ~ 19:00,070-4247-3790,68,21건
춘천골닭갈비,닭요리,4.1,서울 노원구 상계로 90,,02-932-8939,16,7건
카페7179 노원점,카페,4.4,서울 노원구 동일로242바길 23-1 1층,화요일,0507-1341-3125,28,5건
유정집 공릉점,육류/고기,2.0,서울 노원구 동일로173가길 65,,02-974-9393,3,1건
육장군,육류/고기,4.4,서울 노원구 화랑로 337-15,영업시간 매일 17:00 ~ 03:00,02-6338-1870,34,5건
더맛나곱창,곱창/막창,4.6,서울 노원구 동일로198길 36 1층,영업시간 화~일 16:00 ~ 00:30,02-948-5453,9,9건
여자만아구찜,아구,4.0,서울 노원구 동일로239길 10,매일 11:30 ~ 21:30,02-931-9564,10,2건
소문난기사식당,기사식당,3.6,서울 노원구 동일로192길 30,매일 00:00 ~ 24:00,02-978-8602,18,7건
석천숯불갈비,갈비,3.4,서울 노원구 동일로 1001,매일 11:00 ~ 23:00,02-976-0258,12,7건
우리행성,카페,5.0,서울 노원구 노원로32길 42-22 1/ 2층,매일 09:00 ~ 21:00,02-933-1214,12,2건
일식어원,일식집,4.0,서울 노원구 한글비석로 254,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 16:30,02-938-9775,16,5건
일번지포장마차,실내포장마차,3.7,서울 노원구 화랑로 337-4,,,42,7건
짬뽕필락 하계점,중화요리,3.2,서울 노원구 공릉로70길 6 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-975-2842,13,21건
할리스 노원문화의거리점,커피전문점,3.7,서울 노원구 노해로81길 22-26,매일 08:00 ~ 23:00,02-935-8231,16,7건
소라분식 태릉본점,분식,1.8,서울 노원구 화랑로51길 81 1층,,02-972-8354,8,6건
봉대박파스타&찜닭 노원역점,이탈리안,3.0,서울 노원구 노해로81길 12-20 2층,매일 11:00 ~ 21:30,02-936-0729,39,7건
풍운일식,일식집,3.9,서울 노원구 노해로77길 14-3 문화빌딩 2층,,02-932-2020,9,8건
맛찬들왕소금구이 노원점,육류/고기,4.8,서울 노원구 상계로 102,매일 11:30 ~ 01:00,02-938-7008,85,15건
금화반점,중화요리,3.7,서울 노원구 동일로 1352 3층,,02-938-3335,4,10건
로지스시 공릉점,일식,4.0,서울 노원구 동일로192길 87,월~토 12:00 ~ 20:00 · 브레이크타임 월~토 13:30 ~ 17:00,02-972-4003,15,19건
맘스터치 노원로데오점,패스트푸드,3.6,서울 노원구 상계로3길 16 2층,매일 10:30 ~ 23:00,02-951-5155,14,10건
투썸플레이스 노원구청점,커피전문점,3.8,서울 노원구 노해로 449 1층,월~금 07:00 ~ 22:00,02-6959-1880,8,4건
지금보고싶다 공릉점,호프/요리주점,5.0,서울 노원구 동일로192길 63 2층,,,26,1건
KFC 노원역점,패스트푸드,2.3,서울 노원구 동일로 1401 1층,매일 10:00 ~ 24:00,02-937-4282,2,3건
라트커피,커피전문점,5.0,서울 노원구 한글비석로 245 두타빌상가 B동 1층 124호,월~금 08:30 ~ 19:00,02-933-3505,29,6건
슬슬커피,커피전문점,4.8,서울 노원구 석계로11길 35 1층,매일 11:00 ~ 20:00,02-6404-5714,12,4건
마실자리 공릉철길점,호프/요리주점,3.1,서울 노원구 공릉로39길 28 1층,영업시간 월~금 16:00 ~ 01:00,02-6014-8257,11,7건
꽃중년푸줏간,육류/고기,2.6,서울 노원구 동일로 1057,매일 11:30 ~ 23:30,02-971-8887,16,5건
수락산공주집,한식,0.0,서울 노원구 동일로250길 83,,02-938-9636,5,0건
명륜진사갈비 중계점,갈비,4.5,서울 노원구 동일로 1353 2층,매일 12:00 ~ 23:00,02-938-3100,12,6건
투썸플레이스 상계점,커피전문점,3.6,서울 노원구 한글비석로 412,매일 08:00 ~ 23:30,070-7558-8984,4,5건
참치세상,참치회,4.4,서울 노원구 공릉로 204,영업시간 월~금 17:30 ~ 02:00,02-974-3785,31,5건
쇼부라멘 노원역점,일본식라면,4.6,서울 노원구 상계로 63-7 청우빌딩 107호,화요일,02-951-0033,6,5건
서초우동 광운대역점,돈까스/우동,4.8,서울 노원구 석계로18길 23,월~토 11:00 ~ 20:30,02-941-0096,9,6건
영덕물회전문,회,5.0,서울 노원구 공릉로58길 63,월~토 11:30 ~ 22:00,02-948-3959,2,6건
터줏대감,오리,2.8,서울 노원구 동일로246길 21,매일 10:00 ~ 22:00,02-3391-4546,10,5건
엘리제과자점,제과/베이커리,3.7,서울 노원구 동일로 1550,매일 06:30 ~ 24:00,02-936-2733,10,11건
팔선당,중화요리,4.4,서울 노원구 동일로242길 60 1층,매일 11:00 ~ 22:00,02-951-6376,24,9건
카페 오제트,카페,4.1,서울 노원구 공릉로51길 14-2 2층,화요일,070-7807-1614,51,12건
타요키즈카페 서울중계점,키즈카페,2.0,서울 노원구 덕릉로 669 5층,매일 11:00 ~ 20:00,02-938-0120,9,1건
김덕후의곱창조 노원점,곱창/막창,1.4,서울 노원구 노해로 495 삼성빌딩 1층,영업시간 매일 17:00 ~ 02:00,02-932-0262,25,14건
뚝배기바지락칼국수,국수,4.8,서울 노원구 중계로 158,매일 11:00 ~ 21:00 · 브레이크타임 월~금 15:30 ~ 16:30,02-951-5070,6,8건
제주마을,육류/고기,4.0,서울 노원구 상계로 100 1층,매일 09:00 ~ 02:00,02-935-5755,12,2건
진미치킨숯불바베큐,호프/요리주점,2.3,서울 노원구 동일로218길 25,,02-939-3311,11,3건
온고을,한식,3.2,서울 노원구 동일로 1065,,02-975-8200,8,5건
미스터회전초밥,음식점,0.0,서울 노원구 한글비석로 264,,02-951-1785,0,0건
이어도 본점,해물/생선,3.8,서울 노원구 동일로242가길 22,매일 10:00 ~ 21:00,02-938-3392,2,5건
사잇길,술집,4.8,서울 노원구 공릉로34길 109,영업시간 화~토 18:00 ~ 01:00,,21,4건
오봉족발 본점,족발/보쌈,5.0,서울 노원구 공릉로32길 4 1층,,02-979-5090,2,1건
모두치킨,치킨,5.0,서울 노원구 동일로191길 7 1층,영업시간 매일 15:00 ~ 03:00,02-972-3800,113,1건
청계천8가삼성곱창,곱창/막창,5.0,서울 노원구 중계로14길 29,,02-934-8100,5,11건
송화강식당,양꼬치,3.9,서울 노원구 한글비석로20길 14,,,16,8건
코타브레드,제과/베이커리,3.8,서울 노원구 공릉로 165 1층,화/수/목/일 10:00 ~ 21:00,02-6956-5607,35,11건
맥도날드 한신점,패스트푸드,2.4,서울 노원구 한글비석로 57,매일 00:00 ~ 24:00,070-7209-0148,7,8건
태능우렁쌈밥 하계점,쌈밥,2.4,서울 노원구 한글비석로1길 37 2층,,02-971-5074,10,5건
며느리도몰라,떡볶이,2.6,서울 노원구 노해로 517-9,매일 11:30 ~ 22:30,02-931-8660,33,11건
미스터피자 상계점,피자,4.5,서울 노원구 상계로 71 2.3층,매일 11:00 ~ 22:00,02-935-3325,33,11건
다마식당 노원점,육류/고기,3.0,서울 노원구 상계로5길 31 보광빌딩 1층,매일 12:00 ~ 01:00,02-935-8883,68,7건
기와집,한식,4.1,서울 노원구 석계로 35,,02-917-2111,6,7건
시작이밤이다,호프/요리주점,4.3,서울 노원구 동일로190길 33 현대빌라 101호,영업시간 매일 18:00 ~ 02:00,010-7148-3119,21,6건
쇠뿔정육식당 공릉점,육류/고기,4.2,서울 노원구 공릉로20가길 1,,02-948-8992,13,5건
루맨틱,호프/요리주점,4.4,서울 노원구 공릉로 104,화요일,070-8835-2940,41,5건
스타쿠빙,카페,4.7,서울 노원구 동일로 1019,,02-949-1885,6,7건
피자헛 노원점,피자,4.0,서울 노원구 동일로216길 70 아라빌딩 1층,매일 11:00 ~ 23:00,02-935-5143,3,1건
시골막걸리,호프/요리주점,5.0,서울 노원구 동일로 1530,영업시간 매일 15:30 ~ 02:00,02-931-9080,17,1건
원조강영숙봉평메밀촌 본점,국수,4.6,서울 노원구 공릉로 191-6,매일 10:30 ~ 21:30,02-971-6953,16,14건
오메가생선구이 본점,해물/생선,4.3,서울 노원구 화랑로 343,매일 10:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30,02-975-5592,17,7건
1986베이커,제과/베이커리,4.6,서울 노원구 노원로34길 66 1층,월/화요일,,2,16건
엘밭,제과/베이커리,4.2,서울 노원구 섬밭로 16 201호,화/수요일,,36,6건
귀족생골뱅이 노원직영점,해물/생선,0.0,서울 노원구 노해로85길 15-14 1층,영업시간 매일 16:00 ~ 04:00,02-6012-4940,21,0건
두끼떡볶이 노원점,떡볶이,1.4,서울 노원구 상계로3길 15 현우빌딩 2층 1호,매일 11:00 ~ 22:00,02-930-3844,22,12건
스시박사,초밥/롤,3.5,서울 노원구 상계로 64 1층,,02-933-3385,15,8건
청도양꼬치,양꼬치,3.3,서울 노원구 노해로83길 18-6 2층,,02-931-2228,15,7건
춘천닭갈비 서울과기대점,닭요리,4.3,서울 노원구 동일로192길 56,매일 12:00 ~ 24:00,02-975-2345,13,9건
신선설농탕 노원역점,설렁탕,3.9,서울 노원구 노해로 511 1층,매일 00:00 ~ 24:00,02-934-3388,11,7건
북경짜장짬뽕전문점 수락산점,중화요리,2.6,서울 노원구 동일로243길 23,매일 11:00 ~ 21:30,02-932-3344,14,14건
팔복떡명가,떡/한과,3.1,서울 노원구 동일로 1390,매일 09:00 ~ 20:00,02-952-0056,7,8건
이박사왕돈까스,돈까스/우동,3.4,서울 노원구 동일로173가길 127,매일 10:00 ~ 23:00,02-3296-6463,15,11건
도미노피자 상계점,피자,2.8,서울 노원구 노원로 558,매일 11:00 ~ 22:00,02-931-3306,10,4건
최가네 손두부집,두부전문점,3.0,서울 노원구 동일로242길 21,매일 09:30 ~ 21:00,02-931-8635,17,12건
오늘와인한잔 노원점,와인바,2.8,서울 노원구 노해로85길 10-2 1층,영업시간 매일 16:00 ~ 05:00,,33,5건
광성반점,중화요리,3.4,서울 노원구 동일로173가길 5,영업시간 월~토 17:30 ~ 04:30,02-976-0396,17,8건
우이동멸치국수 본점,국수,5.0,서울 노원구 노원로 462,매일 11:00 ~ 05:00,02-939-9595,15,10건
최고집칼국수 중계점,국수,3.1,서울 노원구 한글비석로 325,화~일 11:30 ~ 23:40 · 브레이크타임 화~일 15:00 ~ 15:30,02-936-9553,1,8건
쿠마키친,돈까스/우동,4.3,서울 노원구 동일로242길 61 1층,매일 11:00 ~ 22:00,,21,6건
유니온커피로스터,커피전문점,3.5,서울 노원구 동일로198길 72 1층,매일 08:00 ~ 23:00,0507-1324-8853,12,14건
돌깨마을맷돌순두부 노원점,두부전문점,1.7,서울 노원구 노해로81길 12-4,매일 00:00 ~ 24:00,02-938-8643,19,9건
화이트아떼,디저트카페,0.0,서울 노원구 노원로28길 62 1층,화~일 12:00 ~ 19:00,02-934-8865,12,0건
오늘손칼국수앤찜 공릉점,해물/생선,3.8,서울 노원구 동일로192길 5 2층,매일 10:00 ~ 22:00,02-973-9252,15,10건
명륜진사갈비 서울공릉점,갈비,2.6,서울 노원구 동일로 1106 2층,매일 12:00 ~ 23:00,02-978-9886,16,16건
카페밀크콩 하계점,카페,3.8,서울 노원구 공릉로59나길 48-8 1/2층,월~금 08:00 ~ 22:30,070-8821-9345,8,15건
아웃닭 노원역점,치킨,2.8,서울 노원구 상계로3길 28 영빈빌딩 2층 201호,영업시간 매일 16:00 ~ 01:30,,24,6건
오늘술집주다방 서울노원점,호프/요리주점,0.0,서울 노원구 노해로81길 12-15 용석빌딩 5층,,,3,0건
기가차다회집,회,4.0,서울 노원구 동일로190길 65 우화빌딩 1층,,02-978-8282,8,4건
우아즈,테마카페,4.3,서울 노원구 공릉로27길 72-3,화~일 13:00 ~ 22:00,,47,12건
일미리금계찜닭 서울노원점,닭요리,4.2,서울 노원구 노해로83길 10-4 건민빌딩 2층,매일 11:30 ~ 23:00,02-952-5588,48,6건
허니돈,분식,4.6,서울 노원구 한글비석로 57 세이브존 지하1층,매일 10:00 ~ 21:15,,30,7건
마리채 상계점,육류/고기,3.7,서울 노원구 덕릉로83길 9-8,,02-937-1943,3,7건
1943 노원점,술집,2.3,서울 노원구 노해로79길 6-19,영업시간 매일 17:00 ~ 06:00,,25,3건
롯데리아 노원역점,패스트푸드,2.6,서울 노원구 상계로 64 1층,매일 00:00 ~ 24:00,02-932-1756,9,15건
새마을식당 노원역점,육류/고기,2.4,서울 노원구 노해로81길 12-20 1층,매일 00:00 ~ 24:00,02-930-0120,34,7건
다찜 수락산점,아구,3.7,서울 노원구 동일로241길 11 1층,둘째 화요일,02-937-2114,20,7건
투썸플레이스 중계은행사거리점,커피전문점,2.3,서울 노원구 한글비석로 242 삼부플라자 1층,매일 08:00 ~ 22:30,,4,8건
풍년상회쪽갈비 노원점,갈비,4.3,서울 노원구 노원로 468 1층,영업시간 매일 16:00 ~ 24:00,02-931-0770,8,6건
청년다방 노원역점,떡볶이,3.0,서울 노원구 상계로3길 16 동원빌딩 2층,매일 12:00 ~ 23:00,02-952-0225,51,10건
부부닭한마리,닭요리,4.0,서울 노원구 상계로 96-1 1층,,02-937-8989,20,6건
써브웨이 공릉점,샌드위치,3.1,서울 노원구 공릉로 207,월~금 08:00 ~ 22:00,02-977-0045,8,14건
스시다네,일식집,2.4,서울 노원구 한글비석로1길 33,,02-973-0003,4,12건
마시써머거바,토스트,4.0,서울 노원구 월계동 46-3,,,11,1건
