식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
소담촌 홍제점,샤브샤브,3.7,서울 서대문구 통일로 413 연세스포츠센터 5층,매일 11:30 ~ 22:00,02-391-8877,12,11건
포포브레드,제과/베이커리,4.9,서울 서대문구 증가로 18,화~토 11:00 ~ 18:00,02-332-2044,65,16건
테라스,호프/요리주점,4.2,서울 서대문구 북아현로 2 2층,,02-362-0027,27,16건
버거킹 신촌1점,패스트푸드,2.8,서울 서대문구 신촌로 121 1층,매일 09:00 ~ 24:00,070-7438-6531,12,32건
서호파이,카페,4.6,서울 서대문구 수색로10길 10,월/화/일요일,,14,18건
난향,중화요리,3.2,서울 서대문구 신촌로 67 거촌빌딩 지하1층,매일 11:30 ~ 22:00,02-322-6900,17,9건
뚜띠쿠치나 서대문점,양식,4.5,서울 서대문구 충정로 70,매일 11:00 ~ 22:00,02-312-9550,202,4건
고향촌,육류/고기,4.0,서울 서대문구 통일로9안길 28-5,월~토 11:00 ~ 22:00,02-312-5955,31,19건
무사시,돈까스/우동,4.4,서울 서대문구 신촌로 125,매일 11:00 ~ 22:00,02-363-5460,18,27건
꽃피다이화다방,카페,4.6,서울 서대문구 이화여대길 75,월~토 10:00 ~ 23:00,02-313-1905,32,19건
찜우동,돈까스/우동,4.7,서울 서대문구 간호대로3길 60 1층,영업시간 매일 12:30 ~ 22:00,010-4211-5622,25,21건
희게,양식,4.0,서울 서대문구 증가로 1,,,72,14건
푸른초장 오리와메밀,오리,3.6,서울 서대문구 충정로 43-4,매일 11:00 ~ 22:00,02-362-1172,15,13건
라플로레종,디저트카페,3.4,서울 서대문구 연세로12길 37-3 2층,영업시간 매일 12:00 ~ 21:00,010-3916-2409,111,18건
유야케도쿄,돈까스/우동,4.3,서울 서대문구 이화여대3길 28 1층 101호,,,60,33건
쉐프수,스테이크/립,4.6,서울 서대문구 연희맛로 7-8 2/3층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-338-1229,11,24건
로얄싸롱,일식,4.0,서울 서대문구 연희로11가길 43,월/화/목/금/토/일 08:30 ~ 20:30,02-6956-2112,80,28건
텐동미세기,일식,3.2,서울 서대문구 연세로13길 7 한성빌딩 1층,월~토 11:30 ~ 21:00,02-332-2146,53,25건
웅네서서갈비,갈비,2.9,서울 서대문구 신촌역로 13-1,,02-365-6333,150,7건
김덕후의곱창조 신촌점,곱창/막창,3.8,서울 서대문구 연세로7안길 18,영업시간 매일 17:00 ~ 04:30,02-336-1300,24,20건
소소식탁,일식집,2.5,서울 서대문구 통일로39나길 1 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-395-1025,56,33건
로네펠트 서대문점,카페,4.1,서울 서대문구 충정로 71-5 1층,월~금 10:00 ~ 23:00,02-313-1823,4,7건
고릴라,육류/고기,3.8,서울 서대문구 충정로 22-2,영업시간 월~금 12:00 ~ 22:00,02-312-3541,46,28건
연희커피,커피전문점,3.8,서울 서대문구 연희맛로 17-21,영업시간 화~일 12:00 ~ 22:00,,84,19건
아웃닭 신촌역점,치킨,2.7,서울 서대문구 연세로4길 19 1층,영업시간 매일 16:00 ~ 02:00,,44,19건
주인백파스타 명지대점,이탈리안,3.7,서울 서대문구 증가로10길 57,매일 10:30 ~ 22:00,02-306-9640,46,26건
오소오소 서대문직영점,육류/고기,4.3,서울 서대문구 충정로 47 신원빌딩 지하 1층,월~금 11:00 ~ 23:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-363-5550,41,8건
다성일식,일식집,3.8,서울 서대문구 신촌로11길 6,매일 11:00 ~ 23:00,02-338-8951,60,10건
삼미식당 신촌점,삼겹살,3.0,서울 서대문구 연세로7길 29 1층,영업시간 매일 15:00 ~ 02:00,02-332-6923,98,8건
제니스카페,이탈리안,3.9,서울 서대문구 연희맛로 17-49,매일 11:30 ~ 22:00,02-3789-7817,37,22건
삭 이대본점,분식,3.7,서울 서대문구 이화여대3길 12 1층,영업시간 매일 12:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:00,02-363-0709,32,40건
월순홍가네 철판동태찜 서대문점,해물/생선,3.6,서울 서대문구 통일로9안길 8,,02-362-4549,13,7건
뉴타운,호프/요리주점,4.2,서울 서대문구 연세로12길 27 1층,영업시간 월~금 16:00 ~ 01:00,,42,21건
김광석신촌칼국수 이대직영점,국수,3.3,서울 서대문구 명물길 70 1층,매일 10:00 ~ 22:00,02-312-0999,68,20건
카츠미 신촌점,돈까스/우동,3.2,서울 서대문구 연세로7안길 2 2층,매일 11:30 ~ 22:40,02-336-3521,16,22건
짬뽕주의,중화요리,3.3,서울 서대문구 충정로11길 12 2층,매일 11:30 ~ 22:00,02-3147-1688,42,34건
조선의육개장칼국수 신촌점,국수,3.5,서울 서대문구 연세로5나길 20 지하 1층,매일 11:00 ~ 21:00,02-336-1577,86,19건
스시소우카이,초밥/롤,4.3,서울 서대문구 증가로23나길 25,영업시간 월~토 13:00 ~ 20:40 · 브레이크타임 월~토 14:10 ~ 19:00,070-4175-3331,30,14건
디델리 이대점,분식,3.9,서울 서대문구 이화여대7길 16 2층,월/화/목/금/토/일 11:00 ~ 21:00,02-362-7042,54,18건
신촌돈부리모노,퓨전일식,2.8,서울 서대문구 연세로4길 46,매일 11:30 ~ 22:00,02-392-8231,112,51건
신라스테이 서대문 카페,뷔페,0.0,서울 서대문구 충정로 76 지하1층,월~금 06:30 ~ 23:00 · 브레이크타임1 월~금 09:30 ~ 11:30 · 브레이크타임2 월~금 14:00 ~ 18:00,02-6388-9107,17,0건
페이퍼넛츠,카페,4.9,서울 서대문구 거북골로24길 37-8 1층,화~토 10:30 ~ 20:30,02-6408-7799,48,17건
페퍼민트패티,햄버거,4.4,서울 서대문구 연희로11가길 53 지하 1층 1호,매일 11:30 ~ 20:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-324-9333,66,31건
연희동오븐,제과/베이커리,4.4,서울 서대문구 연희로11나길 7-5 지하 1층,영업시간 화~일 12:00 ~ 20:00,,97,15건
강수사,일식,3.4,서울 서대문구 연희로 157,매일 11:30 ~ 21:30 · 브레이크타임 매일 14:30 ~ 17:30,02-3141-4848,5,5건
도깨비우동,돈까스/우동,4.2,서울 서대문구 증가로 250,영업시간 월~토 17:00 ~ 03:00,02-307-9909,15,16건
아웃닭 이대점,치킨,4.2,서울 서대문구 이화여대5길 16,영업시간 매일 14:30 ~ 24:00,02-363-4375,19,23건
오디너리핏,카페,3.8,서울 서대문구 연희로11가길 48-23 캐비넷클럽 3층,영업시간 매일 12:00 ~ 20:00,,115,20건
청담동포장마차,실내포장마차,4.3,서울 서대문구 연세로4길 25,영업시간 매일 16:30 ~ 04:00,02-363-4377,58,12건
양궁카페 로빈훗 신촌점,테마카페,5.0,서울 서대문구 명물길 32 준성빌딩 4층,영업시간 월~토 13:00 ~ 23:00,02-313-0360,19,180건
망넛이네,제과/베이커리,5.0,서울 서대문구 동교로 296 1~3층,,1566-7231,28,3건
설빙 신촌점,디저트카페,3.5,서울 서대문구 연세로 19,매일 11:00 ~ 23:00,070-7716-8970,53,39건
금양식방,제과/베이커리,3.9,서울 서대문구 홍제천로 156-8 1층,영업시간 화~일 12:00 ~ 18:00,070-8151-0716,23,9건
신촌양꼬치,양꼬치,3.8,서울 서대문구 연세로9길 22,영업시간 매일 12:00 ~ 24:00,02-322-8199,83,4건
구씨네부엌,이탈리안,4.1,서울 서대문구 신촌로 9,매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-333-9931,158,18건
라임,초밥/롤,3.9,서울 서대문구 연세로4길 41 2층,매일 11:00 ~ 22:00,02-392-2506,101,29건
대현매운족발,족발/보쌈,4.0,서울 서대문구 연세로2길 95 1층,영업시간 매일 12:00 ~ 02:00,02-312-2215,116,13건
호반으로부터,삼계탕,4.5,서울 서대문구 모래내로 285,매일 11:00 ~ 22:00,02-303-7766,38,8건
아마,인도음식,4.4,서울 서대문구 연세로7길 24 2층,매일 11:30 ~ 22:30,02-332-9302,72,53건
영미김밥,분식,4.6,서울 서대문구 신촌역로 21 1층,월~토 07:00 ~ 19:00 · 브레이크타임 월~토 15:00 ~ 16:00,02-6081-3314,20,37건
긴자료코 이대점,일식,4.1,서울 서대문구 이화여대5길 28 1층,매일 10:30 ~ 22:00,02-309-5861,32,20건
착한돼지 신촌점,고기뷔페,3.0,서울 서대문구 명물길 37 2층,매일 10:00 ~ 24:00,02-363-4800,4,11건
걸리부,중화요리,4.1,서울 서대문구 연희맛로 31 2층,매일 11:30 ~ 22:00,02-322-9998,12,21건
명성양꼬치 본점,양꼬치,4.5,서울 서대문구 연세로4길 33 1층,영업시간 매일 14:00 ~ 04:00,02-392-1122,59,4건
비아37,이탈리안,3.8,서울 서대문구 이화여대길 77-1,화~토 11:30 ~ 22:00 · 브레이크타임 화~금 14:30 ~ 16:30,02-365-0908,53,13건
제주도로담,육류/고기,4.6,서울 서대문구 연세로2마길 14,영업시간 매일 17:00 ~ 01:00,02-312-9334,55,13건
어사출또 신촌점,회,2.7,서울 서대문구 연세로5가길 21,영업시간 월~토 12:00 ~ 02:00,02-332-1173,27,10건
스시마쯔,초밥/롤,3.8,서울 서대문구 연희로 166 1층,매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:30,02-3144-2129,24,16건
머노까머나 신촌점,인도음식,4.0,서울 서대문구 연세로11길 13 2층,매일 11:00 ~ 22:30,02-338-4343,94,22건
하루돈까스 신촌본점,돈까스/우동,3.7,서울 서대문구 연세로7안길 16-3,월~토 11:00 ~ 21:30,02-335-7047,39,46건
주재근베이커리 홍제점,제과/베이커리,2.9,서울 서대문구 통일로 438,매일 07:00 ~ 24:00,02-735-3475,14,22건
불타는황소곱창 신촌점,곱창/막창,4.4,서울 서대문구 연세로7안길 10-3,영업시간 매일 15:00 ~ 03:00,,21,16건
불타는꿀꿀이 본점,육류/고기,3.5,서울 서대문구 응암로1길 8,영업시간 월~토 17:00 ~ 02:00,02-309-6642,23,14건
널벅지횟집,회,3.8,서울 서대문구 충정로11길 28,월~금 10:00 ~ 22:00,02-313-3121,9,8건
가우,육류/고기,4.8,서울 서대문구 세검정로 9,영업시간 월~토 17:00 ~ 22:00,,35,4건
카페에뚜왈 충정로점,디저트카페,3.3,서울 서대문구 충정로4길 28,월~금 08:00 ~ 20:00,,17,12건
돈까스대왕전,돈까스/우동,3.2,서울 서대문구 신촌로 155 해암빌딩 1층,,,16,29건
연남닭발,닭요리,4.0,서울 서대문구 연희로 34,영업시간 월~목 18:00 ~ 01:00,02-337-0557,46,13건
파파브레드,제과/베이커리,4.7,서울 서대문구 북아현로2안길 6 1층,월~토 06:00 ~ 01:00,02-363-0355,37,22건
뉴욕비앤씨 신촌점,양식,3.5,서울 서대문구 연세로12길 39,매일 09:00 ~ 01:00,070-7556-9863,40,16건
오르랔베이커리,제과/베이커리,4.0,서울 서대문구 신촌로 241 2/3층,화~일 11:00 ~ 20:00,070-8778-3227,121,28건
버거킹 가재울뉴타운점,패스트푸드,4.3,서울 서대문구 수색로 56 성공타워 1층,매일 09:00 ~ 23:00,02-303-0392,5,8건
사모님돈가스,돈까스/우동,4.8,서울 서대문구 연희로11가길 39 2층,화요일,02-332-2204,18,11건
연희양과점,제과/베이커리,3.8,서울 서대문구 연희로11가길 56,월~금 11:00 ~ 21:00,02-336-1156,59,27건
맥도날드 홍제역점,패스트푸드,2.1,서울 서대문구 통일로 442-1,매일 00:00 ~ 24:00,070-7017-0299,8,16건
화로상회 신촌점,육류/고기,4.4,서울 서대문구 명물길 62 1층,영업시간 매일 12:00 ~ 23:00,02-363-2292,31,16건
돈불1971 신촌직영점,육류/고기,4.0,서울 서대문구 연세로5다길 36,영업시간 매일 16:00 ~ 24:00,,91,15건
우리냉면 홍제점,냉면,4.5,서울 서대문구 통일로39가길 1,,02-393-7638,17,15건
스타벅스 연희동점,커피전문점,3.2,서울 서대문구 연희로 97,월~금 07:00 ~ 22:00,1522-3232,9,12건
신촌 칼,호프/요리주점,4.2,서울 서대문구 연세로4길 42-3,영업시간 화~일 12:00 ~ 23:00,070-7626-1010,43,28건
맥도날드 명지대점,패스트푸드,3.1,서울 서대문구 거북골로 25,매일 08:00 ~ 00:00,070-7209-0569,5,14건
스타벅스 남가좌사거리점,커피전문점,2.9,서울 서대문구 거북골로 84 104동,월~금 08:00 ~ 21:00,1522-3232,7,12건
마산아구찜,아구,3.5,서울 서대문구 응암로 140 1층 102호,매일 11:00 ~ 22:00,02-303-8302,19,4건
티앙팡 오후에 홍차 1호점,카페,3.6,서울 서대문구 이화여대2가길 19 1층,영업시간 매일 12:00 ~ 23:00,02-364-4196,66,29건
삼원일식,일식집,2.0,서울 서대문구 통일로9안길 32,,02-365-7185,41,7건
삼오쭈꾸미,해물/생선,3.2,서울 서대문구 통일로 107-19,매일 11:30 ~ 22:00,02-362-2120,22,12건
김덕후의차돌조 신촌점,육류/고기,3.4,서울 서대문구 연세로5가길 20 1층,영업시간 매일 13:00 ~ 01:00,02-3141-2929,123,10건
솔리드웍스 아이스크림,아이스크림,4.3,서울 서대문구 이화여대길 88-3,월~금 11:00 ~ 22:00,070-4795-8437,52,19건
구이마당 북가좌직영점,육류/고기,3.3,서울 서대문구 거북골로23길 2,영업시간 매일 16:00 ~ 24:00,02-303-3568,225,21건
신촌간이회집,회,4.8,서울 서대문구 연세로5다길 22,영업시간 매일 15:00 ~ 03:00,02-336-2116,15,5건
삼호복집 신촌점,복어,3.9,서울 서대문구 연세로5다길 10 삼호빌딩 2층,월~토 10:30 ~ 22:00,02-337-9019,9,8건
크리스피크림도넛 가좌역점,도넛,3.4,서울 서대문구 수색로 56 1층 127/ 128호,매일 09:00 ~ 21:00,02-302-4464,4,16건
긴자료코 명지대점,일식,3.5,서울 서대문구 명지대2길 14 1층 101호,매일 11:30 ~ 22:00,02-6014-7979,33,17건
진보,중화요리,2.8,서울 서대문구 연희맛로 9,매일 11:30 ~ 21:30,02-338-2897,13,22건
신룽푸마라탕 신촌점,중식,2.6,서울 서대문구 연세로4길 1 지하 1층,매일 11:00 ~ 23:00,02-392-3808,91,29건
편백집 독립문1호점,육류/고기,4.0,서울 서대문구 통일로11길 6,매일 11:00 ~ 22:00,02-312-0110,24,7건
스테이터 신촌점,스테이크/립,2.6,서울 서대문구 연세로4길 36,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-363-1316,179,8건
닥터로빈 이대점,양식,4.3,서울 서대문구 대현동 11-1 이화여대캠퍼스 ECC 지하 4층,매일 11:00 ~ 21:00,02-363-3101,29,6건
투썸플레이스 가재울뉴타운점,커피전문점,3.4,서울 서대문구 수색로 100 DMC래미안이편한세상 401동 상가 1층,매일 08:00 ~ 22:00,02-304-2338,24,7건
미도파커피하우스,카페,3.0,서울 서대문구 성산로 317 2층,매일 11:00 ~ 22:00,,2,16건
영천원조꽈배기,도넛,3.1,서울 서대문구 영천시장길 21 영천시장 A열 5-6호,,02-392-4690,9,8건
최루탄해장라면 훼드라,실내포장마차,3.0,서울 서대문구 연세로5길 32,매일 00:00 ~ 24:00,02-323-3201,16,14건
내가찜한닭 신촌점,닭요리,2.5,서울 서대문구 연세로 24 2층,매일 10:30 ~ 23:00,02-312-6018,30,10건
비스트로카덴,양식,3.0,서울 서대문구 연희로25길 12,영업시간 월~토 17:00 ~ 24:00,,19,5건
포방식당,곱창/막창,4.5,서울 서대문구 홍은중앙로8길 19 1층,,02-3417-0626,45,8건
도깨비손칼국수 본사직영점,국수,4.5,서울 서대문구 영천시장길 40 1층,매일 10:30 ~ 21:00,02-364-9981,35,24건
푼푼찌개집 신촌점,찌개/전골,4.0,서울 서대문구 연세로11길 27 1층,영업시간 매일 12:00 ~ 02:00,02-322-0308,91,8건
청년국수,국수,4.0,서울 서대문구 연세로12길 23,월/화/수/목/금/일 10:30 ~ 21:00,02-313-1125,21,26건
투고샐러드 신촌점,도시락,3.6,서울 서대문구 연세로12길 30,매일 10:00 ~ 21:00 · 브레이크타임 매일 15:30 ~ 16:30,02-393-2290,26,24건
맛있는식사,한식,1.1,서울 서대문구 이화여대길 24 지하 1층,,02-365-0981,15,262건
천궁전마라탕,중화요리,3.2,서울 서대문구 연세로5가길 3 2층,매일 11:00 ~ 23:00,02-322-9880,40,25건
청춘대로,조개,2.1,서울 서대문구 연세로5나길 47 1층,영업시간 월~금 17:00 ~ 02:00,070-4064-3532,39,7건
히우카우,태국음식,4.0,서울 서대문구 연세로4길 61 1층,,02-308-5111,32,21건
셀프장어세상직판장,장어,3.4,서울 서대문구 세검정로 11,,02-394-1005,13,8건
뱅센느,제과/베이커리,3.9,서울 서대문구 연희로11길 41,월~금 11:00 ~ 21:00,02-336-3279,26,20건
에노테카오토,이탈리안,3.4,서울 서대문구 연희맛로 17-18,영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 18:00,02-336-9958,38,43건
도토리칼국수,국수,4.7,서울 서대문구 명물길 27-19,매일 10:00 ~ 22:00,02-704-2588,85,41건
스타벅스 신촌명물거리점,커피전문점,3.7,서울 서대문구 명물길 24 1~5층,월~토 09:30 ~ 21:00,1522-3232,15,18건
공릉닭한마리,닭요리,3.4,서울 서대문구 연세로2길 77,매일 11:00 ~ 23:00,02-393-9599,31,27건
주막,한식,4.6,서울 서대문구 신촌로 17 동우빌딩 1층,매일 10:30 ~ 22:00,02-332-5662,11,8건
육회본가 신촌점,육류/고기,4.1,서울 서대문구 연세로9길 23 1층,영업시간 매일 17:00 ~ 05:00,02-335-1006,30,11건
바프로,칵테일바,2.2,서울 서대문구 연세로7안길 10-7,영업시간 매일 18:00 ~ 05:00,070-8777-3342,89,13건
파올로데마리아,이탈리안,3.6,서울 서대문구 연희로26길 24,화~일 11:30 ~ 22:30 · 브레이크타임 화~일 15:00 ~ 17:30,02-599-9936,52,18건
서대문아구찜,아구,4.4,서울 서대문구 연희로 271 2층,매일 10:00 ~ 23:30,02-396-0682,10,16건
연희단팥죽,죽,4.9,서울 서대문구 연희로11가길 8-5 지하1층,월/화/목/금/토/일 11:00 ~ 20:00,02-6082-2086,20,17건
명륜진사갈비 서울신촌점,갈비,2.0,서울 서대문구 명물길 63,영업시간 매일 12:00 ~ 23:00,02-313-0522,39,25건
개미집 신촌점,해물/생선,3.4,서울 서대문구 연세로11길 15 1층,매일 11:00 ~ 02:00,02-332-3237,33,17건
연희동양꼬치,양꼬치,4.4,서울 서대문구 연희로 81-5 1층,,02-336-9762,11,11건
퐁신,디저트카페,4.5,서울 서대문구 거북골로 31-1 2층,매일 10:30 ~ 23:00,,9,13건
수라면옥 연희점,냉면,3.5,서울 서대문구 연희로25길 81,매일 11:00 ~ 22:00,02-336-2257,10,4건
야식포차,실내포장마차,3.0,서울 서대문구 성산로 337,,,21,3건
노브랜드버거 신촌점,패스트푸드,3.5,서울 서대문구 신촌로 73 케이스퀘어 1층 101호,매일 10:00 ~ 22:00,02-322-2352,53,20건
맥널티커피팩토리,커피전문점,2.9,서울 서대문구 연희로 152 맥널티빌딩 1층,매일 07:00 ~ 22:00,02-332-0085,13,14건
휴,카페,2.7,서울 서대문구 명물길 6 5층,매일 11:00 ~ 05:00,02-364-9993,75,9건
꼬꼬아찌숯불치킨 신촌점,치킨,3.4,서울 서대문구 연세로9길 16 1층,영업시간 매일 15:00 ~ 02:00,02-336-8743,26,21건
메종드시크릿 방탈출카페,테마카페,3.6,서울 서대문구 연세로 30 창천빌딩 4층,매일 10:00 ~ 23:30,02-365-0711,6,8건
포히엔베트남쌀국수 이대점,베트남음식,4.8,서울 서대문구 이화여대3길 2,,02-365-1985,46,28건
천진분식,중식,4.9,서울 서대문구 이화여대5길 7,,02-364-0410,20,23건
기꾸스시,초밥/롤,3.5,서울 서대문구 연세로5길 26-17,매일 11:30 ~ 22:00,02-322-2772,22,34건
세렌디피티,카페,4.9,서울 서대문구 이화여대길 67 3층,매일 11:00 ~ 23:00,02-392-1766,77,13건
최완식참치,참치회,2.3,서울 서대문구 연세로5나길 6,영업시간 매일 15:30 ~ 02:00,02-337-8254,17,3건
긴자료코 연희직영점,일식,3.0,서울 서대문구 연희로12길 8 1층,매일 11:30 ~ 22:00,02-336-1525,50,26건
최고집 바지락생칼국수,국수,3.6,서울 서대문구 응암로 59,매일 11:00 ~ 22:00,02-305-5554,17,11건
파스타리코 신촌직영점,이탈리안,3.3,서울 서대문구 신촌역로 23,매일 11:30 ~ 21:30,02-313-6282,48,15건
홍대삭 연희점,분식,3.5,서울 서대문구 연희로 89,영업시간 화~토 12:00 ~ 01:30,02-6013-5205,21,33건
셀리스도넛,도넛,4.0,서울 서대문구 연세로7안길 1 1층,영업시간 매일 12:00 ~ 22:00,02-389-4484,63,21건
구이마을,육류/고기,4.7,서울 서대문구 연세로5가길 32,매일 11:00 ~ 23:30,02-322-0090,54,46건
호탕마라탕 신촌점,중식,2.6,서울 서대문구 연세로7안길 14,월~토 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,,50,40건
피자아일랜드,피자,2.2,서울 서대문구 연희로41길 4 현대상가 1층,영업시간 매일 16:00 ~ 22:00,02-3216-4761,23,23건
미네르바,카페,4.5,서울 서대문구 명물길 20-1 2층,월~토 10:30 ~ 22:30,02-3147-1327,25,17건
연경,중화요리,2.3,서울 서대문구 연세로11길 25,매일 00:00 ~ 24:00,1588-2968,18,15건
밀양돼지국밥,국밥,2.8,서울 서대문구 서소문로 55-9,매일 11:00 ~ 23:00,02-362-0247,15,5건
싸움의고수 신촌점,족발/보쌈,2.4,서울 서대문구 명물길 20,매일 11:00 ~ 22:30,02-365-7237,23,49건
더양,육류/고기,4.3,서울 서대문구 연희맛로 36,,02-336-7389,3,7건
정가네팥칼국수,국수,1.5,서울 서대문구 세무서7길 7,매일 11:00 ~ 21:00,02-391-2969,20,84건
가미,분식,2.8,서울 서대문구 이화여대8길 2 1층,,02-364-3948,7,14건
이름없는파스타 이화여대점,양식,3.7,서울 서대문구 이화여대7길 14,매일 11:00 ~ 20:00,070-7720-9171,70,18건
컬러드빈,카페,4.6,서울 서대문구 연희로11가길 8-8,화요일,,2,31건
콜드레시피,아이스크림,4.2,서울 서대문구 연희로11라길 2 1층,영업시간 화~일 12:30 ~ 21:00,02-323-1550,52,30건
종로보쌈,족발/보쌈,3.6,서울 서대문구 충정로 73,매일 11:00 ~ 23:30,02-393-7677,30,13건
포차천국 신촌점,실내포장마차,3.0,서울 서대문구 연세로7안길 19,영업시간 매일 17:00 ~ 05:00,02-337-1090,26,8건
골목스푼,양식,4.2,서울 서대문구 통일로39길 4,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-396-9086,30,21건
연희옥 연희본점,국밥,2.7,서울 서대문구 연희로 81-26 1층,매일 00:00 ~ 24:00,02-338-7456,4,15건
1987피자,피자,4.3,서울 서대문구 연세로11길 26 지하1층,영업시간 월~토 16:00 ~ 23:00,,131,20건
파파노다이닝,일식집,3.5,서울 서대문구 이화여대길 88-14,월~토 11:00 ~ 20:30,02-364-0604,60,33건
하나,퓨전일식,4.4,서울 서대문구 연세로7안길 46 1층,화요일,,20,18건
센트그릴,스테이크/립,4.4,서울 서대문구 연희로 89-3,영업시간 매일 17:00 ~ 22:00,,39,18건
돌아온김삿갓 신촌점,호프/요리주점,4.1,서울 서대문구 연세로7안길 4,영업시간 매일 14:00 ~ 04:00,02-323-7589,15,13건
까페여름,카페,4.8,서울 서대문구 가재울로6길 53-3 1층,영업시간 월/화/수/토 13:00 ~ 19:00,070-4107-9510,10,17건
거북이집,한정식,1.9,서울 서대문구 연희맛로 12-1,매일 11:30 ~ 21:30,02-322-8018,12,8건
장위동 유성집 서대문점,육류/고기,5.0,서울 서대문구 경기대로 63,,02-392-4102,41,2건
오월의이유,카페,4.8,서울 서대문구 증가로10길 36-41 1층,매일 11:00 ~ 22:00,070-8095-3641,19,8건
버거킹 연세로점,패스트푸드,1.9,서울 서대문구 연세로 25,매일 00:00 ~ 24:00,02-322-3669,8,19건
아저씨네낙지찜 신촌점,해물/생선,3.7,서울 서대문구 연세로5다길 39,매일 11:00 ~ 24:00,02-323-6665,24,14건
세아마라탕,중식,3.4,서울 서대문구 이화여대길 16 2/ 3층,매일 11:00 ~ 21:30,,66,20건
베러댄와플 이대점,카페,4.3,서울 서대문구 이화여대7길 35 1층,매일 11:30 ~ 22:00,070-4032-0176,25,26건
길상양꼬치,양꼬치,4.5,서울 서대문구 연세로5가길 17 2층,매일 11:00 ~ 24:00,02-336-8018,25,27건
스타벅스 연대동문점,커피전문점,3.5,서울 서대문구 성산로 565 연세재단 Y빌딩,월~금 07:00 ~ 19:00,1522-3232,7,4건
책다방 위숨,북카페,4.1,서울 서대문구 연세로9길 34-1 2/3층,매일 11:30 ~ 23:00,,24,19건
꽃돼지식당,삼겹살,4.2,서울 서대문구 통일로39길 4,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 14:30 ~ 16:30,02-379-1530,13,13건
타이완소야 진진 신촌본점,동남아음식,4.6,서울 서대문구 연세로7길 27,,02-3144-4725,12,20건
등촌샤브칼국수 명지대점,샤브샤브,4.2,서울 서대문구 모래내로 273,매일 11:00 ~ 22:00,02-374-1151,33,11건
노아스로스팅 헤리티지점,카페,3.9,서울 서대문구 연희로 160 1층,매일 08:00 ~ 21:00,02-3141-6356,33,16건
시옌,중화요리,4.3,서울 서대문구 가재울로6길 53-42 1/2층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 16:30,02-6407-2388,28,7건
바보스치킨 모래내시장점,치킨,4.5,서울 서대문구 수색로2길 7 101/102/103호,영업시간 매일 15:30 ~ 01:00,02-3152-5592,1,6건
우리하우스,분식,2.6,서울 서대문구 충정로9길 16,,02-392-6109,37,13건
행복감,디저트카페,4.6,서울 서대문구 연희로11가길 51 1층,월~금 11:00 ~ 20:00,02-6052-5380,56,23건
맨도롱식당,한식,2.9,서울 서대문구 연세로5가길 8-3 1층,매일 11:00 ~ 23:00,02-3141-3055,129,29건
키친스별,이탈리안,1.7,서울 서대문구 명물길 16 2층,매일 10:00 ~ 24:00,02-313-0905,146,59건
희로,일본식주점,4.3,서울 서대문구 성산로 325,영업시간 월/화/목/금/토/일 17:00 ~ 24:00,,24,18건
포방터쭈꾸미,해물/생선,4.3,서울 서대문구 홍은중앙로 100-35 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-6012-6925,37,21건
장수촌,육류/고기,3.0,서울 서대문구 거북골로 13,월~토 11:00 ~ 02:00,02-372-3721,20,14건
고피자 신촌1호점,피자,4.2,서울 서대문구 신촌로 139-1,매일 11:00 ~ 22:30,02-363-6675,53,10건
칠칠켄터키신촌점 (2021년 12월 예정),치킨,3.7,서울 서대문구 연세로9길 14,영업시간 매일 16:00 ~ 02:00,02-336-1977,19,18건
제임스시카고피자 신촌점,피자,4.5,서울 서대문구 연세로11길 12 2층,영업시간 월~금 12:00 ~ 22:00,070-7558-8898,3,13건
까이식당,동남아음식,4.6,서울 서대문구 이화여대2가길 24,월~금 11:00 ~ 20:00 · 브레이크타임 월~금 14:30 ~ 17:00,070-7779-8899,59,47건
돈까스가땡길때,돈까스/우동,3.6,서울 서대문구 충정로6안길 5,월~목 11:00 ~ 20:00 · 브레이크타임 월~목 14:30 ~ 17:00,02-363-8253,30,19건
배스킨라빈스 CAFE31신촌점,아이스크림,4.1,서울 서대문구 명물길 38,매일 10:00 ~ 23:00,02-392-7774,18,9건
디저트39 북아현점,디저트카페,2.6,서울 서대문구 신촌로 261-1 1층,매일 10:00 ~ 22:00,02-6339-2900,15,9건
