식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
해우리 잠실역점,해물/생선,2.5,서울 송파구 송파대로 562 웰리스타워 3층,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-412-4997,31,6건
뽀로로파크 잠실롯데월드점,키즈카페,3.8,서울 송파구 올림픽로 240 롯데월드 내,매일 11:00 ~ 19:00,1661-6371,66,8건
방이편백육분삼십 방이본점,육류/고기,3.7,서울 송파구 위례성대로16길 25 금양빌딩 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3444-9312,86,14건
원산만두,분식,4.1,서울 송파구 백제고분로46길 39 1층,매일 11:30 ~ 20:00 · 브레이크타임 매일 14:30 ~ 17:30,02-420-1109,35,21건
평화곱창,곱창/막창,3.5,서울 송파구 백제고분로41길 27 1층,영업시간 월~금 17:00 ~ 01:00,02-418-8292,118,17건
코메또히또,일식집,3.3,서울 송파구 송파대로49길 31 1층,매일 11:30 ~ 22:00,02-423-6399,56,25건
유타로 가락점,일본식라면,4.1,서울 송파구 송파대로28길 24 밀리아나2차오피스텔 105호,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3789-4351,41,10건
경양카츠송리단길점,일식,3.3,서울 송파구 백제고분로45길 12,매일 11:00 ~ 21:30 · 브레이크타임 매일 14:30 ~ 17:00,,133,32건
홀짝집,호프/요리주점,3.5,서울 송파구 백제고분로7길 16-16 1층,,,164,27건
역전식당 신천직영점,육류/고기,4.2,서울 송파구 백제고분로9길 27,영업시간 월/화/수/목/일 16:00 ~ 01:00,02-2274-2345,187,6건
오스테리아세콘디,이탈리안,4.1,서울 송파구 백제고분로42길 4-9 1층,영업시간 화 17:30 ~ 22:30,0507-1330-4244,133,31건
비샵레스토랑,양식,2.8,서울 송파구 위례성대로 71 한성백제박물관 2층,화~일 11:00 ~ 22:00,02-415-8410,117,5건
찌마기 송파문정점,조개,3.6,서울 송파구 새말로 146-1 장지빌딩,,02-3402-0663,40,13건
스시선 방이점,초밥/롤,4.5,서울 송파구 올림픽로32길 37,,02-413-2585,43,38건
토닭토닭,닭요리,3.2,서울 송파구 백제고분로45길 38,매일 11:00 ~ 23:00,02-6925-0206,144,39건
동래별장,퓨전요리,3.2,서울 송파구 올림픽로32길 18-11,영업시간 매일 17:00 ~ 06:00,02-422-0469,103,9건
등촌샤브칼국수 방이점,샤브샤브,3.9,서울 송파구 올림픽로30길 10 1층,매일 10:30 ~ 23:00,02-421-2020,2/233,44건
뜬금커피,카페,3.6,서울 송파구 석촌호수로18길 6 2층 201호,화~일 12:00 ~ 21:00,070-7761-8890,121,10건
노아베이커리 잠실엘스점,제과/베이커리,4.2,서울 송파구 올림픽로 119 파인애플 상가 1층 A 18호,매일 08:00 ~ 23:00,02-416-7588,82,16건
또봄,양식,4.2,서울 송파구 오금로18길 10 101호,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:00,02-471-2456,192,25건
통큰갈비 잠실신천점,갈비,4.2,서울 송파구 백제고분로7길 28-11 영동빌딩,영업시간 매일 16:00 ~ 02:00,02-414-2349,54,12건
차이나플레인 문정점,중화요리,4.2,서울 송파구 법원로 128 SK V1 GL 메트로시티 3층 B318~B320호,월~금 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-527-0846,62,9건
오붓식당,이탈리안,3.8,서울 송파구 위례광장로 120 상가동 203호,매일 11:00 ~ 21:00 · 브레이크타임 매일 16:00 ~ 17:00,02-6339-6232,145,19건
마라고메 방이점,중화요리,3.4,서울 송파구 올림픽로32길 13,매일 11:30 ~ 02:00,02-420-8886,185,28건
인기명 방이점,조개,3.7,서울 송파구 오금로15길 7-12 1층,영업시간 월~금 16:00 ~ 22:00,02-415-5036,72,13건
연안부두 2호점,회,4.2,서울 송파구 오금로13길 11 1층,,02-419-9897,36,10건
라치오,이탈리안,3.8,서울 송파구 동남로4길 20,매일 11:30 ~ 22:00,02-400-3031,53,29건
한성양꼬치,양꼬치,3.7,서울 송파구 중대로 134 부평빌딩 1층,,02-409-8686,195,3건
화삼육,삼겹살,4.7,서울 송파구 백제고분로28길 35 지하 1층,영업시간 화~일 17:00 ~ 02:00,02-424-3312,77,65건
마시찜 잠실새내점,갈비,4.3,서울 송파구 백제고분로7길 32-8 1층,화~일 11:00 ~ 22:00,02-412-6337,45,37건
진대감 가락점,육류/고기,3.6,서울 송파구 중대로9길 34 1층,월~금 12:00 ~ 22:00,02-404-2200,54,11건
스타벅스 석촌호수점,커피전문점,3.7,서울 송파구 석촌호수로 262 지상 1/ 2층,매일 08:00 ~ 21:00,1522-3232,41,30건
시그니엘서울 비채나,한정식,4.2,서울 송파구 올림픽로 300 81층,매일 11:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 18:00,02-3213-1260,138,28건
내꾸미쭈꾸미 본점,해물/생선,3.4,서울 송파구 성내천로 106,매일 11:00 ~ 22:00,02-443-6969,67,16건
잉클링,카페,4.1,서울 송파구 양재대로60길 3-5 보우빌딩 1층,월~토 10:00 ~ 22:00,02-565-5194,89,17건
소문난곱창,곱창/막창,3.5,서울 송파구 거마로22길 33,매일 10:00 ~ 01:00,02-443-2797,30,22건
할머니추어탕 잠실점,추어,4.1,서울 송파구 백제고분로 139 1층,매일 10:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-421-1022,33,20건
이월로스터스 송파점,카페,3.9,서울 송파구 백제고분로45길 14,월~금 10:00 ~ 22:00,070-8839-1004,66,31건
대성정육식당,육류/고기,3.1,서울 송파구 석촌호수로12길 1-6,매일 10:30 ~ 22:30,02-412-2292,50,14건
삼백집 잠실직영점,국밥,2.9,서울 송파구 석촌호수로 240,매일 06:30 ~ 24:00,02-418-0301,34,30건
1954무한등심 잠실점,육류/고기,2.9,서울 송파구 올림픽로35길 124 장미종합상가 A 1층 101호,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-424-1954,50,30건
나무수 잠실점,이탈리안,4.1,서울 송파구 올림픽로8길 7,매일 10:00 ~ 21:00,070-5056-6060,14,14건
왕게수산 잠실직영점,게/대게,2.1,서울 송파구 백제고분로 114 우남빌딩 1/ 2층,영업시간 월~금 14:00 ~ 23:00,02-3432-1777,28,7건
풍천장어마을 즉석숯불구이,장어,4.4,서울 송파구 송파대로 54,매일 11:00 ~ 22:00,02-402-0092,29,12건
제로베이커리 잠실점,제과/베이커리,3.7,서울 송파구 올림픽로 354 1층,월~금 09:00 ~ 20:00,02-6406-7800,80,19건
안재식당,한식,4.1,서울 송파구 삼전로9길 5-2 1층 103호,화요일,0507-1317-1878,42,14건
리프레쉬커피,커피전문점,4.3,서울 송파구 송이로30길 11,월~금 09:00 ~ 22:00,02-400-0910,44,22건
아그라 잠실롯데에비뉴엘점,인도음식,2.3,서울 송파구 올림픽로 300 에비뉴엘 6층,매일 11:20 ~ 22:00,0507-1310-2633,84,32건
동방명주,중화요리,3.5,서울 송파구 백제고분로 2,매일 10:00 ~ 22:00,02-6093-5555,14,21건
밀회관 방이점,호프/요리주점,4.2,서울 송파구 올림픽로32길 29 1층,영업시간 월~토 17:00 ~ 02:00,02-2202-0120,103,20건
프라자손칼국수,국수,3.9,서울 송파구 동남로18길 40,,02-430-4300,54,29건
리얼파스타 잠실점,이탈리안,3.9,서울 송파구 가락로 139 2층,,02-6338-0203,145,20건
젠,일식,3.7,서울 송파구 오금로18길 8 1층 102호,화~일 12:00 ~ 21:00 · 브레이크타임 화/목/금/토/일 16:00 ~ 17:00,,163,44건
터치183,카페,4.7,서울 송파구 위례성대로 126,매일 09:00 ~ 21:00,0507-1409-1500,45,3건
개군할머니 토종순대국,순대,4.3,서울 송파구 양재대로71길 16,월~토 10:00 ~ 21:30,02-420-5689,30,26건
대갈곱창&막창 송파점,곱창/막창,3.0,서울 송파구 백제고분로45길 21-1,영업시간 매일 16:00 ~ 01:00,02-425-0892,71,34건
제일제면소 올림픽공원점,국수,2.1,서울 송파구 올림픽로 424,매일 11:00 ~ 22:00,02-421-8181,68,27건
시루나무 문정본점,떡/한과,4.1,서울 송파구 새말로 134,,02-2043-3337,17,12건
쭈꾸미도사 방이점,해물/생선,4.4,서울 송파구 올림픽로32길 22 1층,영업시간 매일 17:00 ~ 02:00,02-423-5030,73,11건
라움파스타,이탈리안,4.2,서울 송파구 송파대로39길 1-8,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:30,02-417-5663,23,29건
피스인더커피,카페,4.3,서울 송파구 석촌호수로 258,매일 10:30 ~ 24:00,02-418-8887,8,35건
해랑,게/대게,4.9,서울 송파구 오금로 227,매일 11:30 ~ 22:30,02-423-9595,78,7건
치즈룸X테이스팅룸 롯데월드몰점,이탈리안,3.3,서울 송파구 올림픽로 300 5층,매일 10:30 ~ 22:00,02-3213-4550,201,44건
양타령,곱창/막창,5.0,서울 송파구 위례성대로 192 송산빌딩 1층,매일 11:00 ~ 22:00,02-409-2654,52,2건
미성양꼬치,양꼬치,2.7,서울 송파구 올림픽로32길 19-6,영업시간 매일 14:00 ~ 02:00,02-422-3358,85,13건
경복궁 방이점,한정식,2.6,서울 송파구 올림픽로 348 2~4층 전관,매일 11:30 ~ 22:00,02-418-7767,49,30건
사사노하,일본식주점,4.3,서울 송파구 백제고분로42길 4-13 1층,영업시간 화~일 18:30 ~ 02:00,070-4101-4451,87,27건
팔레트커리,인도음식,3.8,서울 송파구 백제고분로45길 25 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:00,02-417-0890,64,35건
셰프의부엌,이탈리안,4.2,서울 송파구 가락로 259 1층,영업시간 매일 17:00 ~ 24:00,070-8154-5030,59,18건
스시153,초밥/롤,4.5,서울 송파구 위례광장로 170 위례송파 힐스테이트 A동 2층 210호,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-403-2215,48,20건
큐스시,초밥/롤,4.2,서울 송파구 위례성대로22나길 23 1층,영업시간 월~목 17:00 ~ 01:00,02-430-6681,44,27건
쿠우쿠우 송파하비오점,해산물뷔페,2.9,서울 송파구 송파대로 111 205동 201호,매일 11:00 ~ 21:00,02-402-1357,128,42건
돈족골 본점,갈비,3.7,서울 송파구 삼학사로 66,매일 09:30 ~ 24:00,02-416-5252,43,23건
어가,해물/생선,4.4,서울 송파구 송파대로49길 48,매일 11:00 ~ 22:00,02-419-7333,21,12건
크래프트아일랜드 잠실점,호프/요리주점,4.6,서울 송파구 올림픽로35가길 10 더샵스타파크상가 114/ 115호/119호,매일 11:30 ~ 22:00,02-413-1555,200,154건
쥬뗑뷔뜨,제과/베이커리,4.7,서울 송파구 백제고분로40길 16 1층,월~토 11:00 ~ 20:00,02-6403-0098,55,39건
화사랑화로구이,육류/고기,2.6,서울 송파구 오금로 162,매일 11:00 ~ 03:00,02-421-4554,31,18건
카페그리너티,카페,4.8,서울 송파구 풍성로23길 17 1층,화~일 10:00 ~ 21:00,,89,22건
내고향횡성 한우정육점식당,육류/고기,3.4,서울 송파구 오금로 113,월~금 11:00 ~ 07:00,02-415-8080,22,17건
입 분식,분식,3.8,서울 송파구 오금로18길 10 1층,매일 11:30 ~ 21:00,070-5001-5908,76,13건
오공복이 서울문정점,퓨전요리,4.4,서울 송파구 법원로11길 7 C-122호,월~토 11:00 ~ 23:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-402-5052,95,16건
램플러스 신천점,양꼬치,3.5,서울 송파구 백제고분로9길 36 1층,매일 12:00 ~ 24:00,02-6014-0097,153,12건
논현삼계탕 송파점,삼계탕,2.2,서울 송파구 백제고분로 409,매일 00:00 ~ 24:00,02-418-3377,131,10건
서두산딤섬만두 2호점,중식,4.0,서울 송파구 올림픽로32길 18-23 2층,,02-422-4588,39,30건
청담초밥 문정점,초밥/롤,2.7,서울 송파구 법원로4길 5 1층,매일 11:00 ~ 22:00,02-430-5400,97,28건
마노디셰프 잠실점,이탈리안,2.6,서울 송파구 송파대로 570 타워730 지하 1층,매일 11:00 ~ 22:00,02-422-4300,47,5건
비엔나커피하우스 잠실역점,카페,2.5,서울 송파구 올림픽로 293-19,월~금 07:30 ~ 22:00,02-418-1683,56,4건
제이스아메리칸,햄버거,4.0,서울 송파구 올림픽로35가길 9 1층 138호,월~금 11:00 ~ 20:30 · 브레이크타임 월~금 14:30 ~ 17:00,02-418-1123,53,6건
코히루,카페,4.3,서울 송파구 오금로 148 2층,매일 12:00 ~ 22:00,070-8834-5252,138,30건
코이라멘 방이점,일본식라면,4.0,서울 송파구 올림픽로34길 16 1층,매일 11:00 ~ 22:00,02-418-1469,105,32건
모토쿠라시,일식,4.1,서울 송파구 백제고분로41길 27 2층,영업시간 화~일 17:30 ~ 24:00,,102,25건
카페드로잉,테마카페,1.4,서울 송파구 송파대로 111 파크하비오 202동 1층 166~170호,매일 09:30 ~ 23:30,,72,31건
파리크라상 올림픽공원키친점,제과/베이커리,2.7,서울 송파구 올림픽로 424 편익C동 1층,매일 07:00 ~ 23:00,02-424-0316,80,37건
백암왕순대,순대,3.9,서울 송파구 위례성대로18길 27-6,매일 06:30 ~ 23:00,02-420-8465,23,31건
밀도 잠실점,제과/베이커리,3.2,서울 송파구 올림픽로 118 1층 4호,매일 11:00 ~ 19:00,02-423-5560,11,13건
갓덴스시 롯데월드몰점,초밥/롤,3.2,서울 송파구 올림픽로 300 롯데월드몰 5층,매일 10:30 ~ 20:00,02-3213-4519,207,39건
무교동유정낙지 잠실점,해물/생선,2.4,서울 송파구 백제고분로 89,매일 11:00 ~ 22:00,02-417-8002,139,10건
르쉬드서울,카페,4.2,서울 송파구 위례성대로12길 18 1층 2호,월~금 11:00 ~ 22:00,02-476-9168,38,18건
만주,일본식주점,1.6,서울 송파구 올림픽로32길 21 2층,영업시간 매일 16:00 ~ 05:00,02-430-8090,78,9건
라오빠빠,아시아음식,4.6,서울 송파구 송이로17길 57 1층,화~토 11:30 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:30,02-6080-1144,86,49건
하남춘천골닭갈비,닭요리,4.4,서울 송파구 오금로13길 12,매일 11:00 ~ 24:00,02-415-5335,32,15건
삿포로참치 직영본점,참치회,2.1,서울 송파구 올림픽로32길 32,월~금 11:30 ~ 01:30,02-416-1479,13,15건
버드나무집,육류/고기,4.1,서울 송파구 동남로 309,매일 11:00 ~ 22:00,02-408-8000,17,9건
글로리식당,한식,3.6,서울 송파구 백제고분로42길 4-13,영업시간 매일 18:30 ~ 01:30,070-8830-9523,134,7건
맥도날드 송파잠실DT점,패스트푸드,3.1,서울 송파구 도곡로 434,매일 00:00 ~ 24:00,070-7209-0613,18,24건
숙달돼지 잠실방이점,삼겹살,3.5,서울 송파구 오금로13길 10-1 1층,영업시간 매일 17:00 ~ 24:00,02-424-6603,30,4건
동촌보리밥돈까스 거여본점,한식,2.8,서울 송파구 거마로 22,매일 11:00 ~ 23:00,02-443-1797,38,36건
천상애장어가 가락본점,장어,3.3,서울 송파구 중대로 174 현대파크빌 1층,매일 00:00 ~ 24:00,02-3401-3305,16,7건
테이크어샤워,디저트카페,3.7,서울 송파구 송파대로47길 1,매일 12:00 ~ 22:00,070-4307-0910,142,9건
스파이스랩,인도음식,4.7,서울 송파구 가락로 148 1층 106호,월~토 11:30 ~ 21:00,02-6449-9991,82,20건
7%칠백식당 방이직영점,육류/고기,4.3,서울 송파구 올림픽로32길 42 1층,월~토 12:00 ~ 23:00,02-417-7004,122,7건
화포식당 잠실점,삼겹살,3.8,서울 송파구 백제고분로 187 잠실파크인수 107호,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 16:30,02-421-1971,50,15건
옛촌매운갈비찜,갈비,3.5,서울 송파구 올림픽로32길 24,매일 00:00 ~ 24:00,02-412-8899,85,22건
송도갈비 문정역점,갈비,3.1,서울 송파구 법원로 128 SKV1 GL메트로시티 A동 201호,매일 11:30 ~ 22:00,02-449-6628,34,9건
피에프창 롯데월드몰점,아시아음식,3.6,서울 송파구 올림픽로 300 롯데월드몰 5층,매일 10:30 ~ 22:00,02-3213-4599,226,29건
부산밀면,국수,3.6,서울 송파구 가락로 43,화요일,02-417-8887,23,55건
스타벅스 잠실새내역점,커피전문점,2.9,서울 송파구 올림픽로 96 1층,월~금 07:00 ~ 22:00,1522-3232,18,26건
현차이나,중화요리,3.2,서울 송파구 백제고분로48길 8 2층,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-416-5500,56,24건
랜돌프비어,호프/요리주점,3.1,서울 송파구 백제고분로7길 58 2층,영업시간 매일 17:00 ~ 03:00,02-421-1986,93,11건
꽃낙지,해물/생선,4.5,서울 송파구 백제고분로19길 7 1층,화~일 11:30 ~ 22:00,02-412-7589,75,15건
철판구이300도씨 신천본점,육류/고기,3.7,서울 송파구 백제고분로7길 28-17,영업시간 매일 17:00 ~ 01:00,02-423-5352,70,3건
스타벅스 송파나루역DT점,커피전문점,3.4,서울 송파구 오금로 142,매일 07:00 ~ 22:00,1522-3232,29,37건
가야촌유황오리,오리,3.3,서울 송파구 오금로 533,매일 11:00 ~ 22:30,02-409-5675,38,22건
군자대한곱창 문정역점,곱창/막창,3.0,서울 송파구 법원로 114 엠스테이트 A동 1층 114/115호,영업시간 매일 16:00 ~ 02:00,02-2283-1819,100,17건
돈탐라1977 방이점,육류/고기,4.3,서울 송파구 올림픽로32길 19-9 1층,영업시간 매일 14:00 ~ 24:00,02-415-8382,59,18건
어리랑,회,3.6,서울 송파구 풍성로26길 16,매일 12:00 ~ 24:00,02-472-8777,21,13건
스타벅스 송파방이DT점,커피전문점,3.6,서울 송파구 오금로 241,매일 07:00 ~ 22:00,1522-3232,12,20건
이낙근찹쌀떡베이커리 오금동본점,제과/베이커리,2.6,서울 송파구 중대로 316,매일 07:00 ~ 23:00,02-423-4082,17,13건
나레초밥 신천점,초밥/롤,2.4,서울 송파구 백제고분로7길 54 1층,월~금 11:50 ~ 24:00,02-416-0377,44,20건
다케오호르몬데판야끼 송리단길점,육류/고기,2.3,서울 송파구 백제고분로45길 8 1층,매일 11:00 ~ 22:00,070-4468-6654,721,32건
주문진해물한상,해물/생선,3.7,서울 송파구 오금로19길 9,매일 11:00 ~ 23:00,02-418-7833,167,12건
스타벅스 잠실역점,커피전문점,3.9,서울 송파구 송파대로 562 한빛프라자 1/2층,월~금 07:00 ~ 21:00,1522-3232,15,17건
유천냉면 풍납본점,냉면,2.9,서울 송파구 강동대로3길 22 1층,화~일 10:30 ~ 21:00,02-477-0276,211,57건
송파아구찜,아구,3.6,서울 송파구 오금로44길 50-22,,02-403-0327,18,21건
홍종흔베이커리&케익부띠끄,제과/베이커리,3.1,서울 송파구 양재대로71길 8 1층,,02-2135-8955,19,23건
김태완스시 송파본점,초밥/롤,3.0,서울 송파구 오금로 148,매일 11:00 ~ 23:00,02-2202-3303,40,25건
스시준 잠실점,초밥/롤,2.8,서울 송파구 올림픽로35다길 32 지하1층,매일 11:30 ~ 22:00,02-419-0627,37,6건
스타쉐프,양식,3.9,서울 송파구 위례성대로 134 5층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:30,02-425-6565,32,22건
벌툰 잠실새내점,만화카페,4.1,서울 송파구 백제고분로7길 27 반석빌딩 3층,매일 10:00 ~ 23:00,070-7575-0600,62,28건
씨젬므쥬르,양식,3.5,서울 송파구 백제고분로41길 25 1층,월~토 11:00 ~ 21:30 · 브레이크타임 월~토 15:30 ~ 17:00,0507-1347-4142,109,37건
옥돌현옥,냉면,4.3,서울 송파구 오금로36길 26-1,월/화/목/금/토 11:30 ~ 22:00,02-404-4824,45,30건
인기명 문정점,조개,3.0,서울 송파구 법원로11길 7 현대지식산업센터 C동 151/ 152호,매일 12:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2144-5689,37,9건
카페미뇽,디저트카페,3.5,서울 송파구 오금로11길 12 1층 105호,매일 08:00 ~ 24:00,,127,10건
옛날농장 방이점,갈비,4.5,서울 송파구 올림픽로32길 19-10,월~토 10:00 ~ 02:00,02-416-2566,28,2건
임뻬라또,이탈리안,4.2,서울 송파구 올림픽로37길 130 파크리오아파트 A상가 3층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:30,02-420-2131,63,12건
카페소서,카페,5.0,서울 송파구 문정로 173 1층,월/화요일,02-404-7177,30,8건
이자카야오모,일본식주점,3.8,서울 송파구 올림픽로32길 52 2층,영업시간 매일 17:00 ~ 02:00,,85,5건
맥도날드 잠실역점,패스트푸드,2.2,서울 송파구 송파대로 558,매일 00:00 ~ 24:00,070-7017-6952,13,27건
남한산성 마천점,육류/고기,4.0,서울 송파구 마천로39길 5,,02-408-8866,18,4건
삼광호수,갈비,2.5,서울 송파구 송파대로49길 58,매일 11:00 ~ 22:00,02-414-2512,58,15건
더맛있는족발보쌈 가락점,족발/보쌈,3.4,서울 송파구 양재대로62길 41 1층,영업시간 매일 14:00 ~ 02:00,02-400-7851,206,5건
원조동대문닭한마리칼국수,닭요리,3.1,서울 송파구 올림픽로30길 6,매일 10:00 ~ 23:00,02-420-0110,15,8건
어사출또 잠실신천점,회,3.7,서울 송파구 올림픽로10길 19,,02-424-0906,26,3건
삼방매,일식,3.5,서울 송파구 백제고분로45길 23 1층 105호,,070-4150-7718,111,36건
신천생태,해물/생선,3.8,서울 송파구 올림픽로8길 32,월~토 10:00 ~ 23:00,02-418-2642,30,4건
사케쇼프,일본식주점,3.3,서울 송파구 오금로16길 12,영업시간 화~일 18:00 ~ 02:00,02-416-9997,71,16건
엔제리너스 석촌호수DI점,커피전문점,3.6,서울 송파구 석촌호수로 224 1층,매일 08:00 ~ 02:00,02-3431-7590,36,13건
우설화 송파문정역점,육류/고기,3.4,서울 송파구 법원로4길 5 송파법조타운 푸르지오시티 1층 120~124호/ 2층 217~224호,매일 11:30 ~ 22:00,02-449-8870,27,11건
오발탄 송파점,곱창/막창,3.4,서울 송파구 위례성대로 206,매일 11:30 ~ 22:00,02-404-0090,58,22건
고구려민속주막,호프/요리주점,4.0,서울 송파구 올림픽로32길 18 경진빌딩 지하1층,영업시간 월~금 17:00 ~ 03:00,02-412-1444,31,5건
셜록홈즈 잠실2호점,테마카페,4.0,서울 송파구 백제고분로7길 31 4층,매일 10:00 ~ 23:30,02-418-0153,35,7건
세이류,일식,4.7,서울 송파구 올림픽로35가길 9,월~토 12:00 ~ 21:30,02-418-2288,61,11건
생생아구,아구,2.8,서울 송파구 백제고분로7길 8-37,매일 10:30 ~ 22:30,02-419-2922,32,9건
포유티,동남아음식,4.0,서울 송파구 위례성대로18길 28-13 1층,매일 11:00 ~ 21:30,02-408-4566,33,24건
마포숯불갈비,갈비,4.4,서울 송파구 성내천로 223 1층,매일 11:30 ~ 22:30,02-430-9757,24,7건
츠쿠모,일식,3.8,서울 송파구 올림픽로32길 58 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 14:30 ~ 17:30,02-422-4668,65,53건
돈부리파스타 송리단길점,양식,3.3,서울 송파구 백제고분로45길 17 지하 1층,매일 11:30 ~ 21:00,02-6952-5151,115,35건
브루클린더버거조인트 롯데월드몰점,햄버거,3.8,서울 송파구 올림픽로 300 3층,매일 10:30 ~ 22:00,,320,42건
79대포 방이점,실내포장마차,3.5,서울 송파구 올림픽로32길 36 1층,영업시간 매일 17:00 ~ 05:00,02-424-7977,37,10건
연탄부락 잠실새내점,삼겹살,4.5,서울 송파구 백제고분로9길 22 1층,영업시간 매일 15:00 ~ 01:00,070-4115-9062,93,18건
착한낙지,해물/생선,3.3,서울 송파구 동남로 143,매일 11:00 ~ 22:00,02-431-1107,8,10건
꼭그닭 잠실점,호프/요리주점,4.0,서울 송파구 오금로11길 14 동성빌딩 2층 201호,영업시간 월~금 14:00 ~ 03:00,02-417-7772,251,23건
명서식당,일본식주점,4.7,서울 송파구 백제고분로7길 42-29 102호,영업시간 월~토 18:00 ~ 02:00,070-8220-8660,61,15건
금바위감자탕 가락본점,감자탕,3.2,서울 송파구 중대로 120,매일 00:00 ~ 24:00,02-404-3161,34,26건
살롱드쥬,이탈리안,4.1,서울 송파구 위례성대로12길 4 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-420-9523,20,29건
박군자진주냉면 본점,냉면,2.7,서울 송파구 위례순환로 472,매일 09:00 ~ 21:00,02-404-1230,25,27건
일일양 석촌호수점,육류/고기,3.8,서울 송파구 송파대로49길 52 나인파크 A동 107호,영업시간 월~금 16:00 ~ 22:00,02-418-1177,74,12건
크리스탈제이드 상하이팰리스 롯데에비뉴엘월드타워점,중화요리,3.4,서울 송파구 올림픽로 300 에비뉴엘관 6층,매일 11:00 ~ 21:30,02-3213-2627,55,63건
설빙 석촌호수동호점,디저트카페,2.1,서울 송파구 석촌호수로 278 여흥레이크빌 1층,매일 10:00 ~ 23:00,02-3432-7555,61,20건
쭈꾸미도사 잠실새내점,해물/생선,4.5,서울 송파구 백제고분로7길 30 1층,매일 11:00 ~ 24:00,02-419-0523,51,13건
장원보쌈왕족발,족발/보쌈,2.6,서울 송파구 백제고분로7길 46,매일 00:00 ~ 24:00,02-423-8555,17,17건
서가앤쿡 서울잠실점,양식,3.3,서울 송파구 석촌호수로 176 3층,매일 11:30 ~ 22:00,02-420-9448,42,17건
스타벅스 석촌서호점,커피전문점,4.0,서울 송파구 석촌호수로 176 1층,매일 07:00 ~ 22:00,1522-3232,22,21건
나폴레옹제과점 잠실점,제과/베이커리,3.2,서울 송파구 백제고분로 67,매일 08:00 ~ 22:00,,23,24건
어부회수산,회,4.8,서울 송파구 백제고분로40길 25 1층,영업시간 월~토 16:30 ~ 02:00,02-457-2322,3,9건
별미곱창 방이3호점,곱창/막창,2.4,서울 송파구 오금로11길 14 1층,매일 12:00 ~ 05:00,02-418-5527,138,18건
디저티스트,디저트카페,4.7,서울 송파구 송파대로48길 37 호수임광아파트상가 2층,화요일,,56,32건
팻어케이크,제과/베이커리,4.6,서울 송파구 백제고분로41길 20 101호,화~일 12:00 ~ 22:00,,56,17건
사브레,카페,3.7,서울 송파구 송파대로46길 28,매일 12:00 ~ 22:00,070-7628-2828,86,23건
바토스 잠실점,멕시칸/브라질,3.2,서울 송파구 올림픽로 240 롯데백화점 지하1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2143-7073,33,22건
진원조닭한마리 잠실신천점,닭요리,4.2,서울 송파구 백제고분로7길 32-11 1층,월~토 11:30 ~ 24:00,02-422-4712,73,19건
신서방부대고기,찌개/전골,3.5,서울 송파구 오금로46길 16,월~토 11:00 ~ 21:00,02-449-3670,35,33건
케키하우스,카페,4.0,서울 송파구 백제고분로41길 35 2층,화~일 12:00 ~ 21:00,,50,14건
요시,일식집,4.1,서울 송파구 위례성대로18길 9-1 1층,영업시간 월~토 17:30 ~ 01:30,0507-1402-2582,22,7건
창화당 석촌호수점,분식,3.9,서울 송파구 오금로16길 12 1층,매일 11:30 ~ 21:00,070-8811-0908,127,34건
24시비사벌 전주콩나물국밥 송파점,국밥,4.1,서울 송파구 백제고분로 181,매일 00:00 ~ 24:00,02-418-7651,16,16건
카페마마스 잠실점,카페,2.1,서울 송파구 올림픽로 269 캐슬프라자 1층,,02-2146-2214,175,30건
잠실황소곱창,곱창/막창,3.6,서울 송파구 삼학사로19길 5,영업시간 월~금 17:00 ~ 01:00,02-423-8817,79,11건
문어세상해천탕 잠실본점,해물/생선,3.3,서울 송파구 오금로 169,매일 12:00 ~ 24:00,02-425-0995,37,12건
문가네정육식당,육류/고기,4.4,서울 송파구 새말로 125,매일 11:30 ~ 22:00,02-448-0270,16,17건
