식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
나라구한닭 정통닭갈비,닭요리,4.3,서울 강서구 곰달래로24길 18 1층,매일 11:30 ~ 23:30,02-6401-2223,42,12건
인라이크,디저트카페,4.8,서울 강서구 양천로30길 103,월~목 11:00 ~ 20:30,070-7789-3344,58,15건
명량간장게장,게/대게,3.8,서울 강서구 마곡중앙6로 21 이너매스마곡 2층 213호,매일 11:30 ~ 21:30,02-3665-8887,109,8건
스타벅스 화곡동점,커피전문점,3.4,서울 강서구 화곡로 142,매일 08:00 ~ 22:00,1522-3232,12,16건
꼼떼바베큐 마곡점,이탈리안,3.9,서울 강서구 마곡중앙로 161-11 라마다앙코르 서울마곡호텔 지하 1층,,02-6929-3990,69,56건
타이투고 마곡점,태국음식,4.4,서울 강서구 마곡중앙6로 45 리더스퀘어마곡 1층 115호,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 14:30 ~ 17:00,070-4147-9914,51,25건
맹순이꽃게아구전문점,아구,3.4,서울 강서구 공항대로 272 강림빌딩 2층,매일 11:00 ~ 23:00,02-3661-6570,33,16건
달인대보손칼국수,국수,3.9,서울 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티 2층 211호,매일 11:00 ~ 21:00 · 브레이크타임 매일 16:00 ~ 17:00,02-3663-9571,31,23건
고기원칙 강서구청점,육류/고기,3.1,서울 강서구 까치산로27길 23 1층,영업시간 매일 16:00 ~ 02:00,02-2619-9292,85,9건
열린지혜의맛,이탈리안,3.6,서울 강서구 곰달래로 164,,02-2699-0586,26,12건
다원레스토랑,양식,2.8,서울 강서구 공항대로65길 1-5,매일 11:00 ~ 24:00,02-3665-3600,33,12건
벌툰 까치산역점,만화카페,5.0,서울 강서구 강서로 43 2층 201호,매일 10:00 ~ 23:00,070-7612-0018,51,2건
햇빛촌,순대,3.6,서울 강서구 강서로54길 102,월~토 10:00 ~ 22:00,02-3661-5921,7,25건
어촌어시장 화곡점,회,2.8,서울 강서구 화곡로 133,매일 12:00 ~ 03:00,02-2690-0284,23,9건
레스트747,이탈리안,3.5,서울 강서구 마곡중앙1로 72 1층 104호,매일 10:00 ~ 21:30 · 브레이크타임 매일 16:00 ~ 17:30,02-2662-7470,18,4건
마곡삼계탕,삼계탕,4.5,서울 강서구 공항대로 247 퀸즈파크나인 B동 2층,매일 10:00 ~ 22:00,02-6421-9889,61,22건
스타벅스 발산역,커피전문점,3.4,서울 강서구 강서로 388 1층,월~금 07:30 ~ 22:00,1522-3232,19,17건
빌리엔젤 마곡역점,카페,3.7,서울 강서구 마곡중앙로 56,월~금 08:00 ~ 22:30,02-2664-3230,25,7건
태문네,한식,2.6,서울 강서구 양천로28길 40,,,32,25건
고향옥얼큰순대국,순대,3.5,서울 강서구 양천로 401,매일 11:00 ~ 23:00,02-2135-1230,38,12건
신고집해물찜 화곡점,해물/생선,3.5,서울 강서구 강서로 188,매일 11:30 ~ 22:00,02-2668-3359,28,11건
쿠우쿠우 발산점,해산물뷔페,2.2,서울 강서구 마곡중앙6로 93 열린프라자 9층,매일 11:00 ~ 22:00,02-3661-1357,37,26건
백두한우곱창전문,곱창/막창,3.4,서울 강서구 공항대로 291 등촌동성원상떼뷰오피스텔 1층,영업시간 매일 16:00 ~ 01:00,02-3662-3015,56,16건
본순대국,순대,4.5,서울 강서구 강서로18길 20,매일 00:00 ~ 24:00 · 브레이크타임 매일 15:30 ~ 16:30,02-2606-0222,18,12건
숯불동글갈비,갈비,2.8,서울 강서구 화곡로 194-9,,,23,9건
화로구이,육류/고기,2.9,서울 강서구 강서로 374,매일 00:00 ~ 24:00,02-3663-3292,28,9건
망향비빔국수 강서점,국수,3.6,서울 강서구 양천로 720 유동빌딩 1층,매일 11:00 ~ 22:00,02-2659-6599,106,28건
감성돼지9091,육류/고기,3.5,서울 강서구 공항대로 345 2층,,02-3665-9091,18,8건
착한낙지 등촌점,해물/생선,3.6,서울 강서구 공항대로 353,매일 11:00 ~ 22:00,02-3665-5333,15,14건
김가네설렁탕,설렁탕,2.8,서울 강서구 방화동로 52,매일 11:00 ~ 22:00,02-2666-0666,22,10건
팥장군,한식,4.1,서울 강서구 곰달래로 155-1,화~일 11:00 ~ 23:00,02-2606-8458,26,19건
스시쇼쿠닌,초밥/롤,4.5,서울 강서구 강서로17길 36 1층 102호,월~토 14:00 ~ 17:00,02-2696-0501,19,32건
맥도날드 염창DT점,패스트푸드,1.5,서울 강서구 공항대로71길 3,매일 07:00 ~ 24:00,070-7209-0594,6,33건
명가원설농탕 화곡점,설렁탕,2.4,서울 강서구 강서로 195,매일 00:00 ~ 24:00,02-2693-0055,12,10건
여가반상,한식,4.1,서울 강서구 마곡중앙6로 85 마곡사이언스파크뷰 2층,매일 11:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-2135-2773,48,7건
똑순이막국수,국수,2.8,서울 강서구 강서로47길 19,매일 09:30 ~ 22:00,02-2064-2626,18,15건
평양냉면 대동관 강서점,냉면,3.0,서울 강서구 우장산로 120,매일 11:30 ~ 22:00,02-2690-7288,23,7건
이치방라멘,일본식라면,4.6,서울 강서구 강서로 271 1층,월~토 11:00 ~ 22:00,070-4069-6145,46,20건
방화동쭈꾸미마을 방화본점,해물/생선,3.4,서울 강서구 금낭화로15길 12,월~토 14:00 ~ 17:00,02-2661-9575,24,10건
사이공윤다이,베트남음식,4.3,서울 강서구 마곡중앙5로1길 20 마곡나루역보타닉비즈타워 2층 217/218호,매일 10:30 ~ 21:30,02-2093-6502,51,28건
금고깃집 발산직영점,육류/고기,3.8,서울 강서구 마곡중앙8로 90 105~107호,매일 11:00 ~ 23:00,02-3665-8292,64,5건
애월식당 마곡점,육류/고기,4.3,서울 강서구 공항대로 227 마곡센트럴타워 1층,매일 11:30 ~ 23:00,02-2659-8330,32,10건
수한무닭칼국수 화곡직영점,국수,4.6,서울 강서구 화곡로21길 21 1층,매일 11:00 ~ 22:00,02-2605-1613,24,11건
어다리횟집 발산점,일식집,3.0,서울 강서구 강서로54길 14,매일 11:30 ~ 24:00,02-3664-0015,43,3건
착한돼지 화곡점,육류/고기,3.4,서울 강서구 화곡로 143 충효빌딩 2층,매일 11:00 ~ 23:30,02-2696-9933,12,12건
소담촌 마곡점,샤브샤브,2.3,서울 강서구 마곡중앙6로 93 열린프라자 4층 403호,매일 11:00 ~ 22:00,02-3661-5566,28,12건
라까사,이탈리안,4.0,서울 강서구 마곡중앙8로 90 마곡아이파크 201호,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-6013-9007,43,22건
스타벅스 마곡역,커피전문점,4.6,서울 강서구 공항대로 168 101~105호,월~금 07:00 ~ 21:00,1522-3232,11,10건
미가 버섯매운탕샤브샤브칼국수,샤브샤브,4.3,서울 강서구 강서로5나길 57,매일 10:30 ~ 24:00,02-2601-2893,29,10건
전설의 스테이크갈비,갈비,4.5,서울 강서구 마곡동 772-5 리더스퀘어마곡 1층 130~132호,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,,114,16건
오백년장어,장어,3.8,서울 강서구 공항대로 367,매일 11:30 ~ 22:00,02-2668-8778,16,5건
노브랜드버거 마곡점,패스트푸드,2.7,서울 강서구 마곡중앙6로 21,매일 10:00 ~ 22:00,02-2063-3909,73,17건
스타우스,이탈리안,4.5,서울 강서구 화곡로58길 22-11,영업시간 매일 17:00 ~ 03:00,02-2605-0160,44,4건
홍능참숯불갈비,갈비,4.6,서울 강서구 금낭화로 66,,02-2665-5612,17,14건
맛찬들왕소금구이 발산역점,육류/고기,3.8,서울 강서구 강서로 375-7,매일 12:00 ~ 24:00,02-3661-5026,67,52건
돼지래스토랑 셋째,육류/고기,3.6,서울 강서구 마곡서로 152 두산더랜드타워 B동 3층 301~303호,영업시간 매일 15:00 ~ 24:00,02-6989-9669,110,9건
진화쿵푸마라탕 발산역점,중화요리,4.0,서울 강서구 강서로 385 105호,매일 11:00 ~ 21:30,02-2659-2888,56,17건
삼국지종합어시장,회,3.1,서울 강서구 강서로54길 17,매일 00:00 ~ 24:00,02-3663-8007,28,11건
오복순대국 마곡본점,순대,3.2,서울 강서구 강서로47길 158,매일 08:00 ~ 23:00,02-2667-7281,5,24건
써브웨이 발산역점,샌드위치,2.8,서울 강서구 마곡중앙6로 93 열리프라자 101호,매일 08:00 ~ 23:00,02-3663-6837,20,26건
황금코다리 마곡점,해물/생선,4.7,서울 강서구 마곡동로 62 2층,매일 11:00 ~ 22:00,02-2658-6166,30,7건
마곡회포차 싱싱수산 마곡본점,회,2.4,서울 강서구 마곡서로 168 럭스나인오피스텔 L동 1층 102/ 103호,매일 14:00 ~ 03:00,02-2659-5858,29,8건
본가왕해물찜 강서점,해물/생선,4.0,서울 강서구 강서로5나길 82,매일 11:00 ~ 24:00,02-2699-5758,43,3건
야끼화로 발산점,육류/고기,4.2,서울 강서구 강서로56길 24,매일 11:00 ~ 03:00,02-6080-9293,180,13건
도쿄화로,일식,5.0,서울 강서구 까치산로 180,,,34,2건
황금오리농장 본점,오리,2.6,서울 강서구 공항대로 48 1층,매일 11:30 ~ 22:30,02-2632-5252,22,16건
쓰부,중식,4.0,서울 강서구 강서로56가길 63 상원빌딩 1층,화~일 11:00 ~ 21:30,02-3662-1112,91,19건
메이필드호텔 낙원,한정식,3.0,서울 강서구 방화대로 94 별관 한옥 1층,매일 12:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 18:00,02-2660-9010,12,2건
모락우동,돈까스/우동,3.9,서울 강서구 화곡로64길 58,매일 11:00 ~ 21:00,02-3662-7973,26,16건
카이조쿠 마곡점,일본식라면,3.3,서울 강서구 마곡중앙6로 16 마곡지엠지타워,월~금 11:00 ~ 22:30 · 브레이크타임 월~금 15:00 ~ 17:00,,54,26건
맥도날드 송정역점,패스트푸드,2.0,서울 강서구 공항대로 21,매일 00:00 ~ 24:00,070-7017-0576,6,14건
미전옥,일식,4.4,서울 강서구 공항대로45나길 41 1층,,0507-1314-1490,34,35건
마초갈비 마곡점,갈비,4.5,서울 강서구 마곡동 796-3,월~토 11:00 ~ 23:59,02-3663-0904,129,13건
벌툰 마곡발산점,만화카페,5.0,서울 강서구 공항대로 247 퀸즈파크나인 A동 401/ 402호,매일 10:00 ~ 23:00,02-6738-1105,23,7건
해누리,육류/고기,4.8,서울 강서구 공항대로59가길 17 1층,월~금 11:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6014-7892,19,9건
나우니스,햄버거,3.8,서울 강서구 마곡중앙로 161-11 라마다앙코르 서울마곡호텔 2층 201호,월~금 14:00 ~ 17:30,02-2668-7878,57,17건
오봉집,한식,2.5,서울 강서구 마곡동로4길 15 2층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3661-7040,254,11건
비엔나커피하우스 마곡나루역점,커피전문점,3.3,서울 강서구 마곡중앙5로1길 20 219호,매일 10:00 ~ 23:00,02-2093-6575,37,16건
신당동즉석떡볶이,떡볶이,4.5,서울 강서구 공항대로 423,월~토 10:30 ~ 22:00,02-3661-4387,22,13건
김종용누룽지통닭 등촌점,치킨,4.4,서울 강서구 공항대로61길 21,영업시간 월~토 15:00 ~ 01:00,02-3664-2292,33,10건
개성집,갈비,3.8,서울 강서구 화곡로58길 30,영업시간 월~금 15:00 ~ 07:00,02-2602-5327,22,5건
매화양꼬치 강서구청점,양꼬치,3.7,서울 강서구 화곡로60길 20,영업시간 월~토 17:00 ~ 05:00,02-2694-2288,101,3건
김용기과자점 본점,제과/베이커리,3.8,서울 강서구 송정로 65,화~일 10:30 ~ 23:00,02-2663-5558,12,17건
등초마라탕 마곡발산점,중식,3.8,서울 강서구 공항대로 237 1층,월~금 11:30 ~ 21:30,070-8866-7289,63,4건
카페비쥬,카페,4.0,서울 강서구 강서로47다길 17,월~금 12:00 ~ 22:00,,66,5건
월정소나타,육류/고기,3.9,서울 강서구 화곡로68길 82 강서아이티밸리 115호,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,,26,18건
다케,일본식주점,4.1,서울 강서구 초록마을로2길 50 풍전빌라,영업시간 화~일 18:00 ~ 04:00,,46,17건
스타벅스 마곡나루공원,커피전문점,4.6,서울 강서구 마곡중앙5로 47,월~금 07:00 ~ 22:00,1522-3232,26,11건
후라토식당 발산역점,일식,3.2,서울 강서구 공항대로 269-15 211호,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6012-8154,68,16건
봉봉키즈 강서점,키즈카페,5.0,서울 강서구 마곡중앙6로 65 지투프라자 5층 504~506호,월/화요일,010-5143-6780,32,1건
헬로비에트,베트남음식,4.5,서울 강서구 화곡로25길 25 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,47,23건
목로주점1987,실내포장마차,4.4,서울 강서구 마곡중앙로 161-11 A동 1층 106/ 107호,월~목 14:00 ~ 22:00,010-8757-1086,54,25건
쭈퐁 등촌본점,해물/생선,3.2,서울 강서구 공항대로45길 44 1층,매일 11:00 ~ 22:00,02-3662-2030,83,14건
우리콩짬뽕순두부,두부전문점,4.0,서울 강서구 마곡중앙6로 40,월~토 09:30 ~ 21:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-6956-9600,49,7건
모던꿀꿀,육류/고기,5.0,서울 강서구 등촌로3길 17 1층,영업시간 화~금 15:00 ~ 22:00,02-2654-9293,77,4건
오재영스시,초밥/롤,3.9,서울 강서구 까치산로2길 4,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-2694-2500,29,18건
케렌시아,육류/고기,4.3,서울 강서구 마곡서로 152 두산더랜드타워 B동 219호,,02-6989-9336,114,9건
다래정연탄불생고기,육류/고기,4.0,서울 강서구 강서로74길 17,월~토 14:00 ~ 02:00,02-2658-7713,42,6건
80년전통원조순대국,순대,3.2,서울 강서구 방화대로6가길 34,월~토 07:30 ~ 21:30,02-2665-0843,11,19건
구락,일본식주점,3.8,서울 강서구 마곡중앙6로 45 리더스퀘어마곡 2층 213호,월~토 11:00 ~ 23:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-3664-9995,69,13건
라향각마라탕,중식,3.9,서울 강서구 화곡로68길 15 208호,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30,02-3456-2789,51,20건
쓰부 화곡본점,중화요리,4.3,서울 강서구 까치산로 75 1층,화~일 12:00 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 16:30,02-2690-1110,7,19건
김순옥들내음 본점,수제비,3.0,서울 강서구 금낭화로24길 29-13 1층,매일 11:00 ~ 21:00,02-2064-0093,25,16건
더족발 가양점,족발/보쌈,4.1,서울 강서구 양천로57길 10-20 이스타빌 1차,영업시간 월~금 16:00 ~ 01:00,02-2063-3785,34,8건
고양이후추,디저트카페,4.3,서울 강서구 공항대로59다길 267 솔트나인빌리지 1층 102호,매일 11:00 ~ 23:00,010-8081-2389,17,6건
고기싸롱 화곡역점,육류/고기,4.1,서울 강서구 화곡로 117-1,매일 12:00 ~ 24:00,02-2699-5551,12,7건
한우등촌골,육류/고기,2.3,서울 강서구 등촌로 201,매일 11:00 ~ 22:00,02-2649-5959,18,12건
장성양갈비 송정점,양꼬치,4.5,서울 강서구 공항대로 46,매일 11:00 ~ 01:00,02-6409-3456,44,8건
의성식당,국수,3.3,서울 강서구 공항대로59가길 25-6,월~금 11:00 ~ 17:00,02-3663-1909,18,9건
스타벅스 마곡GMG,커피전문점,3.5,서울 강서구 마곡중앙6로 16 117~120호,월~금 07:00 ~ 21:00,1522-3232,13,11건
RD42,와인바,4.2,서울 강서구 마곡중앙6로 42 사이언스타 3층 303호,영업시간 매일 17:00 ~ 02:00,02-6081-5444,98,5건
소심당,제과/베이커리,4.8,서울 강서구 화곡로23길 32 102호,화~토 11:00 ~ 21:00,02-2607-1454,23,19건
이케맨,일본식주점,5.0,서울 강서구 양천로71길 38 월드메르디앙아파트상가 1층 101호,영업시간 월~토 18:00 ~ 01:00,02-3661-0221,45,7건
본가백구오리불고기,오리,3.6,서울 강서구 강서로17길 40,월/화/목/금/토/일 11:30 ~ 23:30,02-2692-3433,18,7건
대게나라 발산점,게/대게,3.2,서울 강서구 공항대로 290 1층,매일 11:00 ~ 24:00,02-3662-0655,24,5건
막푸줏간 마곡점,육류/고기,4.5,서울 강서구 공항대로 269-15 1층 125호,월~금 11:30 ~ 00:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-6403-0301,35,2건
곱창시대,곱창/막창,5.0,서울 강서구 마곡동로4길 15 엠팰리체 1층 108호,영업시간 매일 16:00 ~ 01:00,02-3661-0035,33,5건
진1926 마곡나루점,육류/고기,3.9,서울 강서구 마곡중앙로 161-8 두산 더랜드파크 B동 116호,영업시간 매일 17:00 ~ 24:00,02-6989-9202,34,9건
스타벅스 가양역점,커피전문점,3.1,서울 강서구 양천로 476,월~금 07:00 ~ 21:00,1522-3232,12,17건
도쿄파스타,이탈리안,3.1,서울 강서구 강서로 385 우성에스비타워 2층 203호,월/화/목/금/토/일 11:00 ~ 22:00,02-3663-6787,89,20건
이가네양갈비양꼬치,양꼬치,4.4,서울 강서구 마곡동로 62 마곡사이언스타워 2층 209호,매일 14:00 ~ 02:00,02-6713-5188,19,7건
도야지,육류/고기,4.9,서울 강서구 마곡중앙6로 45 리더스퀘어마곡 120호,,,41,10건
삼순이게장,게/대게,3.1,서울 강서구 방화동로 56,매일 10:00 ~ 22:00,02-2663-5292,37,8건
KFC 목동사거리점,패스트푸드,1.6,서울 강서구 등촌로 19,매일 10:30 ~ 23:30,02-2061-3176,8,5건
참치예담,참치회,2.8,서울 강서구 마곡중앙5로1길 20 보타닉비즈타워 2층 201~202호,영업시간 월~토 16:00 ~ 01:00,02-6326-6668,45,13건
진주꼬리곰탕,곰탕,3.7,서울 강서구 화곡로68길 15,매일 10:00 ~ 22:00,,44,7건
마반장 화곡본점,감자탕,4.0,서울 강서구 강서로45길 19,,02-6052-7112,22,4건
일층집의정부부대찌개,찌개/전골,3.2,서울 강서구 화곡로26가길 32,매일 09:30 ~ 22:00,02-2692-3877,28,15건
달콤하우스,제과/베이커리,4.6,서울 강서구 강서로 429 마곡오드카운티1차 상가,,02-2668-0762,37,11건
동천,중화요리,3.3,서울 강서구 마곡중앙6로 42 사이언스타 4층 401호,월~토 11:00 ~ 21:30,02-3664-4234,58,11건
동아풍천민물장어,장어,4.0,서울 강서구 양천로 731 염창동아3차아파트 303동상가,매일 10:00 ~ 24:00,02-3663-3354,14,3건
왕장군주먹고기 방화점,육류/고기,4.0,서울 강서구 방화대로 337,영업시간 매일 16:00 ~ 01:30,02-2662-9889,27,5건
만년닭강정 화곡점,닭강정,3.0,서울 강서구 곰달래로51길 23 1층,,02-2655-0079,53,5건
펠어커피초코 마곡점,카페,3.6,서울 강서구 강서로 399 마곡하이마루 1층 108호,매일 10:00 ~ 21:00,070-8801-7979,38,9건
맛거리,호프/요리주점,3.7,서울 강서구 화곡로25길 8,월~토 11:00 ~ 02:00,02-2602-9997,31,7건
강서복집,복어,3.3,서울 강서구 공항대로59길 8 1층 2층,매일 10:00 ~ 22:00,02-3661-6672,8,4건
양송곱창,곱창/막창,3.7,서울 강서구 공항대로46길 56,영업시간 매일 16:00 ~ 02:00,02-2695-3393,40,20건
JK블라썸호텔 염창8경,양식,5.0,서울 강서구 양천로65길 41-22 15층,화~일 11:00 ~ 22:00,02-2138-0987,39,4건
투썸플레이스 마곡점,커피전문점,3.4,서울 강서구 마곡중앙6로 40 장흥빌딩 1/ 2층,월~금 07:30 ~ 22:00,02-3662-5800,9,8건
추가추어탕,추어,4.2,서울 강서구 양천로60길 60,월~토 11:00 ~ 21:00,,30,13건
스타벅스 등촌,커피전문점,2.7,서울 강서구 공항대로 329 1층,월~금 08:00 ~ 19:00,1522-3232,7,13건
스타벅스 우장산역,커피전문점,3.1,서울 강서구 강서로 267 송화쇼핑센터 1층/지하층,월~금 07:30 ~ 22:00,1522-3232,18,15건
카카오독애견카페 목동점,애견카페,3.0,서울 강서구 곰달래로60길 33,매일 13:00 ~ 22:00,02-2652-6727,21,4건
홍차이 발산본점,중화요리,3.7,서울 강서구 마곡중앙8로 90 마곡아이파크 2층,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-3665-9898,31,6건
남춘네숯불닭갈비,닭요리,5.0,서울 강서구 등촌로 47-1 1층,영업시간 매일 16:00 ~ 01:00,02-2646-2668,12,6건
짚신매운갈비찜 강서구청점,갈비,3.8,서울 강서구 화곡로58길 25-5,영업시간 월~토 16:00 ~ 03:00,02-2602-4880,17,4건
대문안감자탕&설렁탕 발산직영점,감자탕,3.7,서울 강서구 강서로 303,,02-2664-7755,25,11건
가랑삼계탕 마곡점,삼계탕,4.3,서울 강서구 마곡동로 62 마곡사이언스타워 3층,매일 10:00 ~ 22:00,02-3665-8660,38,10건
랑월,중화요리,4.2,서울 강서구 마곡중앙6로 66 퀸즈파크텐 2층 206호,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 14:30 ~ 17:30,02-6411-9323,43,17건
은수네초밥,초밥/롤,4.6,서울 강서구 등촌로 225-1 1층,화요일,02-6053-4242,16,19건
하루화곡,참치회,5.0,서울 강서구 월정로 114-1 1층,화요일,02-2605-4988,27,11건
스타벅스 양천향교역,커피전문점,3.2,서울 강서구 강서로 463,월~금 07:00 ~ 21:00,1522-3232,10,9건
이름없는파스타 우장산역점,이탈리안,3.9,서울 강서구 강서로45가길 19,매일 11:00 ~ 21:30,070-7785-9171,62,13건
초애삼계탕 마곡점,삼계탕,4.4,서울 강서구 공항대로 205 SH빌딩 3층,매일 10:00 ~ 21:00,02-3663-7767,19,11건
단골손님 강서구청점,호프/요리주점,4.5,서울 강서구 공항대로46길 65 2층,영업시간 매일 17:00 ~ 06:00,,37,4건
은행골 마곡1호점,초밥/롤,1.8,서울 강서구 마곡동로 62 마곡사이언스타워 1층 105호,월~금 11:00 ~ 23:00,02-822-4988,29,24건
짬뽕타임 가양점,중화요리,2.5,서울 강서구 양천로 410,월~토 00:00 ~ 24:00,02-2662-8888,19,13건
비행기탄꼬꼬 누룽지통닭 송정역점,닭요리,4.2,서울 강서구 공항대로 14-1 1층,,02-2662-9595,58,6건
이치류 마곡점,일식,4.5,서울 강서구 마곡중앙6로 45 1층 101호,영업시간 월~금 17:00 ~ 23:00,070-7576-0720,44,2건
카페소금다방,카페,4.0,서울 강서구 공항대로61길 42,월~금 09:30 ~ 22:00,070-4242-3443,14,10건
풍천숯불민물장어,장어,4.0,서울 강서구 초록마을로 6,,02-2699-8892,5,4건
동양식당 마곡점,퓨전요리,2.9,서울 강서구 마곡중앙5로1길 20 2층,매일 11:00 ~ 21:00,02-2093-6633,83,15건
79파운야드 마곡점,디저트카페,2.9,서울 강서구 마곡중앙6로 66 퀸즈파크텐 1층 107호,월~금 10:00 ~ 23:00,02-6092-2668,86,7건
오늘와인한잔 발산역점,와인바,4.5,서울 강서구 마곡동로4길 15 1층 112호,영업시간 화~토 16:00 ~ 04:00,02-3662-3009,42,4건
건강한네모의하루 염창점,제과/베이커리,4.8,서울 강서구 공항대로59다길 101 하늘바람빌딩 1층 101호,월~금 09:00 ~ 22:00,,55,8건
강서자연풍천민물장어,장어,4.7,서울 강서구 양천로18길 9,매일 10:00 ~ 23:00,02-2661-1033,1,3건
원조춘천숯불닭갈비,닭요리,4.4,서울 강서구 양천로 414,월~금 11:30 ~ 23:00,02-3661-7892,14,12건
디저트39 마곡나루역점,디저트카페,4.0,서울 강서구 마곡중앙로 161-11 힐스테이트에코마곡나루역라마다앙코르서울 A동 1층 126호,매일 11:00 ~ 22:00,02-2659-7271,33,4건
형제돈부리,돈까스/우동,4.4,서울 강서구 마곡중앙로 161-8 A동 221호,월~토 11:20 ~ 20:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-6989-8686,34,39건
크리스피크림도넛 화곡역점,도넛,4.0,서울 강서구 화곡로 152 1층,매일 08:00 ~ 22:00,02-2602-1937,10,2건
닭한마리칼국수 본점,닭요리,4.7,서울 강서구 강서로17길 125,,02-2601-5888,20,3건
장성양갈비양꼬치 마곡점,육류/고기,2.8,서울 강서구 마곡중앙6로 66 퀸즈파크텐 1층,매일 13:30 ~ 01:30,02-6411-9888,112,4건
더블랙,육류/고기,4.3,서울 강서구 공항대로 269-15 2층 214호,,02-2668-3885,46,11건
정동필참치 화곡본점,참치회,4.8,서울 강서구 화곡로58길 30 2층,영업시간 월~토 17:00 ~ 02:00,02-2692-5837,15,10건
와카츠,돈까스/우동,3.6,서울 강서구 강서로17길 16 1층,월~토 12:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 18:00,02-6397-8355,43,31건
카페희다 마곡점,카페,3.8,서울 강서구 마곡동로3길 26 랑데르2 101호,월~금 07:00 ~ 22:00,02-6952-9033,84,10건
떼헤브,카페,4.5,서울 강서구 마곡서로 175 마곡엠밸리4단지상가동 102호,,,38,11건
거궁 마곡점,한정식,3.7,서울 강서구 공항대로 236 쿠쿠빌딩 3층,,02-2666-4007,18,3건
아프리카커피,커피전문점,3.4,서울 강서구 공항대로46길 89,,02-2698-6110,4,9건
골목집,찌개/전골,4.2,서울 강서구 공항대로 643 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2659-2959,13,13건
맥켄지커피 까치산역점,카페,4.1,서울 강서구 강서로 47-6,월~목 08:00 ~ 23:00,02-2604-6323,23,9건
명태어장 곰달래점,해물/생선,4.4,서울 강서구 곰달래로 244,매일 11:00 ~ 24:00,02-2648-0410,13,5건
화곡손돈까스,돈까스/우동,4.1,서울 강서구 화곡로 194-52,화~토 11:00 ~ 20:30 · 브레이크타임 화~토 14:30 ~ 17:00,070-7804-0986,20,15건
탄탄면공방 마곡점,아시아음식,4.0,서울 강서구 공항대로 269-15 힐스테이트에코마곡 1층 123호,매일 11:00 ~ 21:00,070-8770-5252,54,14건
금별맥주,호프/요리주점,3.9,서울 강서구 마곡중앙6로 70,,02-6952-8253,3,7건
원조장족발,족발/보쌈,4.4,서울 강서구 공항대로59길 37 1층,월~토 12:30 ~ 23:00,02-3662-0054,16,18건
피맥하우스 마곡점,피자,4.0,서울 강서구 마곡중앙6로 45,영업시간 매일 17:00 ~ 02:00,,54,7건
투썸플레이스 등촌역점,커피전문점,2.0,서울 강서구 공항대로 519 1층,매일 08:00 ~ 23:00,02-3664-2388,4,9건
설빙 서울화곡역점,디저트카페,3.3,서울 강서구 화곡로 161 대성빌딩 2층,매일 10:30 ~ 23:00,02-2699-1357,20,27건
광화문살롱 마곡나루점,디저트카페,3.6,서울 강서구 마곡중앙로 161-8 두산더랜드파크 D동 1층 105/106호,월~금 07:30 ~ 22:00,02-6989-8989,63,10건
용대리황태세상,해물/생선,3.5,서울 강서구 양천로49길 20 닛시빌딩 B동 1층,매일 06:00 ~ 22:00,02-3661-0113,14,14건
천사곱창 마곡나루점,곱창/막창,2.1,서울 강서구 마곡중앙로 161-8 두산더랜드파크 1층 C동 117호,영업시간 매일 15:00 ~ 03:00,02-6989-9095,86,13건
눈꽃한우,육류/고기,2.2,서울 강서구 공항대로 290 1층,,02-2658-9933,32,9건
피그백,육류/고기,3.0,서울 강서구 화곡로21길 35,영업시간 월~토 17:00 ~ 24:00,,56,2건
북창동순두부 화곡점,두부전문점,2.9,서울 강서구 화곡로 154,매일 09:00 ~ 23:00,02-2696-4350,25,16건
매운양푼왕갈비,갈비,2.3,서울 강서구 강서로7길 20,영업시간 매일 16:00 ~ 02:00,02-2607-8079,22,7건
