식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
대방골,한정식,2.1,서울 영등포구 국회대로 800 진미파라곤 지하1층 114~125호,,02-783-4999,20,10건
워킹온더클라우드,이탈리안,4.2,서울 영등포구 63로 50 59층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-789-5904,223,37건
은진포차,실내포장마차,2.5,서울 영등포구 도림로133길 20,영업시간 월~토 16:00 ~ 24:00,010-3899-4479,86,11건
10G,디저트카페,3.8,서울 영등포구 국제금융로 10 1층,매일 07:00 ~ 22:00,02-6137-7788,54,13건
브리오슈도레 여의도역점,디저트카페,3.4,서울 영등포구 의사당대로 108 아일렉스 상가 1층,월~금 08:00 ~ 21:30,02-2070-3000,33,16건
고반식당 서여의도점,육류/고기,4.1,서울 영등포구 의사당대로 26 더하우스소호 지하1층,월~금 11:30 ~ 22:00,02-786-0092,117,16건
영등포꽃삼,삼겹살,3.1,서울 영등포구 영중로4길 6 1층,영업시간 월~목 16:00 ~ 01:00,,104,16건
호우양꼬치 본점,양꼬치,3.7,서울 영등포구 영중로10길 6 델리타운102호,영업시간 매일 14:30 ~ 02:30,070-7747-9488,102,13건
로꼬로꼬조개찜 영등포직영점,조개,3.3,서울 영등포구 영등포로42길 1 1층,영업시간 매일 16:00 ~ 01:00,02-2632-4777,55,6건
순흥골 신길점,갈비,3.8,서울 영등포구 대방천로 175,매일 11:30 ~ 22:00,02-848-1888,41,19건
곰집칼국수,국수,3.4,서울 영등포구 도신로60길 12,매일 11:30 ~ 21:00,02-832-0616,32,12건
장어세상 양평점,장어,5.0,서울 영등포구 영등포로 66 영등포중고차매매단지 A동 1층,,02-2676-2242,60,6건
하늘유리,카페,3.7,서울 영등포구 영등포로 248,매일 12:00 ~ 24:00,,70,3건
민소한우 여의도본점,육류/고기,3.4,서울 영등포구 국제금융로2길 37 S트레뉴 지하 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:00,02-780-3365,25,17건
군자대한곱창 영등포역점,곱창/막창,3.8,서울 영등포구 영중로2길 3-1 1/2층,영업시간 매일 16:00 ~ 02:00,02-2633-8478,47,4건
애슐리퀸즈 여의도한강공원점,패밀리레스토랑,2.4,서울 영등포구 여의동로 290 이랜드크루즈 2선착장 1층,매일 11:00 ~ 21:00,02-784-1031,47,36건
준이네당산양꼬치,양꼬치,4.3,서울 영등포구 당산로45길 4-1,영업시간 매일 15:00 ~ 02:00,02-2678-5999,39,15건
아이엠베이글 여의도점,디저트카페,4.3,서울 영등포구 국제금융로 86 롯데캐슬아이비 지하1층,월~금 08:00 ~ 20:00,070-4233-2881,71,24건
스시민 영등포점,초밥/롤,3.9,서울 영등포구 영등포로 203,매일 11:30 ~ 21:30,02-2677-9855,34,26건
아트몬스터 영등포역점,호프/요리주점,4.1,서울 영등포구 영등포로42길 23,,02-2635-0304,690,7건
화사랑화로구이 문래점,육류/고기,4.7,서울 영등포구 선유로9가길 16 광양림빌딩 1/2층,매일 11:00 ~ 23:00,02-2677-5775,23,7건
판다익스프레스 IFC몰점,중식,3.4,서울 영등포구 국제금융로 10 지하3층,월~금 10:40 ~ 20:20,02-6137-5080,92,39건
장미의집,한식,1.8,서울 영등포구 국제금융로7길 32 2층,월~토 11:00 ~ 21:30 · 브레이크타임 월~토 14:00 ~ 16:00,02-782-2500,23,30건
화해당 여의도점,게/대게,3.6,서울 영등포구 국회대로62길 15 1층 3호,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 16:00,02-785-4422,36,15건
소정담,분식,4.1,서울 영등포구 당산로40길 16 보성빌딩 1층,화~금 07:00 ~ 19:00 · 브레이크타임 화~금 14:00 ~ 16:30,02-2675-0305,66,19건
창고43 샛강점,육류/고기,3.3,서울 영등포구 여의대방로 376 나라키움여의도 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30,02-783-4343,26,12건
삼육공 여의도케이타워점,육류/고기,3.9,서울 영등포구 국제금융로8길 31 지하 2층,매일 11:30 ~ 22:00,,171,21건
돈블랑 여의도점,육류/고기,3.0,서울 영등포구 여의대방로67길 11 잡지회관 2층,매일 11:30 ~ 22:00,02-784-9293,34,15건
이자와 여의도점,돈까스/우동,3.0,서울 영등포구 여의나루로 42 여의도종합상가 2층 203/204호,월~금 11:00 ~ 21:30 · 브레이크타임 월~금 16:00 ~ 17:00,02-782-6757,108,17건
반샤쿠,일본식주점,2.6,서울 영등포구 영중로6길 12,영업시간 월/화/수/목/일 17:00 ~ 02:00,,88,9건
정석참치 영등포2호점,참치회,3.5,서울 영등포구 영중로 95-1 1층,월~토 11:00 ~ 23:00,02-2675-1164,129,6건
훈장골 신길점,갈비,2.4,서울 영등포구 도신로49길 3,매일 11:00 ~ 22:00,02-844-9492,3,10건
바스버거 국회의사당점,햄버거,3.7,서울 영등포구 국회대로 780 엘지여의도에클라트 지하1층,월~금 11:00 ~ 22:00 · 브레이크타임2 월/화/수/목/토/일 14:00 ~ 15:30,02-784-6642,47,21건
홍보석,중화요리,3.1,서울 영등포구 의사당대로 108 아일렉스 5층,매일 11:00 ~ 22:00,02-783-6622,27,24건
생어거스틴 여의도점,동남아음식,3.7,서울 영등포구 국제금융로2길 37 에스트레뉴 2층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-769-1680,48,18건
온수반,한식,4.7,서울 영등포구 양평로22가길 6 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,070-7543-1731,97,36건
브레드05 신길점,제과/베이커리,3.1,서울 영등포구 여의대방로43나길 4,매일 09:00 ~ 21:00,02-783-0043,30,25건
몽중인,중화요리,3.7,서울 영등포구 양산로 62 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:30,02-6396-0956,77,16건
마초갈비,갈비,2.2,서울 영등포구 의사당대로 38 더샵아일랜드파크 101동 105호,매일 11:00 ~ 06:00,02-783-0903,109,9건
서여사네,매운탕/해물탕,4.3,서울 영등포구 도림로129길 2,월~토 11:00 ~ 21:00,02-2633-8092,54,18건
역전할머니맥주 영등포점,호프/요리주점,2.3,서울 영등포구 영중로10길 34,영업시간 매일 17:00 ~ 04:00,02-2676-1471,35,7건
술선생잭,술집,3.2,서울 영등포구 영등포로 238,영업시간 매일 15:00 ~ 06:00,02-2676-3261,55,5건
밤새먹소 영등포역점,육류/고기,3.8,서울 영등포구 영등포로 238 1층,매일 11:30 ~ 00:30,02-2068-7755,32,6건
잠수교집,삼겹살,2.2,서울 영등포구 도림로 428-1,매일 11:30 ~ 23:00,02-2632-0434,6,11건
경천애인2237 여의도점,육류/고기,4.3,서울 영등포구 국제금융로8길 31 SK증권빌딩 지하2층 B203호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6196-2237,34,12건
생활맥주 여의도점,호프/요리주점,3.7,서울 영등포구 여의대방로 386 진주상가 1층 105호,영업시간 매일 16:00 ~ 01:00,02-783-9664,44,7건
초대창 문래본점,육류/고기,4.3,서울 영등포구 당산로 34 112/113호,영업시간 월~금 16:30 ~ 24:00,02-2634-5201,56,45건
쿠치나후,이탈리안,1.8,서울 영등포구 의사당대로 1 국회의정관 6층,월~금 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-3775-3634,57,58건
복만루,중화요리,4.8,서울 영등포구 디지털로 346,매일 11:00 ~ 23:00,02-6082-7880,13,12건
이고집쭈꾸미 본점,해물/생선,3.9,서울 영등포구 영중로6길 27,매일 12:00 ~ 24:00,02-2678-9186,85,16건
오복수산 여의도점,일식,3.8,서울 영등포구 국제금융로2길 17 씨티플라자 3층,월~금 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-780-9923,125,25건
차이나플레인 여의도전경련점,중화요리,2.9,서울 영등포구 여의대로 24 전경련회관 타워동 지하 1층,월~금 11:30 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:00,02-2055-4500,95,16건
초밥마트,일식,4.0,서울 영등포구 문래동6가 36 e편한세상에듀플라츠 상가 1층,매일 11:30 ~ 20:00,010-2310-7274,29,33건
민소 서여의도점,육류/고기,3.8,서울 영등포구 국회대로68길 17,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-786-3365,11,12건
쉼표말랑,한식,4.2,서울 영등포구 도림로 438-7,화~토 11:30 ~ 17:30,010-4645-2639,89,42건
오감만족정육식당,육류/고기,3.5,서울 영등포구 경인로 706 한양빌딩 1층,매일 13:30 ~ 23:00,02-2632-6692,10,10건
히또비또,일본식주점,4.4,서울 영등포구 여의대방로 375,영업시간 월~금 17:30 ~ 00:50,02-783-0700,228,11건
엘리스커피하우스,디저트카페,3.0,서울 영등포구 영중로4길 1,매일 10:00 ~ 01:00,,84,9건
광부맥주 영등포 제1광구,호프/요리주점,4.1,서울 영등포구 영등포로 248,영업시간 매일 16:00 ~ 03:00,02-2672-3330,67,7건
탐나종합어시장 영등포시장역점,회,3.5,서울 영등포구 영중로 49 1층 4호,매일 12:00 ~ 03:00,02-2632-2022,20,10건
서울초밥,초밥/롤,3.7,서울 영등포구 선유로 250,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-815-5551,52,27건
태양정육식당,육류/고기,3.1,서울 영등포구 문래로 92-3,매일 10:00 ~ 22:00,02-2068-9112,30,19건
동해해물탕 당산동본점,매운탕/해물탕,3.8,서울 영등포구 당산로32길 13,매일 11:00 ~ 22:30,02-2677-1612,140,9건
라무진 여의도점,육류/고기,3.9,서울 영등포구 여의대방로65길 17 서린빌딩 2층 201~204호,영업시간 월~금 15:00 ~ 03:00,02-785-5155,25,17건
준무,일본식주점,3.2,서울 영등포구 당산로 57,월~토 11:30 ~ 02:00,070-8263-7861,67,5건
스타벅스 영등포본동점,커피전문점,3.8,서울 영등포구 영등포로 254 우성타워 1층,월~금 07:00 ~ 21:00,1522-3232,11,12건
마피아피자&펍,피자,3.2,서울 영등포구 영중로4길 13-1,,,62,22건
마루,한식,4.4,서울 영등포구 국제금융로7길 15 여의쇼핑센터 1층,매일 11:00 ~ 22:00,02-785-9955,12,15건
천사곱창 영등포점,곱창/막창,5.0,서울 영등포구 영중로10길 36 1층,영업시간 월/화/수/목/일 16:00 ~ 02:00,02-3667-4642,150,2건
홍중샤브샤브 본점,중식,3.8,서울 영등포구 도림로 128-1,매일 00:00 ~ 24:00,02-843-8584,127,16건
항정사이,육류/고기,3.6,서울 영등포구 영중로4길 13-2 1/ 2층,영업시간 월~금 14:00 ~ 22:00,02-2677-1474,267,18건
바삭하게,돈까스/우동,4.5,서울 영등포구 양평로19길 10 2층,,02-6369-6789,48,33건
무한연어 영등포점,해물/생선,3.4,서울 영등포구 영중로6길 27,매일 11:00 ~ 01:00,070-8231-6085,38,32건
문래동,삼겹살,3.2,서울 영등포구 도림로147길 1,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-2636-3555,111,10건
오목집 여의도점,족발/보쌈,3.8,서울 영등포구 여의대방로65길 24 호성빌딩 2층,영업시간 월~금 16:30 ~ 23:30,02-785-9774,61,10건
평화,술집,3.7,서울 영등포구 도림로131길 13 1층,월~금 12:00 ~ 24:00,,177,15건
덕원식당,설렁탕,3.5,서울 영등포구 버드나루로6길 6,월~금 09:00 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00,02-2634-8663,17,23건
천지면옥,냉면,2.8,서울 영등포구 국회대로 800 여의도파라곤 1층 101~103호,월~토 11:00 ~ 21:30 · 브레이크타임 월~토 14:30 ~ 17:00,02-6166-1007,62,17건
은행골 여의도점,초밥/롤,3.6,서울 영등포구 국제금융로8길 19 1층 108호,매일 11:00 ~ 22:00,02-784-4988,30,13건
신복촌,해물/생선,4.0,서울 영등포구 국제금융로8길 19 중앙빌딩 2층 215/216호,월~금 11:00 ~ 22:00,02-706-2500,10,12건
농장사람들 보라매역점,육류/고기,4.3,서울 영등포구 여의대방로 115 1/ 2층,매일 11:00 ~ 05:00,02-841-5488,50,12건
산호키,일본식라면,4.4,서울 영등포구 대방천로 249 1층,매일 10:30 ~ 21:00,,47,38건
더블유페스타,뷔페,4.5,서울 영등포구 국회대로 543 동양타워 지하1층,,02-2679-1100,27,2건
천지명,육류/고기,3.8,서울 영등포구 은행로 3 익스콘벤처타워 2층,월~금 11:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:30,02-780-8001,25,5건
교대이층집 당산점,육류/고기,4.4,서울 영등포구 당산로45길 13 1층,매일 11:30 ~ 24:00,02-2068-6692,48,17건
정솔닭한마리 영등포본점,닭요리,2.1,서울 영등포구 영중로4길 30,매일 11:30 ~ 23:30,02-2637-8153,50,14건
삿뽀로블랙 IFC점,일식집,2.9,서울 영등포구 국제금융로 10 콘래드호텔 지하1층 101호,매일 11:30 ~ 22:00,02-6137-3060,15,14건
레어그루브,카페,3.1,서울 영등포구 영등포로62길 2 명성힐타워 1층,매일 09:00 ~ 22:00,070-7788-8633,33,11건
미담바이바오담 본점,카페,3.3,서울 영등포구 당산로27길 9-2 1층,월~토 09:00 ~ 18:00,02-2636-3663,37,10건
스타벅스 여의도역R점,커피전문점,3.8,서울 영등포구 의사당대로 83 한국휴렛팩커드빌딩 1층,월~금 07:00 ~ 21:00,1522-3232,32,13건
아웃백스테이크하우스 타임스퀘어점,패밀리레스토랑,4.0,서울 영등포구 영중로 15 타임스퀘어 지하 2층,매일 11:00 ~ 22:00,02-2069-3821,157,19건
와룡각,중화요리,4.6,서울 영등포구 문래북로 49-1,월~토 11:00 ~ 22:00,02-2636-8886,31,22건
수뿌레닭갈비 영등포역점,닭요리,4.3,서울 영등포구 영중로10길 12,매일 12:00 ~ 24:00,02-2633-8565,32,23건
해초연 여의도본점,해물/생선,3.3,서울 영등포구 국회대로76길 10 기독교침례총회빌딩 지하1층,매일 11:00 ~ 21:00,02-786-8878,41,11건
엘리스파이,제과/베이커리,3.2,서울 영등포구 국제금융로 78 홍우빌딩 1층,매일 09:00 ~ 22:30,02-784-8243,48,17건
타마스시,초밥/롤,2.0,서울 영등포구 은행로 30,매일 11:30 ~ 22:30,02-785-1634,284,16건
오타루우동집,돈까스/우동,4.3,서울 영등포구 도림로 491-2 1층,월~토 11:30 ~ 21:30,02-2634-5460,39,33건
구석집,한식,3.8,서울 영등포구 국회대로36길 3-1 1층,월~목 10:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-2635-1231,60,13건
라화쿵부 영등포시장점,중화요리,1.8,서울 영등포구 영중로 22 1층,매일 10:00 ~ 23:00,02-2632-7786,109,23건
탭퍼블릭 여의도점,호프/요리주점,2.9,서울 영등포구 의사당대로 83 오투테라스 2층,월~금 11:00 ~ 24:00,02-785-7588,135,16건
통큰생오리 영등포본점,오리,3.3,서울 영등포구 영신로32길 28 1층,매일 11:00 ~ 22:30,02-546-5292,92,16건
스타벅스 영등포역점,커피전문점,3.2,서울 영등포구 경인로 870,월~금 07:30 ~ 22:00,1522-3232,32,10건
대박굼터,갈비,4.9,서울 영등포구 당산로47길 11,영업시간 매일 16:00 ~ 02:00,02-2677-7401,61,21건
구공탄곱창,곱창/막창,3.3,서울 영등포구 영중로10길 28-1,영업시간 매일 16:00 ~ 02:00,02-2068-8789,30,15건
문래방구,카페,4.7,서울 영등포구 경인로 763,화요일,0507-1355-9204,69,6건
플러피,이탈리안,4.0,서울 영등포구 국제금융로8길 31 SK증권빌딩 지하 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-6484-5970,32,8건
창고43 VIP점,육류/고기,4.0,서울 영등포구 국회대로70길 15-1 극동 VIP빌딩 2층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:30,02-785-2992,15,10건
투뿔등심 여의도점,육류/고기,3.6,서울 영등포구 국제금융로2길 24 BNK증권빌딩 지하1층,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2088-3041,22,13건
아티제 여의도점,제과/베이커리,3.5,서울 영등포구 국제금융로2길 17 동여의도빌딩 1층,월~금 07:00 ~ 23:00,02-786-0041,28,8건
브레드컴퍼니 쉐프조,제과/베이커리,3.5,서울 영등포구 당산로31길 20 1층,월~토 08:00 ~ 21:30,02-2633-0403,89,10건
감계무량 당산본점,치킨,3.8,서울 영등포구 당산로45길 2-1 지하1/지상1층,영업시간 월~토 15:00 ~ 01:00,02-2634-7708,55,20건
신강 양꼬치,양꼬치,4.6,서울 영등포구 대림로29길 29,매일 12:00 ~ 02:00,02-844-7888,76,10건
정석참치 1호점,참치회,3.9,서울 영등포구 영신로40길 24-1 2층,매일 12:00 ~ 24:00,02-2677-1164,8,14건
목포회집 당산점,회,3.5,서울 영등포구 국회대로53길 30,,02-2068-1476,20,8건
남평식당,곰탕,5.0,서울 영등포구 버드나루로7길 7,월~금 08:00 ~ 15:00,02-2677-5066,17,5건
한강파라다이스,양식,3.0,서울 영등포구 여의동로 252 한강시민공원내 파라다이스 3층,영업시간 월~금 17:00 ~ 22:00,02-447-3333,23,1건
투썸플레이스 여의도점,커피전문점,2.6,서울 영등포구 의사당대로 108 아일렉스상가 1/2층,매일 07:00 ~ 24:00,02-782-2332,19,30건
삼우치킨,치킨,3.3,서울 영등포구 시흥대로 671,매일 13:00 ~ 01:00,02-844-9292,31,12건
광안리 영등포점,회,4.0,서울 영등포구 영중로4길 8 1층,영업시간 월~토 18:00 ~ 24:00,,71,7건
허브족발 2호점,족발/보쌈,5.0,서울 영등포구 당산로 232,영업시간 월~토 16:00 ~ 23:00,02-2633-4339,25,9건
루트442,카페,3.7,서울 영등포구 도림로 442,매일 12:30 ~ 24:00,02-2631-9441,57,15건
푸주옥,설렁탕,1.8,서울 영등포구 대림로 171,매일 00:00 ~ 24:00,,14,4건
대원앤대원 여의도본점,일본식주점,3.4,서울 영등포구 국제금융로8길 34 오륜빌딩 2층 201-4호,월~금 11:00 ~ 24:00,02-784-0879,45,10건
영등포복집,복어,3.7,서울 영등포구 영등포로42길 10-1,매일 11:00 ~ 21:40,02-2678-3467,10,15건
기찻길연탄불생고기 당산점,육류/고기,3.2,서울 영등포구 당산로 247,매일 12:30 ~ 24:00,02-2637-9282,45,23건
샤브앤 보라매점,샤브샤브,3.5,서울 영등포구 여의대방로7길 13,매일 11:00 ~ 22:00,02-831-3199,25,8건
맥도날드 영등포점,패스트푸드,2.2,서울 영등포구 경인로 855,매일 07:00 ~ 02:00,070-7209-1540,9,23건
어반핫플레이스,호프/요리주점,4.8,서울 영등포구 여의대방로 131,월~금 11:30 ~ 01:00 · 브레이크타임 월~금 14:30 ~ 17:00,,76,4건
갓포아키 여의도점,일식,4.2,서울 영등포구 의사당대로 16 글래드호텔 14층,영업시간 월~토 17:30 ~ 01:00,02-786-8661,73,13건
여의도장어,한식,2.6,서울 영등포구 국회대로 750 지하 1층 10/ 11/ 12호,월~금 11:00 ~ 24:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-782-8008,94,5건
스시로 타임스퀘어점,초밥/롤,1.9,서울 영등포구 영중로 15 지하 1층 전문식당가 내,매일 11:30 ~ 21:00,02-2633-3015,110,29건
용호동낙지 여의도직영점,해물/생선,3.1,서울 영등포구 국제금융로2길 17 씨티플라자 2층,매일 10:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 16:30,02-784-4578,50,25건
브레드05 여의도점,제과/베이커리,4.2,서울 영등포구 국제금융로7길 22,,02-782-3433,12,18건
욥,제과/베이커리,4.0,서울 영등포구 당산로44길 3 삼성타운 1층 126호,월~토 09:00 ~ 20:00,02-2675-1232,25,23건
청담동마녀김밥 여의도직영점,분식,2.3,서울 영등포구 여의대방로65길 12 엘리트빌딩 1층 107호,매일 08:00 ~ 21:00,02-786-1117,24,25건
동해도 본점,초밥/롤,2.4,서울 영등포구 은행로 25 안원빌딩 지하 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-761-6350,107,57건
고기주방,육류/고기,4.0,서울 영등포구 당산로 241 유니언타운 1층,영업시간 월~토 17:00 ~ 23:00,,80,8건
시로우마,일식집,3.4,서울 영등포구 양평로14길 9,영업시간 월~금 17:00 ~ 22:00,02-2631-0875,8,15건
소담촌 오목교점,샤브샤브,4.7,서울 영등포구 영등포로 21 양평빌딩 3층 302호,,02-2632-5350,23,17건
최우영식당 영등포점,일식,4.1,서울 영등포구 경인로 875,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3667-3430,30,8건
돈꼬불,육류/고기,4.1,서울 영등포구 도림로128길 21 1층,월~목 11:30 ~ 23:00 · 브레이크타임 월~금 14:00 ~ 17:00,02-2633-0311,62,20건
짚신매운갈비찜 영등포점,갈비,3.1,서울 영등포구 영중로4길 13-1 1층,매일 11:30 ~ 01:00,02-2068-9087,64,18건
영등포아바이순대국,순대,4.1,서울 영등포구 영중로14길 22,매일 07:30 ~ 21:30,02-2676-5323,24,11건
전주전집 영등포점,호프/요리주점,2.1,서울 영등포구 영등포로46길 4,영업시간 매일 15:00 ~ 02:00,02-2676-7121,39,12건
맛기행사계절 당산점,해물/생선,4.7,서울 영등포구 선유동2로 73,월~토 11:30 ~ 22:30,02-2636-5100,28,3건
일마지오 여의도점,이탈리안,3.4,서울 영등포구 국제금융로8길 19 중앙빌딩 211/ 217호,월~금 11:30 ~ 21:30,02-761-2323,55,16건
동천훠궈뷔페,중식,3.0,서울 영등포구 경인로 853 1/ 2층,월~토 11:00 ~ 24:00,,77,12건
두꺼비식당 영등포점,갈비,3.8,서울 영등포구 영중로4길 25,,02-2631-3313,89,11건
매드포갈릭 여의도점,패밀리레스토랑,2.1,서울 영등포구 국제금융로2길 28 지하 1층,매일 11:30 ~ 21:00,02-783-5296,46,25건
구아이,육류/고기,4.0,서울 영등포구 여의대방로 383 경도빌딩 2층,월~금 13:30 ~ 17:30,02-761-7996,62,23건
용호동낙지 여의도2호직영점,해물/생선,3.5,서울 영등포구 국회대로74길 10 굿피플빌딩 1층,월/화/수/목/금/일 10:00 ~ 22:00 · 브레이크타임 월/화/수/목/금/일 15:00 ~ 16:30,02-3775-4578,28,4건
소담촌 보라매역점,샤브샤브,3.8,서울 영등포구 신풍로 118,매일 11:00 ~ 22:00,02-833-0616,23,6건
제주올래국수,국수,4.3,서울 영등포구 선유로11길 12,월~금 11:00 ~ 21:00,02-2632-5677,27,12건
문래돼지불백 영등포직영점,불고기/두루치기,3.1,서울 영등포구 영중로 77 1층,매일 09:30 ~ 21:30,02-3667-3609,25,13건
블랑,호프/요리주점,4.3,서울 영등포구 양산로23길 6 1층,영업시간 월~토 17:30 ~ 01:30,0507-1416-1753,72,10건
양키수산,바닷가재,3.1,서울 영등포구 도림로139길 11-1 1층 103~104호,매일 12:00 ~ 22:00,070-8888-0815,244,15건
맥도날드 여의도점,패스트푸드,2.9,서울 영등포구 국제금융로 10 IFC몰 B326호,매일 07:00 ~ 22:00,070-7017-1460,9,16건
빠뜨릭스와플 1호점,제과/베이커리,3.6,서울 영등포구 국제금융로 112 상아빌딩 1층,월~금 11:30 ~ 19:30,02-3775-0608,54,35건
맥도날드 양평SK점,패스트푸드,2.2,서울 영등포구 선유로 195,매일 00:00 ~ 24:00,070-7017-6505,10,26건
라무진 영등포역점,육류/고기,4.5,서울 영등포구 경인로 857-1,,02-2633-1739,100,2건
봉선마라탕,중화요리,4.1,서울 영등포구 도림로38길 11,매일 00:00 ~ 24:00,02-2637-4005,49,17건
커피기업 여의도점,카페,4.6,서울 영등포구 은행로 29 정우빌딩 1층 13호,월~금 07:00 ~ 17:00,02-786-5671,19,22건
이스케이프시티,테마카페,2.6,서울 영등포구 영중로8길 6 성남빌딩 구관 401호,영업시간 월~금 14:00 ~ 23:00,070-8286-7355,48,7건
동래정 영등포본점,육류/고기,4.8,서울 영등포구 당산로30길 5 1층,영업시간 월~금 17:00 ~ 02:00,02-6369-9292,33,22건
촌놈숯불닭갈비 당산점,닭요리,3.6,서울 영등포구 당산로48길 6 1층 101호,월~금 11:30 ~ 24:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2631-0400,51,8건
스타벅스 여의도점,커피전문점,3.4,서울 영등포구 국제금융로2길 28,월~금 06:30 ~ 21:00,1522-3232,6,18건
해바라기정육식당 신길점,육류/고기,3.6,서울 영등포구 영등포로 377 1층,매일 11:30 ~ 23:00,02-846-9282,24,13건
설빙 영등포점,디저트카페,1.5,서울 영등포구 영중로 22 2층 201호,매일 11:00 ~ 22:00,02-2633-3003,36,84건
샤리스시,초밥/롤,3.7,서울 영등포구 여의대방로29길 9,월~금 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-831-3840,36,43건
뚝심한우 여의도점,육류/고기,2.6,서울 영등포구 국제금융로6길 26 한국노총회관 2층,월~금 10:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-6277-2800,14,10건
열빈,중화요리,4.1,서울 영등포구 국제금융로 78 홍우빌딩 3층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-783-3838,13,14건
삼거리푸줏간 IFC점,육류/고기,2.8,서울 영등포구 국제금융로 10 THREE IFC 1층,매일 11:00 ~ 23:00,02-6137-3034,31,9건
와인주막차차 여의도점,와인바,3.5,서울 영등포구 국제금융로2길 37 에스트레뉴 2층 203호,월~금 11:00 ~ 01:00,02-786-3378,93,21건
창고43 여의강변점,육류/고기,3.2,서울 영등포구 여의서로 43 한서빌딩 3층,월~금 14:00 ~ 17:30,02-782-9222,13,5건
르포르테,양식,3.8,서울 영등포구 양평로 68 DN빌딩 12층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,010-7726-0738,49,27건
제스트 콘래드서울점,뷔페,2.8,서울 영등포구 국제금융로 10,매일 06:30 ~ 22:00 · 브레이크타임1 매일 10:30 ~ 11:30 · 브레이크타임2 화/수/목/금/일 14:30 ~ 18:00,02-6137-7100,124,29건
버거킹 서여의도점,패스트푸드,2.7,서울 영등포구 국회대로70길 23,매일 08:00 ~ 22:00,02-780-0993,4,15건
더함한우골 영등포구청점,육류/고기,3.1,서울 영등포구 양산로19길 7,매일 11:00 ~ 22:00,02-2677-9092,26,12건
브라더매운갈비찜 본점,갈비,3.6,서울 영등포구 선유로 33 101호,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-834-1166,77,8건
맥도날드 보라매점,패스트푸드,1.8,서울 영등포구 여의대방로 145 세인트빌딩,매일 00:00 ~ 24:00,070-7209-0969,11,26건
이치류 여의도점,육류/고기,4.1,서울 영등포구 국제금융로8길 27-9 동북빌딩 2층,영업시간 월~금 17:00 ~ 23:00,02-769-1777,44,7건
서글렁탕,삼겹살,3.4,서울 영등포구 여의대방로 394,매일 09:00 ~ 23:00,02-780-8858,44,26건
스시아라타,초밥/롤,3.7,서울 영등포구 국제금융로8길 16 지하1층,월~토 14:00 ~ 19:00,02-2636-9417,113,14건
당산마루 능이버섯삼계탕,삼계탕,3.7,서울 영등포구 선유로54길 9,매일 10:00 ~ 21:00,02-6083-1393,25,10건
스타벅스 여의도IFC점,커피전문점,3.3,서울 영등포구 국제금융로 10 1층,월~금 06:30 ~ 21:00,1522-3232,24,12건
팔팔껍데기 당산,육류/고기,2.5,서울 영등포구 당산로 239 1층,영업시간 월~토 16:00 ~ 02:00,02-322-2799,189,15건
쏭카페,카페,2.4,서울 영등포구 선유로47길 21-1,월~금 12:00 ~ 21:00,070-8866-4385,44,8건
민속돌솥설렁탕,설렁탕,3.3,서울 영등포구 가마산로 334,매일 10:00 ~ 02:00,02-841-5366,24,16건
