식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
8번가,카페,3.5,서울 동대문구 경희대로3길 8,매일 10:00 ~ 22:00,,71,13건
땡이네만두,분식,3.6,서울 동대문구 경동시장로8길 46,매일 03:00 ~ 17:00,02-964-8407,25,5건
청량리조개구이찜,조개,4.2,서울 동대문구 경동시장로10길 57,,02-966-8833,21,5건
멜팅폼,테마카페,4.0,서울 동대문구 천장산로7길 10-3 지하1층,매일 10:00 ~ 02:00,02-960-2544,57,11건
마루기,일본식라면,4.2,서울 동대문구 이문로28길 16 2층,월~토 03:15 ~ 17:00,02-962-7751,23,30건
무나드,양식,3.5,서울 동대문구 천호대로35길 65,영업시간 화~일 18:00 ~ 24:00,02-967-0423,112,11건
맥도날드 전농점,패스트푸드,2.7,서울 동대문구 전농로 146,매일 08:00 ~ 24:00,070-7017-0548,9,14건
고흥집,한식,4.3,서울 동대문구 휘경로15길 15-7,,02-964-8535,10,9건
프롬하츠커피 용두점,커피전문점,3.3,서울 동대문구 왕산로 71,화~일 08:00 ~ 23:00,02-924-2230,10,9건
동해루,중식,4.4,서울 동대문구 전농로 235,월~토 12:00 ~ 21:00,02-2247-2910,22,16건
에잇올리,양식,4.9,서울 동대문구 경희대로6길 3-2 1층,월~토 11:00 ~ 21:00,02-6012-2770,59,14건
마라천국,중식,4.4,서울 동대문구 장한로21길 11-6,월~토 11:00 ~ 23:00,02-3390-4248,27,7건
40년전통할머니추어탕,추어,4.7,서울 동대문구 장한로 39,매일 10:00 ~ 21:00,02-3394-8122,21,9건
회기버거 본점,햄버거,4.5,서울 동대문구 이문로 46 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:00,02-6104-3210,33,20건
원골전통순대국,순대,4.1,서울 동대문구 사가정로 232 1층,매일 10:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-2245-1607,12,7건
두툼,한식,4.6,서울 동대문구 천호대로85길 32,매일 11:00 ~ 02:00,02-2212-1525,19,10건
아티제 외대점,제과/베이커리,3.4,서울 동대문구 이문로 107 한국외국어대학교 사이버대학 1층,월~토 08:00 ~ 22:30,02-959-2411,21,5건
백돈,돈까스/우동,3.4,서울 동대문구 장한로 106,매일 10:30 ~ 22:00,,25,12건
강금옥쭈꾸미 경희대점,해물/생선,3.1,서울 동대문구 이문로 40,매일 12:00 ~ 23:00,02-959-0333,66,8건
스타벅스 경희대삼거리점,커피전문점,4.7,서울 동대문구 회기로 141,월~금 08:00 ~ 21:00,1522-3232,14,10건
지호한방삼계탕 장안점,삼계탕,5.0,서울 동대문구 장한로 161 1층,매일 11:00 ~ 21:00,02-2214-3998,5,3건
만나고쪽갈비 장안점,갈비,4.5,서울 동대문구 사가정로 206 1층 2호,영업시간 월~금 17:00 ~ 01:00,02-2213-5353,37,2건
1945짬뽕,중식,3.7,서울 동대문구 전농로 38,,02-6339-3805,31,9건
송학수산,회,5.0,서울 동대문구 장한로26길 67 1층,영업시간 매일 14:00 ~ 01:00,02-2214-9777,13,6건
허브족발,족발/보쌈,5.0,서울 동대문구 왕산로2길 27,,02-927-2465,15,8건
선일해장,해장국,3.4,서울 동대문구 회기로 26,매일 07:00 ~ 23:00 · 브레이크타임 매일 15:30 ~ 16:30,02-6012-8073,25,12건
양지함박왕돈까스,돈까스/우동,2.3,서울 동대문구 장한로 194,매일 09:00 ~ 24:00,02-2247-8856,32,7건
대영정육점식당,육류/고기,2.4,서울 동대문구 장한로21길 9,영업시간 월~토 16:00 ~ 22:30,,22,5건
호박식당 장한평점,육류/고기,4.0,서울 동대문구 천호대로85길 13 형인타워 1층,매일 00:00 ~ 24:00,02-2248-7905,12,5건
선진국낙지마당 장안점,해물/생선,3.8,서울 동대문구 장한로 149-1,매일 11:00 ~ 22:30,02-2215-0564,15,5건
도시락파스타,양식,2.5,서울 동대문구 회기로19길 18 2층,매일 11:30 ~ 20:30,070-8111-0062,63,12건
애슐리퀸즈 롯데백화점청량리점,패밀리레스토랑,2.4,서울 동대문구 왕산로 214 백화점동 지하2층,매일 11:00 ~ 20:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-6285-1100,91,26건
맥도날드 한국외대점,패스트푸드,3.2,서울 동대문구 휘경로 15,매일 00:00 ~ 24:00,070-7209-1547,9,13건
너나들이 만화카페,만화카페,4.7,서울 동대문구 회기로13길 19 지하1층,매일 12:00 ~ 22:00,0507-1443-0331,7,15건
투썸플레이스 장안점,커피전문점,4.2,서울 동대문구 장한로 73,월~금 07:00 ~ 24:00,02-2212-1780,7,6건
서서갈비 장한평본점,갈비,2.3,서울 동대문구 장한로18길 9,,02-2245-5353,81,30건
맥도날드 장안사거리점,패스트푸드,2.4,서울 동대문구 답십리로 291-1,매일 08:00 ~ 24:00,070-7017-6857,1,13건
왕십리,곱창/막창,5.0,서울 동대문구 장한로 58 1층,,02-2242-7644,34,2건
신설홍어횟집,회,4.2,서울 동대문구 청계천로5길 9,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-2235-6481,5,9건
언니네함바그,양식,4.2,서울 동대문구 회기로25길 59,매일 11:00 ~ 21:00 · 브레이크타임 매일 14:30 ~ 16:30,02-966-0110,49,10건
휘경곱창,곱창/막창,3.4,서울 동대문구 휘경로14길 15-1,영업시간 매일 14:00 ~ 24:00,02-959-7973,18,16건
큐큐면관 회기점,중식,2.6,서울 동대문구 회기로 189 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-957-7942,36,37건
도읍지,찌개/전골,3.5,서울 동대문구 회기로21길 38-1,매일 10:00 ~ 22:00,02-964-2388,25,20건
낙서파전,한식,3.7,서울 동대문구 회기로28길 15,매일 00:00 ~ 24:00,02-968-6019,35,14건
중국관,중화요리,4.7,서울 동대문구 고산자로56길 17 1층,화~일 11:00 ~ 20:00,02-962-3514,14,27건
옛맛수제피순대,순대,3.6,서울 동대문구 장한로28길 14 1층,매일 10:00 ~ 22:00,02-2246-7771,45,5건
장어세상,장어,5.0,서울 동대문구 장한로 9,,02-2243-3355,16,1건
수상한막창,곱창/막창,4.8,서울 동대문구 전농로 53,,02-2244-1011,25,6건
투썸플레이스 경희대점,커피전문점,2.4,서울 동대문구 경희대로 7-1,매일 08:00 ~ 02:00,02-966-8526,8,15건
장안삼계탕,삼계탕,2.6,서울 동대문구 전농로 50,월~토 11:30 ~ 21:30,02-2249-7297,10,5건
미연마라탕,중화요리,2.1,서울 동대문구 경희대로1가길 4,매일 11:00 ~ 23:00,02-968-3888,82,32건
경동연탄불돼지갈비,갈비,4.8,서울 동대문구 약령서1길 34,매일 11:00 ~ 22:00,02-960-3360,83,4건
먹보소고기국밥,국밥,2.8,서울 동대문구 홍릉로 14-1 1층,화요일,02-968-5788,15,17건
식스센스다이닝바,호프/요리주점,5.0,서울 동대문구 왕산로2길 9,영업시간 월~토 17:00 ~ 03:00,02-911-2030,61,7건
경동연탄불돼지,불고기/두루치기,3.3,서울 동대문구 약령서1길 34 1층,매일 11:00 ~ 22:00,02-960-3360,12,4건
은행골,초밥/롤,3.1,서울 동대문구 회기로 155,,02-966-4988,27,9건
써니사이드커피,커피전문점,4.0,서울 동대문구 안암로 58 1층,매일 10:00 ~ 19:30,070-8688-2905,56,4건
아바이왕순대,순대,3.5,서울 동대문구 홍릉로 1,매일 09:00 ~ 21:00,02-964-8844,9,12건
장안우동집 본점,돈까스/우동,4.0,서울 동대문구 장한로 76 1층,월~토 00:00 ~ 24:00,02-2214-6114,4,5건
진미기사식당,기사식당,3.4,서울 동대문구 장한로 64,매일 00:00 ~ 24:00,02-2213-6058,8,14건
투썸플레이스 답십리점,커피전문점,2.1,서울 동대문구 고미술로 81 1층,매일 08:00 ~ 23:30,070-7554-5045,3,20건
소문난 보배곱창,곱창/막창,4.8,서울 동대문구 고산자로 539-1,영업시간 매일 16:00 ~ 24:00,02-963-7323,13,13건
명품한방삼계탕 본점,삼계탕,3.0,서울 동대문구 장한로 37 1층,,02-2215-9339,6,3건
나주곰탕나주전 경동직영점,곰탕,5.0,서울 동대문구 고산자로 428,매일 00:00 ~ 24:00,02-965-7898,3,5건
싸다김밥 장안점,분식,3.8,서울 동대문구 장한로 105 1층,매일 00:00 ~ 24:00,02-2242-2877,8,9건
소년소고기,육류/고기,5.0,서울 동대문구 천호대로85길 26-6,매일 11:30 ~ 23:00,02-3394-5267,25,1건
곱분이곱창 신설동점,곱창/막창,5.0,서울 동대문구 천호대로 23 1층 111호,영업시간 매일 16:00 ~ 02:00,02-6212-9116,82,1건
퐈이야,육류/고기,4.5,서울 동대문구 왕산로 278 2층,,,30,4건
고미소곱창,곱창/막창,4.9,서울 동대문구 왕산로 228,영업시간 월~토 14:00 ~ 24:00,02-969-8883,12,10건
청량반점,중화요리,4.6,서울 동대문구 왕산로43길 16 1층,화요일,02-967-8885,17,8건
키친요시노,일식집,2.6,서울 동대문구 회기로25길 4 1층,매일 11:00 ~ 20:00 · 브레이크타임 매일 14:30 ~ 17:00,,160,10건
노바이탈리아노,이탈리안,2.8,서울 동대문구 회기로21길 44 2층,월~금 11:00 ~ 22:00,02-966-1652,39,19건
춘천막국수,국수,4.8,서울 동대문구 망우로18길 30,월/화/수/목/일 11:00 ~ 20:00 · 브레이크타임 월/화/수/목/일 15:00 ~ 17:00,02-2215-0901,13,16건
비사벌 전주콩나물국밥 장안점,국밥,3.8,서울 동대문구 장한로 51,매일 00:00 ~ 24:00,02-2246-9914,11,5건
홍두깨손칼국수,국수,4.7,서울 동대문구 왕산로 165,,02-957-7734,18,7건
신화쭈꾸미 회기점,해물/생선,4.0,서울 동대문구 경희대로4길 74,영업시간 매일 14:00 ~ 24:00,02-963-8886,57,8건
30년전통춘천닭갈비,닭요리,4.3,서울 동대문구 한천로14길 70,매일 12:00 ~ 23:00,02-2243-8887,14,3건
도남수산,회,5.0,서울 동대문구 안암로 6,매일 10:30 ~ 23:00,02-953-9248,24,8건
이상준초밥,초밥/롤,4.5,서울 동대문구 휘경로 12 1층,월~토 11:00 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 16:30,02-969-8100,11,15건
오광수산,회,3.6,서울 동대문구 망우로14길 28,,010-3911-8146,8,12건
한양닭도리탕곱창전골,곱창/막창,3.4,서울 동대문구 장한로24길 15,,02-2242-4805,19,5건
빈칸,카페,4.0,서울 동대문구 망우로21길 52 1층,매일 09:30 ~ 23:30,02-1577-5886,9,24건
쿠마키친,돈까스/우동,3.8,서울 동대문구 회기로31가길 34-4 1층,월/화/수/목/금/일 11:00 ~ 21:00 · 브레이크타임 월/화/수/목/금/일 14:30 ~ 16:30,070-4645-0141,34,19건
오소리순대 본점,순대,2.8,서울 동대문구 회기로4길 16,매일 10:30 ~ 22:00,02-918-9797,6,20건
베브릿지 한국외대점,카페,4.6,서울 동대문구 휘경로 4-10 1층,월~금 08:00 ~ 23:00,070-8252-5661,19,17건
스타벅스 경희대점,커피전문점,3.2,서울 동대문구 경희대로 16-1,월~토 07:00 ~ 21:00,1522-3232,10,6건
꽃갈피,카페,4.8,서울 동대문구 망우로18가길 36 1층,화~일 12:00 ~ 23:00,,17,16건
형제집,한식,4.4,서울 동대문구 제기로6길 14-2,영업시간 매일 15:00 ~ 02:00,02-921-3626,33,16건
대성집 대성본점,닭요리,5.0,서울 동대문구 제기로6길 14,,02-923-5877,1,3건
함흥냉면,냉면,4.4,서울 동대문구 고산자로38길 19,,02-966-0046,1,11건
고래돈가스 고대점,돈까스/우동,4.1,서울 동대문구 안암로 154,매일 09:30 ~ 21:30,02-953-6592,26,33건
안씨네원조쭈꾸미 경희대직영점,해물/생선,4.4,서울 동대문구 이문로 17-26,영업시간 매일 16:00 ~ 24:00,02-969-7668,20,9건
마장동동바곱창 본점,곱창/막창,3.3,서울 동대문구 고미술로 36 1층,,02-2217-9294,47,6건
호매호,호프/요리주점,4.5,서울 동대문구 답십리로 173-1,,02-3390-2113,25,2건
백리향,중화요리,2.6,서울 동대문구 전농로16길 22,매일 10:00 ~ 20:40,02-2212-7400,19,9건
스타벅스 외대정문점,커피전문점,3.3,서울 동대문구 이문로 93,월~금 08:00 ~ 20:00,1522-3232,9,8건
육회&연어 회기점,해물/생선,1.1,서울 동대문구 이문로 32 동일빌딩 1층,영업시간 매일 15:00 ~ 05:00,,30,14건
닛시스시,초밥/롤,4.4,서울 동대문구 신이문로 35 1층,월~토 12:00 ~ 20:30 · 브레이크타임 월~토 14:00 ~ 17:30,02-957-4004,25,19건
아라기(ALAGHI),동남아음식,3.9,서울 동대문구 고미술로 71,매일 11:00 ~ 22:00,02-2246-3868,26,15건
스타벅스 청량리역사점,커피전문점,2.9,서울 동대문구 왕산로 214 6층,매일 08:30 ~ 21:00,1522-3232,1,11건
미스사이공 장안점,베트남음식,3.4,서울 동대문구 사가정로25길 46 미송빌딩 1층,매일 10:30 ~ 22:00,070-7576-0420,12,10건
곽만근갈비탕 휘경점,갈비,2.6,서울 동대문구 망우로 122-1,매일 11:00 ~ 22:00,02-2217-7001,10,10건
이문동그집 회기역직영점,음식점,5.0,서울 동대문구 회기로28길 14,,,4,2건
봉평메밀막국수,국수,3.0,서울 동대문구 한천로 106,,,15,3건
중화식탁,중화요리,4.6,서울 동대문구 한천로 180 1층,화~일 11:30 ~ 20:30 · 브레이크타임 화~금 15:00 ~ 17:00,02-6101-9593,5,26건
두촌가마솥밥 장안점,한정식,4.5,서울 동대문구 천호대로 421 가동 1층,,,27,2건
복가주점,양꼬치,4.1,서울 동대문구 경희대로 3 2~3층,영업시간 매일 14:00 ~ 02:00,02-964-5678,76,7건
기태만두,분식,4.5,서울 동대문구 경동시장로10길 44,,02-962-4858,12,8건
강촌기사식당,기사식당,2.5,서울 동대문구 한천로 165,매일 00:00 ~ 24:00,02-2215-1977,1,2건
언제나만족 본점,족발/보쌈,4.6,서울 동대문구 회기로 40,영업시간 매일 16:00 ~ 24:00,02-963-4556,6,9건
홍춘천치즈닭갈비 회기경희대점,닭요리,4.8,서울 동대문구 회기로13길 10 2층,매일 11:00 ~ 23:00,070-8881-6884,1,6건
강씨네즉석떡볶이 장안본점,떡볶이,4.3,서울 동대문구 장한로14길 8 1층,월~토 11:00 ~ 23:00,02-6369-1929,11,6건
골목족발,족발/보쌈,4.8,서울 동대문구 회기로26길 5,영업시간 화~일 16:00 ~ 01:00,02-964-2027,26,13건
코코니주방,퓨전일식,4.8,서울 동대문구 이문로 112 2층,월/화/수/목/토/일 11:30 ~ 21:00 · 브레이크타임 월/화/수/목/토/일 15:00 ~ 17:00,02-962-7381,47,25건
교동짬뽕,중화요리,4.6,서울 동대문구 한천로 45,,02-2245-3323,2,5건
써브웨이 경희대점,샌드위치,2.2,서울 동대문구 경희대로 5-1 1층,매일 08:00 ~ 22:00,02-957-1589,9,28건
스타벅스 외대점,커피전문점,4.8,서울 동대문구 휘경로 12-1,월~금 08:00 ~ 19:30,1522-3232,8,13건
총각회수산,회,5.0,서울 동대문구 왕산로35길 16,,02-960-2323,5,1건
고대앞멸치국수,국수,2.5,서울 동대문구 제기로 2,매일 10:00 ~ 02:00,02-928-9394,12,15건
고수찜닭,닭요리,2.3,서울 동대문구 휘경로2길 21 1층,,02-959-9982,40,15건
이문시장,실내포장마차,3.8,서울 동대문구 휘경로2길 16,영업시간 매일 15:00 ~ 24:00,02-968-1551,25,4건
KFC 한국외대점,패스트푸드,2.5,서울 동대문구 이문로 114,매일 10:00 ~ 24:00,02-957-5858,17,10건
따봉하우스,떡볶이,2.6,서울 동대문구 경희대로4길 73,월~금 10:30 ~ 22:00,02-962-2885,34,10건
산해관,중화요리,2.4,서울 동대문구 회기로 116 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:30,02-969-3247,5,7건
만복 원조 보쌈칼국수,족발/보쌈,4.8,서울 동대문구 장한로 53,월~토 11:30 ~ 22:20,02-2245-2080,8,4건
진미육가,육류/고기,1.7,서울 동대문구 장한로 24,매일 11:00 ~ 22:30,02-2216-7070,38,3건
나라족발,족발/보쌈,2.2,서울 동대문구 홍릉로1길 41,,02-962-8967,1,9건
부산밀면냉면,냉면,3.0,서울 동대문구 경희대로4길 73,화~일 10:30 ~ 20:30,02-969-9008,26,17건
청량리경양식,돈까스/우동,3.6,서울 동대문구 서울시립대로 64,화~일 11:00 ~ 22:00,02-2217-6912,6,7건
미스사이공 신설동점,베트남음식,3.5,서울 동대문구 한빛로 1 (1층/미스사이공),매일 10:00 ~ 21:00,02-929-3379,10,10건
RBW라운지,카페,0.0,서울 동대문구 장한로20길 7 서희스타힐스 1층,월~금 11:00 ~ 20:00,,1,0건
어흥식당 회기2호점,스테이크/립,2.3,서울 동대문구 회기로13길 22 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-964-1104,28,3건
포천메밀냉면,냉면,4.4,서울 동대문구 왕산로33길 23,,,5,7건
장안설렁탕,설렁탕,3.0,서울 동대문구 천호대로89길 3,매일 11:00 ~ 20:30,02-2245-7077,11,10건
에스플로어,피자,3.8,서울 동대문구 경희대로1가길 5,월~목 11:30 ~ 01:00 · 브레이크타임 월~토 15:00 ~ 16:00,02-960-1071,20,4건
텐,돈까스/우동,4.4,서울 동대문구 회기로 116-1,월~토 10:00 ~ 22:00,02-965-0110,17,17건
딜리커피,카페,3.5,서울 동대문구 서울시립대로 88 1층,매일 09:30 ~ 21:30,010-9005-4493,41,6건
종구네통닭,치킨,4.6,서울 동대문구 홍릉로1길 47,매일 11:30 ~ 22:00,02-967-8449,23,14건
투썸플레이스 장안동사거리점,커피전문점,3.4,서울 동대문구 답십리로 273 한양빌딩 1층,매일 08:00 ~ 23:00,02-2212-9027,6,7건
남원통닭,치킨,4.3,서울 동대문구 홍릉로1길 39,매일 10:00 ~ 22:00,02-968-9841,61,14건
우리동네연탄구이,육류/고기,4.0,서울 동대문구 천호대로 281,,02-2213-6366,18,2건
우미 설렁탕,설렁탕,3.3,서울 동대문구 고미술로 57,매일 10:00 ~ 22:00,02-2246-3509,22,6건
버거킹 신설동역점,패스트푸드,3.7,서울 동대문구 보문로 6,매일 09:00 ~ 23:00,070-7462-6775,9,14건
대왕동태탕,해물/생선,4.8,서울 동대문구 답십리로66길 99 1층,매일 06:00 ~ 21:00,,14,5건
능이갈비탕삼계탕 제기점,삼계탕,2.9,서울 동대문구 약령시로 56 1층,매일 08:00 ~ 22:00,02-959-9590,1,9건
배비장숯불갈비,갈비,4.2,서울 동대문구 망우로 75,,02-2215-3335,2,6건
삼겹살무한리필 훈구생각,육류/고기,2.3,서울 동대문구 전농로 225 1층,매일 12:00 ~ 01:00,010-7159-8922,13,7건
경호야,초밥/롤,4.2,서울 동대문구 회기로 131 1층,월~토 11:00 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 16:30,02-968-1213,13,9건
노브랜드버거 경희대점,패스트푸드,4.5,서울 동대문구 회기로 144,매일 10:00 ~ 22:00,02-957-4910,38,12건
부산돼지국밥 복돈우리장안점,국밥,4.5,서울 동대문구 한천로 212 1층,매일 10:00 ~ 22:00,02-2214-2510,11,10건
미미네떡볶이,떡볶이,0.0,서울 동대문구 사가정로 262,,,54,0건
등촌샤브칼국수 장안점,샤브샤브,2.6,서울 동대문구 장한로 140,매일 00:00 ~ 24:00,02-2247-5429,28,10건
크래프트한스 답십리점,호프/요리주점,4.5,서울 동대문구 전농로 36 지하1층,,02-3394-6886,50,4건
언차일드,디저트카페,2.8,서울 동대문구 회기로 194-1 1/2층,,070-8808-5463,56,13건
아웃백스테이크하우스 딜리버리회기점,패밀리레스토랑,0.0,서울 동대문구 한천로58길 47,매일 11:00 ~ 21:30,1811-3650,7,0건
커피빈 장안점,커피전문점,4.2,서울 동대문구 장한로 115 1/2층,월~금 07:00 ~ 24:00,02-2249-9826,3,5건
북배산 흑염소요리,육류/고기,4.8,서울 동대문구 장한로 64,매일 11:30 ~ 21:50,02-2246-6610,8,4건
마왕족발,족발/보쌈,2.5,서울 동대문구 망우로14길 20-3 101호,,02-2244-1999,10,4건
꽃돼지무한삼겹 경희대점,고기뷔페,4.2,서울 동대문구 회기로19길 11 1층,매일 11:00 ~ 24:00,02-959-9285,37,6건
남화루,중화요리,3.3,서울 동대문구 난계로 250 1층,매일 10:30 ~ 21:00,02-2232-1151,5,6건
써브웨이 장안사거리점,샌드위치,2.0,서울 동대문구 답십리로 293,매일 08:00 ~ 23:00,02-3390-4970,10,12건
아지돈부리,일식,4.3,서울 동대문구 장한로12길 8 1층,매일 11:30 ~ 22:00,,27,11건
돈사돈 신설동점,육류/고기,4.8,서울 동대문구 안암로 6,영업시간 월~토 18:00 ~ 24:00,02-6326-8989,44,5건
일번지곱창,곱창/막창,2.7,서울 동대문구 전농로4가길 12,매일 12:00 ~ 05:00,02-2243-7621,21,9건
푸른하늘,분식,3.5,서울 동대문구 경희대로6길 3-4,월~토 07:00 ~ 22:00,02-960-3394,25,29건
분99,베트남음식,4.5,서울 동대문구 천장산로4길 36,매일 11:00 ~ 20:30 · 브레이크타임 매일 15:30 ~ 16:30,02-959-9979,7,17건
카페시사,카페,3.4,서울 동대문구 전농로 217 1층,매일 09:00 ~ 24:00,,20,9건
꽃술,술집,4.6,서울 동대문구 경희대로1길 8-14,영업시간 월~토 17:00 ~ 05:00,010-2295-7530,19,5건
오실장강남면옥,냉면,5.0,서울 동대문구 사가정로 207 1층,매일 11:00 ~ 22:00,,3,2건
어반,해물/생선,4.7,서울 동대문구 답십리로30가길 32,월~토 11:00 ~ 21:00 · 브레이크타임2 화~토 15:00 ~ 16:30,02-3394-5288,6,9건
보리밥우리집식당,육류/고기,5.0,서울 동대문구 왕산로 249,,02-960-2340,7,1건
역시커피,디저트카페,4.4,서울 동대문구 회기로 28,화~금 08:00 ~ 19:00,,17,17건
메이크샐러드 외대본점,양식,3.5,서울 동대문구 휘경로2길 16,월~금 10:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 16:30,02-960-2231,32,13건
스시고이,초밥/롤,4.6,서울 동대문구 회기로 148-5 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 14:00 ~ 17:30,02-6448-1688,33,18건
모두랑즉석떡볶이,떡볶이,4.5,서울 동대문구 회기로23가길 20,,02-965-5696,4,10건
꾸워봐,육류/고기,5.0,서울 동대문구 왕산로37길 15,매일 11:00 ~ 23:00,02-2214-8264,29,3건
동의보쌈칼국수냉면,족발/보쌈,4.5,서울 동대문구 장한로 157,매일 11:00 ~ 23:00,02-2242-6363,3,8건
하마쌀국수,국수,3.9,서울 동대문구 회기로25길 17-9,매일 11:30 ~ 21:00,,30,19건
강박사돌솥쌈밥생삼겹살,쌈밥,4.2,서울 동대문구 전농로14길 3,매일 10:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-2212-4260,20,5건
조개베네 고대점,조개,3.0,서울 동대문구 안암로24길 31-6,영업시간 매일 18:00 ~ 01:00,02-927-6447,20,2건
본가칼국수닭한마리,닭요리,5.0,서울 동대문구 답십리로 311 1층,,02-2248-0413,7,4건
더모임,뷔페,0.0,서울 동대문구 왕산로 6 경영빌딩 지하1층,,02-924-9000,3,0건
삼성루,중화요리,2.7,서울 동대문구 경희대로1가길 27,매일 00:00 ~ 24:00,02-969-1130,21,3건
후루사토,일본식주점,4.3,서울 동대문구 망우로18마길 16-1,,,13,6건
삼복한방닭한마리,닭요리,4.8,서울 동대문구 회기로16길 5-1 1층,,02-966-4843,11,10건
설빙 장안점,디저트카페,3.3,서울 동대문구 장한로 130 2층,매일 10:00 ~ 23:00,02-2214-7781,13,4건
마포숯불갈비,갈비,4.2,서울 동대문구 회기로8길 4,,02-969-8975,13,5건
이종구낙지세상 장안점,해물/생선,5.0,서울 동대문구 장한로 160,,02-2244-0006,6,1건
돼랑이우랑이,돈까스/우동,3.7,서울 동대문구 휘경로 31-1 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-957-0010,32,18건
예원손칼국수,국수,3.0,서울 동대문구 장한로26길 6,매일 11:00 ~ 22:00,02-2245-9545,16,8건
달콤퐁당 고대점,디저트카페,4.4,서울 동대문구 안암로24길 8,월~토 11:00 ~ 20:00,02-919-8268,20,9건
먼셀커피,카페,4.6,서울 동대문구 장한로13길 11-4 1층,매일 11:00 ~ 23:00,02-2212-0678,42,9건
와인양꼬치,양꼬치,5.0,서울 동대문구 이문로 36 2층,매일 12:00 ~ 02:00,02-968-1235,26,4건
명륜진사갈비 서울장안점,갈비,2.8,서울 동대문구 답십리로 240,매일 11:30 ~ 22:00,02-2212-1204,21,14건
민들레영토 경희대점,커피전문점,4.9,서울 동대문구 경희대로1길 34,화~일 11:00 ~ 22:00,02-959-3733,12,18건
외대불난곱창,곱창/막창,4.7,서울 동대문구 휘경로2길 5-7,영업시간 매일 15:30 ~ 02:00,,27,10건
대만선회세꼬시,회,5.0,서울 동대문구 하정로 45,,02-929-7226,11,3건
탐나종합어시장 신설동역점,회,4.4,서울 동대문구 천호대로 17 1층,매일 11:00 ~ 03:00,02-6012-3070,11,7건
신토불이 장안직영점,오리,3.2,서울 동대문구 사가정로 278,매일 11:30 ~ 22:00,02-2212-5292,27,5건
아웃닭 경희대점,치킨,2.3,서울 동대문구 회기로13길 19 1층,영업시간 매일 16:00 ~ 01:00,02-966-7778,17,8건
에이바우트커피 경희대점,카페,3.2,서울 동대문구 경희대로3길 28 1층,매일 07:00 ~ 24:00,02-966-2666,11,9건
빈체로 전농점,양식,4.2,서울 동대문구 사가정로 148,화~일 11:00 ~ 21:00,02-2242-8982,63,5건
506함박집,양식,5.0,서울 동대문구 황물로15다길 4 1층,월~금 11:30 ~ 15:00,070-5176-8880,23,8건
심양 경희대점,양꼬치,3.7,서울 동대문구 회기로 137,화요일,02-959-9213,11,3건
진한순대국,순대,4.5,서울 동대문구 천호대로83길 52,매일 00:00 ~ 24:00,02-2247-9088,12,4건
채선당 답십리점,샤브샤브,2.8,서울 동대문구 사가정로 6,매일 11:30 ~ 22:00,02-2242-2001,15,12건
토성옥,설렁탕,3.8,서울 동대문구 약령서길 28,,02-966-1839,9,6건
갈치와고갈비,해물/생선,4.0,서울 동대문구 천호대로 15-9,월~금 09:00 ~ 21:00,02-2237-9292,11,4건
설빙 회기역점,디저트카페,4.4,서울 동대문구 회기로 193 2층,매일 11:00 ~ 23:30,02-960-4342,11,5건
장안면옥,냉면,4.4,서울 동대문구 사가정로 258 1층,매일 10:00 ~ 21:30,02-2249-7221,5,5건
투썸플레이스 서울시립대점,커피전문점,3.4,서울 동대문구 전농로 214 2층,월~금 08:30 ~ 02:00,02-2212-3368,7,8건
크치치킨 고려대본점,치킨,3.8,서울 동대문구 고산자로56길 7,영업시간 월~토 14:00 ~ 00:30,02-957-9285,9,4건
대통삼 신설동점,삼겹살,3.2,서울 동대문구 천호대로4길 12 1층,,02-2235-1031,0,5건
견우,애견카페,3.0,서울 동대문구 한천로14길 22 지하1층,매일 11:30 ~ 20:30,,7,2건
도미노피자 장안점,피자,2.0,서울 동대문구 한천로 95,매일 11:00 ~ 22:00,02-2249-5461,3,6건
화로상회 답십리점,육류/고기,5.0,서울 동대문구 전농로 82-1,화~일 12:00 ~ 23:30,02-2216-6888,19,6건
경성주막,호프/요리주점,2.8,서울 동대문구 천호대로 7-10 1층,영업시간 월~토 17:00 ~ 02:00,02-928-5778,14,4건
금산가정식백반,한식,4.0,서울 동대문구 약령시로21길 30,,02-959-1901,9,2건
무등산왕돌구이집,삼겹살,2.8,서울 동대문구 한천로6길 36,월~토 11:30 ~ 23:00,02-2212-2276,14,5건
장충족발,족발/보쌈,3.6,서울 동대문구 홍릉로 20 1/2층,매일 11:00 ~ 02:00,02-966-5000,60,10건
