식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
바이킹스워프 코엑스점,바닷가재,3.2,서울 강남구 영동대로 513 컨벤션센터 2층,월~금 12:00 ~ 21:00 · 브레이크타임1 월~금 15:00 ~ 18:00,1644-4446,270,28건
데칸트,카페,3.0,서울 강남구 압구정로72길 10 2층,매일 11:00 ~ 21:00,02-543-8425,212,28건
떡도리탕 강남본점,닭요리,3.3,서울 강남구 테헤란로1길 28-4 지하 1층,월~토 12:00 ~ 24:00,02-501-2940,262,39건
해담채 강남점,해물/생선,4.0,서울 강남구 논현로85길 70 지하1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:30,02-558-4997,46,7건
영동민물장어,장어,4.5,서울 강남구 언주로148길 8,월~금 11:30 ~ 23:00,02-3448-9991,86,12건
청국장과보리밥 수서점,한식,3.9,서울 강남구 광평로46길 5-5,매일 10:30 ~ 21:00,02-3414-3313,73,28건
금수복국 압구정점,복어,3.4,서울 강남구 언주로 821 금수빌딩 2/3층,매일 00:00 ~ 24:00,02-542-5482,40,27건
세시셀라 도산공원점,디저트카페,3.8,서울 강남구 도산대로45길 10-4 삼경빌딩 1층,매일 11:00 ~ 23:00,02-3448-7100,197,56건
스시효 청담본점,초밥/롤,3.4,서울 강남구 선릉로146길 25 유현빌딩 1층,매일 12:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 18:00,02-545-0023,46,29건
풍년집,육류/고기,3.4,서울 강남구 논현로67길 63,매일 11:00 ~ 24:00,02-539-9886,98,16건
아트몬스터 강남역점,호프/요리주점,3.6,서울 강남구 테헤란로1길 28-3 1/2층,영업시간 월~토 15:00 ~ 01:00,02-6448-6110,937,28건
아방궁,중화요리,3.2,서울 강남구 역삼로1길 18,매일 00:00 ~ 24:00,02-508-5010,85,17건
카페블라썸 강남점,카페,3.4,서울 강남구 강남대로102길 25,매일 11:00 ~ 23:00,02-565-2117,423,42건
도쿄등심 압구정점,육류/고기,3.7,서울 강남구 도산대로49길 9 스타크빌딩 3층,매일 11:00 ~ 23:00 · 브레이크타임2 월~금 15:00 ~ 17:00,02-547-2260,350,16건
마노디셰프 삼성점,이탈리안,3.9,서울 강남구 테헤란로87길 21 동성빌딩 지하1층,매일 11:30 ~ 22:30,02-561-9011,60,31건
카메스시,초밥/롤,4.2,서울 강남구 선릉로121길 7 101호,월~토 10:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 18:00,02-6084-8322,100,31건
껠끄쇼즈,디저트카페,4.3,서울 강남구 도곡로70길 5,월/화요일,,126,54건
사람사는고깃집김일도 선릉점,육류/고기,4.7,서울 강남구 역삼로63길 23,매일 12:00 ~ 24:00,02-567-9183,96,36건
김돈이 본점,육류/고기,3.9,서울 강남구 선릉로94길 9,월~금 11:00 ~ 05:00,02-558-5256,150,58건
인량 훠궈,중식,4.4,서울 강남구 강남대로140길 9 비피유빌딩 지하1층,화~일 11:30 ~ 23:00 · 브레이크타임 화~금 14:30 ~ 17:00,02-516-8777,171,18건
도치피자 강남점,피자,3.1,서울 강남구 강남대로98길 27 1층,매일 11:30 ~ 22:00,02-556-8001,218,51건
어성,일식,4.3,서울 강남구 언주로 843 2층,,02-3442-6686,146,36건
파넬카페,카페,3.5,서울 강남구 언주로164길 14,매일 10:00 ~ 22:00,,148,33건
듀자미,디저트카페,2.9,서울 강남구 도산대로11길 28 1층,매일 12:00 ~ 23:00,02-3443-0030,248,72건
청담골,한식,2.5,서울 강남구 선릉로148길 48 미준빌딩 1층,월~금 10:30 ~ 22:30,02-543-1252,141,34건
백곰막걸리,한식,3.4,서울 강남구 압구정로48길 39,영업시간 월~목 17:00 ~ 24:00,010-6822-7644,115,36건
무월식탁 강남본점,한식,2.6,서울 강남구 강남대로102길 23 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00,02-552-9280,211,100건
마녀김밥,분식,3.1,서울 강남구 압구정로79길 32,매일 08:00 ~ 20:00,02-547-1114,70,44건
윤화돈까스,돈까스/우동,3.4,서울 강남구 도곡로 221 셀라빌딩 1층,매일 10:00 ~ 22:00,02-3463-0863,70,34건
무오키,양식,4.6,서울 강남구 학동로55길 12-12 2층,월~토 12:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 18:00,010-2948-4171,103,24건
감성타코 가로수길점,멕시칸/브라질,2.6,서울 강남구 가로수길 26 3층,매일 12:00 ~ 22:00,02-516-8884,136,43건
시추안하우스 삼성점,중화요리,3.2,서울 강남구 테헤란로87길 29 M타워 1층,매일 11:30 ~ 22:00,02-508-1320,88,33건
멘야산다이메 신논현점,일본식라면,3.3,서울 강남구 강남대로114길 23 에스코빌딩 1층 101호,매일 11:40 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:00,02-546-4129,61,67건
평양옥,냉면,3.8,서울 강남구 논현로71길 18 신성타워 1층,월/화/수/목/금/일 11:00 ~ 21:00,02-568-5114,64,31건
당옥,디저트카페,3.4,서울 강남구 강남대로162길 22 1층 101호,화~일 11:30 ~ 20:00,02-3443-1227,95,18건
임피리얼팰리스 패밀리아,뷔페,4.1,서울 강남구 언주로 640 임피리얼팰리스호텔 1층,매일 06:30 ~ 22:00,02-3440-8090,39,13건
붓처스컷 삼성점,스테이크/립,3.1,서울 강남구 테헤란로87길 17 지하1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-552-6647,86,26건
르브런쉭 대치점,양식,3.8,서울 강남구 삼성로 350 1층,매일 09:30 ~ 21:00,02-565-5531,124,20건
강강술래 청담점,갈비,3.0,서울 강남구 도산대로 535,매일 11:00 ~ 22:00,02-3443-3392,29,9건
바스버거 역삼점,햄버거,3.8,서울 강남구 테헤란로26길 10 성보빌딩 지하 1층,월~금 11:00 ~ 22:30 · 브레이크타임1 월/화/수/목/토/일 15:00 ~ 16:30,02-568-6654,105,41건
잭슨피자 압구정점,피자,4.0,서울 강남구 압구정로 144 1층 107호/ 108호,매일 11:00 ~ 24:00,02-512-0717,113,41건
길버트버거앤프라이즈 가로수점,햄버거,4.2,서울 강남구 도산대로15길 47,월~목 11:30 ~ 21:30,02-546-5453,99,60건
교대이층집 강남역점,육류/고기,4.1,서울 강남구 강남대로78길 14 2층,매일 11:30 ~ 01:00,02-562-7113,115,27건
빵어니스타 압구정점,디저트카페,3.6,서울 강남구 도산대로25길 43 1층,매일 12:00 ~ 20:00,02-546-7768,89,26건
서래향 수서점,중화요리,2.8,서울 강남구 광평로51길 6-9 1층,매일 11:00 ~ 21:30,02-451-8183,117,22건
비야게레로,멕시칸/브라질,4.0,서울 강남구 봉은사로78길 12 101호,화~일 11:30 ~ 21:30,02-538-8915,114,106건
미엘,갤러리카페,3.0,서울 강남구 도산대로67길 13-12 퍼즐하우스 1층,매일 11:00 ~ 01:00,02-512-2395,101,18건
빌리엔젤 강남역점,디저트카페,2.6,서울 강남구 테헤란로1길 48 강남ELS빌딩 1층,매일 11:00 ~ 23:00,070-5051-8135,146,36건
육시리 역삼본점,육류/고기,4.2,서울 강남구 논현로 420,매일 11:30 ~ 05:00,02-556-6678,129,46건
벽돌해피푸드 압구정점,아시아음식,3.5,서울 강남구 도산대로51길 36 1층,월~목 12:00 ~ 24:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-514-0200,149,33건
기욤 청담점,디저트카페,3.0,서울 강남구 선릉로152길 17,월/화/수/목/일 10:00 ~ 24:00,02-512-6701,187,44건
홍미닭발 신사본점,닭요리,3.3,서울 강남구 도산대로1길 6,영업시간 매일 14:00 ~ 05:00,02-545-2119,167,24건
가배도 신논현점,다방,3.4,서울 강남구 강남대로110길 13 2/3층,매일 11:00 ~ 22:00,02-554-4542,361,56건
후레쉬빌 삼성역본점,돈까스/우동,4.2,서울 강남구 테헤란로108길 19 부림빌딩 1층,월~금 11:00 ~ 20:30 · 브레이크타임 월~금 15:30 ~ 16:00,0507-1489-9805,115,64건
컨버터,이탈리안,3.9,서울 강남구 강남대로156길 12 1층,매일 11:30 ~ 23:00,02-545-3534,146,31건
세광양대창 논현점,곱창/막창,4.0,서울 강남구 강남대로118길 12 부경빌딩 1층 105호,매일 11:30 ~ 05:00,02-558-8484,195,13건
톡톡,양식,3.3,서울 강남구 학동로97길 41 리유빌딩 3층,화~일 12:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 18:00,02-542-3030,134,26건
노란상 소갈비 강남구청점,갈비,4.3,서울 강남구 선릉로131길 22 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-543-9290,40,28건
레스쁘아뒤이부,양식,3.3,서울 강남구 선릉로152길 33,매일 12:00 ~ 22:00,02-517-6034,112,41건
진풍정 강남점,한정식,3.1,서울 강남구 테헤란로52길 15 이스타빌 지하2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-538-7733,111,16건
노아베이커리 압구정본점,제과/베이커리,3.8,서울 강남구 압구정로30길 9,매일 08:00 ~ 23:00,02-546-7588,125,31건
카페무라노,카페,3.9,서울 강남구 강남대로110길 21 1층,매일 12:00 ~ 20:00,02-555-8853,32,7건
코르바니,이탈리안,4.4,서울 강남구 언주로94길 9 1/ 2층,매일 11:00 ~ 24:00 · 브레이크타임 매일 14:00 ~ 17:30,02-555-9536,186,66건
대도식당 삼성점,육류/고기,3.2,서울 강남구 삼성로 545 1~3층,월~금 11:00 ~ 22:30,02-561-2283,20,26건
볼피노,양식,3.7,서울 강남구 도산대로45길 10-7 삼희2빌딩 1층,매일 12:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 18:00,,221,50건
두레국수,국수,3.4,서울 강남구 언주로98길 14,,02-552-7456,45,18건
이자카야나무 강남2호점,일본식주점,3.2,서울 강남구 강남대로78길 8 지하1층,영업시간 매일 16:00 ~ 05:30,02-558-6787,27,24건
더라운드 청담점,중식,3.8,서울 강남구 선릉로148길 37 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-545-4448,29,22건
파시0914,카페,3.5,서울 강남구 도산대로45길 15 지하 1층,월~토 11:00 ~ 22:00,02-2056-0917,53,4건
돌곰네,해물/생선,3.6,서울 강남구 언주로146길 18 동현아파트상가 지하1층,월~토 11:30 ~ 03:00,02-3446-2928,90,28건
카페그라쎄,카페,4.2,서울 강남구 도산대로17길 19 온암빌딩 1층,화~목 11:00 ~ 22:30,02-542-3446,79,21건
라공방 강남1호 본점,중화요리,2.4,서울 강남구 테헤란로4길 6 센트럴애비뉴 지하1층 B113호,매일 11:00 ~ 23:00,02-562-0825,261,92건
훠궈나라 강남점,중화요리,3.5,서울 강남구 봉은사로2길 35 소현빌딩 2층,월/화/수/목/일 11:30 ~ 23:30,02-554-7701,216,28건
세드라,디저트카페,4.0,서울 강남구 역삼로67길 15 샬롬빌 1층 101호,매일 11:30 ~ 18:00,02-6349-7171,95,40건
스시마이우 강남CGV점,초밥/롤,4.6,서울 강남구 강남대로102길 14 장연빌딩 1층,매일 11:00 ~ 23:30,02-555-4034,126,630건
마초갈비 선릉역점,갈비,4.3,서울 강남구 선릉로93길 11 1층,월~토 00:00 ~ 24:00,02-567-0903,187,44건
낙원테산도 강남본점,퓨전일식,3.2,서울 강남구 봉은사로4길 36 운현빌딩 1층,,02-555-1540,384,57건
우래옥 강남분점(휴업중),육류/고기,3.3,서울 강남구 영동대로 313,,02-561-6124,92,58건
배꼽집,육류/고기,3.2,서울 강남구 강남대로128길 22,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-539-3323,47,30건
슈퍼집 논현점,떡볶이,3.4,서울 강남구 언주로130길 14,매일 11:00 ~ 05:00,,51,27건
논탄토,카페,3.8,서울 강남구 도산대로17길 35,매일 11:00 ~ 22:00,,153,43건
파란만잔,디저트카페,3.6,서울 강남구 봉은사로2길 21 1/2층,매일 11:00 ~ 23:00,,178,20건
신사소곱창,곱창/막창,3.3,서울 강남구 압구정로2길 62,영업시간 월~토 17:00 ~ 03:00,02-515-9931,151,24건
청담돈,일식,3.9,서울 강남구 도산대로49길 11 2층,매일 11:30 ~ 22:00,02-549-0302,447,19건
우동명가 기리야마본진,돈까스/우동,3.9,서울 강남구 강남대로84길 23 한라클래식 지하1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 18:00,02-567-0068,69,55건
스시선수,초밥/롤,4.6,서울 강남구 도산대로45길 6 호림아트센터 지하M층,매일 12:00 ~ 22:00,02-514-0812,95,25건
우와 가로수길점,일식집,3.8,서울 강남구 강남대로158길 17 1층,월/화/수/목/일 12:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:00,070-4977-7336,97,64건
파불라,중화요리,3.8,서울 강남구 도산대로81길 51 루미안빌딩 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-517-2852,90,30건
롸카두들 핫치킨 압구정점,햄버거,4.5,서울 강남구 언주로164길 35-3 1층,월~토 11:30 ~ 21:00,02-3447-3456,191,48건
팔식당,육류/고기,4.8,서울 강남구 도산대로90길 7 1층,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3444-8877,74,4건
코다차야,실내포장마차,2.3,서울 강남구 압구정로14길 6 지하1층,영업시간 매일 17:00 ~ 03:00,02-518-8883,39,17건
클라우즈비,카페,3.6,서울 강남구 논현로28길 10 제이제이빌딩 1층,월~금 08:00 ~ 22:00,02-529-5405,95,34건
천미미,중화요리,3.9,서울 강남구 강남대로152길 11 1층,월~토 11:00 ~ 05:00,02-540-7200,79,34건
참치공방 강남점,참치회,2.8,서울 강남구 강남대로78길 18 2층,매일 11:30 ~ 00:30 · 브레이크타임 매일 15:00 ~ 17:00,02-538-0220,47,21건
웨이크&베이크,이탈리안,3.8,서울 강남구 압구정로42길 47 1층,매일 11:00 ~ 22:00,070-8835-3565,164,22건
브릭오븐,피자,3.6,서울 강남구 강남대로102길 31,월/화/수/목/일 11:30 ~ 23:00,02-508-1325,125,76건
빠레뜨한남 가로수길,양식,3.0,서울 강남구 논현로153길 61 2층,월~금 11:30 ~ 21:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-517-3457,450,22건
67소호,카페,3.4,서울 강남구 도산대로30길 21-3 1층,,010-6588-0803,198,32건
명인등심 압구정직영점,육류/고기,4.2,서울 강남구 도산대로 211,매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-3446-5544,40,10건
지아니스나폴리 역삼점,이탈리안,3.7,서울 강남구 논현로94길 15 지하1층,매일 11:30 ~ 22:00,02-566-0501,116,53건
신도세기 선릉점,육류/고기,3.2,서울 강남구 테헤란로52길 15 금천빌딩 지하 1층,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-501-6888,129,29건
짬뽕지존 역삼직영점,중화요리,3.7,서울 강남구 테헤란로10길 21 세명프라자 B동 2층 205호,매일 00:00 ~ 24:00,02-563-5161,129,27건
팔당닭발&오징어 강남본점,닭요리,3.6,서울 강남구 학동로45길 3,매일 00:00 ~ 24:00,02-566-4686,90,16건
양인환대,스테이크/립,3.8,서울 강남구 강남대로42길 17,영업시간 월~토 16:00 ~ 24:00,02-577-1014,79,30건
낙원타코 강남CGV점,멕시칸/브라질,3.1,서울 강남구 봉은사로4길 33 1/ 2층,매일 11:30 ~ 23:00,,307,52건
바스버거 선릉점,햄버거,3.5,서울 강남구 삼성로85길 39 2층 2호,월~금 11:00 ~ 23:00 · 브레이크타임2 월/화/수/목/토/일 14:00 ~ 15:30,02-554-6653,102,19건
메종드라카테고리,양식,3.5,서울 강남구 선릉로 826 1층,월~금 11:30 ~ 24:00,02-545-6640,227,25건
네기다이닝라운지,일본식주점,4.6,서울 강남구 도산대로15길 18 4층,,02-548-0807,123,18건
루프808,카페,4.2,서울 강남구 강남대로 470 16층,영업시간 월~금 15:00 ~ 22:00,02-3452-8088,180,71건
비어룸,이탈리안,4.0,서울 강남구 강남대로98길 22,화~일 11:30 ~ 23:30,0507-1429-5956,176,24건
마노디셰프 강남점,이탈리안,4.0,서울 강남구 테헤란로 129 강남N타워 지하1층,매일 11:00 ~ 22:00,02-553-5311,67,25건
마법갈비요술꼬치,육류/고기,3.4,서울 강남구 선릉로157길 26 1/2층,,02-543-9289,53,23건
다로베 청담점,양식,3.7,서울 강남구 선릉로 757 더채플엣청담 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-3445-3666,42,32건
강남어시장,해물/생선,2.4,서울 강남구 강남대로 512 5층,영업시간 매일 17:00 ~ 03:00,02-511-7325,103,13건
백운봉막국수 본점,국수,3.9,서울 강남구 언주로93길 30 1층,월~토 11:00 ~ 05:00,02-554-5155,99,44건
메리가든,양식,4.3,서울 강남구 봉은사로 113 디자이너스호텔 13층,매일 11:30 ~ 22:00,02-517-5090,174,62건
홈수끼 학동점,샤브샤브,3.6,서울 강남구 언주로 708 경원빌딩 1층,매일 08:00 ~ 22:00,02-3445-4124,187,17건
우가,육류/고기,4.2,서울 강남구 도산대로49길 22 지하1층,매일 12:00 ~ 22:00,02-6272-2223,41,13건
비트포비아 강남던전점,테마카페,3.2,서울 강남구 강남대로84길 33 대우디오빌플러스 지하1층 111호,월~금 11:30 ~ 23:00,02-555-4360,150,13건
대삼식당,삼겹살,3.4,서울 강남구 학동로41길 23 인현빌딩 1층,영업시간 월~토 17:00 ~ 24:00,02-545-2255,102,27건
고래불 역삼본점,해산물,3.6,서울 강남구 논현로79길 62 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:30 ~ 16:30,02-556-3677,31,18건
뻐꾸기,실내포장마차,3.6,서울 강남구 도산대로17길 4,영업시간 매일 17:00 ~ 05:00,02-512-6798,57,27건
호랑이식당 강남본점,일본식라면,3.0,서울 강남구 봉은사로4길 20 1층,매일 12:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-508-6655,123,115건
볼트스테이크하우스,스테이크/립,3.2,서울 강남구 압구정로72길 22 2층,매일 12:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 18:00,02-544-9235,156,35건
청담25,한식,3.1,서울 강남구 압구정로79길 32,화~토 00:00 ~ 24:00,02-3443-2577,46,13건
이남장 삼성점,설렁탕,4.3,서울 강남구 봉은사로108길 21,월~금 10:00 ~ 22:00,02-569-8726,33,39건
닭으로가 압구정본점,닭요리,3.5,서울 강남구 언주로172길 55,매일 12:00 ~ 23:00,02-518-9936,114,30건
몰타참치,참치회,3.9,서울 강남구 삼성로85길 26 v&s빌딩 2층,매일 11:30 ~ 23:00,02-508-7861,29,26건
다노이 선릉점,카페,3.3,서울 강남구 테헤란로57길 17 지하1층,,02-508-2727,24,3건
삼성원조양곱창,곱창/막창,3.1,서울 강남구 학동로101길 7 승창빌딩 1층,영업시간 월~토 17:00 ~ 23:00,02-545-8895,51,27건
중경마라탕 강남역점,중화요리,3.4,서울 강남구 테헤란로1길 44 2층,매일 11:00 ~ 24:00,02-558-5988,242,53건
샤블리,샤브샤브,4.1,서울 강남구 강남대로152길 35 2층,월~토 11:30 ~ 23:00,02-511-8867,276,34건
천진영감,중화요리,3.2,서울 강남구 봉은사로6길 26 1층,매일 12:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,02-568-0355,173,53건
조인바이트,퓨전요리,2.9,서울 강남구 선릉로112길 13,매일 11:00 ~ 02:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3444-3611,89,22건
신의주찹쌀순대,순대,3.0,서울 강남구 영동대로 725,매일 00:00 ~ 24:00,02-511-9081,59,29건
압구정변강쇠떡볶이,떡볶이,2.8,서울 강남구 도산대로46길 21 한진로즈힐아파트 101동 상가 117호,월~금 11:30 ~ 01:00,02-3443-9978,92,37건
테라로사 코엑스점,커피전문점,3.3,서울 강남구 영동대로 513 1층,매일 09:00 ~ 22:00,,128,33건
백억하누 강남본점,육류/고기,4.0,서울 강남구 테헤란로5길 29,매일 11:30 ~ 22:30,02-568-8592,166,31건
취영루 논현점,중화요리,2.8,서울 강남구 학동로2길 11,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:30,02-511-6666,148,25건
룸서비스301,카페,2.4,서울 강남구 양재천로 193 3층 301호,화~일 12:00 ~ 21:00,,227,31건
카페레이어스튜디오,카페,2.5,서울 강남구 삼성로75길 40,매일 09:00 ~ 22:00,02-555-6660,73,14건
김태완스시,초밥/롤,2.5,서울 강남구 학동로2길 31,매일 11:30 ~ 03:00,02-517-1777,106,35건
남도사계고운님,해물/생선,3.8,서울 강남구 삼성로81길 22 한정빌딩 2층,매일 11:30 ~ 22:00,02-562-9292,37,16건
고급오복수산,일식집,4.5,서울 강남구 논현로 854 지하 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-545-9955,195,24건
강서면옥 압구정점,냉면,3.5,서울 강남구 언주로164길 19 1/2층,매일 11:00 ~ 21:30,02-3445-0092,69,51건
수수커피 가로수길점,커피전문점,3.6,서울 강남구 강남대로154길 24 준영빌딩 1층,월~금 12:00 ~ 18:00,070-8833-4369,55,24건
논현손칼국수,국수,4.3,서울 강남구 논현로111길 16 1층,월~금 09:30 ~ 20:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-517-6030,61,49건
만강,한정식,2.5,서울 강남구 밤고개로21길 81 1~3층,매일 11:00 ~ 22:00,02-445-8892,14,15건
미분당 강남점,베트남음식,3.6,서울 강남구 강남대로110길 16 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-555-9830,237,59건
한성양갈비양꼬치 강남점,양꼬치,4.2,서울 강남구 강남대로78길 25,,02-556-6692,54,13건
호무랑,퓨전일식,3.2,서울 강남구 도산대로 442 피엔폴루스 1층,매일 11:30 ~ 22:00,02-6947-1279,106,23건
타코벨 역삼점,멕시칸/브라질,3.5,서울 강남구 논현로85길 11 1층,월~금 07:30 ~ 22:00,02-539-2244,20,17건
평양면옥 도곡점,냉면,2.2,서울 강남구 논현로28길 28,매일 11:00 ~ 21:30,02-577-7784,63,32건
라비옥,갈비,3.6,서울 강남구 테헤란로25길 42,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-538-8592,107,9건
슬로우치즈,양식,4.2,서울 강남구 삼성로145길 13,화~토 11:30 ~ 20:00,02-517-7172,134,27건
창고43 청담점,육류/고기,3.9,서울 강남구 도산대로 421 JS빌딩 1/2층,매일 11:30 ~ 22:00,02-515-3343,38,7건
썬더버드,양식,4.3,서울 강남구 압구정로60길 18 1층,매일 10:00 ~ 21:00,02-2138-1377,30,33건
키이스케이프 강남점,테마카페,4.0,서울 강남구 강남대로96길 17 6층,,010-7456-6082,126,4건
로얄마카롱,디저트카페,4.3,서울 강남구 테헤란로25길 26 3층,매일 11:00 ~ 21:00,070-4110-2000,86,35건
흑돈가 삼성역점,육류/고기,2.7,서울 강남구 봉은사로86길 14 1/2층,매일 11:30 ~ 22:20,02-2051-0008,60,45건
꽃새우영번지 역삼점,해물/생선,3.0,서울 강남구 언주로 536 1층,매일 11:00 ~ 06:00,02-501-2050,35,11건
백마김씨네 도곡본점,육류/고기,3.8,서울 강남구 남부순환로 2743,매일 11:30 ~ 22:00,02-579-7113,22,29건
장정정,일식집,3.4,서울 강남구 삼성로 517,월~토 11:00 ~ 24:00,02-6498-9700,89,18건
심퍼티쿠시 역삼점,와인바,4.5,서울 강남구 논현로87길 19 스퀘어736 지하1층,영업시간 매일 17:00 ~ 24:00,070-7178-0090,87,36건
큰물참치 강남점,참치회,4.0,서울 강남구 테헤란로2길 27 비젼타워 1층 102호,매일 10:00 ~ 22:00,02-538-2979,57,8건
청담류,일본식주점,3.4,서울 강남구 도산대로58길 12,월~금 11:00 ~ 02:00 · 브레이크타임 월~금 14:30 ~ 17:30,02-6080-5812,92,5건
목포집 본점,한식,3.4,서울 강남구 강남대로152길 24,매일 11:30 ~ 24:00,02-549-5119,192,68건
로로,양식,2.6,서울 강남구 언주로164길 35 1/2층,화~일 11:30 ~ 23:00,02-3444-0011,407,14건
풍국면 강남직영점,국수,4.1,서울 강남구 테헤란로8길 21 1층,월~금 11:00 ~ 21:30 · 브레이크타임 월~금 15:30 ~ 17:30,02-566-1144,305,51건
웻커피 신사점,카페,3.3,서울 강남구 강남대로162길 18,매일 11:00 ~ 22:00,02-6081-5073,173,26건
돈블랑 청담스퀘어점,육류/고기,4.2,서울 강남구 도산대로 420 청담스퀘어 B동 4층,매일 11:22 ~ 22:00,02-6407-7474,61,6건
골드피쉬딤섬퀴진,중식,3.8,서울 강남구 압구정로48길 35 2층,매일 11:00 ~ 22:00 · 브레이크타임 매일 13:50 ~ 17:00,02-511-5266,136,57건
도연하다,호프/요리주점,2.3,서울 강남구 논현로32길 5,영업시간 매일 17:00 ~ 02:00,02-579-9939,74,12건
알라프리마,양식,4.0,서울 강남구 학동로17길 13,월~토 12:00 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 18:00,02-511-2555,112,20건
난장캠프 논현본점,육류/고기,3.4,서울 강남구 강남대로114길 10 2층,영업시간 매일 17:00 ~ 03:00,02-516-1446,96,16건
일일향 삼성점,중화요리,3.7,서울 강남구 테헤란로83길 20,월~토 11:30 ~ 21:30,02-554-9882,34,9건
공감,일본식주점,2.0,서울 강남구 도산대로11길 32 한교빌딩 1층,영업시간 월~금 16:00 ~ 04:00,02-516-1676,69,19건
진대감 논현점,육류/고기,3.2,서울 강남구 학동로38길 38,매일 11:30 ~ 22:30,02-512-0365,74,14건
진가와 한국본점,일식,3.6,서울 강남구 논현로94길 25-3 지하1층,월~금 11:30 ~ 22:30 · 브레이크타임 월~금 14:30 ~ 17:30,02-564-8553,107,21건
나이스샤워 역삼점,일식,3.9,서울 강남구 테헤란로10길 25 뜨라네아파트 1층 106호,월~금 11:00 ~ 20:40,02-558-6008,219,46건
리틀사이공 압구정본점,동남아음식,3.8,서울 강남구 언주로174길 26,매일 11:30 ~ 22:00,02-547-9050,65,32건
참치그라,참치회,4.0,서울 강남구 선릉로93길 22 대흥빌딩 3층,영업시간 월/화/수/목/금/일 15:30 ~ 23:00,02-538-7234,31,15건
스시이토,초밥/롤,3.8,서울 강남구 선릉로153길 22 4층,월~금 12:00 ~ 22:00 · 브레이크타임1 월~금 14:00 ~ 18:30,02-543-2425,110,21건
할매재첩국,해물/생선,3.8,서울 강남구 삼성로 308,매일 00:00 ~ 24:00,02-501-6667,39,38건
까사생갈비,갈비,4.4,서울 강남구 봉은사로2길 15 1층,매일 11:30 ~ 24:00,02-561-5705,161,26건
가담,중식,3.8,서울 강남구 언주로167길 35,월~금 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-545-5163,72,25건
나리식당 청담점,삼겹살,2.3,서울 강남구 선릉로152길 25 1층,영업시간 매일 14:00 ~ 02:00,02-545-4860,60,13건
봉우화로 강남본점,육류/고기,3.0,서울 강남구 봉은사로18길 76,매일 11:30 ~ 24:00,02-558-8452,133,20건
세광양대창 강남점,곱창/막창,3.7,서울 강남구 역삼로5길 22 1층,매일 11:00 ~ 22:00,02-568-9231,69,24건
벌교한상,한식,3.2,서울 강남구 광평로46길 7,매일 10:30 ~ 22:00,02-451-2226,104,31건
땅코참숯구이 연다라역삼점,육류/고기,4.2,서울 강남구 도곡로7길 28,영업시간 월~토 16:00 ~ 01:00,02-562-2009,71,28건
노모어피자,피자,3.5,서울 강남구 언주로164길 34-2 1층,,02-6080-3417,442,22건
신도세기 삼성역점,육류/고기,4.1,서울 강남구 테헤란로 518 지하1층,매일 11:00 ~ 22:00,02-553-8292,73,37건
영동원삼겹살,삼겹살,4.2,서울 강남구 강남대로 520,매일 00:00 ~ 24:00,02-541-5090,63,23건
